FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,UMAP-1,UMAP-2
997.0,5666.0,509.0,2316.0,1208.0,2253.0,1344,2608,4830.0,9325.0,842.0,2357.0,16.7,1,10.77068,-4.5478806
1035.0,5626.0,442.0,3495.0,1247.0,2094.0,1439,2542,4871.0,9294.0,158.0,388.0,16.8,1,10.959857,-4.5743556
22476.0,47553.0,4837.0,8922.0,357.0,219.0,218,77,25504.0,31417.0,24094.0,29415.0,16.8,0,0.06601593,1.5904363
5727.0,15565.0,1452.0,3520.0,2111.0,2750.0,2736,3644,9331.0,12146.0,591.0,3638.0,16.9,1,12.933201,-1.6886675
6206.0,12741.0,933.0,3825.0,1761.0,2747.0,2477,4295,8052.0,13664.0,4635.0,4883.0,16.9,1,12.411067,-0.26600695
7927.0,19131.0,1440.0,3652.0,2278.0,2682.0,5434,7218,17841.0,23763.0,4457.0,6242.0,17.2,1,13.049858,10.7847595
29099.0,57212.0,3733.0,5284.0,0.0,228.0,0,0,30416.0,35352.0,30227.0,29301.0,17.2,0,-0.057815596,2.42397
13783.0,15635.0,0.0,2317.0,3548.0,4436.0,5050,6068,12040.0,14483.0,3174.0,4012.0,17.2,1,13.096469,6.7570887
2617.0,8129.0,932.0,2611.0,1798.0,3225.0,1969,3836,4675.0,9027.0,516.0,606.0,17.5,1,11.6947155,-1.1416838
1776.0,8412.0,545.0,3894.0,1860.0,3127.0,2142,3766,5851.0,9739.0,269.0,471.0,17.8,1,11.705953,-1.1708817
6267.0,14922.0,2344.0,5452.0,2304.0,2884.0,3481,4385,11168.0,13724.0,1644.0,3747.0,18.0,1,13.9514065,0.85200965
1248990.0,1802420.0,466284.0,612974.0,1067.0,728.0,458,298,309830.0,327215.0,164728.0,166011.0,18.0,0,-1.0577186,13.9708185
800.0,2871.0,609.0,3076.0,148.0,186.0,275,164,4231.0,5417.0,2412.0,2621.0,18.0,0,-3.3453953,-5.478991
370242.0,591621.0,343053.0,608407.0,1626.0,1663.0,639,366,364037.0,380801.0,155334.0,165995.0,18.0,0,-0.93304986,12.6555395
2865.0,9148.0,12953.0,34053.0,160.0,82.0,200,137,4453.0,5068.0,760.0,1716.0,18.1,0,-2.8781455,-5.449141
1262980.0,1242050.0,7755500.0,9838660.0,2687.0,1560.0,951,485,255978.0,254329.0,124822.0,122934.0,18.1,0,-0.39222285,14.849175
2445.0,6379.0,604.0,3179.0,1656.0,2418.0,2533,3481,7501.0,9992.0,827.0,874.0,18.1,1,12.389998,-2.2343922
5358.0,20374.0,933.0,2611.0,1149.0,1563.0,2399,3248,7042.0,10122.0,1056.0,3330.0,18.2,1,12.278322,-3.2487876
4994.0,12619.0,2569.0,4860.0,2561.0,2908.0,3665,4550,10683.0,12151.0,1673.0,3036.0,18.2,1,13.795832,1.1804304
2229.0,8639.0,1120.0,3175.0,2376.0,4081.0,3065,5129,8626.0,14715.0,1020.0,2319.0,18.3,1,12.942148,3.0722775
7602.0,15074.0,0.0,1770.0,5772.0,7088.0,8303,10111,18893.0,22718.0,2873.0,3465.0,18.6,1,10.399151,14.783705
1540.0,5819.0,0.0,726.0,651.0,2212.0,744,2657,1907.0,7947.0,436.0,622.0,18.6,1,10.245083,-4.196078
211924.0,366568.0,26493.0,48126.0,964.0,582.0,595,347,204791.0,209443.0,112189.0,126604.0,18.6,0,-1.24733,10.878462
2243.0,7992.0,1848.0,5427.0,2014.0,2391.0,2776,3611,8872.0,11174.0,0.0,1794.0,18.7,1,12.895946,-1.7710463
619.0,2900.0,0.0,342.0,109.0,5.0,76,0,1739.0,4381.0,10801.0,26653.0,18.9,0,-5.887848,-3.4346807
34522.0,49768.0,3336.0,8037.0,367.0,506.0,0,79,34288.0,36336.0,12429.0,26179.0,18.9,0,0.30920577,1.5795575
36134.0,71314.0,5975.0,10546.0,218.0,204.0,197,138,42323.0,46745.0,35002.0,43687.0,18.9,0,-0.99246997,3.872729
9248.0,20919.0,1349.0,2922.0,4391.0,4723.0,5099,5941,12739.0,14329.0,1062.0,1868.0,18.9,1,13.005888,6.8132734
29810.0,65647.0,6167.0,13659.0,227.0,132.0,24,67,39055.0,42520.0,20496.0,35053.0,19.0,0,-0.35633066,3.1658368
58162.0,104334.0,12764.0,25571.0,550.0,314.0,0,0,60848.0,66269.0,37734.0,50436.0,19.0,0,-0.99800706,5.795423
87790.0,139127.0,3242.0,5089.0,346.0,243.0,105,52,93114.0,102622.0,53118.0,78461.0,19.3,0,-1.129339,7.0707016
89552.0,142073.0,15826.0,25506.0,773.0,286.0,235,135,91987.0,91483.0,95051.0,77756.0,19.5,0,-1.1098458,7.0320954
4047.0,9651.0,1610.0,3836.0,3751.0,4423.0,4584,5385,13482.0,14146.0,627.0,4285.0,19.6,1,13.518534,5.353896
20528.0,32205.0,219.0,2492.0,339.0,383.0,220,139,22152.0,24372.0,5094.0,15665.0,19.6,0,0.6706594,-0.18825449
35953.0,48841.0,9981.0,18342.0,113.0,226.0,280,133,35154.0,36745.0,23513.0,33331.0,19.7,0,-0.50306904,2.3642983
4140.0,9882.0,1735.0,4967.0,1413.0,1743.0,1766,2203,5441.0,6406.0,521.0,991.0,19.8,1,11.142754,-5.2329082
23830.0,45486.0,556.0,2866.0,10956.0,11965.0,14750,15649,38104.0,37533.0,3840.0,5046.0,19.8,1,7.459826,17.200735
753.0,4790.0,1050.0,4070.0,1474.0,2997.0,1927,3776,4836.0,9874.0,173.0,568.0,19.9,1,11.634479,-1.2229394
2930.0,13171.0,872.0,2293.0,737.0,887.0,1753,2433,5555.0,8128.0,1451.0,2020.0,20.2,1,11.102418,-4.925313
5149.0,8087.0,2856.0,5540.0,3648.0,4157.0,4909,5556,13701.0,13502.0,2602.0,2956.0,20.2,1,13.549597,5.5910573
2314.0,8636.0,444.0,1799.0,309.0,328.0,45,0,2563.0,4092.0,1324.0,1332.0,20.3,0,-2.789917,-5.638502
1412.0,5533.0,590.0,1623.0,133.0,139.0,127,22,9452.0,9306.0,2050.0,2349.0,20.3,0,-3.229883,-5.623633
566036.0,549662.0,274257.0,247022.0,2580.0,1543.0,134,221,998145.0,636472.0,554268.0,330922.0,20.3,0,-1.7542663,13.703142
3655.0,8558.0,966.0,2628.0,2057.0,2129.0,2552,2764,7527.0,8011.0,1813.0,2832.0,20.4,1,12.551323,-4.1119213
3318.0,8455.0,1381.0,3805.0,1176.0,1244.0,3078,3607,7893.0,10037.0,1132.0,1534.0,20.4,1,13.498275,-2.0815275
2259510.0,2219570.0,3911200.0,4105490.0,7913.0,4702.0,2838,1441,565183.0,459514.0,415336.0,303622.0,20.4,0,-0.5121436,14.512526
9395.0,25188.0,655.0,2573.0,2425.0,2674.0,4848,5058,11529.0,11640.0,3324.0,4364.0,20.5,1,15.57935,4.4475036
3407.0,8672.0,1531.0,3141.0,2005.0,2373.0,2746,3032,7395.0,9008.0,571.0,1603.0,20.6,1,12.978665,-3.3322833
3268.0,7968.0,1862.0,3461.0,2546.0,2754.0,4211,4601,10852.0,12173.0,361.0,3201.0,20.6,1,14.959384,2.3268335
118353.0,185104.0,21824.0,35269.0,363.0,234.0,239,84,75997.0,75748.0,53014.0,62333.0,20.8,0,-0.56494313,7.894039
1442.0,3859.0,0.0,1029.0,207.0,232.0,108,69,4269.0,4668.0,1451.0,1707.0,20.8,0,-3.0416543,-5.8796577
2344.0,10020.0,1205.0,3723.0,143.0,41.0,222,154,3204.0,4313.0,728.0,1401.0,20.8,0,-3.0268843,-5.1761727
1328690.0,1457500.0,519061.0,583907.0,4831.0,2331.0,989,549,509295.0,447087.0,241322.0,195276.0,20.8,0,-1.0451556,13.933875
102281.0,157625.0,7552.0,9895.0,118.0,191.0,408,195,76164.0,72961.0,44134.0,42339.0,21.0,0,-0.69672626,7.5248475
