FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2
1773.0,10859.0,0.0,411.0,1003,2170,1145,2600,2993.0,7630.0,0.0,66.0,16.6,0,-195842.34522274116,22572.90799350903
8403.0,26916.0,6239.0,14416.0,266,150,225,96,18310.0,25069.0,16022.0,20217.0,16.6,0,-173367.2252245514,7713.146633295833
24741.0,60398.0,4028.0,9767.0,40,50,466,247,33639.0,43347.0,18545.0,34691.0,16.6,0,-159054.94074664824,-4750.810223632383
36813.0,62089.0,5968.0,11497.0,314,160,0,5,33108.0,42336.0,17492.0,31385.0,16.7,0,-154012.0940081607,-1927.4467911042195
13098.0,22172.0,4955.0,10362.0,186,153,190,137,20816.0,26345.0,12312.0,22543.0,16.8,0,-172542.3056180874,7250.784169180697
278341.0,184912.0,254022.0,252543.0,1374,608,266,207,91368.0,38812.0,69263.0,35416.0,16.9,0,159440.29295666266,106631.49725591172
6974.0,34230.0,1045.0,3470.0,3566,5449,4676,7303,14312.0,22952.0,787.0,4544.0,17.1,0,-187294.50035563903,16245.889437213576
11512.0,27275.0,3843.0,6932.0,2871,3950,4385,6082,12889.0,17403.0,3029.0,3319.0,17.3,0,-183430.7636729029,17962.47566541453
8760.0,16523.0,1512.0,4267.0,5197,10271,8996,17326,2703.0,4723.0,2617.0,1967.0,17.7,0,-190856.6252339093,22336.97143259811
9914.0,12997.0,2130.0,4959.0,6724,10547,11630,17876,3751.0,5405.0,9.0,178.0,17.7,0,-190782.94110410177,23757.635860017537
6813.0,13579.0,2894.0,4907.0,3400,4268,4717,6217,13127.0,17091.0,1614.0,2480.0,17.7,0,-186506.60208242625,17919.914811336825
12170.0,22796.0,3189.0,4099.0,3372,4280,4586,5902,13611.0,17770.0,1465.0,4304.0,17.8,0,-183823.51816168847,17842.69253317548
3460.0,12445.0,880.0,2259.0,2162,3049,2849,3865,8490.0,11520.0,1801.0,2608.0,17.8,0,-191145.56084495195,18946.168423256764
931423.0,1062220.0,2023200.0,2879140.0,2334,1984,532,396,33473.0,32570.0,14854.0,12882.0,17.9,0,1590974.2231978194,1334850.8221289287
