FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2
40901.0,74207.0,9411.0,15216.0,101,187,0,92,45858.0,58795.0,44674.0,52283.0,16.7,0,-46632.13480616093,-12691.075129008035
3694.0,23137.0,808.0,3384.0,2467,6278,2748,7388,6206.0,16072.0,529.0,1287.0,16.8,0,-105206.37311547875,38502.6825474221
8961.0,17854.0,847.0,2952.0,5317,6855,6921,9244,17709.0,22701.0,653.0,2092.0,16.8,0,-97819.53368587037,30758.05352353202
29617.0,62403.0,2705.0,5604.0,399,296,168,42,30928.0,40189.0,16450.0,34081.0,16.8,0,-73434.4552189639,9042.773588964956
46878.0,97451.0,3862.0,8100.0,186,245,178,95,50762.0,65803.0,37247.0,56993.0,16.9,0,-47735.997624485884,-17384.64012731149
28076.0,60792.0,7805.0,15364.0,225,100,111,42,37835.0,48866.0,29126.0,39605.0,17.0,0,-62483.1955375347,1672.1913926836714
6008.0,20761.0,1553.0,5072.0,3385,5129,3815,5834,10201.0,14972.0,1530.0,2714.0,17.0,0,-101468.4688669099,35595.91512928526
14543.0,38831.0,1560.0,3024.0,2406,2955,3673,4987,12378.0,16781.0,2687.0,5953.0,17.0,0,-96627.31666162764,32273.49919795362
27577.0,33178.0,209.0,2421.0,7309,9221,9053,12477,23846.0,31443.0,7611.0,6383.0,17.1,0,-86287.40175256113,20770.67533706108
1531.0,8440.0,652.0,2389.0,1134,1966,1621,2789,4854.0,8639.0,0.0,1174.0,17.1,0,-106879.92468725237,39725.27732823727
130851.0,238943.0,9411.0,18452.0,438,277,174,143,129744.0,150456.0,51094.0,55235.0,17.2,0,25829.792664683744,-76320.00466956716
2896.0,10439.0,511.0,1801.0,2181,2934,2915,3876,7412.0,9637.0,446.0,1475.0,17.2,0,-105140.38019400772,37675.11932094349
46892.0,83056.0,7988.0,13962.0,468,242,137,176,40428.0,50545.0,40358.0,39675.0,17.2,0,-51419.51657806053,-6757.900729373185
5186.0,21048.0,964.0,2159.0,3557,5112,5584,7459,14544.0,19257.0,1792.0,3524.0,17.4,0,-99967.83587762268,32407.228476787383
14902.0,37294.0,2058.0,6419.0,305,283,64,125,21794.0,29143.0,8131.0,21978.0,17.5,0,-87613.37877656825,21600.869269358627
18793.0,29936.0,11171.0,20086.0,1531,2407,2417,3219,8478.0,11358.0,1793.0,2319.0,17.6,0,-90636.90260901762,41304.8530536734
2429.0,6872.0,24.0,553.0,1333,1826,2342,3043,5187.0,6429.0,1448.0,979.0,17.6,0,-106502.81444696996,38420.14998062698
1554.0,7308.0,916.0,3209.0,1809,2700,2815,4305,5790.0,8891.0,903.0,1182.0,18.0,0,-105978.02247586522,38907.985635882826
2964.0,9341.0,417.0,1827.0,2401,3111,3395,4391,10673.0,13080.0,2335.0,2327.0,18.1,0,-103001.29528494932,34648.05338787562
6428.0,10985.0,2283.0,5923.0,2262,2745,2417,3110,6759.0,8193.0,621.0,1535.0,18.1,0,-102832.17628466782,38724.29829000483
40688.0,68476.0,9871.0,17606.0,0,48,213,96,44855.0,52652.0,41050.0,43503.0,18.2,0,-49297.67117320449,-8576.032896781893
3801.0,8655.0,291.0,1645.0,180,116,80,0,1790.0,4940.0,18183.0,34280.0,18.3,-1,-97200.64139824956,27068.11827247916
53694.0,117351.0,21154.0,41011.0,384,337,0,34,57731.0,68475.0,43818.0,66020.0,18.3,0,-25880.19810912342,-15957.7371076099
2458.0,6149.0,1000.0,3254.0,1321,3276,1552,3918,3848.0,11381.0,348.0,589.0,18.6,0,-106761.299635333,40405.53349337149
38591.0,76446.0,5803.0,11036.0,349,319,79,39,53939.0,65537.0,30387.0,45282.0,18.6,0,-51566.41559889576,-12024.551625446671
1540.0,7222.0,269.0,1424.0,2151,3961,2647,5096,6534.0,13580.0,1321.0,2153.0,18.7,0,-105842.67551829868,37692.43436979491
9648.0,17882.0,2078.0,3215.0,2054,2280,2566,3137,6995.0,8446.0,1629.0,2908.0,18.8,0,-101244.5121524092,37410.51815152359
1482.0,5340.0,902.0,2690.0,1109,2043,1794,3361,3916.0,7896.0,218.0,534.0,18.9,0,-107188.41628930184,40472.64514239998
1904.0,6479.0,873.0,3171.0,393,1240,570,1955,1671.0,6844.0,2528.0,3675.0,19.0,0,-106941.5031082022,40190.43897606847
2116.0,9020.0,1282.0,3716.0,1851,2816,2316,3633,7469.0,11564.0,110.0,1005.0,19.0,0,-104985.85609680568,38453.570604522094
13188.0,18385.0,823.0,1984.0,3508,4215,4953,6031,13288.0,15284.0,4071.0,4160.0,19.0,0,-97124.75676903082,31103.812943190023
4471.0,17839.0,801.0,3233.0,1881,2424,1949,2570,6493.0,8733.0,171.0,650.0,19.0,0,-105019.94126767256,38528.122446160014
132104.0,249369.0,25241.0,45017.0,0,172,541,217,142751.0,150279.0,61196.0,62728.0,19.1,0,48193.19305657217,-80135.63474623923
10124.0,19884.0,573.0,2263.0,6818,8425,7485,9185,17882.0,21994.0,1778.0,3104.0,19.1,0,-97046.517547589,29662.95026090296
25496.0,56790.0,7278.0,14978.0,346,249,213,128,27114.0,30768.0,15970.0,27797.0,19.2,0,-74393.678787626,16028.670214238044
5479.0,9836.0,406.0,2026.0,2406,3695,2735,4593,6592.0,11369.0,2344.0,2869.0,19.2,0,-103934.29688366671,36736.84472122018
4557.0,9143.0,1697.0,6394.0,2705,3170,3447,4373,9409.0,11895.0,155.0,2017.0,19.2,0,-102739.5536495306,37060.20755369833
12938.0,22415.0,2152.0,4364.0,6368,8084,8651,10801,22266.0,26724.0,2034.0,6325.0,19.2,0,-92250.31170938672,26997.35561308228
7132.0,14384.0,1898.0,3089.0,5837,7394,7985,10848,19246.0,24654.0,2722.0,3772.0,19.3,0,-96093.06472724218,29457.33468332028
814.0,4667.0,0.0,0.0,1142,1825,1605,2720,4442.0,7501.0,218.0,816.0,19.3,0,-107805.078790245,39609.42748368449
66023.0,112564.0,13751.0,26339.0,578,340,0,59,65036.0,70198.0,60007.0,57946.0,19.4,0,-20508.567465822693,-32006.826396263867
32837.0,73630.0,4735.0,8702.0,263,133,206,111,31390.0,36491.0,15769.0,28840.0,19.4,0,-71641.38906234759,10955.282497897024
16605.0,23528.0,430.0,2400.0,2081,2509,2682,3027,8132.0,9674.0,1550.0,1618.0,19.4,0,-99761.2705536573,35206.23256564401
1035.0,3867.0,0.0,408.0,2407,3866,3134,5082,8548.0,13772.0,0.0,581.0,19.7,0,-105915.30232824683,37224.190304956894
4552.0,18499.0,823.0,2532.0,5043,6459,6051,8045,14617.0,18627.0,1705.0,3546.0,19.8,0,-100272.71889530984,32365.311201794477
27149.0,48909.0,5250.0,9506.0,360,327,185,112,33821.0,38422.0,18907.0,29789.0,19.9,0,-71070.82876741077,8871.52978461104
16731.0,14894.0,2950.0,3760.0,5135,5839,5710,6764,15139.0,18116.0,1909.0,2137.0,19.9,0,-94378.4631446327,32253.07073365527
10275.0,29920.0,1834.0,6112.0,1878,2188,4391,5436,10720.0,13414.0,2129.0,4814.0,19.9,0,-99021.08327230116,34351.57009443362
