FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
3040.0,10345.0,2765.0,5385.0,957.0,1012.0,2672,3203,7032.0,8674.0,2307.0,2550.0,17.0,0
36920.0,71057.0,17766.0,40805.0,491.0,382.0,361,209,33566.0,41701.0,18982.0,32047.0,17.1,0
7211.0,21483.0,1326.0,2871.0,1100.0,1640.0,2282,3673,6906.0,10891.0,387.0,2747.0,17.2,0
42632.0,73975.0,12465.0,24420.0,152.0,174.0,209,157,40246.0,45660.0,39175.0,38044.0,17.2,0
225754.0,392527.0,27844.0,50661.0,605.0,264.0,700,262,144010.0,155953.0,173086.0,182370.0,17.2,0
358.0,2194.0,815.0,4072.0,614.0,2188.0,800,2919,2346.0,8259.0,694.0,1537.0,17.3,0
21598.0,46758.0,1417.0,4765.0,5212.0,6428.0,6992,8552,18512.0,21834.0,5924.0,6249.0,17.4,0
2621.0,9040.0,635.0,1924.0,1788.0,2461.0,2590,3774,7711.0,11282.0,1620.0,2807.0,17.6,0
26334.0,54148.0,85379.0,155229.0,1985.0,2411.0,4078,5147,12054.0,15153.0,4542.0,5740.0,17.6,0
8038.0,19432.0,1654.0,3603.0,1973.0,2936.0,2740,3709,6299.0,9183.0,498.0,950.0,17.6,0
20908.0,56199.0,6404.0,12180.0,255.0,352.0,70,74,23401.0,27947.0,17020.0,20227.0,17.6,0
1982.0,11351.0,420.0,2271.0,1577.0,2680.0,2042,3556,4934.0,8638.0,0.0,460.0,17.6,0
29627.0,49828.0,2262.0,4389.0,231.0,195.0,128,77,25947.0,31475.0,17306.0,28655.0,17.7,0
3347.0,19264.0,890.0,4356.0,1603.0,2762.0,2205,4212,6265.0,11544.0,188.0,1163.0,17.7,0
911.0,3467.0,533.0,2411.0,2156.0,3445.0,2461,3742,6423.0,9568.0,1578.0,2384.0,17.8,0
37686.0,72863.0,17524.0,29165.0,3394.0,3811.0,4330,5138,12717.0,15062.0,2763.0,3368.0,17.9,0
1964.0,10225.0,1404.0,5129.0,1640.0,2396.0,2423,3762,6497.0,9887.0,1073.0,2162.0,17.9,0
2844.0,6598.0,2355.0,4263.0,3431.0,4163.0,3942,4856,9113.0,11512.0,1131.0,1852.0,17.9,0
8558.0,24285.0,1040.0,4176.0,2607.0,3332.0,3585,4467,10554.0,12911.0,2160.0,4019.0,17.9,0
6316.0,11390.0,2537.0,4448.0,6039.0,7344.0,7483,8958,17810.0,21035.0,2699.0,3321.0,18.0,0
14529.0,33927.0,4715.0,9234.0,1097.0,1197.0,2357,2929,8228.0,10379.0,2204.0,2797.0,18.0,0
16193.0,31525.0,1845.0,5151.0,3095.0,4350.0,4614,5776,12651.0,16241.0,3026.0,3552.0,18.1,0
21958.0,44540.0,8000.0,13607.0,70.0,57.0,160,106,28956.0,32381.0,19226.0,25926.0,18.2,0
26686.0,45103.0,5082.0,8667.0,182.0,162.0,10,58,23415.0,25803.0,17495.0,19971.0,18.2,0
4154.0,9690.0,223.0,1793.0,945.0,1051.0,2531,3209,5895.0,6793.0,1388.0,3391.0,18.2,0
6197.0,18979.0,461.0,1474.0,5954.0,7816.0,5859,7653,11358.0,14472.0,1286.0,1776.0,18.2,0
11164.0,22084.0,1477.0,2570.0,5151.0,6441.0,6507,7864,18216.0,21343.0,4731.0,4053.0,18.3,0
2682.0,11972.0,1987.0,7116.0,1649.0,2389.0,2206,3293,5756.0,8621.0,386.0,748.0,18.3,0
3547.0,12269.0,0.0,775.0,83.0,0.0,218,236,616.0,4185.0,4094.0,7092.0,18.3,0
309465.0,493491.0,19829.0,31784.0,547.0,655.0,273,128,390282.0,390070.0,191050.0,168647.0,18.3,0
399654.0,639694.0,440086.0,768845.0,1163.0,1095.0,349,216,251686.0,250138.0,116589.0,125507.0,18.4,0
38315.0,47741.0,2561.0,7456.0,426.0,199.0,0,118,30344.0,33466.0,32196.0,26828.0,18.5,0
35116.0,62896.0,14716.0,27611.0,370.0,210.0,383,161,37812.0,43876.0,24839.0,34690.0,18.5,0
1766.0,10402.0,1402.0,5763.0,955.0,1697.0,2398,4603,4602.0,8737.0,358.0,2223.0,18.5,0
2283.0,12176.0,913.0,3565.0,406.0,1047.0,507,2133,1367.0,4521.0,281.0,460.0,18.5,0
9393.0,15551.0,1376.0,3773.0,1356.0,1136.0,2265,2333,5343.0,6404.0,746.0,1210.0,18.6,0
8504.0,21166.0,2593.0,5988.0,3125.0,3540.0,6100,7042,20038.0,22501.0,7409.0,7555.0,18.7,0
39629.0,71705.0,4490.0,7658.0,355.0,268.0,282,151,44750.0,49967.0,29175.0,38226.0,18.7,0
14584.0,33837.0,4071.0,9268.0,4698.0,5156.0,6838,7930,18313.0,20753.0,5158.0,5909.0,18.9,0
3256.0,7579.0,1704.0,4193.0,1725.0,1943.0,2420,2834,5895.0,7434.0,1383.0,2140.0,18.9,0
5770.0,15258.0,1445.0,3596.0,2633.0,3730.0,3569,5030,8631.0,11802.0,878.0,1565.0,18.9,0
16488.0,33239.0,2365.0,4360.0,2960.0,3485.0,4198,4856,13139.0,13895.0,4700.0,4932.0,19.1,0
6470.0,18694.0,2087.0,4489.0,2844.0,3311.0,4236,4807,12467.0,14275.0,2645.0,3402.0,19.1,0
11200.0,30757.0,1991.0,4310.0,4867.0,5980.0,6598,7909,16872.0,20371.0,2929.0,5175.0,19.2,0
65695.0,126059.0,39964.0,68775.0,5553.0,6444.0,15277,17635,33994.0,37312.0,10909.0,11006.0,19.3,0
22570.0,27789.0,3187.0,7464.0,1737.0,2234.0,5713,5771,11756.0,12503.0,5656.0,4565.0,19.4,0
12984.0,18856.0,1325.0,3209.0,4830.0,5125.0,6673,7509,17480.0,19820.0,4170.0,4342.0,19.5,0
280651.0,401236.0,421453.0,695976.0,12248.0,13191.0,16023,17004,32917.0,33279.0,9931.0,12365.0,19.5,0
9098.0,21301.0,1754.0,3837.0,3431.0,4014.0,4735,5626,15212.0,17183.0,2856.0,4971.0,19.6,0
36281.0,64638.0,6639.0,10549.0,4052.0,4818.0,6403,7234,18425.0,21502.0,5187.0,5689.0,19.7,0
13106.0,26311.0,4093.0,4722.0,3219.0,4143.0,5104,5665,13350.0,13015.0,2307.0,2684.0,19.7,0
4405.0,18570.0,1122.0,3072.0,2214.0,3376.0,2928,4447,7125.0,10578.0,747.0,1635.0,19.8,0
