FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
1989.0,7842.0,753.0,4277.0,8773.0,14122,13779,22326,8061.0,12444.0,1041.0,1281.0,17.0,0
942573.0,837195.0,1130480.0,1213870.0,3065.0,1464,826,400,342481.0,310705.0,170870.0,142179.0,17.0,0
5508.0,14159.0,2749.0,5516.0,4275.0,5240,5376,5963,13093.0,14812.0,2839.0,2929.0,17.0,0
2815.0,9067.0,576.0,2272.0,1215.0,3213,1394,4069,3833.0,11612.0,2359.0,3721.0,17.1,0
2865.0,11428.0,2760.0,6706.0,1960.0,2674,2770,4033,7336.0,10434.0,0.0,1737.0,17.2,0
85812.0,150989.0,16645.0,27932.0,0.0,115,207,139,71372.0,73200.0,35121.0,51235.0,17.3,0
3195.0,9349.0,3400.0,6356.0,5247.0,6110,6617,8188,16773.0,19945.0,1827.0,3906.0,17.3,0
247422.0,375453.0,12057.0,20046.0,900.0,466,481,188,255743.0,234247.0,155643.0,129019.0,17.3,0
4723.0,8830.0,2020.0,3368.0,4456.0,4938,5186,5750,14864.0,16367.0,1962.0,3292.0,17.3,0
35109.0,51660.0,1675.0,3753.0,325.0,205,0,57,41337.0,41855.0,12396.0,23465.0,17.4,0
53671.0,68050.0,26333.0,43835.0,542.0,536,0,59,46606.0,48409.0,46775.0,37169.0,17.4,0
3791.0,11257.0,199.0,1100.0,2989.0,3754,3515,4439,9016.0,10790.0,232.0,979.0,17.5,0
19127.0,42163.0,964.0,2724.0,9046.0,10248,11628,12815,26642.0,28774.0,3136.0,5342.0,17.5,0
372578.0,549444.0,83747.0,138696.0,1375.0,1152,19105,19045,184822.0,167316.0,121143.0,127781.0,17.5,0
6439.0,14355.0,1208.0,4296.0,3524.0,3874,5091,5556,11921.0,11792.0,735.0,3938.0,17.5,0
161052.0,261556.0,4269.0,8284.0,58.0,220,450,199,235234.0,219230.0,87916.0,77899.0,17.5,0
46344.0,85036.0,5777.0,11884.0,325.0,253,226,106,47676.0,49454.0,10909.0,32590.0,17.6,0
41249.0,63955.0,4018.0,5754.0,514.0,272,49,111,28838.0,29859.0,12070.0,20430.0,17.6,0
11515.0,17553.0,1562.0,2974.0,5523.0,6304,6490,6700,18804.0,19501.0,1854.0,3287.0,17.6,0
3553.0,10490.0,1879.0,3604.0,2257.0,2593,3282,3901,10019.0,11410.0,474.0,1615.0,17.7,0
27049.0,42121.0,3098.0,5286.0,130.0,186,294,123,35114.0,36967.0,15188.0,30211.0,17.7,0
43208.0,73227.0,6610.0,11640.0,264.0,221,333,168,61307.0,59923.0,21868.0,46714.0,17.7,0
6794.0,21937.0,2270.0,4132.0,2866.0,3474,4095,4702,10054.0,12421.0,1874.0,1773.0,17.8,0
8863.0,11761.0,3002.0,5455.0,4756.0,5692,6753,7755,17561.0,19826.0,4927.0,4076.0,17.8,0
163424.0,256378.0,3446.0,6632.0,177.0,200,115,73,189836.0,174658.0,58268.0,70618.0,17.8,0
1522.0,7106.0,0.0,0.0,206.0,88,139,31,5737.0,9125.0,0.0,85.0,17.8,0
517441.0,657013.0,61174.0,84690.0,2984.0,2616,436,255,963417.0,829297.0,461421.0,376497.0,17.8,0
13760.0,15997.0,2928.0,5000.0,6299.0,6823,7988,8050,19785.0,20974.0,3308.0,4239.0,17.9,0
4222.0,11987.0,571.0,3206.0,5377.0,6517,6825,8493,15105.0,17505.0,1526.0,1359.0,17.9,0
5200.0,13975.0,2945.0,6365.0,1300.0,1456,3081,3412,9885.0,11584.0,1635.0,2582.0,17.9,0
1831.0,6776.0,494.0,2122.0,1840.0,2528,3026,4302,7409.0,10043.0,448.0,658.0,17.9,0
16380.0,20478.0,1641.0,3250.0,4901.0,4854,6179,6478,16243.0,17291.0,4507.0,4833.0,17.9,0
45622.0,66410.0,8701.0,15343.0,104.0,203,248,90,43791.0,43423.0,7642.0,21435.0,18.0,0
5656.0,9778.0,583.0,2433.0,2144.0,2450,2986,3131,9667.0,10525.0,466.0,2170.0,18.0,0
21222.0,33219.0,1805.0,3809.0,3370.0,3300,6711,6873,18980.0,19347.0,5632.0,7054.0,18.1,0
151234.0,232525.0,2732.0,5057.0,70.0,214,0,0,160653.0,153380.0,52108.0,72538.0,18.2,-1
79601.0,117341.0,31033.0,50751.0,714.0,432,206,148,71265.0,71175.0,67855.0,57570.0,18.2,0
3923.0,13656.0,734.0,2394.0,2044.0,2777,2745,3411,6710.0,8723.0,240.0,1365.0,18.2,0
29751.0,44589.0,9140.0,15910.0,200.0,103,0,0,29543.0,30624.0,25380.0,25730.0,18.2,-1
10850.0,18021.0,2478.0,4602.0,3729.0,4051,5872,6352,15925.0,16496.0,2627.0,3309.0,18.2,0
40567.0,69657.0,6311.0,10451.0,315.0,216,58,81,37145.0,35320.0,22664.0,31089.0,18.2,0
62607.0,100551.0,28872.0,48492.0,415.0,439,117,189,43099.0,43156.0,37749.0,37529.0,18.3,0
771.0,3767.0,317.0,1743.0,100.0,80,168,93,13671.0,30396.0,4724.0,7901.0,18.3,0
2739.0,11279.0,398.0,1999.0,68.0,0,89,46,9773.0,11770.0,9290.0,8868.0,18.3,0
1129.0,4779.0,145.0,1414.0,65.0,12,185,102,7341.0,18104.0,43918.0,70618.0,18.3,0
740248.0,656223.0,271776.0,329868.0,9174.0,6684,1137,676,4642920.0,2923940.0,2799660.0,1630640.0,18.3,0
31019.0,55200.0,6754.0,9442.0,387.0,254,247,168,38210.0,36741.0,19336.0,29346.0,18.3,0
12498.0,22989.0,6112.0,10041.0,246.0,313,513,227,18080.0,19600.0,4451.0,9064.0,18.3,0
3971.0,12937.0,1606.0,3717.0,2404.0,2741,3656,4159,9809.0,11491.0,913.0,1585.0,18.4,0
9478.0,15450.0,1680.0,3245.0,3072.0,3074,5256,5628,14459.0,14692.0,483.0,1168.0,18.5,0
3203.0,11992.0,427.0,1692.0,1794.0,3968,2622,5609,5855.0,11980.0,655.0,937.0,18.6,0
8166.0,17047.0,799.0,3245.0,4098.0,4237,5496,5896,14604.0,13988.0,621.0,2346.0,18.6,0
11859.0,23602.0,3520.0,6276.0,182.0,169,89,146,20948.0,22622.0,6880.0,12013.0,18.6,0
1006660.0,1051040.0,140733.0,159259.0,4545.0,4095,513,380,1378630.0,854852.0,606285.0,360328.0,18.6,0
293228.0,423809.0,48013.0,72658.0,228.0,433,0,137,134253.0,127136.0,74296.0,80450.0,18.6,0
13264.0,16292.0,2461.0,6302.0,1109.0,1489,2034,2262,6508.0,6512.0,957.0,1267.0,18.6,0
25288.0,50716.0,12637.0,22191.0,275.0,386,267,133,26373.0,26097.0,11338.0,20705.0,18.7,0
519.0,2709.0,195.0,1290.0,3164.0,5634,3885,7040,8687.0,15599.0,1094.0,1874.0,18.7,0
2257.0,6040.0,1975.0,3665.0,4934.0,5565,6327,7002,16016.0,17809.0,0.0,1371.0,18.7,0
6414.0,16003.0,1661.0,2666.0,4104.0,4496,5784,6496,16053.0,17224.0,646.0,2655.0,18.7,0
9671.0,20106.0,3851.0,4336.0,340.0,230,0,0,5426.0,4567.0,1188.0,2041.0,18.7,-1
8362.0,19384.0,1836.0,3812.0,7056.0,7149,8095,8905,16429.0,16424.0,1690.0,1970.0,18.7,0
34263.0,52936.0,11051.0,17581.0,185.0,173,539,268,49739.0,47224.0,24077.0,35799.0,18.8,0
13081.0,28776.0,1613.0,3712.0,5012.0,5510,6245,6644,18212.0,19037.0,3428.0,4759.0,18.8,0
32170.0,45744.0,9933.0,15426.0,284.0,163,206,132,26253.0,25434.0,10555.0,18351.0,18.8,0
110986.0,173666.0,36076.0,56484.0,708.0,286,125,85,71457.0,69429.0,46054.0,56477.0,18.8,0
2522.0,15283.0,654.0,2987.0,2069.0,3740,2818,5222,6648.0,12357.0,901.0,1656.0,18.9,0
8307.0,12663.0,4447.0,7321.0,3603.0,3844,4524,4348,14102.0,14410.0,1828.0,2958.0,19.0,0
118801.0,161955.0,7642.0,15074.0,538.0,235,803,269,145150.0,130689.0,51965.0,49918.0,19.0,0
86430.0,134392.0,20662.0,30943.0,191.0,155,362,132,74982.0,71296.0,68294.0,64930.0,19.0,0
8073.0,16325.0,600.0,2896.0,2986.0,2772,3692,3920,10568.0,10893.0,1635.0,1928.0,19.1,0
2788.0,9334.0,1158.0,4055.0,1390.0,2066,1824,2689,5241.0,8107.0,294.0,1180.0,19.1,0
48088.0,77453.0,23684.0,36725.0,29.0,109,162,96,63103.0,59719.0,39487.0,38770.0,19.1,0
3569.0,16212.0,921.0,2752.0,1354.0,1847,2039,2613,6273.0,7390.0,0.0,0.0,19.1,0
559.0,2383.0,741.0,4500.0,648.0,2379,859,2444,2590.0,7504.0,1692.0,2642.0,19.2,0
54222.0,76699.0,6502.0,8100.0,429.0,209,317,140,60818.0,58514.0,50053.0,41584.0,19.2,0
