FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
21139.0,37621.0,2118.0,2925.0,409,236,346,162,28342.0,32684.0,17232.0,23683.0,17.6,1
103743.0,186326.0,15220.0,18185.0,544,434,453,176,73407.0,76319.0,64059.0,65380.0,17.7,3
5434.0,23472.0,1268.0,3712.0,1843,2217,2238,2756,7008.0,8561.0,167.0,1666.0,17.8,0
4886.0,13592.0,1792.0,5341.0,3463,4448,4176,5242,12726.0,15452.0,865.0,1931.0,17.8,0
11748.0,23274.0,3118.0,5169.0,3363,4163,5582,6748,16867.0,19459.0,5585.0,5920.0,17.8,2
21982.0,40296.0,6582.0,12533.0,61,126,349,172,17959.0,18741.0,12651.0,16045.0,18.0,1
2509.0,9133.0,1244.0,4239.0,1647,2590,2508,4586,7348.0,13193.0,1740.0,2294.0,18.1,0
5145.0,23274.0,540.0,1503.0,4910,6112,6431,8341,18777.0,24542.0,3499.0,7345.0,18.2,2
1193.0,6549.0,0.0,949.0,526,1495,310,1245,1028.0,5410.0,390.0,1195.0,18.2,0
14543.0,16295.0,1150.0,2552.0,5452,6493,8047,9374,18822.0,20634.0,4449.0,3343.0,18.2,2
18204.0,43859.0,18957.0,32034.0,0,14,144,52,25269.0,28751.0,20607.0,26057.0,18.4,1
33031.0,50846.0,6780.0,11521.0,146,123,33,69,45525.0,47387.0,37144.0,33806.0,18.6,1
23407.0,43913.0,11174.0,19570.0,297,200,247,125,34179.0,38545.0,19089.0,32191.0,18.7,1
2020.0,7973.0,333.0,866.0,1265,1508,2218,2980,6713.0,9119.0,565.0,1209.0,18.7,0
2085.0,7956.0,399.0,3424.0,1906,2633,2408,3447,7066.0,9909.0,971.0,1463.0,18.7,0
8167.0,19156.0,829.0,2778.0,2785,2878,3427,3876,9041.0,9919.0,1508.0,2047.0,18.8,0
23995.0,40932.0,8323.0,15441.0,273,123,226,125,33337.0,34949.0,17638.0,32431.0,18.8,1
2208.0,6455.0,528.0,2560.0,3031,3766,4236,5605,11136.0,14161.0,1994.0,4032.0,18.8,0
5256.0,18439.0,0.0,1174.0,360,1146,539,1776,1566.0,4652.0,130.0,295.0,18.8,0
73940.0,116011.0,22215.0,41141.0,26,274,253,138,81193.0,80596.0,74506.0,68470.0,18.9,1
9944.0,17113.0,1443.0,3277.0,2805,3130,3478,4114,9116.0,10535.0,1632.0,1809.0,19.0,0
