FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
1613.0,9674.0,1759.0,6441.0,139,0,213,143,3632.0,5840.0,842.0,1410.0,16.6,4
780420.0,1140610.0,405372.0,690064.0,1798,1344,965,726,203477.0,199793.0,168426.0,141131.0,16.6,1
2638.0,8601.0,2089.0,4494.0,1093,2119,1047,2286,3533.0,7433.0,1328.0,1444.0,16.6,3
53093.0,113754.0,6814.0,15414.0,381,183,168,139,70846.0,87501.0,49898.0,68859.0,16.7,2
123242.0,231321.0,46518.0,93934.0,248,239,257,151,120432.0,132510.0,54221.0,59765.0,16.9,1
4330.0,7882.0,3771.0,11224.0,2790,3420,3374,4683,10263.0,13756.0,1769.0,3291.0,17.0,0
11584.0,28336.0,2616.0,6279.0,3086,4678,5354,7720,13993.0,19491.0,2356.0,3660.0,17.1,0
77672.0,157036.0,60992.0,110334.0,2723,3236,3697,4947,11955.0,15426.0,3055.0,3533.0,17.1,1
3011.0,7962.0,1586.0,5050.0,4406,5735,5241,6859,12825.0,16136.0,1418.0,3868.0,17.2,0
12230.0,22128.0,1790.0,3542.0,2195,2656,2953,3779,8100.0,9317.0,1815.0,2101.0,17.2,3
31288.0,41163.0,7800.0,13596.0,571,251,11,110,19844.0,24275.0,2126.0,2688.0,17.3,2
1168.0,5087.0,952.0,3123.0,1202,2034,1652,3126,4996.0,9267.0,1375.0,2551.0,17.3,3
161163.0,296934.0,29996.0,57476.0,4665,5335,12870,15846,34574.0,40412.0,16140.0,17981.0,17.4,1
38174.0,68890.0,13648.0,23211.0,0,44,33,83,43545.0,48707.0,37792.0,45260.0,17.5,2
1743.0,9752.0,698.0,2691.0,1514,2658,1751,3236,4722.0,8732.0,822.0,2238.0,17.7,3
10963.0,32982.0,2736.0,7217.0,49,0,196,67,21991.0,27316.0,15172.0,26176.0,17.7,2
4323.0,11843.0,1004.0,3772.0,1958,2477,2300,3006,6369.0,7995.0,1128.0,1250.0,17.8,3
6785.0,12395.0,436.0,1748.0,2446,2795,2645,3046,7728.0,8856.0,2592.0,2268.0,17.8,3
4796.0,16737.0,2272.0,8544.0,1712,3633,2110,5640,5750.0,14527.0,2882.0,2812.0,17.9,0
5466.0,10988.0,1388.0,3499.0,1792,3854,2634,5902,5768.0,14654.0,174.0,437.0,17.9,0
7564.0,19776.0,2576.0,5294.0,1006,1042,2277,2864,6851.0,8248.0,1403.0,3584.0,17.9,3
5533.0,15339.0,1464.0,3220.0,2893,3642,3924,5204,11350.0,13981.0,1945.0,1497.0,18.1,0
5091.0,8151.0,1443.0,5715.0,2020,2775,3356,4697,9005.0,12594.0,1749.0,3340.0,18.1,3
146651.0,256889.0,10445.0,20412.0,435,529,193,135,100661.0,108569.0,95467.0,109773.0,18.1,1
3054.0,12616.0,2882.0,7857.0,2687,3636,4035,5489,11452.0,15763.0,480.0,3654.0,18.1,0
