FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
15942.0,34989.0,2897.0,8342.0,2477,2865,3471,4638,9819.0,12551.0,3285.0,4619.0,16.7,3
4065.0,17331.0,1180.0,3993.0,1284,1836,2020,3031,5490.0,8097.0,1258.0,1579.0,16.7,3
89284.0,180103.0,9216.0,18569.0,547,221,441,149,71423.0,87765.0,66791.0,69786.0,16.7,2
69246.0,164004.0,6938.0,15428.0,173,215,373,172,41486.0,52838.0,35139.0,45460.0,16.7,2
4712.0,26536.0,485.0,2234.0,1365,2451,1823,3361,4644.0,8334.0,480.0,2178.0,16.8,3
5752.0,26602.0,801.0,2735.0,3068,4693,3580,5475,9487.0,14225.0,1970.0,2479.0,17.0,1
46915.0,85904.0,6263.0,14440.0,182,139,0,1,46784.0,56517.0,39645.0,48917.0,17.1,2
4189.0,15217.0,748.0,2764.0,3333,5005,3403,4847,8396.0,12065.0,1337.0,2150.0,17.1,1
6144.0,11536.0,1045.0,2885.0,2978,3983,3743,4686,7409.0,9191.0,711.0,700.0,17.2,1
4085.0,11612.0,278.0,1606.0,581,1052,674,1370,2620.0,5403.0,792.0,1398.0,17.3,3
68621.0,163339.0,17416.0,33508.0,352,398,411,241,51851.0,62130.0,41012.0,53257.0,17.4,2
27235.0,45699.0,4119.0,9701.0,62,131,279,122,24959.0,28156.0,21818.0,21888.0,17.5,2
8372.0,10384.0,97.0,1050.0,1390,1610,2113,2610,6244.0,8264.0,919.0,1174.0,17.6,3
4919.0,9078.0,995.0,2346.0,1329,1856,1958,2464,4052.0,5046.0,1301.0,1798.0,17.7,3
14625.0,33608.0,2677.0,5052.0,1312,1365,2691,3523,6787.0,9189.0,3856.0,3779.0,17.7,3
72860.0,138171.0,11360.0,22058.0,457,306,357,107,62409.0,72925.0,63844.0,64252.0,17.7,2
27742.0,45252.0,1021.0,2536.0,3602,4814,5323,6725,15425.0,18086.0,5468.0,5352.0,17.7,1
141990.0,283335.0,20699.0,35644.0,248,241,190,130,129952.0,147504.0,61918.0,64479.0,17.7,4
4776.0,16376.0,1907.0,5695.0,2065,2791,2865,3833,7822.0,10749.0,1042.0,4617.0,17.8,3
3037.0,10398.0,935.0,2218.0,2103,2596,2796,3773,7069.0,9238.0,831.0,2795.0,17.8,3
11220.0,19611.0,765.0,1929.0,2365,2812,3073,4036,9433.0,10619.0,2344.0,2851.0,17.8,3
11850.0,24031.0,1098.0,4099.0,3841,4811,4921,6565,13632.0,18421.0,3098.0,3310.0,17.9,1
4920.0,15868.0,945.0,3207.0,2313,3074,3116,4034,7219.0,8980.0,1131.0,1800.0,18.0,3
22496.0,44922.0,2286.0,7352.0,1626,2022,4728,6033,12377.0,16119.0,4393.0,5321.0,18.1,3
125229.0,251761.0,14576.0,30755.0,158,105,0,0,69368.0,76286.0,54382.0,62651.0,18.2,-1
5092.0,13815.0,926.0,2678.0,1556,1878,2401,3096,6132.0,7684.0,703.0,1523.0,18.4,3
79385.0,162552.0,17119.0,33629.0,7065,8906,8926,10521,18591.0,21623.0,4060.0,4410.0,18.4,1
19038.0,25566.0,21080.0,23579.0,239,228,266,114,7981.0,4229.0,9553.0,5626.0,18.5,0
6849.0,11992.0,15081.0,21110.0,254,152,319,152,6469.0,4398.0,4241.0,4143.0,18.5,0
11690.0,24074.0,3697.0,5517.0,3093,4026,4243,5757,12381.0,16040.0,2827.0,2822.0,18.5,1
4050.0,22211.0,2329.0,8521.0,2240,3688,3043,5171,8603.0,15114.0,1378.0,3010.0,18.6,3
4638.0,20657.0,1168.0,4859.0,773,1131,1625,2258,5431.0,7978.0,1263.0,3427.0,18.6,3
30985.0,48002.0,1390.0,3309.0,3910,4988,5544,6441,15405.0,18050.0,4074.0,4695.0,18.6,1
17874.0,33415.0,2406.0,4739.0,2733,3302,3746,4788,11332.0,14237.0,1287.0,2466.0,18.7,3
3176.0,7546.0,1294.0,4040.0,2287,3016,2931,4012,8086.0,10699.0,294.0,1165.0,18.7,3
56123.0,112200.0,6703.0,12467.0,496,219,137,81,47974.0,54258.0,34459.0,43746.0,18.8,2
6148.0,14930.0,1663.0,3681.0,2232,2956,3216,4016,7036.0,9528.0,329.0,1934.0,18.8,3
2570.0,7306.0,820.0,3515.0,1887,2549,2575,3500,6258.0,8452.0,1412.0,2209.0,18.8,3
8220.0,14505.0,1151.0,2713.0,2166,2708,2932,3600,7947.0,9384.0,1748.0,2242.0,18.9,3
1940.0,9472.0,551.0,2372.0,152,53,119,4,8239.0,11871.0,3817.0,5755.0,19.0,0
468631.0,709226.0,68519.0,122895.0,1653,1767,437,335,852986.0,846289.0,284562.0,293261.0,19.0,4
2354.0,8932.0,152.0,1577.0,195,94,125,8,1887.0,5805.0,1144.0,2024.0,19.0,0
139556.0,261078.0,9983.0,15442.0,566,636,196,184,88014.0,89215.0,40758.0,40531.0,19.0,4
77372.0,151959.0,6510.0,11172.0,0,26,446,224,44350.0,46971.0,38382.0,41426.0,19.1,2
32564.0,67554.0,5832.0,11604.0,4785,5763,5699,6553,14496.0,17148.0,2741.0,3257.0,19.1,1
39155.0,68020.0,11265.0,22097.0,0,141,2,86,30042.0,32181.0,29626.0,28811.0,19.2,2
45833.0,90049.0,4329.0,9109.0,267,196,0,101,41091.0,45212.0,23925.0,33737.0,19.3,2
3073.0,12196.0,453.0,2376.0,1262,1699,1838,2923,4731.0,8210.0,749.0,877.0,19.4,3
12251.0,17590.0,1435.0,4427.0,2159,2305,3396,4173,9640.0,11815.0,2944.0,2765.0,19.4,3
7779.0,10279.0,1819.0,3794.0,2738,2983,3030,3729,7289.0,8273.0,983.0,1805.0,19.4,3
2641.0,11478.0,2157.0,4888.0,2953,3968,3880,5154,9600.0,12430.0,1403.0,3048.0,19.4,1
145114.0,266259.0,14039.0,23527.0,758,407,0,29,120562.0,116859.0,59583.0,59156.0,19.5,4
6331.0,15225.0,1658.0,2445.0,3608,4245,5448,6495,14481.0,16917.0,3441.0,4894.0,19.6,1
58359.0,93302.0,10673.0,20751.0,61,109,534,234,39329.0,41693.0,35866.0,30813.0,19.6,2
75316.0,131859.0,4911.0,8198.0,432,203,159,107,54707.0,58337.0,45431.0,50032.0,19.9,2
15442.0,21782.0,1907.0,2899.0,2685,2831,3620,4045,9310.0,10757.0,3466.0,3370.0,19.9,3
1640.0,5980.0,557.0,1523.0,1706,2094,1960,2775,4735.0,6675.0,1538.0,1217.0,20.1,3
11487.0,21576.0,1869.0,3221.0,1763,1960,2155,2423,6302.0,7182.0,1827.0,2344.0,20.1,3
11695.0,24441.0,1234.0,4287.0,2214,2670,2694,3156,7270.0,8859.0,1322.0,2120.0,20.1,3
994.0,5682.0,22.0,1325.0,131,66,130,16,3910.0,8942.0,18370.0,38923.0,20.1,0
1398.0,5093.0,205.0,1298.0,183,129,134,21,9186.0,18998.0,13116.0,13890.0,20.1,0
1576.0,8274.0,144.0,918.0,236,153,159,51,7086.0,12020.0,21376.0,49011.0,20.1,0
789662.0,724211.0,219042.0,297353.0,7040,6247,779,742,3838720.0,2919450.0,1727100.0,1167650.0,20.1,4
17215.0,26369.0,1752.0,4158.0,3406,4262,4520,5201,13698.0,15303.0,2050.0,1855.0,20.1,1
126766.0,212038.0,20784.0,37763.0,197,137,462,162,99705.0,97009.0,86375.0,72090.0,20.2,4
2605.0,12790.0,602.0,3017.0,290,219,81,0,898.0,4264.0,7940.0,14813.0,20.2,-1
45617.0,77944.0,12439.0,20915.0,113,247,61,39,53314.0,55871.0,39345.0,47634.0,20.2,2
30514.0,61205.0,10242.0,18330.0,58,26,207,68,38947.0,43436.0,24337.0,37808.0,20.2,2
4064.0,16882.0,262.0,1330.0,122,212,229,125,2756.0,3786.0,3175.0,3702.0,20.4,0
2092.0,12263.0,521.0,1891.0,203,121,187,121,14636.0,26559.0,4642.0,8673.0,20.4,0
667.0,3183.0,181.0,1055.0,195,102,159,82,18546.0,28575.0,3267.0,5070.0,20.4,0
3087.0,19457.0,168.0,966.0,183,112,137,9,8069.0,17642.0,1774.0,3957.0,20.4,0
2197.0,7582.0,0.0,1354.0,0,0,160,73,3025.0,5989.0,3251.0,4243.0,20.4,0
2817.0,8130.0,283.0,1492.0,0,0,241,105,3535.0,4990.0,5883.0,7908.0,20.4,0
2249.0,12877.0,283.0,1373.0,85,2,201,101,2161.0,4661.0,7313.0,10597.0,20.4,0
3278.0,17015.0,0.0,74.0,177,83,177,85,4866.0,7903.0,17844.0,28371.0,20.4,0
415.0,2095.0,283.0,1416.0,91,0,165,46,3595.0,10668.0,29385.0,57671.0,20.4,0
734164.0,865841.0,202436.0,311531.0,4423,4444,788,549,2542950.0,2085790.0,1274650.0,1092090.0,20.4,4
215143.0,362967.0,24459.0,39855.0,982,633,194,106,129599.0,126144.0,116655.0,102637.0,20.4,4
5174.0,8934.0,878.0,3764.0,1318,2826,1489,3794,3521.0,9813.0,527.0,491.0,20.5,3
89491.0,156972.0,19324.0,32104.0,8827,9052,11559,12978,32073.0,34383.0,9858.0,8826.0,20.6,1
18387.0,35275.0,2063.0,4360.0,3349,3930,5934,6520,15587.0,17886.0,1997.0,4032.0,20.7,1
23815.0,44554.0,10036.0,18157.0,2706,2997,6853,7812,14997.0,17500.0,3644.0,4894.0,20.8,3
9585.0,20493.0,2102.0,4974.0,3648,4149,4615,5641,11090.0,13062.0,1079.0,2551.0,20.9,1
4880.0,16684.0,1258.0,3744.0,2168,2564,3579,4204,9153.0,11376.0,2152.0,2266.0,20.9,3
52620.0,78400.0,10616.0,18162.0,267,215,144,104,42209.0,42733.0,33109.0,34498.0,21.0,2
2039.0,13444.0,171.0,948.0,130,8,244,335,3049.0,5089.0,1796.0,3184.0,21.0,0
751852.0,850621.0,128907.0,186387.0,3636,2963,52371,45187,587893.0,464132.0,419559.0,304226.0,21.0,4
140571.0,224764.0,12934.0,25078.0,151,311,0,85,121559.0,115335.0,99689.0,77859.0,21.1,4
34757.0,66968.0,3692.0,6865.0,5262,5903,8281,9096,22578.0,24199.0,6506.0,6574.0,21.1,1
4178.0,9693.0,0.0,1059.0,387,247,0,0,1766.0,5534.0,10848.0,16189.0,21.4,-1
36309.0,72221.0,15939.0,29136.0,441,220,141,84,54463.0,59484.0,24217.0,37781.0,21.4,2
12891.0,41249.0,3462.0,7816.0,1851,2104,4262,5225,10202.0,12288.0,2005.0,2821.0,21.4,3
6725.0,18724.0,1342.0,4992.0,1013,1115,2413,2687,5949.0,6613.0,1810.0,3974.0,21.5,3
138662.0,256790.0,6555.0,11538.0,279,121,414,205,125145.0,112291.0,32735.0,29644.0,21.5,4
2183.0,10187.0,331.0,1099.0,4611,10584,7046,15485,3469.0,6574.0,240.0,733.0,21.5,1
4412.0,7175.0,1352.0,3272.0,2108,2270,2784,2970,6721.0,6707.0,377.0,1515.0,21.7,3
14859.0,31626.0,2001.0,4748.0,3313,3539,4558,4925,12297.0,13041.0,1397.0,3322.0,21.7,1
12392.0,22170.0,2126.0,4611.0,1510,1799,2047,2257,5386.0,6467.0,1935.0,1834.0,21.7,3
31488.0,50084.0,5249.0,9995.0,225,140,174,113,25518.0,24828.0,12507.0,22669.0,21.7,2
10280.0,31821.0,2222.0,4862.0,3212,3809,4406,5046,11266.0,12755.0,2421.0,2979.0,21.7,1
11730.0,17370.0,2887.0,5888.0,3588,4257,4335,5236,9103.0,10302.0,2820.0,2550.0,21.8,1
30110.0,41552.0,6862.0,11410.0,2847,3231,5982,6415,16548.0,16367.0,7283.0,6646.0,21.9,3
