FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,Label
585570.0,1115000.0,88440.0,183291.0,2954,3771,44166,58840,292954.0,376507.0,205855.0,256935.0,17.1,1,Crypto
692970.0,865501.0,40848.0,54220.0,4907,4861,61878,57370,475180.0,407518.0,417084.0,296521.0,21.7,1,Crypto
715396.0,1000260.0,1142920.0,1672370.0,8255,7757,11102,11351,177784.0,165742.0,132156.0,115363.0,23.2,1,Crypto
406637.0,629856.0,219672.0,335461.0,12036,12574,31088,30913,91126.0,87882.0,37577.0,30730.0,23.6,1,Crypto
371983.0,520789.0,33783.0,48473.0,671,641,5556,5168,138149.0,128630.0,115654.0,111423.0,24.9,1,Crypto
2386930.0,1593900.0,365814.0,335043.0,23073,10141,410606,173044,3490990.0,1430910.0,2870440.0,1142100.0,25.5,1,Crypto
296331.0,433670.0,15833.0,21482.0,616,377,5020,4924,113525.0,105227.0,86635.0,86571.0,25.6,1,Crypto
1987190.0,1760820.0,2647910.0,2943900.0,7855,4376,4315,3492,407629.0,222427.0,277293.0,138832.0,26.9,1,Crypto
968543.0,1033360.0,158274.0,207270.0,4664,3521,78306,57001,607430.0,423329.0,446346.0,319811.0,29.1,1,Crypto
525208.0,677456.0,34047.0,48714.0,2380,2171,32510,28621,238337.0,195517.0,168589.0,143631.0,29.6,1,Crypto
315769.0,438414.0,15761.0,23337.0,550,462,5313,4754,115151.0,98980.0,94394.0,89087.0,30.5,1,Crypto
435339.0,606252.0,25720.0,36886.0,674,423,7360,6605,143154.0,124090.0,135046.0,100910.0,30.8,1,Crypto
997861.0,977566.0,230701.0,304289.0,11988,7851,148379,108727,955868.0,653109.0,721594.0,500839.0,32.3,1,Crypto
346540.0,469369.0,27622.0,41703.0,1224,793,5729,4980,143515.0,124927.0,117435.0,112432.0,32.9,1,Crypto
441078.0,586234.0,289851.0,431760.0,6135,4990,10502,8491,182581.0,157772.0,93550.0,95286.0,33.5,1,Crypto
558215.0,779436.0,50712.0,71321.0,1190,600,10003,9251,185284.0,162576.0,138591.0,126350.0,35.2,1,Crypto
479405.0,625496.0,26500.0,37803.0,1169,1061,12024,11196,222980.0,196971.0,162368.0,149279.0,41.1,1,Crypto
