FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,Label
396739.0,600349.0,133520.0,195290.0,5810.0,6353.0,6106.0,7007,263780.0,238538.0,106868.0,105781.0,20.3,1,Crypto
33485.0,55658.0,3882.0,9150.0,23222.0,23128.0,26924.0,27062,68062.0,67398.0,13995.0,15661.0,21.3,1,Crypto
268358.0,365034.0,20984.0,28144.0,880.0,574.0,4969.0,4827,154038.0,138009.0,140276.0,124772.0,26.7,1,Crypto
350551.0,505150.0,84929.0,120953.0,13721.0,13087.0,34105.0,32632,99424.0,90049.0,43695.0,34859.0,30.1,1,Crypto
283460.0,367880.0,24088.0,36395.0,1728.0,1742.0,4720.0,4492,150233.0,129650.0,135338.0,103315.0,44.9,1,Crypto
1741980.0,1684790.0,438913.0,594927.0,121197.0,91026.0,11570.0,8596,138001.0,116816.0,68183.0,50471.0,55.9,1,Crypto
129723.0,205002.0,214136.0,331832.0,10694.0,9681.0,24034.0,23345,64414.0,60202.0,22975.0,21086.0,57.4,1,Crypto
1562540.0,1604250.0,2362650.0,2638640.0,14694.0,8690.0,10160.0,8995,228639.0,173489.0,140393.0,108122.0,57.9,1,Crypto
258338.0,372094.0,9610.0,14612.0,375.0,431.0,3724.0,3506,105811.0,94933.0,87489.0,80439.0,85.3,1,Crypto
1361390.0,1365700.0,325408.0,304111.0,20248.0,12654.0,283623.0,174548,2249130.0,1308950.0,1738670.0,827226.0,90.4,1,Crypto
312520.0,409760.0,22195.0,29908.0,967.0,628.0,5852.0,5396,205483.0,175870.0,174071.0,151519.0,96.1,1,Crypto
390301.0,574839.0,25269.0,36135.0,1203.0,641.0,6393.0,5904,151124.0,131540.0,132901.0,109914.0,98.3,1,Crypto
236381.0,344107.0,36792.0,58023.0,710.0,446.0,3095.0,2795,131099.0,113474.0,116862.0,103735.0,101.5,1,Crypto
880436.0,924510.0,136699.0,185186.0,9775.0,7598.0,168209.0,133256,1052980.0,755189.0,700605.0,496003.0,102.8,1,Crypto
203298.0,301631.0,115843.0,165700.0,9669.0,8953.0,22841.0,21705,62400.0,58044.0,27346.0,21699.0,104.6,1,Crypto
376068.0,556048.0,52464.0,78321.0,1496.0,1060.0,5777.0,5855,120238.0,105651.0,126055.0,106450.0,105.3,1,Crypto
3406.0,7915.0,1028.0,2985.0,12885.0,26368.0,17016.0,35050,29526.0,62609.0,2581.0,3809.0,105.5,1,Crypto
161303.0,219533.0,464051.0,725677.0,15041.0,15037.0,20616.0,20499,60321.0,57686.0,15891.0,14452.0,109.6,1,Crypto
663385.0,824410.0,368027.0,550927.0,1929.0,2027.0,3125.0,3296,306241.0,247747.0,123557.0,106384.0,110.4,1,Crypto
301713.0,406755.0,44244.0,62591.0,1265.0,631.0,6992.0,6289,160135.0,139770.0,130789.0,114021.0,117.8,1,Crypto
562896.0,647681.0,192478.0,282434.0,7159.0,5367.0,89034.0,75710,792376.0,602084.0,501209.0,361023.0,119.7,1,Crypto
77566.0,111536.0,42307.0,69142.0,30593.0,30147.0,52407.0,50518,78640.0,71995.0,14045.0,12240.0,124.0,1,Crypto
533995.0,772584.0,38639.0,59088.0,1357.0,1105.0,4568.0,4133,235066.0,213205.0,238529.0,204570.0,136.1,1,Crypto
356466.0,492393.0,17289.0,26536.0,1214.0,740.0,5380.0,4563,162550.0,133220.0,150278.0,124390.0,139.4,1,Crypto
831858.0,795786.0,2021560.0,2503850.0,6663.0,5494.0,4775.0,4739,495980.0,394821.0,297316.0,229692.0,141.4,1,Crypto
297049.0,426803.0,15105.0,22249.0,405.0,602.0,8516.0,7601,167512.0,146007.0,127452.0,108176.0,150.2,1,Crypto
320684.0,444912.0,25981.0,36038.0,843.0,426.0,3690.0,3159,140329.0,119512.0,140140.0,116976.0,151.5,1,Crypto
348913.0,496208.0,15296.0,24621.0,716.0,615.0,4995.0,4549,153344.0,129578.0,151112.0,121632.0,157.2,1,Crypto
811543.0,796210.0,257848.0,333250.0,20656.0,14726.0,289605.0,208365,2886320.0,1884040.0,2376230.0,1549050.0,166.2,1,Crypto
304361.0,403249.0,30346.0,41153.0,961.0,748.0,6438.0,5862,175455.0,153597.0,166625.0,143232.0,170.6,1,Crypto
266275.0,365488.0,14958.0,24868.0,678.0,756.0,4255.0,3917,136755.0,119977.0,106523.0,98116.0,173.5,1,Crypto
231655.0,317699.0,17124.0,26541.0,303.0,409.0,3719.0,3340,108929.0,94450.0,83333.0,76334.0,176.1,1,Crypto
847974.0,847373.0,78674.0,78699.0,580079.0,476236.0,58382.0,46725,1913350.0,1369550.0,847651.0,548798.0,178.3,1,Crypto
299676.0,417918.0,53396.0,74688.0,3372.0,2961.0,3557.0,3237,211191.0,176792.0,123617.0,97938.0,179.2,1,Crypto
