FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,Label
1294240.0,1005870.0,2762500.0,3264950.0,38163,34854,48127.0,44795,1251950.0,816214.0,565937.0,395277.0,23.0,1,Crypto
487208.0,685746.0,79953.0,123071.0,961,878,6586.0,6347,163587.0,145182.0,146822.0,131264.0,27.9,1,Crypto
552147.0,759344.0,28014.0,38014.0,1019,1005,10138.0,9891,260818.0,236976.0,252903.0,213220.0,32.1,1,Crypto
517246.0,687244.0,337795.0,504733.0,12550,12125,28811.0,27460,62131.0,57979.0,22537.0,20139.0,32.5,1,Crypto
945004.0,970784.0,153885.0,204687.0,6871,5729,77152.0,57225,667897.0,466269.0,549316.0,368040.0,33.4,1,Crypto
422613.0,511674.0,211846.0,313494.0,7062,6709,80920.0,70675,673484.0,534555.0,533826.0,408480.0,39.8,1,Crypto
289837.0,396692.0,26567.0,38052.0,645,575,4832.0,4354,123922.0,106473.0,99578.0,87694.0,42.6,1,Crypto
645722.0,914054.0,57954.0,91292.0,1327,1074,9731.0,9085,236628.0,217569.0,196486.0,177042.0,45.2,1,Crypto
622809.0,697740.0,169248.0,245840.0,4148,3429,43575.0,36101,372118.0,291441.0,248169.0,200890.0,46.7,1,Crypto
1064500.0,944903.0,196334.0,209293.0,6773,4045,76907.0,47368,774641.0,459110.0,568599.0,309743.0,48.7,1,Crypto
360590.0,469953.0,25132.0,32020.0,734,375,3572.0,3293,148171.0,124513.0,164588.0,130242.0,49.8,1,Crypto
437819.0,592029.0,54270.0,75670.0,1251,907,7356.0,7112,147996.0,126783.0,101912.0,95232.0,54.7,1,Crypto
917052.0,955714.0,63905.0,78126.0,7044,5440,75467.0,58484,649153.0,474836.0,405515.0,298400.0,55.4,1,Crypto
398216.0,570708.0,190132.0,273259.0,25395,21366,32642.0,29146,103114.0,85663.0,28482.0,24933.0,55.9,1,Crypto
742648.0,997552.0,103109.0,151438.0,3022,2854,35539.0,32151,253811.0,209013.0,192518.0,153335.0,74.5,1,Crypto
587026.0,5150470.0,6970040.0,16777200.0,894912,32672,3198150.0,107941,15601500.0,517945.0,1142230.0,51397.0,79.3,1,Crypto
1001360.0,1209040.0,273350.0,395718.0,5900,4715,61415.0,50588,660495.0,510777.0,519648.0,430471.0,80.7,1,Crypto
532787.0,791382.0,36100.0,53811.0,2838,2863,24537.0,24164,172575.0,154130.0,134107.0,125151.0,84.9,1,Crypto
896826.0,866840.0,516526.0,710020.0,4634,2902,56045.0,32784,491349.0,298870.0,353322.0,236641.0,85.5,1,Crypto
779308.0,1087080.0,47804.0,74709.0,3046,2512,40938.0,40071,329528.0,297730.0,248322.0,225584.0,85.6,1,Crypto
663758.0,852018.0,85884.0,132305.0,2603,2378,28114.0,25945,272014.0,233782.0,216712.0,177459.0,90.2,1,Crypto
1612270.0,2004740.0,459291.0,601646.0,11493,8996,136839.0,111136,1101400.0,821902.0,848270.0,601259.0,90.5,1,Crypto
867743.0,1072850.0,123047.0,177198.0,4480,3763,55460.0,49873,501595.0,419678.0,334520.0,300823.0,94.9,1,Crypto
846142.0,907955.0,309537.0,456260.0,6736,5434,53413.0,43685,689498.0,519749.0,502815.0,391275.0,104.2,1,Crypto
460932.0,611846.0,36802.0,49991.0,2053,1585,23793.0,22032,196785.0,163888.0,138582.0,118018.0,105.1,1,Crypto
1289660.0,1316280.0,147146.0,153674.0,8239,5698,132418.0,94992,1197200.0,778434.0,942096.0,610402.0,107.9,1,Crypto
569785.0,746199.0,74132.0,113290.0,1215,929,8079.0,7546,198067.0,163767.0,187685.0,154122.0,112.6,1,Crypto
683001.0,938421.0,29663.0,45297.0,1692,1431,23722.0,22249,224597.0,191132.0,170553.0,152353.0,112.7,1,Crypto
707191.0,939506.0,49537.0,72518.0,2960,2784,27627.0,27020,226760.0,195838.0,178530.0,159089.0,113.1,1,Crypto
886822.0,817222.0,186580.0,252775.0,4931,3589,78874.0,50635,650529.0,386715.0,517046.0,290183.0,116.4,1,Crypto
1109650.0,1486680.0,72187.0,110341.0,5505,5144,61220.0,59839,453536.0,391586.0,318297.0,275791.0,117.7,1,Crypto
1485240.0,1825180.0,86442.0,115915.0,6486,5012,86441.0,69028,675607.0,498430.0,568067.0,405133.0,120.8,1,Crypto
336548.0,415015.0,19050.0,26508.0,569,624,3845.0,3533,129056.0,107881.0,113645.0,81165.0,129.9,1,Crypto
550401.0,681621.0,150845.0,217950.0,6603,6006,62436.0,54360,667515.0,524701.0,525073.0,448749.0,131.8,1,Crypto
1028180.0,1077160.0,275048.0,406808.0,7428,5764,91351.0,66274,814416.0,546785.0,638673.0,418860.0,133.8,1,Crypto
552078.0,596953.0,863534.0,1192190.0,27003,22660,30840.0,24807,81194.0,63941.0,21119.0,14807.0,142.2,1,Crypto
1003980.0,985040.0,101443.0,132738.0,10277,7501,79076.0,62600,1074390.0,780546.0,928955.0,597623.0,145.1,1,Crypto
468174.0,570590.0,54497.0,83449.0,1573,1134,9132.0,8469,246551.0,204439.0,206614.0,173043.0,145.5,1,Crypto
472995.0,624656.0,37556.0,50817.0,533,837,5553.0,5081,147605.0,122141.0,128219.0,105407.0,150.6,1,Crypto
437665.0,582214.0,65211.0,94820.0,1051,811,8970.0,7641,243358.0,194151.0,200433.0,157017.0,156.3,1,Crypto
820772.0,978081.0,88167.0,124880.0,3901,3541,38426.0,31582,368685.0,281727.0,257687.0,204307.0,161.3,1,Crypto
631406.0,864536.0,28326.0,38277.0,7014,6314,26791.0,25176,211116.0,182029.0,152222.0,141040.0,161.6,1,Crypto
1317660.0,1145390.0,341978.0,412262.0,10937,6584,164911.0,95747,1405030.0,754121.0,926466.0,488437.0,161.7,1,Crypto
997483.0,1018040.0,150632.0,175650.0,4967,3287,86115.0,61916,675824.0,452665.0,443530.0,302393.0,161.9,1,Crypto
328321.0,427910.0,19879.0,25447.0,931,816,7321.0,6473,147435.0,130265.0,147550.0,108877.0,167.5,1,Crypto
1061040.0,960195.0,142446.0,189997.0,11067,7377,131796.0,91098,1088280.0,709990.0,770278.0,487461.0,167.6,1,Crypto
520429.0,666593.0,81452.0,116506.0,2290,1923,22553.0,20670,263916.0,219824.0,218226.0,178210.0,179.4,1,Crypto
1242740.0,1434660.0,459735.0,572510.0,8439,6116,128358.0,96070,792933.0,565790.0,532666.0,385006.0,180.1,1,Crypto
739474.0,760853.0,412870.0,555464.0,11841,9401,204849.0,163979,1700830.0,1248820.0,1329840.0,923250.0,180.4,1,Crypto
1012760.0,825167.0,1628960.0,1935580.0,10805,10243,8881.0,8631,580512.0,457203.0,349342.0,245931.0,184.8,1,Crypto
574635.0,773110.0,39305.0,56805.0,1873,1621,16353.0,14361,188290.0,151281.0,187751.0,132460.0,185.6,1,Crypto
939800.0,1070840.0,137916.0,186773.0,4865,3826,49996.0,40681,477775.0,349410.0,295279.0,225389.0,188.0,1,Crypto
336438.0,470421.0,29637.0,42346.0,689,486,6706.0,6014,138140.0,118299.0,119945.0,103248.0,189.1,1,Crypto
327281.0,447174.0,16724.0,23414.0,925,638,8680.0,7705,154763.0,134528.0,121581.0,106313.0,189.4,1,Crypto
652338.0,768771.0,95304.0,131641.0,2483,2319,27529.0,22062,292041.0,221123.0,212047.0,159052.0,200.5,1,Crypto
940614.0,1086110.0,89425.0,112021.0,5598,4594,60920.0,54107,669424.0,531462.0,469936.0,368745.0,206.7,1,Crypto
439344.0,612728.0,18959.0,26961.0,1363,1598,21164.0,19736,183075.0,156792.0,130660.0,109711.0,207.6,1,Crypto
415153.0,567321.0,36081.0,53346.0,865,613,5957.0,5296,125999.0,106084.0,103025.0,82380.0,207.6,1,Crypto
227824.0,335989.0,175359.0,255690.0,8765,7971,24088.0,22250,63723.0,60244.0,27922.0,25127.0,208.8,1,Crypto
675104.0,986362.0,23291.0,34597.0,1169,1015,8268.0,7383,199084.0,177378.0,189887.0,159462.0,210.2,1,Crypto
557302.0,734379.0,56326.0,82251.0,2051,2076,23725.0,20962,197284.0,158441.0,145943.0,111627.0,213.7,1,Crypto
498172.0,666903.0,74858.0,116431.0,3004,2363,18656.0,17302,188623.0,159649.0,141057.0,124509.0,215.6,1,Crypto
488991.0,663826.0,66921.0,104981.0,835,720,7448.0,6659,197232.0,169794.0,186230.0,148811.0,217.3,1,Crypto
732271.0,973839.0,89259.0,131398.0,1483,1095,14415.0,13588,283188.0,238006.0,264801.0,219198.0,217.5,1,Crypto
728763.0,825426.0,71585.0,90684.0,2817,2160,39787.0,29991,395814.0,271084.0,329042.0,198139.0,218.9,1,Crypto
456360.0,666153.0,74611.0,115262.0,1588,1257,15383.0,14596,163691.0,139358.0,111540.0,93521.0,219.9,1,Crypto
371258.0,505201.0,37714.0,55775.0,616,566,6023.0,5405,138159.0,115548.0,121222.0,96103.0,223.8,1,Crypto
390858.0,512719.0,35990.0,51087.0,774,397,4811.0,4176,118494.0,96264.0,107098.0,80926.0,225.4,1,Crypto
1487020.0,1990950.0,217648.0,316548.0,14896,12635,62477.0,56457,607273.0,506263.0,465191.0,389978.0,229.1,1,Crypto
394721.0,541694.0,12148.0,16264.0,1158,641,6232.0,5342,148825.0,121333.0,159097.0,105517.0,230.4,1,Crypto
745349.0,793665.0,168848.0,229110.0,5923,5232,74680.0,60662,532299.0,396100.0,476637.0,301355.0,232.7,1,Crypto
427570.0,534079.0,51084.0,73137.0,1172,930,6479.0,5690,243580.0,192715.0,205037.0,157572.0,232.7,1,Crypto
994114.0,1250150.0,86586.0,110431.0,5972,5687,69633.0,61214,776245.0,605348.0,625783.0,440128.0,235.7,1,Crypto
767695.0,645712.0,1394540.0,1730860.0,3183,3302,4886.0,4519,218776.0,177111.0,147322.0,108477.0,239.9,1,Crypto
225612.0,299720.0,61995.0,87866.0,3578,2990,6674.0,6575,160459.0,142549.0,120439.0,111237.0,245.6,1,Crypto
2166010.0,1573500.0,213702.0,165105.0,16758,8326,306810.0,154401,2673150.0,1294600.0,2012030.0,943566.0,248.9,1,Crypto
608957.0,874477.0,84617.0,121740.0,4717,4812,7075.0,6713,335585.0,266981.0,193905.0,134953.0,249.4,1,Crypto
514607.0,677686.0,147324.0,232317.0,11488,10763,27534.0,25277,67018.0,60124.0,26817.0,25165.0,254.9,1,Crypto
988068.0,846286.0,1360780.0,1492900.0,16918,10936,7330.0,6103,282301.0,218659.0,158148.0,124095.0,259.1,1,Crypto
454483.0,563427.0,49642.0,72063.0,2477,2284,22319.0,19969,229929.0,189213.0,155348.0,135030.0,268.7,1,Crypto
86902.0,119476.0,11658.0,18726.0,14105,14658,21115.0,21161,56559.0,56684.0,7917.0,11854.0,274.6,1,Crypto
926983.0,1093130.0,182376.0,218214.0,11164,8677,154011.0,119842,955552.0,709116.0,605423.0,460209.0,280.8,1,Crypto
1643900.0,1176480.0,335994.0,375969.0,11858,6100,165303.0,85908,1482850.0,767900.0,1191030.0,598622.0,281.7,1,Crypto
899126.0,1055150.0,180833.0,236386.0,16398,12976,72678.0,63759,613699.0,486961.0,615271.0,411735.0,295.7,1,Crypto
657537.0,785446.0,61528.0,90656.0,3276,2757,33559.0,29587,278493.0,218814.0,210889.0,178879.0,299.0,1,Crypto
