UMAP1,UMAP2
14.46403,3.6476479
14.198839,6.99653
14.633443,-1.1397146
14.432729,1.0083703
13.177559,-4.0220222
12.079395,1.8873719
-4.7955112,7.0071044
13.828561,-0.5066103
15.090694,0.4580914
13.886089,-2.2865334
13.446219,-1.8775228
-0.38534537,-2.4782927
1.7212735,-1.4321754
1.7225469,-1.5054052
2.3830488,14.644037
13.771804,-1.8893511
11.367872,-5.875678
13.760963,-2.0601356
-5.336757,-1.5408927
-4.2971673,-2.202556
13.6972475,0.067069255
12.93848,-4.269641
13.091605,0.9625731
14.176838,2.1576438
14.728905,0.13707338
13.990163,7.430634
13.506111,3.224259
10.926159,8.409756
13.374225,1.375773
11.291746,-3.3511858
-0.2015484,-4.757463
-0.8079083,-4.3978963
0.04237854,-1.7321107
0.8318624,12.535429
-6.4806805,1.2380307
-5.484644,4.490935
12.072358,-4.2085166
-6.133101,-0.41128007
12.694526,-1.9747392
10.861786,-6.1651087
-5.6852813,0.74919415
14.271203,5.541383
11.258838,-3.0451736
13.455727,0.7006579
-4.396065,-2.0393076
11.942284,2.3941815
-6.207871,0.89499456
-4.3676972,-2.1595483
13.539999,-0.2515087
-0.24413665,-4.358252
-0.419699,-3.6956108
1.4270632,13.376491
-6.5892034,4.35694
-5.012065,5.625144
-5.6356263,4.1748195
-4.318869,-1.9469606
11.392285,-4.073365
13.228517,-0.6620875
12.52983,7.4129944
13.997116,1.9563122
-3.6660674,-1.8351302
0.25677097,-1.3380516
-6.3270183,1.3137623
13.687795,1.0363872
-1.0846602,-3.7793112
0.12560265,-3.5438507
-0.45624626,-4.2687674
1.6645145,13.5832
9.765455,1.2547265
-5.083912,4.551685
15.016698,0.1577796
13.907415,-3.168399
14.111455,6.647977
13.982386,-3.1993177
13.401975,-0.17342897
-0.25718448,-3.625483
-0.3487356,-3.9772477
0.12308355,-1.4695995
0.9362007,-0.729129
1.9197277,13.376661
-0.26896423,-2.9941907
13.991213,6.583911
12.862563,-3.1863134
-5.684311,0.8139581
11.388924,-5.3575983
14.573037,5.6111226
-5.023106,7.1323314
14.454695,1.6654066
-5.554547,-0.42819092
-1.1294997,-3.9233744
1.7171988,13.907642
-6.262083,2.2680888
14.162313,7.0868917
12.797542,-4.2598305
-5.936749,5.244128
-6.3275867,0.4515016
13.9581585,5.163715
-5.3094244,6.2926993
10.244419,-2.3964772
-6.730736,1.9492226
10.292958,2.015104
12.617691,-4.714996
-6.356935,0.033421025
10.773917,7.872062
10.656362,-6.068023
11.540591,-5.3274555
13.291032,-2.5495985
11.324872,-5.9305696
13.182737,-0.8615574
7.90214,8.078092
-4.5366726,-2.0466614
13.862076,-0.3217701
-6.7863255,2.070415
14.3704815,2.381834
11.147199,7.8936963
11.894124,9.277115
15.05735,0.39421612
15.097598,1.023539
12.462715,4.948074
1.2862273,14.152976
-6.422595,2.2852607
-5.656064,4.974852
11.054809,-3.8014338
-1.0845269,-4.6727586
-0.3128252,11.649874
-5.727748,-1.1124873
12.618567,-2.3694878
-4.2962337,-2.2221618
