UMAP1,UMAP2
12.801894,2.6303873
-3.9859262,2.8447535
12.594096,-1.583103
14.351686,8.658619
-6.3640714,-4.652653
-1.5093273,-4.589324
10.673274,-0.5032207
14.480393,-0.98900783
9.499548,-3.5779948
10.814273,-3.2216647
13.712074,0.16924687
14.935769,8.255214
14.793697,0.9523798
-3.7249331,4.7570224
15.601266,7.133273
-6.547082,-4.5121794
15.315174,2.030738
8.366604,-2.7346277
10.998869,10.141268
-6.795963,-4.2282
7.3887386,-3.32684
14.030775,0.39848936
-2.774272,5.330891
11.920444,-0.23364277
11.968841,-1.9473306
-5.6357183,-4.7612987
-4.813958,-4.227961
-0.85664916,-5.1471744
5.38262,15.758224
-4.030031,3.049766
-5.9034557,-5.358473
-4.576048,-4.339646
-1.711678,-4.428667
4.955039,14.83121
-5.9447365,-5.238492
2.3522575,11.1175
12.812833,-1.3326014
12.398105,-1.7537372
-0.9761111,7.489498
11.73303,0.11483084
13.926669,-0.42489213
9.266264,-3.5532544
7.5595555,-3.05616
12.486643,0.65732586
-3.8425148,5.504737
-3.7070236,4.414617
9.683602,-2.1382372
-3.5699325,5.355874
-4.432849,1.6590661
14.143568,1.5391465
11.125463,3.718651
15.309547,1.953884
14.736701,5.35981
12.72777,0.7417844
11.860386,-0.93234426
-6.286768,-4.7294393
-6.46268,-4.615882
4.5557804,13.814108
17.047493,5.122869
11.386181,-1.0323445
16.867514,5.6540785
10.33894,-1.5586389
13.864384,9.682628
16.527117,4.8884478
-6.2676888,-4.6948156
-4.3044333,-4.221986
-2.2183259,-4.1314583
5.5890794,16.14698
-5.4978223,-5.04659
14.397557,-0.45894092
8.26658,-2.1742558
15.98109,4.82097
11.296899,-3.0455174
10.385765,9.917264
15.63206,7.375669
12.462214,1.0377414
10.958794,-2.4554296
-4.396564,-4.328923
-4.1473823,5.2863617
15.822814,7.0392733
-1.6695493,9.865237
12.681676,0.21401733
16.038687,7.175988
11.222366,7.6133795
10.760553,2.3934762
14.086284,9.295156
3.375,12.421117
-6.37777,-4.4154806
7.2884226,15.119786
11.140946,8.249331
-2.6695864,6.284994
6.617242,14.923725
-3.7925184,4.4256063
-5.6590924,-4.99524
5.93051,16.368847
-5.3391013,-4.8650417
-5.520391,-4.980889
15.583766,8.160054
-4.285659,1.3468492
-4.4343004,1.1638364
16.07622,4.515069
-1.5153669,10.136643
-5.3513274,-3.8318772
-2.7557275,-3.9256546
6.439669,16.265953
