UMAP1,UMAP2
-3.3548698,3.9271011
-2.2057934,4.7895164
12.815944,8.775544
-3.335075,-0.72537094
-1.8888903,13.549579
12.461784,5.756396
1.3296494,-7.3082047
-3.746034,-1.5550303
12.592192,8.43091
0.045999847,14.788277
-3.574767,6.101001
-5.036801,7.034568
-3.2081048,7.5853763
6.9554873,-7.187292
13.06754,4.6170745
-3.6927946,12.871611
10.565944,-0.3454813
-1.377604,-6.060729
-3.8347588,8.433308
-3.5282843,9.538237
13.522981,7.1621037
13.060859,9.650599
-1.2607859,-6.2924438
12.998117,2.5604722
13.547308,7.8083167
-3.1172214,9.6799
13.03581,8.360796
1.177531,-7.7276006
-1.3508875,15.223766
12.404843,6.3366346
-1.7654681,15.940386
-3.0697672,14.639213
13.171073,7.3045516
13.025776,9.687764
10.655019,15.746038
14.405744,16.406534
8.935972,-6.2777452
-3.305226,-0.24619016
12.766224,10.920572
12.929569,1.8428348
13.540518,8.529968
11.091228,15.561031
2.400917,-11.710498
-2.2713256,8.599915
-2.9557722,-1.4348015
-4.0871634,10.406518
-0.62725127,18.052464
-3.8621707,13.106868
-3.4207888,2.515942
12.659151,3.6909847
7.6608377,-6.191492
-4.866522,4.3957353
12.152827,11.227226
7.8734016,-6.3869567
-1.2592319,17.215033
12.812597,6.048111
-4.858552,3.3387244
12.441305,7.425603
-4.593024,6.1155853
-4.3145924,7.4678197
13.3545475,9.582321
13.272051,6.0490685
-2.5633821,-5.883868
13.055877,2.5786815
10.496444,15.016212
11.237759,14.940674
13.501531,15.642164
8.155012,-7.9345875
13.297987,8.204377
-2.8007057,16.309435
13.255804,1.7727915
-3.4895265,13.200417
12.655623,2.7567477
-2.4116685,15.739625
13.07573,5.8600664
12.951477,10.711418
13.341033,5.930382
1.5634049,-7.731549
-2.7815154,-1.2478583
10.6905985,15.269652
8.824644,-7.214611
12.883526,4.405842
-1.3532814,16.29331
-3.4526832,10.067451
12.846594,8.295278
11.123193,15.299435
2.3465827,-11.714841
-3.058618,3.270191
8.372949,-4.824306
0.2777633,17.550144
12.94029,8.350367
12.29899,8.050091
13.281484,2.7573166
13.061808,7.0537047
-1.6014076,15.514189
-0.5889037,17.890612
12.955464,10.164262
7.3919506,-6.5776052
-4.2482815,3.7634406
-3.2524014,13.889855
12.2694235,10.859139
-3.7995744,-0.4997646
0.85586953,18.927698
-3.5627215,0.73488456
11.39962,15.384275
7.443199,-6.546151
13.283262,5.1139045
-4.59514,6.0345216
-4.6060143,9.621464
-3.780111,14.286981
-3.8901443,1.2234563
-4.5607905,5.1575103
0.21521257,18.426498
-0.3730851,17.727362
12.294483,9.794658
-3.9770947,10.636203
-2.0648737,13.91881
-3.9704926,8.539522
-4.358771,4.04592
-3.8178647,-1.780937
12.878518,9.393197
-3.6667733,10.335106
-4.2044525,2.2122672
-1.7337514,-6.6311016
6.946054,-7.2211213
-0.6139125,15.704358
13.026272,6.401465
12.14498,1.9495205
-2.9645128,-5.116054
12.753608,5.716174
12.983154,6.8841815
11.338207,-0.14486112
10.696451,-2.0846543
-4.251192,4.111236
-3.761481,2.326046
-0.8552777,15.947035
-2.1907332,10.812934
12.394276,5.6544137
-2.1153657,13.54915
8.889504,-4.257215
0.3898482,17.46712
-2.2262652,3.681686
12.433083,12.091994
12.55304,7.467007
12.6576,5.9154234
-1.8622514,16.553055
-1.579935,17.332487
-4.768429,1.3793881
-3.5130327,4.5927243
-4.746996,6.04103
-1.8684314,-6.8230357
-2.9957752,-4.637589
-3.1664762,8.942322
-4.998344,3.8449545
8.747992,-4.801582
12.244627,5.997538
-0.35266605,15.648479
-2.2240767,3.5273716
-3.773696,4.2913656
-2.7590683,6.8008313
10.695726,-2.2932794
12.992745,5.327869
-1.2291023,15.25834
-0.74583745,15.697241
12.557119,6.4702554
-4.354624,4.1557403
13.272095,10.207839
-2.944373,11.399798
-5.06821,7.2726607
-4.0639577,10.611348
-3.473598,-2.4705846
-3.9084258,6.682512
-4.586272,4.5463614
-4.2867126,13.819571
-4.9660344,3.6922312
-3.7733445,4.888154
13.458121,7.112079
12.130023,11.422802
-3.4809697,12.329575
13.274952,4.7386904
9.972712,-2.078427
-4.497727,7.3179946
-2.160744,-3.025215
13.272741,7.893674
-3.4343288,10.947964
12.685175,8.402674
-1.801913,3.394955
-4.396978,5.6869755
12.870322,10.91945
10.924991,-1.7196202
-3.2434392,10.56205
10.529215,15.456835
9.164104,-4.9745555
13.3662405,3.3353636
-2.480492,-5.9569845
-2.3015578,-3.734758
1.5132331,19.074648
-0.28498453,-7.606202
0.16323005,-7.4949794
-2.5471897,16.331505
12.313566,9.3947525
-1.6875856,-6.6327014
13.179336,2.0285254
-3.8397157,9.347589
12.880548,3.7648177
0.06223613,17.073864
13.396788,7.789457
8.714786,-4.6934814
13.045618,8.723933
-2.124466,-6.6509123
-3.8039908,-2.881618
-3.428842,-0.17464165
-2.4644835,-2.201863
-3.5718539,14.630011
12.906536,5.3653827
12.460655,12.041157
12.103109,11.337612
-5.338392,5.5200143
13.110856,15.343654
12.067906,10.9131975
13.119827,9.771905
-3.7958212,-2.114663
13.113008,9.756569
13.482436,9.297331
-4.415198,5.8285003
-3.6363316,10.76521
-3.4047189,3.8242831
12.356563,10.369553
-3.987936,-1.9959352
-2.1333969,14.966793
-4.3005576,7.1814876
-4.8011737,1.3901364
11.805427,6.310029
-3.7604647,11.3052225
8.428064,-5.037836
9.837382,-1.4406856
-4.208916,8.275786
-4.00425,2.573457
-1.847039,3.3731928
-3.8792663,10.183444
-4.0219216,10.421901
-2.844233,6.303931
13.563818,7.107358
-3.4561086,1.541659
-3.7195623,10.956816
12.465248,10.650422
-3.6823416,14.727258
-5.400537,6.59861
12.132631,9.011601
-4.812332,5.5781894
10.796061,-2.1210418
-5.431256,6.4494615
9.722135,-2.610446
13.320984,3.9062479
-5.0469975,6.0230722
12.7149725,2.8593297
8.882856,-6.2683973
-2.4200234,15.660166
12.645329,4.928716
-1.8685443,13.692522
13.3591585,4.5086846
-2.246097,15.4277115
-2.3577533,15.728955
-1.0060165,-7.4006305
-2.9656162,14.811916
9.631385,-3.4328365
-2.7223942,-5.7760544
-2.425278,12.00864
12.219585,9.133831
-4.058961,10.486938
0.21090046,18.601955
-2.7612696,-5.486775
12.410433,9.643417
12.677619,8.4639015
10.81385,-1.9732391
1.0225221,-7.6929913
-0.87557054,15.092085
-1.7257622,-6.56215
2.808738,-11.60072
-0.17346036,18.464315
13.371871,5.9552855
12.174525,11.43782
-1.8842514,14.761336
-2.1060183,11.490816
10.789552,-0.051289532
-2.9486,8.958821
-3.7572436,2.5228453
13.180048,8.336477
-3.6605592,5.121846
-2.9880047,6.456575
11.102314,14.803564
11.201055,15.515398
15.383653,17.460068
2.2611837,-11.7678585
10.740301,-2.2872138
13.236558,5.103376
11.173941,-0.5984809
-4.9975085,6.776715
12.922165,7.5891204
-5.4148507,6.314743
12.434663,3.9809542
13.161418,3.0495608
13.004316,8.348008
-3.9521844,14.328802
11.2294855,15.83372
11.165104,15.03741
10.57537,15.098138
15.009457,17.051521
8.633976,-7.493163
10.582399,15.652095
-0.76125175,15.599171
11.217333,15.143153
10.498925,15.481464
-0.95510536,-7.303391
8.699841,-4.662068
1.6078506,19.13026
-3.9639168,12.959445
-0.98807746,17.876091
10.4707575,-0.5038455
12.359168,12.519247
11.334079,15.2101
7.3653593,-8.12729
12.581243,11.477632
-0.91533035,-7.5599546
-3.8793435,-0.52745783
12.759698,5.103626
-2.4021645,7.4823484
-2.2832265,4.7520294
13.152515,9.282701
12.850858,3.833073
-2.7407067,-1.383212
-2.9722927,11.685662
-4.462105,4.3153896
13.334608,5.306015
13.026696,10.835871
