UMAP1,UMAP2
12.659073,4.957178
-1.7887156,13.597786
-3.747879,-0.285207
-1.0327818,16.783676
-2.4762137,13.140309
-1.110943,14.313246
-2.3749363,8.2040415
12.894451,9.289371
12.415209,4.917258
-1.6079571,13.691426
9.533184,-5.631323
12.407954,17.026653
10.713645,-0.43946785
-3.4425251,-5.5624065
-3.986722,2.662936
12.422202,5.563472
-1.9394915,12.951623
-2.343793,16.591553
-1.1940385,12.66222
10.132568,-3.5437815
13.273452,7.834558
-5.098037,3.5797114
12.286744,9.765131
-3.2446625,-5.1204276
12.635994,5.9689755
-4.8302045,2.6902692
-1.2665557,16.59652
11.849969,1.7761755
-0.54463446,14.687134
-0.9828754,15.736458
14.502583,15.795926
9.4071865,-6.019772
-1.8514738,10.656354
10.603686,-1.7366982
12.822917,8.5756
-1.9725803,11.159905
12.452034,7.9882507
11.592944,6.675224
-1.1693048,12.708808
-2.6731641,15.569184
14.235547,15.834188
12.047709,1.5882157
13.068077,9.125271
12.012252,5.971731
12.510293,3.399558
10.721006,-0.5506014
1.2355818,-9.020682
-1.2904227,12.961656
11.907351,1.0546727
11.274506,1.0784566
-0.9280209,14.671358
12.506566,4.0647326
10.418482,-2.659575
-0.13867621,11.096368
0.07555181,-9.211758
-1.2963735,16.547888
-4.8678813,2.6739383
-1.9809213,15.7342615
-1.7711102,18.054361
-2.8849006,5.483156
10.548357,-1.4128835
11.812381,1.1344684
-1.3948185,16.705492
12.937449,8.174571
13.225911,7.794442
9.894734,-4.2619896
-1.1938857,12.785909
12.418085,16.356424
9.728824,-7.1484637
-0.95421284,12.7316885
12.435158,9.70186
-2.476837,3.6689448
12.221461,3.8071706
17.159624,14.871586
16.356068,15.174529
8.199242,-8.211735
10.490185,-2.0059364
-2.4570422,13.900015
-1.3101856,19.389866
12.472288,8.937875
11.895969,0.97964436
-3.9260385,11.134993
12.189339,9.087188
-2.893205,-4.715099
12.653904,4.8202925
-1.454474,18.89066
-1.689459,17.190279
-2.6891572,13.286138
-2.0394125,4.7104855
-3.26937,5.040771
12.995306,4.8419495
13.0855,5.864131
-2.5372677,-7.105318
10.918677,-0.38918525
