UMAP1,UMAP2
15.802575,12.588185
5.782675,12.564699
6.2557297,14.511396
12.42456,15.5710745
-4.2811885,17.28993
-4.042352,16.183296
-4.431037,17.320475
-4.1150904,16.691893
-4.3523207,15.267642
-5.2381372,14.189659
10.408855,-6.2018104
2.057709,-1.1528877
8.033605,14.605602
-1.3505778,1.7522287
-0.7086046,1.4418381
-2.4827693,4.142782
5.7421823,12.960775
5.771407,12.577853
3.3857586,-8.699143
1.3416014,-0.85224193
1.1178126,-0.74205136
6.490904,15.47267
12.119903,15.558326
5.5537457,12.631817
17.49437,5.228247
9.092061,15.120333
-4.536459,14.518102
-2.7464597,4.646573
6.1303062,13.865578
-4.055612,16.60046
-3.9103954,16.181673
-3.306874,16.144413
10.3179245,-6.7844677
3.8496723,-2.8519962
5.2069507,-4.1836905
16.727976,12.277892
5.4747634,14.79668
13.027234,15.322657
16.786243,9.172855
15.979122,9.945987
-0.9352729,3.166539
-1.4472967,3.7442732
6.1474233,-4.7634463
9.236885,14.320848
-0.71036315,2.6515608
13.420578,14.645197
-0.29279774,0.47681984
10.672316,-6.354807
16.335018,12.686414
13.464601,14.640914
17.624212,8.105596
16.702888,12.395236
15.756103,12.367408
7.9152865,14.361786
-2.7131276,4.516159
17.199612,7.3784823
-0.05164925,1.0195928
11.6815405,15.528356
-3.1177015,17.331633
-3.782976,18.049343
-3.4890392,16.01468
8.687375,-6.329436
5.3559475,-6.594363
16.515076,1.3547524
16.532436,11.4002905
11.401426,15.247844
13.135091,15.098036
17.464535,3.9969437
17.370039,3.7189488
13.441595,13.436331
11.838568,14.946464
0.7348756,-0.114688136
3.36796,-8.714994
17.273212,3.9144652
4.0357184,-3.1800263
6.2033978,14.493448
8.3241005,14.102383
0.44754836,0.2596564
17.497183,4.0238543
7.5656643,-5.485535
-2.5441566,4.231732
4.0685344,-3.1360672
9.315101,11.236548
-2.3877244,3.4122403
10.809552,13.552978
-3.389581,17.560862
-3.071037,17.184303
8.750602,-6.31993
-1.961724,3.2993696
12.304191,14.771118
16.425934,2.5012918
16.558544,7.1921425
6.625457,-4.885625
-1.1538649,2.7912753
6.779412,-5.0709615
-2.8651896,16.20159
8.065311,-5.733128
-0.60409707,0.74529153
3.7628515,12.565256
17.1113,6.0626326
-0.45474932,2.0683599
3.5688643,-2.7193086
15.522259,12.0243845
1.7671396,-1.3546532
13.656347,13.054779
7.7504435,15.796979
16.032518,-0.031521924
12.367827,15.553152
5.3640175,14.694521
5.9931993,12.512167
-1.4065903,4.033876
9.05634,-5.430729
8.13005,12.021356
1.821428,-0.8169516
10.273562,13.933202
13.065026,13.493976
3.4515095,-2.610289
5.639029,-4.4491687
16.048922,9.606405
12.006188,15.110311
4.4001718,13.652236
9.182468,13.42884
16.56874,4.395494
9.349963,11.2827215
15.073294,11.602905
16.379923,7.6989355
-3.032934,17.407442
-5.924419,14.499047
8.9463,-6.5394845
1.7117802,-1.3162953
16.281136,11.395061
16.672873,3.4038596
17.074646,3.2151954
6.5567517,13.375972
17.292356,5.5478377
6.5268383,13.620564
6.1901774,-4.784523
-0.8624077,2.1215274
-0.22596703,1.8971118
16.756916,5.21667
15.601065,11.905459
14.651464,12.051054
-2.1743858,4.7449927
-1.7067816,2.5102098
-2.3398912,4.673343
15.666334,12.567498
8.077014,11.97736
0.091166414,1.639474
0.16619334,1.2267758
5.6750126,-3.9891427
8.077166,13.752661
1.1108915,-0.2718123
6.3117948,12.681761
15.428882,11.533322
1.3195436,-0.99888384
-1.7314234,3.4605615
11.669544,14.90194
-2.7274656,4.650977
9.382662,11.15054
3.2476368,-2.507032
8.547584,11.709787
1.3671142,-0.44688413
-2.4660378,4.747792
12.207858,13.295175
1.7563845,-0.6643933
7.0785894,-5.160606
15.016489,12.96812
4.439127,13.75238
15.663072,-0.7999925
1.6959989,-0.91366434
12.239305,13.836641
9.774901,14.13558
-2.407735,4.956878
4.779407,13.983891
16.893059,2.1843462
14.778382,12.347498
15.511135,12.106188
17.382233,5.0705633
11.368293,13.638803
16.09093,6.633907
14.445009,13.266751
-1.6822025,3.0664086
