UMAP1,UMAP2
-1.7182997,12.286733
6.551901,-7.9879246
-4.5456443,9.112536
-4.4184537,5.367544
-0.28227475,13.202129
-4.6192837,11.181827
-4.316224,13.422136
2.9743245,14.905108
-3.5627708,12.475235
-2.762442,9.8311405
13.55489,1.6324933
-4.087893,4.452738
10.559838,2.2103345
-4.3487134,5.1245313
11.4063635,6.69418
11.143656,7.312975
-2.6856592,-1.8028284
-4.063901,-0.28933674
-3.397228,1.8331925
-3.589285,10.255474
8.481878,-4.873116
-2.433579,11.79149
-1.8831956,13.347943
10.422638,1.8897365
-3.8961499,5.3180904
-4.6056776,0.8447663
11.311172,3.6414933
-1.499046,13.979694
13.024549,4.130233
11.511767,6.4756284
13.640122,2.076214
-3.9364996,-0.3589001
13.054541,-0.020721383
-4.669526,9.144873
-4.541955,3.3084023
-0.30726504,-3.8457348
-4.262217,12.471284
12.354302,6.104721
13.8958435,1.7127337
1.2334465,-4.4365444
-4.5012407,4.070953
1.8008025,14.321223
-4.368525,9.661179
14.371942,16.229153
8.48466,-5.4664006
11.1761265,7.2454343
-4.088564,5.3211856
-2.2821176,10.063061
1.8652087,-4.416564
-4.836622,6.9820356
-3.530486,13.646485
13.6495285,3.7462127
-5.262582,9.732062
14.507204,15.987916
13.903551,16.005028
13.7846575,16.190084
7.283951,-7.930295
4.0593786,15.175722
-3.8289587,5.405894
12.5722685,5.552572
-0.29728672,-3.5372634
-4.9111075,7.262891
0.034595147,14.307522
-5.2493706,9.413519
-5.817402,8.145771
13.151086,0.6835028
-3.8772984,4.886555
0.7570962,-4.345525
-6.147329,8.02331
10.930003,-1.4416696
11.478731,17.871372
7.0839434,-6.8574905
-0.10125162,12.973348
11.382065,17.215015
11.647312,17.982445
11.25243,16.853613
11.254388,17.186293
13.551363,16.785006
8.492129,-6.881264
12.078975,17.364517
11.425975,16.924017
8.342873,-7.474227
11.397828,17.3089
12.518311,5.5394554
0.24168034,14.332455
4.183964,15.211643
11.087334,6.7520585
-5.0168095,4.083416
-4.645433,11.716297
11.841865,-0.63799804
12.826319,0.33370697
0.75040406,-4.3929687
-1.4333063,15.378677
12.428182,16.936062
6.5053525,-7.553414
-4.0396447,11.913015
-5.9873195,8.850038
-1.846261,11.182615
-3.0296233,13.613863
-5.640581,3.4688535
-2.3522701,-1.5081921
-2.1806717,-1.6329826
14.280649,16.354042
11.19066,2.6759787
0.4793032,-3.8893275
-3.779426,10.547767
13.758657,2.0935369
1.272151,14.244991
1.2007942,14.255934
0.41062713,-4.0904512
10.759717,-2.394503
-3.387487,12.268158
11.953571,0.75416094
-4.5741653,11.986604
-5.5923123,5.063199
-4.2715087,5.295348
14.010821,2.4514031
-6.234782,6.196775
12.293409,1.2110338
-1.1924523,-3.1670206
-2.3031237,13.289336
1.8033357,-4.4492188
13.498821,4.260057
7.708366,-5.841485
6.4395723,-7.9763637
13.437778,2.0434678
13.393116,4.235062
-3.4277291,13.568665
11.977879,5.849747
-3.2581577,12.610276
13.462662,0.5402185
11.932978,6.1351485
-0.9767791,-3.000065
-5.547207,8.752605
-5.312311,9.52396
-5.05094,2.197257
-5.772682,8.452265
11.685844,-0.12085989
-5.530857,8.560176
11.688423,-0.20872644
3.7376504,-3.6248262
11.778775,0.7508907
13.382962,2.2452621
-1.0313023,15.029624
-2.255683,0.19254978
13.377242,2.9074273
12.805327,3.7001786
-5.1999803,3.6062748
-2.0489218,14.448613
12.077922,17.89892
8.070036,-6.926718
-5.4636536,4.776527
-3.808522,10.818556
13.405781,0.38521755
13.910291,2.4667995
-4.202136,0.14822966
11.186934,-1.6775181
12.922487,3.970704
11.274896,3.6701403
-0.45305714,-2.881106
-2.2362893,14.365379
-0.15447026,14.982613
-2.5171456,0.93947047
-5.459109,10.755798
2.9889324,14.899261
-3.834034,8.73551
12.744042,16.61043
12.7057705,16.56514
12.408884,17.62459
14.667453,14.3385935
7.143039,-7.9690385
-4.458331,11.896275
-6.1933203,6.7114305
12.170157,6.0780907
11.402332,0.3012672
12.448258,0.92199445
-5.685397,7.1739435
-6.2828255,4.832188
-4.106695,12.373713
-3.298554,10.473631
1.792407,-4.4301085
13.657822,2.2264366
11.065799,-1.0635647
-1.8592533,11.236479
-3.323125,0.12273345
13.468982,2.7532058
0.7939892,13.732082
12.073975,1.4175891
11.948768,17.948492
13.079758,17.07651
8.471516,-6.870842
-5.9825587,9.638113
-4.968073,7.7269483
2.186116,14.516804
13.526151,4.3868
-2.514978,0.9264252
12.293911,2.136905
12.217382,0.8722696
12.026796,0.35508966
11.588518,6.156411
