UMAP1,UMAP2
-3.1436253,-0.09291834
6.2635255,11.36983
12.447851,9.615367
-0.30435508,-2.8091753
-2.2439187,0.96202785
2.8999786,-2.7292407
7.6619706,10.669377
14.483422,7.7691965
-2.9247415,0.7514948
2.7267559,0.7894784
12.116185,7.7542987
2.8760884,0.92200834
2.4842014,-1.1279665
1.8862001,-3.1578732
17.017185,0.66850096
12.508778,9.5767565
9.142596,10.386052
-1.4085767,-2.1160622
0.74091256,-3.6621244
17.451244,1.2931244
6.9536767,11.654262
12.727648,8.131287
17.502268,2.8744955
18.243885,2.160385
17.8513,1.6365207
16.421696,-0.8305778
5.512096,13.8345995
17.64539,2.722881
-5.3325734,11.805924
-1.5938299,-1.7552067
1.7186469,-2.6855092
-1.7620599,-0.7279714
1.3739282,-2.6079187
6.485796,11.248324
7.6363263,11.195701
-4.2365494,14.570547
11.656027,9.229556
-5.5324774,9.024425
-6.041871,8.70894
-0.6642032,-1.2192941
8.150814,10.570429
10.005538,9.690427
-5.643954,8.907725
7.684869,10.867561
13.437766,7.954493
10.991499,10.118331
12.336346,9.345177
4.4785256,-4.3625135
5.3540564,-4.419592
17.19288,1.248555
19.095108,2.4884307
-5.1582513,11.2081375
6.200081,-4.171556
10.72522,9.7023325
-2.2829206,-0.25786465
5.84956,11.728289
14.307173,7.885593
18.69547,2.9715881
18.026892,1.7406117
6.6953773,12.575968
-1.2393153,0.13099319
17.950485,3.2106457
6.652315,12.424033
1.4983488,-1.3232198
-3.5744145,2.5037837
0.9720889,-2.4369488
2.8080337,-4.240074
-5.474056,9.231809
0.3725509,-0.038348354
11.765381,8.263123
13.475307,6.83491
14.904473,6.6604886
12.693428,8.176218
1.6489829,-0.5449403
0.35029224,-2.5061436
8.934437,10.297798
3.0622592,-2.7353892
18.942303,2.218519
18.94904,2.0377808
19.127636,2.271815
6.4825087,12.941418
3.2027433,-3.3903735
-4.926202,3.4619372
14.091721,8.407004
-5.4296417,11.801581
-5.985052,7.587518
6.8735175,-3.7285793
0.7895728,-2.42018
11.7953415,9.937006
5.144239,10.539783
14.795555,7.3660975
11.323959,9.3834915
-3.5277455,15.185744
-3.651319,3.3476512
6.946438,11.796226
