UMAP1,UMAP2
-5.53029,6.7791004
0.51106393,12.635091
-3.0516455,10.463954
2.2608619,13.479247
14.50694,0.26060262
-5.559618,6.9542613
8.065329,-6.23749
-4.598741,0.49712652
14.703666,0.99760073
14.82865,13.997823
14.268937,13.8394
6.7068896,-8.368579
14.907612,14.076287
14.709261,13.626726
-5.424088,-0.30908763
13.061809,-0.47900674
0.90670156,12.7451935
-0.6981776,12.106529
17.310501,4.810893
16.009865,2.6472259
2.2313037,13.632731
16.021286,2.5108223
-5.9471235,5.591843
3.531728,-0.12017819
1.5220249,4.160588
13.594016,-1.1012229
-5.8310866,2.8737502
-3.0838132,10.342388
17.599993,5.7601185
1.3973671,10.618938
-2.6006415,10.549736
16.842192,2.8792822
17.634136,5.214075
1.0937322,7.178269
-4.0575113,9.566017
15.538792,1.2028216
13.944597,16.736526
13.937209,16.59896
4.1250553,-9.947628
13.515958,16.151798
1.2444087,9.897913
-0.57841474,-1.4820616
15.445949,2.0560915
-4.7736206,0.55887675
-2.802469,10.509351
17.340485,3.6979856
14.968527,1.3420206
-3.917493,9.100889
15.393693,1.251544
-4.876832,1.0108747
-3.021482,10.238718
13.783457,13.641006
8.882623,-5.5779796
-0.6803974,12.178534
17.554573,5.7475276
-3.7320068,9.815673
17.601007,4.234533
-5.149656,9.655724
-0.64071906,-1.519621
-0.8017562,12.571077
-4.2732143,9.024851
1.4131836,10.844566
17.338926,4.2471666
12.943403,-1.0896438
-4.0533977,10.2529545
-1.1719115,12.003334
1.0886083,12.668279
0.13656776,12.780366
1.751277,12.547729
13.924363,16.748976
3.448085,-9.800387
-6.1329675,3.1549113
14.694647,13.895642
5.527112,-8.302875
17.416012,5.0063286
15.6652775,1.68352
-5.604562,6.8619523
-6.2433305,4.646663
10.218903,-3.7333202
16.272182,1.4316807
1.0964054,7.242838
2.3906956,13.438937
11.940419,-1.9734794
8.983993,-5.502438
11.514947,-2.3388891
13.5350275,17.356535
12.064183,-2.1832063
-1.2508928,11.586125
0.67709947,12.620664
12.371903,-1.0163015
17.320015,3.4956486
13.505348,0.25030935
-4.211097,9.900043
-5.4586463,0.30120733
-2.261446,11.637128
-1.2486131,11.62298
-6.3482823,2.4002943
-4.0784907,9.5376625
-6.206768,2.8180144
13.600142,13.7704935
2.793387,-1.0548165
16.654306,3.942658
2.0371592,-0.40290573
16.770172,3.5105994
-4.127497,8.17986
-4.175639,8.898746
-0.73236394,12.240943
-0.68586177,12.685396
14.894911,13.683891
14.265889,15.452653
9.248989,-5.3543663
2.2481759,13.521604
-5.370746,8.865457
-2.1027772,10.405015
10.1263,-4.391158
-2.8127253,10.373851
17.236904,3.039062
15.730522,0.5976296
-1.4729366,11.448315
14.90688,14.138097
13.024341,15.32625
14.349169,14.203112
14.376655,14.405286
14.273207,15.947245
13.985059,16.658596
4.5748754,-9.853847
-1.3129897,-1.56173
-1.1698674,-1.5505853
-4.7021585,9.661275
14.50223,14.567014
6.8528004,-8.091973
14.732217,13.288989
-6.489723,2.9365208
17.271421,4.4557996
17.280834,4.6364717
-4.2459745,7.083694
-4.042114,9.068781
1.7212478,13.716781
14.1277685,0.813671
-0.59435123,-1.5218176
-3.5722873,-1.5019183
-2.4253874,11.573935
-1.1646236,12.00346
14.476463,0.759049
-3.4007444,-1.4087434
-4.101451,9.106522
1.7407511,12.467028
0.4359103,11.793645
14.16188,-0.6461016
2.040457,13.586823
1.4991617,4.4523783
0.62158436,13.515174
-5.3015203,4.823617
-3.0795515,-1.3344475
-5.4817104,0.46601394
2.1335857,12.820693
13.910811,13.509038
14.323172,15.697878
5.7792234,-9.244272
12.729857,-1.4788517
-5.1589074,9.3814125
17.010754,4.493908
-5.9251647,3.795077
1.1983125,13.376028
0.5503427,12.752574
14.570072,13.773022
6.018883,-8.797471
14.712957,13.264918
13.167431,-0.98124206
16.597227,3.85904
-4.1717577,7.4659014
0.7454655,-1.2436559
17.355658,3.7226133
14.345663,15.353667
6.4457755,-8.560087
-2.5589147,-1.647815
16.390587,1.9414321
12.914698,-0.61862373
8.226762,-6.076329
-3.8572388,8.541031
11.927114,-1.9843355
-3.8092146,7.662062
-1.1336226,12.716271
-1.8261895,11.420237
-5.0934873,1.8610194
-2.7804453,-1.4809289
14.084035,0.18877381
16.889479,2.8238878
15.655478,1.6907169
15.164634,1.8920382
-4.864888,9.837416
2.1402638,13.522816
4.5889554,13.90465
-2.3500834,11.657041
14.016667,0.2916789
14.112944,16.325195
12.867297,18.249273
4.506724,-9.857363
6.201425,-7.5456924
1.3464121,-1.056224
-4.7106314,4.6673074
12.915296,18.206406
13.911262,-0.48247978
1.1467025,10.061916
-6.383081,2.3848734
1.9105711,12.542788
-3.1032884,-1.4052974
2.7813907,14.093607
-0.24355683,13.12031
12.943907,-1.2917603
-4.325777,-0.6180494
13.932614,15.372017
13.828105,16.946743
3.8570075,-9.934566
-5.1494703,5.78702
1.0636791,7.094892
-0.22721842,13.230327
0.6591776,13.565982
13.885936,13.703872
