FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3
2969.0,9932.0,403.0,1890.0,67.0,22.0,38.0,0,4602.0,6237.0,4744.0,5681.0,16.3,-1,-102958.8592186797,11461.800841645229,17978.744277355087
1816.0,7113.0,0.0,247.0,1.0,0.0,71.0,0,2128.0,22950.0,17321.0,34573.0,16.3,-1,-92739.83631055403,4393.147763371993,33237.06802632676
245933.0,481581.0,43875.0,93997.0,1136.0,1777.0,0.0,67,436876.0,547635.0,181291.0,217254.0,16.3,0,399552.2065688316,-206621.44513294057,-103814.09098443398
1854.0,11907.0,0.0,517.0,28.0,0.0,70.0,0,2725.0,7538.0,557.0,3418.0,16.3,-1,-107178.08253681527,13363.340412638296,15692.415020240876
2469.0,8975.0,1105.0,3298.0,2081.0,3087.0,2467.0,3808,6759.0,10130.0,1597.0,2066.0,16.3,0,-103825.84298981896,12391.487503761136,14177.502984235613
4276.0,7826.0,801.0,2527.0,264.0,119.0,166.0,108,25768.0,18796.0,4043.0,3379.0,16.4,0,-91122.51553853176,2863.8010305309217,4619.638995668318
2565.0,6512.0,528.0,1424.0,320.0,211.0,254.0,116,2703.0,8656.0,4600.0,7191.0,16.4,0,-103879.03703815822,12206.042428129618,19261.635945994447
4958.0,12161.0,48.0,1248.0,288.0,218.0,109.0,110,5018.0,19542.0,14358.0,23588.0,16.4,0,-93494.88750774636,5854.842438193809,27336.121937139196
420029.0,754054.0,156832.0,308934.0,2579.0,2741.0,831.0,646,1120700.0,1345210.0,516742.0,592468.0,16.4,4,1155269.6223856688,-554920.2111088625,-218494.82086668548
1801.0,5669.0,374.0,1626.0,2365.0,4358.0,2127.0,4155,6968.0,12863.0,757.0,1238.0,16.5,0,-104928.04221390016,11985.563939479993,13349.841916901534
2986.0,7915.0,262.0,990.0,38.0,0.0,269.0,177,8422.0,8037.0,1131.0,1439.0,16.5,0,-103506.85629458004,11243.3228999184,12417.94607585504
9499.0,18855.0,1007.0,2646.0,41.0,32.0,327.0,167,4814.0,6761.0,3230.0,3467.0,16.5,0,-100817.41975685704,13191.327076493502,15491.002192666352
315216.0,577998.0,41581.0,88850.0,1094.0,1483.0,629.0,401,697916.0,859629.0,324533.0,400765.0,16.5,4,684708.6393355555,-387202.94647678646,-129804.79135755192
3827.0,10742.0,0.0,211.0,8.0,0.0,128.0,192,1072.0,11908.0,3780.0,6252.0,16.5,0,-105071.12532610954,12985.708294413966,19267.94581161251
7356.0,20676.0,1922.0,3940.0,4140.0,5770.0,6042.0,8355,16108.0,20874.0,2911.0,4031.0,16.5,0,-94786.8566628646,8564.606942794373,9792.960507992992
4510.0,17900.0,722.0,3129.0,2003.0,3413.0,2941.0,5227,8416.0,14818.0,0.0,1869.0,16.5,0,-102932.3340734918,11967.093904041109,11735.850463816856
1895.0,11613.0,308.0,1365.0,1076.0,1904.0,1552.0,2852,3661.0,6925.0,398.0,812.0,16.5,0,-107079.61602004724,13614.085326849408,14863.35444224616
69705.0,152321.0,15007.0,30537.0,0.0,161.0,203.0,91,54144.0,68559.0,58692.0,61779.0,16.6,0,-488.9891660194408,-16098.475239879124,28770.36257433428
2796.0,9132.0,885.0,2052.0,2417.0,3371.0,3100.0,4209,8052.0,10607.0,1828.0,2891.0,16.6,0,-102733.96117916002,11457.34160902672,13759.328197113684
6443.0,19012.0,1340.0,4725.0,1431.0,2059.0,1832.0,2527,5122.0,7442.0,1573.0,1949.0,16.6,0,-102915.95910900322,13713.624172810189,14446.56502576338
14701.0,46444.0,2353.0,5247.0,5094.0,7149.0,6077.0,8577,17434.0,23756.0,2581.0,3651.0,16.7,0,-90754.50719008635,9109.02532728031,7656.758542869164
35734.0,74046.0,5225.0,10665.0,130.0,349.0,242.0,150,43026.0,58073.0,28270.0,42700.0,16.7,0,-45098.47399055203,-10998.298609559231,14109.106188137186
13806.0,35929.0,2665.0,4849.0,3485.0,5176.0,4360.0,5906,13238.0,18447.0,2643.0,4439.0,16.7,0,-93256.41567702418,11084.16704626236,10149.942632300945
1417.0,5302.0,34.0,1933.0,180.0,1238.0,187.0,1262,544.0,4126.0,301.0,686.0,16.7,0,-109306.078169392,14821.252924956963,16475.757512498007
19335.0,46231.0,3019.0,7459.0,257.0,199.0,203.0,96,23479.0,30382.0,16768.0,34584.0,16.8,0,-71714.89159666409,-1064.3990891753874,17847.020531103677
126310.0,253565.0,13147.0,29722.0,158.0,178.0,0.0,72,105760.0,129281.0,53923.0,58688.0,16.9,0,50276.032091549016,-34246.70865144554,-13420.972956810128
