FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2,PC3
4844.0,25817.0,786.0,3304.0,1293.0,2155,1820,3312,4684.0,8734.0,646.0,1116.0,18.2,0,-120244.5424829352,-27902.31611768043,-22677.953432468308
2267.0,5935.0,1527.0,2947.0,1508.0,2897,1779,3406,4880.0,8908.0,1299.0,1854.0,18.3,0,-120269.3174830006,-28731.714455466757,-25218.90204549888
8221.0,17385.0,1280.0,2669.0,3063.0,3802,3809,4599,9875.0,11518.0,1907.0,2953.0,18.3,0,-114139.7550470776,-27502.980229142428,-20452.678924079104
1527320.0,651742.0,8802610.0,12508700.0,1152000.0,240294,380225,80311,505372.0,110670.0,37001.0,10383.0,18.3,4,2605399.9566134303,7774979.41707603,-3441606.052068648
1514.0,5954.0,1088.0,3377.0,1933.0,2519,2563,3264,6719.0,9082.0,1334.0,2039.0,18.4,0,-119192.70765238044,-29803.818106892355,-25323.47265227717
43813.0,85152.0,6143.0,11768.0,445.0,370,285,148,48974.0,52948.0,37783.0,52811.0,18.6,0,-42425.76446516553,-30604.68005607394,-9195.622410358628
5243.0,16340.0,1107.0,3419.0,1842.0,2227,2259,2763,8865.0,9851.0,630.0,3375.0,18.7,0,-116427.77847389028,-28491.37556411116,-22080.194082137183
42172.0,78113.0,15883.0,27877.0,174.0,116,269,161,57447.0,60778.0,46390.0,54734.0,18.8,0,-29917.25454053184,-27738.781950467484,-18041.16725790924
3375.0,10187.0,1893.0,5709.0,2406.0,2847,3333,3955,7758.0,8792.0,1090.0,2402.0,18.8,0,-117687.42490552257,-28468.16082815715,-24171.939631536858
3654.0,6521.0,1647.0,3577.0,1757.0,2046,2992,3639,8970.0,11227.0,995.0,2785.0,19.0,0,-116716.8897312333,-28821.913168113304,-23628.58996887744
3415.0,8256.0,1683.0,3990.0,1670.0,2781,2401,4065,5519.0,9967.0,2300.0,2136.0,19.0,0,-118819.56738284674,-28523.6572055588,-24830.620933483104
8829.0,12504.0,2077.0,3350.0,2109.0,2423,3613,4158,10855.0,12724.0,2855.0,3279.0,19.0,0,-112504.42157750728,-27111.154553192995,-20680.09227781603
185228.0,299240.0,47678.0,80395.0,415.0,194,399,150,173775.0,172900.0,70707.0,79001.0,19.1,0,126597.4656284185,29134.367291240625,73670.71755611908
11108.0,20568.0,4984.0,7869.0,7458.0,8666,8824,10225,23099.0,26222.0,1524.0,2332.0,19.2,0,-103073.89349389829,-25514.125935598237,-18419.57076345064
29988.0,51243.0,2682.0,7192.0,139.0,103,446,196,27934.0,30661.0,21811.0,26613.0,19.3,0,-77638.5240659993,-28341.138572363667,-12369.32659866604
6127.0,14124.0,1356.0,6126.0,1982.0,3097,2847,4256,7703.0,10608.0,1632.0,1836.0,19.3,0,-116818.35096626806,-27793.754663393127,-22107.597474097023
2519.0,10830.0,588.0,1832.0,185.0,195,55,0,2302.0,5580.0,5501.0,11794.0,19.4,-1,-117661.93129838193,-31010.317302309188,-27093.250161952976
479821.0,532630.0,1659510.0,2391780.0,1731.0,1574,354,307,1258270.0,1113680.0,477526.0,439888.0,19.4,4,1647359.04157663,1109067.965525138,-585302.103049975
17485.0,33518.0,3153.0,5423.0,6026.0,6752,9239,10420,21655.0,23514.0,3954.0,4294.0,19.4,0,-100729.38312099875,-24795.67716139008,-14133.928357347257
3622.0,12119.0,1551.0,4426.0,1398.0,1695,1974,2863,5056.0,7203.0,798.0,1065.0,19.5,0,-120145.18757001268,-27929.59690384482,-23974.251692446367
2639.0,6907.0,1689.0,4144.0,1917.0,4335,2925,6342,6844.0,15011.0,2915.0,3482.0,19.6,0,-117451.59412284692,-29419.01880546451,-25541.412447318224
1636.0,7555.0,772.0,4001.0,1982.0,4380,2796,6356,6817.0,15134.0,106.0,843.0,19.6,0,-120064.40088896063,-29561.587658225508,-24482.209667321276
55099.0,88510.0,3716.0,6000.0,291.0,302,301,188,61255.0,60961.0,47161.0,50792.0,19.6,0,-26076.10272362732,-32568.64798496703,-2070.912679848185
4076.0,18080.0,993.0,3297.0,2153.0,4036,2634,4675,6481.0,10013.0,1307.0,2290.0,19.6,0,-118503.7432806086,-28701.484652949475,-23456.043622727622
32666.0,62037.0,4370.0,5837.0,225.0,117,124,65,54294.0,55165.0,38058.0,42316.0,19.6,0,-45025.79025753836,-37217.29876017824,-15340.717182760978
53531.0,97174.0,13389.0,24056.0,524.0,298,73,51,32335.0,35039.0,19485.0,28970.0,19.6,0,-65111.90467196716,-9542.80054820791,680.3627890229509
6417.0,19101.0,3520.0,7694.0,5423.0,6331,7073,8601,18722.0,23085.0,1965.0,4258.0,19.7,0,-107412.24858584542,-28294.969609080046,-21859.074702374983
463397.0,525363.0,1119600.0,1672440.0,1582.0,1788,771,297,835708.0,708382.0,382204.0,344422.0,19.7,3,1148299.840245089,781876.6840437255,-331825.2974696799
4689.0,13076.0,3460.0,7848.0,2259.0,2508,2723,3148,7422.0,8391.0,1118.0,1193.0,19.7,0,-117470.8721677752,-26442.385910620276,-24033.956884344247
2110.0,7706.0,1019.0,3762.0,201.0,422,220,123,22429.0,20794.0,7219.0,7934.0,19.8,0,-103098.95766664937,-35088.810330799985,-25424.391527541484
1258.0,5131.0,406.0,2029.0,279.0,253,168,49,5317.0,9177.0,3890.0,5901.0,19.8,0,-118202.14385512647,-31356.338043252785,-26549.132971221225
2429.0,11532.0,346.0,1557.0,118.0,100,172,82,2840.0,10588.0,63119.0,152914.0,19.8,0,-52942.47972412358,-60869.20086012528,-57319.0392279192
623349.0,745585.0,116095.0,167959.0,3593.0,3052,193,249,1151600.0,998076.0,1130000.0,946055.0,19.8,1,1748785.2467094366,-301624.5566965582,-2990.4036176342743
10090.0,29632.0,2059.0,5246.0,3864.0,4779,5013,6185,14944.0,18213.0,2573.0,4026.0,19.8,0,-109051.70182611588,-27313.57687492864,-19163.39537652353
75697.0,122923.0,11691.0,16461.0,351.0,295,254,111,108930.0,104714.0,89684.0,84874.0,19.8,0,47090.52486151423,-41873.392906568646,-4478.312282943407
1606.0,6471.0,408.0,2238.0,1287.0,1759,2124,2900,4768.0,6676.0,547.0,1155.0,19.9,0,-121353.1295755737,-29640.772282721984,-24776.362249526297
1267.0,7677.0,578.0,2854.0,840.0,1394,1398,2510,3453.0,6383.0,238.0,1183.0,19.9,0,-122541.7468401136,-29321.665081405627,-25141.308970705908
5433.0,17399.0,5458.0,15040.0,1114.0,1264,3386,4358,6894.0,8984.0,305.0,1630.0,19.9,0,-117498.81861620798,-24201.771028181414,-24222.56061929376
47402.0,63208.0,14182.0,22723.0,511.0,233,392,139,61071.0,58833.0,43207.0,36375.0,19.9,0,-32132.487301707835,-24929.21104022847,-10807.03753485781
8358.0,19073.0,1843.0,4898.0,2280.0,2540,3978,4570,10758.0,12529.0,2125.0,4306.0,19.9,0,-112884.71779336593,-27367.82974491685,-20642.70868736748
1780.0,6929.0,1311.0,3230.0,2778.0,4328,3076,5063,8902.0,14423.0,553.0,2906.0,19.9,0,-117633.71556405,-29770.397274566283,-24669.996528004536
16806.0,34140.0,1992.0,4470.0,6293.0,6970,7826,8563,20353.0,21984.0,5003.0,5852.0,19.9,0,-101229.63010883964,-26237.018987889925,-14728.88403241904
19094.0,44243.0,8908.0,14435.0,130.0,68,115,47,28348.0,28587.0,26067.0,26847.0,20.0,0,-77376.36720898811,-29425.42075412394,-25268.86193441884
103412.0,179210.0,13188.0,24308.0,701.0,311,566,267,60332.0,58787.0,66769.0,52814.0,20.0,0,1296.4229104568803,-8934.388569064005,19333.751601329062
2591.0,8028.0,1601.0,4206.0,1831.0,2680,2767,4153,8320.0,11900.0,1646.0,2294.0,20.0,0,-117343.56880591637,-29342.99809028612,-24730.02222065453
4183.0,8934.0,660.0,2469.0,994.0,2347,1270,3120,3013.0,7491.0,1465.0,2198.0,20.0,0,-121026.87693682674,-28310.30675129355,-23707.023878681463
7987.0,15709.0,2265.0,3978.0,2856.0,3413,4331,4650,11445.0,12516.0,1511.0,2358.0,20.0,0,-113209.448711335,-26951.04217096829,-20713.624977287014
81635.0,123397.0,12390.0,20014.0,157.0,79,0,70,108946.0,109066.0,76086.0,84532.0,20.1,0,42251.22458320558,-34739.19993089838,5383.247257981609
1963.0,12652.0,978.0,3793.0,133.0,791,520,1461,1424.0,3895.0,1100.0,1887.0,20.1,0,-123110.91095606712,-28616.544538406924,-25497.468242018527
1342.0,8275.0,502.0,3107.0,997.0,1964,1485,2710,4349.0,8096.0,329.0,963.0,20.1,0,-121886.6650872886,-29532.45088272929,-24961.524256084365
19383.0,41089.0,5546.0,10012.0,6365.0,7757,8796,10284,22824.0,25264.0,4007.0,6532.0,20.2,0,-98169.54857887968,-22446.870944966533,-13951.68635114778
4915.0,9229.0,1007.0,2232.0,2718.0,3116,3371,3854,8248.0,9160.0,0.0,1262.0,20.2,0,-117847.08709861654,-28180.33696062821,-22026.606121557317
5107.0,11554.0,731.0,2019.0,1099.0,1363,1611,2557,4633.0,7457.0,2012.0,1810.0,20.3,0,-119347.9836407798,-28283.72456662229,-23078.393608338123
3577.0,11674.0,0.0,540.0,644.0,1203,876,2222,1901.0,5652.0,556.0,606.0,20.3,0,-123034.30447471097,-28502.460168619116,-23491.10995467216
113016.0,190644.0,13274.0,20501.0,936.0,815,646,504,25578.0,25911.0,19749.0,18879.0,20.3,0,-53148.16519977884,19067.13380572048,43174.56323676451
124614.0,202283.0,8812.0,15110.0,651.0,481,496,264,100655.0,92502.0,84377.0,82304.0,20.3,0,53018.358936950375,-19017.582429060807,33706.957848333885
6738.0,13708.0,1532.0,3173.0,2410.0,2564,3921,4449,10850.0,12029.0,3420.0,3076.0,20.3,0,-113066.0436739731,-28617.22407591913,-22162.568315222656
8595.0,15842.0,2459.0,3888.0,2829.0,3377,3769,3874,9411.0,10090.0,1544.0,2667.0,20.4,0,-114366.570803379,-26154.91036667609,-20676.460571066025
110316.0,167975.0,27104.0,45071.0,37.0,89,272,168,190515.0,177990.0,75142.0,75598.0,20.4,0,111575.87954715108,-25391.32469892785,30503.315567419784
2186.0,6724.0,1982.0,5409.0,2465.0,2889,3080,3860,8717.0,11028.0,583.0,2236.0,20.5,0,-117651.1445445933,-28959.496157810587,-24723.721118917038
70196.0,116709.0,28214.0,42792.0,4457.0,4116,5749,5924,17246.0,17381.0,3885.0,5770.0,20.6,0,-81273.0237117974,19846.571069617967,10569.944022020536
7611.0,18144.0,1848.0,2828.0,3781.0,3631,4324,4757,11835.0,11928.0,2069.0,4066.0,20.7,0,-112420.77548738298,-27828.615333454105,-21056.35058433128
5641.0,13605.0,2349.0,4974.0,2842.0,3070,3648,4097,10749.0,11789.0,1491.0,3383.0,20.7,0,-114218.08232405124,-27882.02768220634,-22581.883735747528
1266.0,6817.0,1646.0,5903.0,980.0,1427,2844,4786,5895.0,9779.0,1324.0,4109.0,20.8,0,-119246.95086568042,-29501.8551686243,-25946.434349558614
29478.0,46927.0,8098.0,15080.0,447.0,264,329,138,40539.0,41046.0,20707.0,29690.0,20.9,0,-67236.81526955822,-26651.47369197863,-13453.757941327276
5161.0,12350.0,1141.0,3976.0,2141.0,2961,3436,4303,7363.0,9017.0,2721.0,2161.0,20.9,0,-116793.94020609451,-28660.882750168003,-23233.61486134087
2240.0,7577.0,976.0,4064.0,1855.0,2078,2309,2608,7029.0,8119.0,1959.0,2548.0,20.9,0,-118312.50515510584,-29866.692319079488,-24985.089476382214
2890.0,7306.0,2276.0,5721.0,2495.0,3188,3402,4051,9270.0,10990.0,1406.0,2086.0,21.0,0,-116579.1688184315,-28735.442207061187,-24641.73648562077
23536.0,37197.0,1807.0,4670.0,4055.0,4580,6346,7002,21653.0,23004.0,6448.0,6527.0,21.1,0,-97247.60069431012,-24217.31941230648,-10155.692828103598
10334.0,15851.0,4051.0,5800.0,1594.0,1558,3699,3683,10316.0,10255.0,1885.0,2316.0,21.1,0,-112728.3744646294,-24364.68185736884,-20205.716048331116
8885.0,18612.0,1786.0,3397.0,2975.0,3030,4344,4539,13703.0,12780.0,5594.0,3889.0,21.2,0,-108928.1532138594,-28709.480290522137,-21340.414005704548
4082.0,24656.0,861.0,6083.0,133.0,15,130,29,1961.0,7422.0,8876.0,25411.0,21.2,0,-112237.727150712,-32272.643664188177,-28101.161796400684
57910.0,88645.0,48866.0,82983.0,86.0,251,238,141,64147.0,63148.0,50040.0,62066.0,21.2,0,-9337.024920923664,3163.376457883784,-24577.45917551562
786716.0,875937.0,68636.0,84087.0,5330.0,4097,75820,63445,509087.0,391059.0,360334.0,254240.0,21.2,3,761540.9884619918,147784.66742296278,412085.5391386477
8289.0,22995.0,3259.0,6817.0,4390.0,4747,5411,6233,13464.0,15089.0,770.0,1415.0,21.3,0,-112027.67600346952,-26056.096948310573,-20425.28674786345
3913.0,9779.0,758.0,1901.0,5444.0,6617,7359,8912,17586.0,20654.0,2079.0,3585.0,21.3,0,-109744.2203983564,-31404.94187662033,-22430.161948084617
4542.0,16083.0,2164.0,5474.0,3638.0,4276,4584,5696,11109.0,12783.0,1105.0,2894.0,21.3,0,-114661.54859948388,-28405.141115405782,-23074.65784176314
4762.0,10563.0,707.0,1450.0,3324.0,3660,4919,5205,11853.0,13784.0,2190.0,2398.0,21.4,0,-113929.26161178168,-29920.78305484466,-22503.732459737803
69228.0,107859.0,12374.0,19543.0,524.0,219,261,97,39205.0,34257.0,33719.0,26909.0,21.5,0,-48558.2327347072,-8674.791136368625,7423.356669306864
9489.0,11171.0,2408.0,4863.0,6362.0,7167,8869,10317,20667.0,24012.0,4741.0,4697.0,21.5,0,-103708.48763396096,-29019.75365088724,-20046.966067672336
9216.0,18907.0,2925.0,5902.0,1849.0,1993,4871,5307,11696.0,12484.0,2056.0,4834.0,21.6,0,-111594.6320018858,-26321.36879075041,-20426.31548888462
7618.0,23849.0,1332.0,4733.0,3122.0,3511,4306,5006,10692.0,11450.0,1590.0,2984.0,21.6,0,-113877.14028850709,-27798.469752501736,-20670.46799284096
6399.0,11747.0,4138.0,7322.0,4445.0,4311,5996,6875,16869.0,19496.0,2903.0,3538.0,21.6,0,-108360.10506039564,-27666.290882492027,-22790.063327280248
1481.0,8801.0,1150.0,4210.0,1131.0,2528,1501,3503,3555.0,8534.0,1039.0,2246.0,21.7,0,-121606.98170315076,-29096.85827672304,-25664.96332107114
2285.0,14358.0,691.0,2765.0,901.0,2413,1254,3172,2566.0,7653.0,942.0,2284.0,21.7,0,-122205.76567108918,-28899.46401277088,-24932.78553629974
356641.0,584409.0,18193.0,29669.0,1028.0,628,4113,3965,106433.0,100210.0,88786.0,83164.0,21.8,0,137036.25317372725,89424.65696045582,195828.2832082079
1999.0,10012.0,0.0,773.0,209.0,118,109,0,7168.0,10251.0,919.0,1455.0,21.8,-1,-119295.6009029185,-30444.16361629444,-24121.12423758052
9197.0,11532.0,430.0,1991.0,354.0,181,316,136,14077.0,18825.0,84123.0,90906.0,21.8,0,-47514.05924531256,-60395.32437639132,-57663.1064356304
497421.0,627540.0,70522.0,102246.0,2106.0,1427,83,199,1022550.0,836792.0,405252.0,369454.0,21.8,3,1094685.8340043344,-107973.49046311845,248023.1794253475
26309.0,34363.0,12328.0,20117.0,177.0,228,127,130,33506.0,32768.0,26101.0,27745.0,21.8,0,-70302.94757480676,-24554.26880998044,-21148.005010098816
267646.0,402859.0,20808.0,34690.0,680.0,353,3393,3412,88751.0,81698.0,83219.0,78390.0,21.9,0,91735.2972726593,57571.81702886129,130185.0278530184
13217.0,31467.0,4639.0,7348.0,9733.0,10011,11667,12172,26067.0,25946.0,5769.0,5656.0,21.9,0,-97303.24118898374,-26881.939352018097,-18353.41384531549
967.0,2903.0,350.0,2297.0,453.0,934,570,1670,1412.0,4741.0,305.0,720.0,21.9,0,-124266.06867829894,-29225.911383434865,-25518.524426891672
13161.0,16894.0,3239.0,6445.0,2847.0,2857,4264,4529,12732.0,14188.0,2912.0,5279.0,21.9,0,-108945.93140990847,-24784.374413437225,-18009.460406717903
7264.0,13656.0,2797.0,5040.0,1309.0,1242,2853,2981,4993.0,5928.0,2970.0,2497.0,21.9,0,-117293.09016606644,-26023.548168794285,-22980.145100407564
8511.0,16251.0,1822.0,2386.0,188.0,151,92,19,3825.0,3867.0,1197.0,783.0,22.0,0,-119280.98236542325,-25429.94366031661,-20860.622719608684
235849.0,361283.0,22637.0,36128.0,904.0,509,412,213,270409.0,221135.0,100281.0,84793.0,22.0,0,224808.9277871693,2574.7880068404265,123416.68233293916
64890.0,93279.0,8265.0,9188.0,0.0,84,0,49,84594.0,74285.0,64982.0,55908.0,22.1,0,5368.130893848473,-34818.021135758754,-2040.6660493467095
4624.0,15305.0,372.0,2127.0,3074.0,4056,4236,5459,11119.0,14355.0,1272.0,2688.0,22.1,0,-114972.86866030862,-29886.26019709812,-22135.85415615952
7959.0,15534.0,2087.0,2641.0,3768.0,3972,5568,5898,15540.0,15385.0,3086.0,3089.0,22.3,0,-109278.14951696475,-28416.770814279756,-20823.93257054066
238634.0,334492.0,44985.0,69486.0,566.0,362,182,126,176439.0,149678.0,165532.0,139355.0,22.3,0,208180.25989122584,17410.327409218196,70680.33582868753
35897.0,65337.0,20874.0,32425.0,11689.0,12154,16760,16774,42319.0,41121.0,9086.0,11124.0,22.5,0,-71592.77009885693,-8140.189193582348,-9777.00840722643
11825.0,28758.0,2190.0,4462.0,3177.0,2998,4360,4660,12966.0,14409.0,2468.0,3981.0,22.6,0,-109975.7951610956,-26027.11141766071,-18173.82482806369
52363.0,76239.0,11907.0,20751.0,376.0,202,794,382,32961.0,28335.0,24657.0,24600.0,22.7,0,-63837.50848688482,-12479.992016301308,-1387.5885741712227
15936.0,22441.0,5657.0,11306.0,493.0,309,92,57,25960.0,24587.0,21304.0,19921.0,22.7,0,-84961.32592597269,-30993.437000795027,-23890.110085120054
26081.0,40795.0,3048.0,5718.0,0.0,0,222,200,35979.0,37888.0,16543.0,28897.0,22.8,0,-75025.48293516482,-30116.21113673258,-12085.741887506323
21542.0,33702.0,3977.0,6612.0,0.0,0,0,0,25590.0,24377.0,10482.0,15938.0,22.8,-1,-90177.85464078604,-26230.59123512075,-14259.61889817806
15283.0,24573.0,2646.0,5911.0,4173.0,4486,5622,6042,13942.0,14652.0,1460.0,2597.0,22.9,0,-108890.07158930316,-23852.99211799093,-15313.495844030347
13803.0,24241.0,2332.0,6401.0,4650.0,5180,5806,6169,13592.0,13985.0,1485.0,2056.0,23.1,0,-109813.4565186318,-24638.786115797047,-16278.25317411286
57851.0,88399.0,6191.0,8043.0,195.0,116,0,61,74869.0,68946.0,58309.0,57196.0,23.1,0,-7495.819418481609,-35872.4789811495,-4565.33645532465
1909.0,6811.0,0.0,468.0,800.0,1426,1163,2364,2876.0,6197.0,713.0,906.0,23.2,0,-122707.4493353544,-29506.77585847921,-24651.20997124303
35086.0,54355.0,4080.0,5928.0,164.0,155,320,245,34787.0,32772.0,21692.0,26058.0,23.2,0,-70878.18714310374,-26234.731525011783,-8385.687649939708
8929.0,18297.0,2135.0,3721.0,6874.0,7617,9184,10075,21797.0,23898.0,1529.0,2667.0,23.2,0,-105243.43693340426,-28594.87115755087,-18704.03554740288
32124.0,45014.0,7291.0,13026.0,80.0,136,223,200,37909.0,34074.0,27276.0,25314.0,23.3,0,-66265.68803688828,-27096.16117526755,-14149.555362936944
15593.0,40072.0,2253.0,5078.0,5242.0,6207,7496,7807,21320.0,23152.0,4068.0,4327.0,23.3,0,-101720.03606944295,-26385.57735496831,-15110.525914897731
100003.0,153345.0,5690.0,7872.0,584.0,272,575,183,117143.0,102207.0,27870.0,31704.0,23.5,0,15302.183477219003,-15010.547463415318,46185.61247098159
63281.0,86715.0,5484.0,8949.0,0.0,239,0,22,68720.0,63181.0,45151.0,47264.0,23.5,0,-19488.197107223063,-28107.57867850152,4985.102709340808
4839.0,9095.0,2597.0,4424.0,6455.0,6851,8058,8550,19890.0,20104.0,3589.0,3151.0,23.5,0,-106717.94517937631,-30311.251983356557,-23064.046579357357
1964.0,9917.0,255.0,2104.0,257.0,231,162,46,2809.0,5431.0,3104.0,4709.0,23.5,0,-120533.07646909283,-30323.060969642123,-25915.79251924648
1718.0,5227.0,37.0,1200.0,185.0,103,96,10,2819.0,4120.0,14497.0,24172.0,23.5,0,-110034.5638513404,-35670.275112568284,-31664.071644825723
675819.0,868840.0,165580.0,249214.0,1958.0,1475,98,153,719571.0,574474.0,311649.0,260661.0,23.5,3,876550.674501483,147424.66865052847,331598.1940315936
6248.0,14349.0,1783.0,4491.0,3956.0,4483,5350,6135,12367.0,14100.0,1796.0,2476.0,23.5,0,-113020.6884050042,-28354.180082832758,-21764.680375429987
76375.0,129080.0,22249.0,35257.0,5667.0,5542,15162,15602,39277.0,38645.0,12958.0,12446.0,23.6,0,-58125.90304224068,10183.688477900832,16901.508919019878
52871.0,90232.0,29838.0,47313.0,1746.0,1682,2948,3025,8243.0,8130.0,2338.0,1554.0,23.6,0,-95001.89379795312,16010.49945762669,-3127.9100694019508
86923.0,136998.0,12987.0,21066.0,578.0,314,260,170,105449.0,99016.0,82421.0,86727.0,23.6,0,45276.357102489,-33192.61974071814,5582.848686100733
9337.0,26372.0,5698.0,10441.0,3638.0,4077,4508,4880,13808.0,14825.0,2064.0,2896.0,23.7,0,-109909.01910440256,-24204.379353134544,-21467.859240218848
24756.0,39826.0,3797.0,5367.0,423.0,169,297,168,29002.0,26735.0,25719.0,21121.0,23.8,0,-77737.53403972139,-30584.09524418216,-18082.80015030216
3510.0,18125.0,2032.0,6239.0,1501.0,3283,2227,5402,6830.0,15533.0,1789.0,3489.0,23.9,0,-117675.5111355313,-28446.30190779979,-24586.610347354654
964.0,4984.0,611.0,2336.0,1534.0,2338,1996,3162,4728.0,7286.0,156.0,1292.0,23.9,0,-121710.35576466811,-29647.02694501441,-25195.57064795798
28170.0,50101.0,1934.0,6184.0,4272.0,4439,10561,11301,34859.0,37883.0,9486.0,13697.0,23.9,0,-82715.13145886397,-26201.039194509183,-6656.871135245219
83730.0,129225.0,15534.0,21940.0,387.0,161,248,166,99037.0,86139.0,73114.0,64275.0,23.9,0,29762.83710937937,-26504.819910821665,5981.51698478706
2003.0,7246.0,511.0,1759.0,58.0,0,248,168,4485.0,4979.0,2175.0,3881.0,24.1,0,-119916.85269702016,-30098.33898942001,-25348.78093676651
10363.0,16789.0,551.0,1524.0,197.0,202,282,127,3877.0,3756.0,2958.0,1419.0,24.1,0,-117860.75126070512,-26217.26822289657,-19645.070958261666
728163.0,841133.0,93711.0,126256.0,3614.0,2718,58963,44126,429712.0,298653.0,257404.0,173094.0,24.1,3,617505.5728654353,195061.31354160124,393683.68855943193
3905.0,15709.0,1102.0,3117.0,2050.0,2874,2222,3003,6145.0,8099.0,0.0,781.0,24.2,0,-119820.2180363552,-28114.866883980245,-23053.868108245177
30457.0,53755.0,4802.0,8104.0,109.0,185,1,12,31261.0,30947.0,23488.0,28424.0,24.2,0,-73313.67430237475,-27726.444331840125,-13461.985653662288
3638.0,14138.0,1366.0,4434.0,2244.0,3011,3288,4463,8362.0,11651.0,500.0,2103.0,24.3,0,-117642.91858207648,-28713.281511550227,-23354.33893483328
22679.0,44080.0,5039.0,11958.0,0.0,0,90,37,38147.0,39467.0,11800.0,25225.0,24.4,0,-77437.32038497733,-28744.55086408308,-13082.387193594765
897.0,2377.0,1685.0,4780.0,1779.0,1796,2521,2827,6206.0,7138.0,354.0,778.0,24.4,0,-120453.78815225969,-29094.03765299923,-25669.899356141053
20187.0,35380.0,2346.0,3669.0,110.0,70,261,99,30408.0,27813.0,19372.0,20080.0,24.4,0,-81951.72660067047,-32181.99511776473,-17650.27519422398
417284.0,597850.0,208765.0,286987.0,17945.0,17861,44470,42210,114274.0,103977.0,45349.0,38210.0,24.5,0,169348.06096639973,288284.39744679193,162613.69956059466
294836.0,450209.0,16803.0,26114.0,1048.0,444,196,194,172125.0,151304.0,97578.0,87377.0,24.6,0,170171.23568864615,44514.09398274914,156779.85159692232
