FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2
5670.0,16329.0,2487.0,5021.0,2548,3128,3532,4327,9952.0,12727.0,1675.0,3873.0,16.9,0,-103807.70614690696,23795.139545030423
6023.0,10130.0,7695.0,12833.0,1306,1358,2057,2237,5551.0,6563.0,1249.0,2298.0,17.0,0,-102444.63038767484,30099.925348972527
45938.0,87547.0,16859.0,31921.0,79,236,166,46,46032.0,47620.0,38917.0,41900.0,17.0,0,-42805.47311126637,-11169.665173619254
1166.0,6680.0,3197.0,14709.0,1465,4790,1523,5106,3533.0,10201.0,706.0,1968.0,17.1,0,-108671.61928108356,28764.19779820785
670.0,3824.0,702.0,5619.0,3370,7006,3744,7703,6764.0,13767.0,656.0,1127.0,17.1,0,-109234.07518353588,25453.26045241582
4833.0,14651.0,762.0,3122.0,1610,2269,2341,2868,7388.0,9605.0,494.0,1112.0,17.1,0,-107313.926073752,25018.40398290076
10276.0,17692.0,3594.0,4193.0,2616,3088,4235,4650,10693.0,11130.0,4136.0,3646.0,17.1,0,-100014.68628686023,22744.421346774405
4972.0,16294.0,3762.0,8900.0,1676,2112,2401,3212,6997.0,9332.0,237.0,1822.0,17.1,0,-105351.95374331904,27265.398078221388
42169.0,55219.0,10943.0,16528.0,264,157,188,135,51103.0,52115.0,32179.0,38285.0,17.2,0,-48959.70907520913,-14085.984522289302
24477.0,28352.0,5522.0,7307.0,5,112,32,152,25167.0,25344.0,11119.0,18908.0,17.3,0,-81836.41229572234,10053.14924167504
35743.0,46300.0,8745.0,14093.0,300,265,48,77,35799.0,36876.0,30581.0,33562.0,17.3,0,-61308.32149288301,-5373.249301565415
17190.0,34174.0,3462.0,5806.0,4136,4319,5696,6338,17318.0,19021.0,2183.0,3730.0,17.4,0,-94981.32058898194,19546.069454937468
23209.0,52636.0,13766.0,29163.0,116,74,0,0,35506.0,37600.0,15749.0,29422.0,17.5,-1,-68791.27699602686,6316.128011961875
181845.0,290516.0,66696.0,107526.0,272,273,96,121,196017.0,183670.0,73190.0,71542.0,17.5,0,131323.37968334166,-88144.10014526421
37977.0,55832.0,4696.0,8289.0,331,296,0,53,32545.0,31446.0,33754.0,32284.0,17.6,0,-63772.57972986368,-7733.117025870251
1985.0,7297.0,633.0,3207.0,755,1834,796,2083,2118.0,6353.0,1509.0,2350.0,17.6,0,-110446.37931546693,27369.31280209156
53456.0,92166.0,12693.0,22508.0,152,302,365,121,55328.0,54650.0,33643.0,39624.0,17.7,0,-40605.27338819862,-16697.339853827314
12229.0,11994.0,4155.0,6554.0,1507,1577,2767,2873,7390.0,7489.0,3035.0,2931.0,17.7,0,-100866.15071077803,25473.004926698104
