FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
1133.0,4749.0,195.0,926.0,210,127,191,115,940.0,6115.0,1489.0,3995.0,16.4,0
1588.0,10469.0,106.0,1708.0,83,0,137,119,1547.0,8467.0,1178.0,5728.0,16.4,0
993.0,5954.0,0.0,1083.0,74,0,128,0,0.0,11118.0,15740.0,44037.0,16.4,-1
325002.0,663446.0,31232.0,59086.0,634,1376,147,112,480666.0,595069.0,242328.0,273418.0,16.4,4
1797.0,10566.0,339.0,3067.0,110,0,136,22,300.0,6065.0,1248.0,2972.0,16.4,0
21801.0,50523.0,21516.0,49164.0,2678,3467,6528,9027,17715.0,24263.0,5361.0,9498.0,16.4,4
5249.0,20486.0,2197.0,5914.0,2127,3197,3042,4619,8832.0,12946.0,890.0,2658.0,16.4,1
8662.0,15486.0,1761.0,4116.0,2618,3248,3089,4444,7418.0,9734.0,2719.0,3185.0,16.4,1
13484.0,17600.0,2456.0,3577.0,1668,1844,2058,2568,5888.0,8260.0,1920.0,2345.0,16.4,3
2801.0,8508.0,1357.0,2700.0,755,863,1697,2807,4191.0,6527.0,965.0,1685.0,16.5,3
52436.0,104279.0,32842.0,69072.0,2666,3581,6491,9553,15460.0,22197.0,6613.0,8171.0,16.5,4
33045.0,81587.0,5661.0,12135.0,243,136,0,62,32887.0,43713.0,22090.0,31586.0,16.5,2
1382.0,7757.0,269.0,1103.0,1526,2649,1991,3526,4758.0,8544.0,317.0,1215.0,16.6,3
4757.0,23863.0,1040.0,3225.0,2778,4124,3699,6113,8570.0,13860.0,875.0,2628.0,16.7,1
4439.0,13521.0,0.0,988.0,257,227,191,86,1165.0,4529.0,7279.0,14321.0,16.7,0
39902.0,98702.0,4336.0,8578.0,608,406,263,97,46893.0,63934.0,21899.0,41606.0,16.7,2
3303.0,13810.0,487.0,2486.0,1339,1904,1637,2264,4703.0,6647.0,865.0,1718.0,16.8,3
