FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
10038.0,19756.0,20552.0,35934.0,263,181,61.0,31,4108.0,4706.0,1001.0,810.0,17.0,3
2976.0,7409.0,255.0,897.0,1598,1925,3030.0,3727,8739.0,11140.0,708.0,2705.0,17.1,1
7658.0,22651.0,581.0,2275.0,1833,2244,4185.0,4677,10477.0,11500.0,4420.0,7184.0,17.3,1
827.0,3938.0,1903.0,6226.0,107,31,59.0,0,2503.0,5308.0,1666.0,2449.0,17.3,-1
1668.0,8449.0,0.0,0.0,180,102,21.0,0,5024.0,6481.0,1357.0,1868.0,17.3,-1
551784.0,711045.0,75948.0,126100.0,1761,1515,301.0,176,1075160.0,926001.0,411140.0,424525.0,17.3,0
9684.0,14936.0,0.0,0.0,1577,3018,1905.0,4010,4065.0,8720.0,2408.0,2255.0,17.4,1
1055.0,6090.0,0.0,0.0,1766,3308,2022.0,4233,4426.0,9073.0,781.0,1565.0,17.4,1
25481.0,46004.0,163.0,5879.0,290,182,0.0,0,22682.0,23166.0,8811.0,16440.0,17.4,-1
33724.0,46415.0,0.0,1040.0,0,82,0.0,18,28252.0,24997.0,25760.0,20571.0,17.5,4
14156.0,12130.0,0.0,4170.0,3980,4347,5263.0,5741,16333.0,15697.0,1705.0,3276.0,17.6,2
6481.0,22555.0,3546.0,6700.0,4885,5825,6917.0,8530,14293.0,17888.0,2216.0,3002.0,17.6,2
43490.0,73188.0,8436.0,19370.0,367,131,102.0,67,56102.0,56105.0,22322.0,41063.0,17.6,4
35996.0,55182.0,20770.0,27163.0,83,256,0.0,37,37772.0,36403.0,16721.0,26852.0,17.6,4
14758.0,27799.0,1598.0,5454.0,131,165,158.0,107,28792.0,33801.0,5773.0,12639.0,17.6,3
135136.0,221936.0,27379.0,41452.0,0,131,114.0,62,200022.0,175825.0,84405.0,80659.0,17.6,0
9348.0,27928.0,0.0,0.0,6020,6753,7605.0,8662,20303.0,22382.0,1524.0,5593.0,17.6,2
1147.0,4227.0,90.0,1605.0,1764,4120,2070.0,4954,5633.0,11864.0,389.0,910.0,17.7,1
203855.0,295902.0,111440.0,158096.0,1091,519,971.0,221,126233.0,117558.0,76890.0,59951.0,17.7,0
13282.0,21123.0,2351.0,5185.0,6142,7114,8569.0,9535,21863.0,23446.0,5568.0,6052.0,17.8,2
77877.0,118481.0,12376.0,29719.0,942,457,196.0,172,88589.0,86310.0,73006.0,67181.0,17.8,4
