FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster
3081.0,10176.0,2020.0,5738.0,1585.0,2113.0,2379,3321,7058.0,10009.0,2911.0,3307.0,17.3,2
293166.0,469158.0,21973.0,39932.0,844.0,798.0,5216,5889,133991.0,147983.0,112546.0,124691.0,17.4,3
9736.0,11710.0,688.0,2526.0,2495.0,2551.0,3238,3813,7113.0,9152.0,545.0,1943.0,17.4,2
35326.0,40024.0,5693.0,5664.0,306.0,183.0,440,202,28256.0,31801.0,32913.0,29199.0,17.5,1
90695.0,139185.0,12862.0,21387.0,532.0,413.0,619,285,84742.0,90755.0,42909.0,49121.0,17.7,3
3795.0,8661.0,1201.0,3407.0,1466.0,1780.0,2197,3401,6068.0,9414.0,269.0,435.0,17.7,2
32283.0,59082.0,1241.0,3752.0,195.0,163.0,323,186,47729.0,52856.0,34645.0,43300.0,17.7,1
7344.0,17023.0,2147.0,6080.0,3430.0,4311.0,5317,6574,13321.0,16348.0,2461.0,2850.0,17.9,0
2068.0,6539.0,1417.0,3367.0,2005.0,2566.0,2799,3528,7660.0,9899.0,726.0,2419.0,17.9,2
7581.0,17094.0,1817.0,3938.0,1194.0,1534.0,2445,3061,5462.0,7105.0,2436.0,3500.0,18.0,2
80004.0,147115.0,23055.0,37953.0,355.0,436.0,45,76,108251.0,107053.0,90628.0,92697.0,18.0,3
2025.0,9652.0,1153.0,3207.0,1483.0,2125.0,2058,3055,5607.0,8183.0,82.0,460.0,18.0,2
3943.0,9936.0,2753.0,5286.0,2459.0,3234.0,2897,3543,7246.0,8963.0,1004.0,1616.0,18.1,2
12791.0,40306.0,1754.0,4305.0,221.0,161.0,250,125,15968.0,19432.0,4776.0,14041.0,18.3,1
1593.0,5324.0,0.0,381.0,137.0,98.0,251,142,973.0,4472.0,6123.0,13953.0,18.3,4
189020.0,309712.0,13320.0,22513.0,122.0,328.0,177,137,228590.0,227323.0,97236.0,99589.0,18.3,3
177735.0,277647.0,16827.0,25304.0,306.0,550.0,0,136,130869.0,130191.0,136661.0,116776.0,18.4,3
216145.0,356027.0,149568.0,255115.0,991.0,693.0,598,281,177907.0,176346.0,95037.0,108220.0,18.5,3
12078.0,24225.0,2331.0,3392.0,4306.0,4910.0,5904,6619,18708.0,19912.0,5644.0,6820.0,18.5,0
3942.0,16196.0,727.0,2964.0,7831.0,13992.0,13432,23425,21455.0,32747.0,4834.0,9547.0,18.6,0
14758.0,30660.0,2720.0,4169.0,4831.0,5362.0,6595,7276,18944.0,20890.0,4796.0,4885.0,18.7,0
8260.0,25084.0,1251.0,3347.0,3025.0,3845.0,4355,5318,13550.0,17114.0,1258.0,3654.0,18.7,0
