FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2
30683.0,57611.0,17144.0,31711.0,40,183,215,101,37278.0,38725.0,33775.0,35303.0,16.9,0,-86180.89216245015,-10690.009285133005
7259.0,16397.0,6090.0,12195.0,5452,6067,6854,8031,7943.0,8091.0,310.0,2239.0,16.9,0,-136054.98754209024,12103.647965216904
2531.0,8764.0,920.0,2887.0,1230,1746,1444,2801,5382.0,9618.0,852.0,1858.0,16.9,0,-142121.1734556852,8915.841162885474
1229.0,5305.0,115.0,1876.0,433,1058,556,2007,2055.0,5995.0,411.0,856.0,16.9,0,-145258.68688295476,10145.388595674724
49921.0,73338.0,18186.0,32028.0,124,167,308,148,46609.0,48054.0,36154.0,34754.0,16.9,0,-72489.64418630922,-13690.696262978454
3041.0,9784.0,1702.0,4349.0,1661,2153,2140,2645,7058.0,9088.0,200.0,1342.0,17.0,0,-140866.47632841632,9071.176520386884
422863.0,630230.0,79888.0,119192.0,1134,1008,184,220,508581.0,451543.0,254960.0,223627.0,17.0,0,474507.35297221504,-278985.37707408174
1752.0,5711.0,1661.0,3184.0,3881,5279,5574,7004,12140.0,15271.0,1774.0,2696.0,17.0,0,-137646.2600072596,5580.712283384448
12146.0,19070.0,1953.0,2494.0,378,201,0,0,10616.0,6453.0,4072.0,2828.0,17.2,-1,-133635.827413343,6465.614498960651
7027.0,14347.0,0.0,2746.0,275,179,125,62,1556.0,3779.0,5909.0,9026.0,17.2,0,-140169.21111433225,7408.286578883969
1583.0,8131.0,396.0,2512.0,291,252,181,76,1057.0,5987.0,8227.0,26770.0,17.2,0,-138916.81635806678,4219.657257531848
428956.0,581790.0,42285.0,68820.0,1437,1079,245,208,546491.0,480760.0,220670.0,213203.0,17.2,0,459617.2423690309,-308398.8602007614
17402.0,22593.0,2454.0,2345.0,3078,4110,4646,5144,11337.0,13001.0,2774.0,2568.0,17.2,0,-131622.81593408497,7569.064454409869
101253.0,163869.0,8864.0,16044.0,85,152,49,91,54199.0,55330.0,34237.0,40706.0,17.4,0,-55514.477288751004,-19488.46459050892
6669.0,16834.0,2657.0,6417.0,2026,2309,3143,3447,8706.0,10491.0,1847.0,2916.0,17.4,0,-137169.86599529078,8385.462671286754
4254.0,10067.0,2888.0,6675.0,1538,1562,2563,3115,7123.0,8221.0,1473.0,1370.0,17.4,0,-139142.12639386614,9465.042945742154
6141.0,13979.0,1273.0,2642.0,1628,1819,2879,3238,8476.0,9720.0,1243.0,2501.0,17.4,0,-138628.0983130694,7743.530567143205
1945.0,6437.0,975.0,3717.0,1117,1372,1545,1938,4346.0,5611.0,0.0,251.0,17.4,0,-143446.07116885224,9982.196921436676
