FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2
10412.0,9457.0,2367.0,7194.0,3914,4220,4600,5393,11312.0,13085.0,0.0,1226.0,17.4,0,-110497.77892785016,10216.741798011237
24353.0,31763.0,3620.0,5121.0,5069,6187,7172,8468,22136.0,24405.0,3561.0,6814.0,17.4,0,-95431.4199664691,4759.892764456001
2742.0,11772.0,1872.0,4934.0,1203,1721,1442,1897,4223.0,5697.0,0.0,897.0,17.4,0,-117905.5378981514,12793.775709183456
1743.0,11247.0,2054.0,10154.0,179,133,150,28,3605.0,8306.0,3931.0,8021.0,17.5,0,-115394.32703162826,10763.046160872374
2528920.0,2099250.0,6218020.0,6100150.0,14096,8082,8117,6818,2262990.0,1413470.0,2014500.0,1019520.0,17.5,1,6583200.9947113255,3201685.0373260397
2882.0,11233.0,1773.0,3404.0,3835,4955,5240,6616,12168.0,15281.0,1190.0,2791.0,17.5,0,-112540.58585365796,8436.124771670751
4743.0,15027.0,2202.0,5145.0,4347,5137,4998,5864,14428.0,17102.0,1480.0,2227.0,17.5,0,-110276.87357880623,7802.347831298035
8778.0,17810.0,1618.0,4158.0,1173,2668,1937,3312,6326.0,9808.0,1141.0,1459.0,17.5,0,-113798.5665098314,11362.011108645009
72927.0,135007.0,6691.0,9650.0,0,47,234,136,94369.0,96624.0,23684.0,39602.0,17.6,0,-18324.03688742213,-35483.490839955826
2914.0,13292.0,2221.0,8035.0,2938,4395,3727,5763,9266.0,14286.0,1204.0,1970.0,17.6,0,-114071.3560756672,10217.04365083804
16579.0,33156.0,2507.0,5292.0,7461,8465,9541,10906,21837.0,25380.0,2166.0,4881.0,17.7,0,-100333.86070071126,4499.246916410111
631.0,3936.0,295.0,1981.0,782,2049,927,2996,2774.0,8176.0,103.0,135.0,17.7,0,-120516.0305724511,12176.104414034013
44608.0,76716.0,21158.0,35977.0,276,235,0,0,43792.0,47342.0,16548.0,41520.0,17.8,-1,-53136.85856003419,208.8700016007042
7409.0,16955.0,363.0,1910.0,2761,3821,3923,5489,11041.0,15920.0,3019.0,3277.0,17.8,0,-111177.6482647474,7242.74973976599
45292.0,75336.0,7364.0,14320.0,352,244,77,27,36132.0,39954.0,26203.0,34009.0,17.8,0,-61646.32671426717,-9805.247564032858
4642.0,14164.0,746.0,2446.0,6202,8240,6937,9201,13840.0,18757.0,0.0,1254.0,17.9,0,-112268.23193526128,7564.855879372119
457879.0,203414.0,68461.0,25374.0,891,409,207,221,29106.0,28445.0,31493.0,23932.0,17.9,0,134410.64995636424,56486.18079524312
3952.0,12612.0,1982.0,4652.0,2971,3662,3719,4228,9891.0,11050.0,744.0,2120.0,17.9,0,-113606.25592770278,9926.064828916473
11806.0,19368.0,1754.0,3577.0,2524,2820,3936,4260,10720.0,12287.0,2765.0,2486.0,17.9,0,-109106.2847064827,8862.15777877593
28222.0,47227.0,5235.0,11553.0,20,93,61,39,25749.0,26566.0,24553.0,22970.0,18.0,0,-78408.76080083847,-5296.340527358849
1568.0,10412.0,576.0,2627.0,1604,3785,1921,4857,4413.0,11811.0,392.0,959.0,18.0,0,-118774.74513246807,11474.605436506066
2488.0,14848.0,461.0,2356.0,1257,3405,1390,4203,3425.0,10776.0,19.0,255.0,18.0,0,-119323.82463687526,12094.658782533044
6129.0,14732.0,1970.0,5159.0,4629,5595,5598,6977,13083.0,16173.0,2070.0,2730.0,18.1,0,-110224.07826670332,7985.84659498091
8850.0,15379.0,123.0,2055.0,154,105,348,170,3802.0,4611.0,3420.0,4400.0,18.1,0,-114378.9566206041,10066.527491133424
1478.0,6864.0,0.0,199.0,168,80,160,39,3581.0,4944.0,1380.0,1805.0,18.1,0,-118980.57919905182,10909.99784921269
456176.0,615624.0,49120.0,70226.0,1384,1255,234,146,506905.0,420133.0,238713.0,207988.0,18.1,0,519551.5545673338,-275322.9631833831
2819.0,10565.0,362.0,2766.0,619,1174,662,1952,1875.0,5649.0,3219.0,4751.0,18.2,0,-117788.3673485924,10937.128735831986
12212.0,24959.0,2308.0,5508.0,5501,7013,6554,7705,16301.0,18380.0,486.0,1197.0,18.2,0,-106792.90845092064,7809.433642534719
14420.0,23059.0,2202.0,3579.0,5640,6179,6703,7555,17416.0,19293.0,4527.0,3123.0,18.2,0,-103138.23291032438,5564.76728127473
1468.0,6872.0,732.0,2803.0,2639,4129,3471,5701,8749.0,14212.0,1080.0,2227.0,18.3,0,-115745.19519846352,9212.850886163167
28611.0,36581.0,3354.0,6408.0,243,156,542,213,26796.0,27299.0,26215.0,24638.0,18.3,0,-77591.87658014614,-8101.476445886989
1529.0,5003.0,1555.0,5034.0,1981,2670,2495,2918,6031.0,6792.0,1047.0,944.0,18.3,0,-117071.92438349998,11293.657885100489
16621.0,31209.0,2741.0,4898.0,5336,5964,7268,8080,19792.0,21313.0,3949.0,5577.0,18.3,0,-100407.93947688752,4869.547254089875
36828.0,67888.0,7055.0,14288.0,302,216,4,0,43647.0,45930.0,22010.0,36637.0,18.4,-1,-62395.58260985257,-12620.274510318422
3444.0,15976.0,878.0,3617.0,1259,2686,1360,3025,3132.0,7362.0,515.0,1345.0,18.5,0,-118440.64110805256,12263.004608872305
5439.0,11653.0,2751.0,6318.0,4261,5043,4827,5734,12247.0,14094.0,1083.0,2995.0,18.5,0,-110947.87263252844,9287.4607711541
1417.0,6941.0,863.0,4447.0,1256,1937,1712,2858,5417.0,9109.0,577.0,868.0,18.6,0,-118058.6946226676,11193.06313659048
3277.0,18238.0,1079.0,3947.0,3143,5338,4223,7200,12458.0,21308.0,1070.0,2285.0,18.6,0,-112746.56416688416,7878.154259040106
2729.0,16214.0,796.0,3215.0,880,3482,1109,4590,3149.0,12843.0,65.0,205.0,18.6,0,-119192.832089372,12487.162737643426
15614.0,26409.0,2095.0,3857.0,10392,11421,12972,13984,30052.0,31360.0,4881.0,7056.0,18.6,0,-94692.42278493824,-861.8525408097175
748.0,4050.0,418.0,1970.0,1457,3965,1862,4555,4152.0,9808.0,611.0,1214.0,18.7,0,-119188.59513577304,11321.33650278568
2707.0,14504.0,975.0,2924.0,4969,7668,5549,8525,12476.0,18941.0,670.0,1300.0,18.7,0,-113388.30179527737,8047.670400955224
2441.0,6847.0,3920.0,6413.0,2589,3426,3122,4825,9060.0,13072.0,586.0,1651.0,18.7,0,-113815.50622701988,11926.957131670164
22789.0,55754.0,2506.0,4341.0,508,356,0,48,25889.0,27231.0,7648.0,16533.0,18.8,0,-90840.98294661078,-710.8966689580266
10866.0,15898.0,604.0,2844.0,6446,6936,8405,9320,21664.0,23019.0,1842.0,3835.0,18.8,0,-104114.665275749,3112.965113859485
22460.0,34474.0,5994.0,9963.0,215,266,0,0,24572.0,23063.0,19726.0,20608.0,18.8,-1,-83621.57953768528,-2296.014713920471
54861.0,80521.0,15914.0,23690.0,8022,8043,11364,12073,33310.0,33369.0,9044.0,8677.0,18.8,0,-67443.0856541524,8416.880819862019
163348.0,242851.0,4430.0,6617.0,300,174,244,119,213845.0,200998.0,53425.0,84244.0,18.9,0,105953.66809536512,-104976.26650183236
144252.0,233031.0,18950.0,28808.0,483,384,301,120,101374.0,94163.0,76958.0,76332.0,18.9,0,52155.97271001528,-50734.96258318116
3870.0,17004.0,266.0,1956.0,1806,3204,2590,4383,6264.0,9821.0,1009.0,1681.0,18.9,0,-116552.67660783176,10146.91846077622
16498.0,22898.0,8672.0,10887.0,1764,1549,2616,2573,8674.0,8975.0,2923.0,2354.0,19.0,0,-104623.96624793769,15467.523572162145
5360.0,13159.0,726.0,2340.0,2159,2358,3485,3899,9365.0,10219.0,1143.0,2874.0,19.0,0,-113674.02805545,8954.311452609007
2330.0,6402.0,835.0,2240.0,1610,1931,2418,3150,6671.0,9137.0,799.0,1275.0,19.0,0,-116821.0554759412,10499.061698506604
11194.0,24563.0,3783.0,4594.0,6889,7505,7572,7842,12581.0,13827.0,1579.0,1867.0,19.0,0,-107867.45417732371,10142.814624431356
8040.0,27626.0,769.0,3187.0,4650,6226,5977,8117,13194.0,17734.0,559.0,2170.0,19.0,0,-110815.96310520242,7664.692058158711
31105.0,39465.0,3434.0,4960.0,412,203,147,178,40224.0,43457.0,37471.0,34629.0,19.0,0,-62018.294815144814,-19479.249561484503
1987.0,10331.0,777.0,2851.0,2329,3617,2997,4654,7992.0,12620.0,326.0,418.0,19.1,0,-116631.13840813094,10135.71926706183
3838.0,10545.0,2308.0,5175.0,3223,3746,4065,4790,11386.0,13189.0,1239.0,1317.0,19.1,0,-112578.55411142844,9442.269922612732
18218.0,43429.0,5879.0,10550.0,524,373,55,48,28182.0,30310.0,6220.0,18272.0,19.1,0,-89911.91217275332,1076.7127809133362
8473.0,16555.0,2691.0,5754.0,3748,3675,4979,5425,13158.0,14933.0,1413.0,4018.0,19.2,0,-108893.83652485182,8672.572917414975
15207.0,31203.0,1869.0,3787.0,299,161,292,154,21510.0,21911.0,3627.0,5376.0,19.2,0,-100700.91244557542,3501.227753133073
22503.0,45420.0,17627.0,27183.0,228,221,80,87,38768.0,38507.0,29946.0,30276.0,19.4,0,-62989.506716152966,-4394.429413941825
15606.0,28564.0,5973.0,10513.0,432,305,248,130,24257.0,25954.0,10225.0,18985.0,19.4,0,-91172.48207851128,1276.0917235265606
1959.0,11849.0,30.0,2012.0,1085,2989,1258,3982,2518.0,8381.0,728.0,1832.0,19.5,0,-119645.56655452588,11661.149781189575
3972.0,9739.0,1270.0,2803.0,1709,1795,3794,4528,9553.0,10613.0,1997.0,3283.0,19.5,0,-113377.57998358105,8889.447432706103
48205.0,65050.0,14716.0,20534.0,149,206,210,121,54455.0,50941.0,59127.0,44448.0,19.6,0,-29480.41614759239,-25457.993712408024
51133.0,68492.0,7003.0,12539.0,143,267,144,119,48516.0,44933.0,43684.0,44651.0,19.7,0,-42612.78825787676,-23298.074148763157
28687.0,64613.0,13613.0,23037.0,203,153,137,112,39119.0,41113.0,7973.0,22852.0,19.7,0,-73755.89636168485,1450.306515293907
25447.0,21163.0,2986.0,3158.0,2661,2275,3942,4249,10945.0,11865.0,3359.0,3009.0,19.8,0,-102431.34993466391,9943.494598283944
11212.0,20874.0,2428.0,3672.0,2992,3313,4420,4749,14806.0,14893.0,1807.0,3539.0,19.8,0,-106925.83392954776,7740.314522201164
