FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Predicted_Label,Cluster
19455.0,33063.0,5844.0,8714.0,294,152,137,67,21776.0,21353.0,8618.0,16111.0,61.5,PEuk1,4
1160410.0,1037500.0,1348580.0,1631510.0,2589,1779,478,386,368606.0,270558.0,152441.0,146650.0,61.6,PEuk2,5
6427.0,14100.0,1237.0,2623.0,2232,3420,3056,3757,8499.0,11105.0,2824.0,2615.0,61.6,Syn,6
9707.0,26175.0,1163.0,3054.0,526,1897,818,2303,2068.0,6084.0,307.0,480.0,61.6,Syn,6
4245.0,9681.0,2763.0,6229.0,3651,4776,4935,6128,14059.0,16541.0,652.0,1725.0,61.7,Syn,6
8737.0,13922.0,2001.0,3628.0,7424,8020,8347,8936,17111.0,18480.0,652.0,1892.0,61.8,Syn,6
5179.0,6264.0,777.0,1159.0,2963,2784,4044,3976,10687.0,10157.0,640.0,1294.0,61.8,Syn,6
49847.0,79849.0,15340.0,23956.0,451,341,244,121,74473.0,72790.0,35896.0,48069.0,61.8,PEuk1,4
6263.0,13857.0,2815.0,4851.0,3635,3792,5749,6447,14540.0,15783.0,2411.0,3419.0,61.8,Syn,6
18944.0,38313.0,4028.0,6153.0,173,54,0,0,24972.0,24414.0,12326.0,16567.0,61.8,PEuk1,4
45172.0,70470.0,12963.0,21456.0,435,217,601,237,40165.0,37150.0,15304.0,28700.0,61.9,PEuk1,4
8879.0,12711.0,4497.0,6510.0,2950,3105,3547,3562,10689.0,10706.0,2756.0,3390.0,61.9,Syn,6
37832.0,60247.0,15339.0,23230.0,160,156,149,38,59130.0,56855.0,25289.0,38492.0,61.9,PEuk1,4
10610.0,25399.0,5923.0,11762.0,1303,1335,3260,3619,10264.0,12171.0,1322.0,2437.0,61.9,Syn,6
9529.0,19650.0,3189.0,4418.0,8897,9154,10754,11553,25698.0,25903.0,743.0,1841.0,61.9,Syn,6
4876.0,14963.0,1659.0,4249.0,3724,4582,4908,5581,11119.0,12827.0,1406.0,2198.0,61.9,Syn,6
8066.0,15833.0,1019.0,3174.0,6596,6322,7795,7972,19888.0,19585.0,2771.0,2821.0,62.0,Syn,6
35592.0,55968.0,8603.0,14597.0,0,16,298,206,40631.0,39589.0,20079.0,34119.0,62.0,PEuk1,4
52454.0,92643.0,2267.0,6809.0,309,181,86,115,64590.0,59545.0,53013.0,41920.0,62.0,PEuk1,4
35689.0,52086.0,26927.0,41768.0,468,183,250,77,44840.0,42899.0,22107.0,29562.0,62.2,PEuk1,4
4516.0,11027.0,827.0,2246.0,2139,2343,3128,3666,8789.0,9928.0,1027.0,1486.0,62.2,Syn,6
191415.0,262276.0,34638.0,51244.0,761,269,424,166,244577.0,204733.0,125658.0,105887.0,62.2,PEuk2,5
7617.0,8869.0,1613.0,2797.0,6358,6180,8431,8364,20971.0,20308.0,1112.0,2849.0,62.2,Syn,6
80489.0,125635.0,2171.0,5045.0,0,29,1,48,111951.0,96628.0,36509.0,43650.0,62.2,PEuk1,4
3361.0,20417.0,458.0,1853.0,1815,3306,2114,3832,5601.0,10453.0,1077.0,2035.0,62.3,Syn,6
11649.0,22473.0,3925.0,6992.0,4357,4984,5402,5776,16227.0,16657.0,852.0,3744.0,62.3,Syn,6
30052.0,41138.0,6689.0,10339.0,80,176,0,74,41067.0,39448.0,10611.0,21211.0,62.4,PEuk1,4
4640.0,10000.0,1448.0,3652.0,4041,4472,5186,5884,12580.0,14028.0,1035.0,2478.0,62.4,Syn,6
15281.0,25463.0,4799.0,8622.0,4279,4385,6314,6159,18234.0,18746.0,4566.0,4722.0,62.4,Syn,6
102116.0,150330.0,9756.0,13723.0,198,355,0,143,108588.0,87982.0,45618.0,41715.0,62.4,PEuk1,4
49486.0,83284.0,15689.0,22661.0,168,167,0,21,38031.0,32651.0,26438.0,24645.0,62.4,PEuk1,4
3519.0,9769.0,6231.0,11527.0,290,171,275,145,7000.0,4738.0,1910.0,1553.0,62.4,PEuk1,4
5328.0,17582.0,5954.0,36787.0,328,230,165,159,3892.0,6235.0,47629.0,84916.0,62.4,PEuk1,4
655029.0,688791.0,2272530.0,2634260.0,6838,4658,6333,4876,367886.0,307618.0,151182.0,164610.0,62.4,Crypto,1
45281.0,73273.0,3553.0,6483.0,128,103,345,191,43618.0,40556.0,14036.0,26238.0,62.5,PEuk1,4
1982.0,11671.0,1163.0,4497.0,1294,2416,1903,3350,4593.0,7992.0,694.0,1540.0,62.5,Syn,6
23326.0,38398.0,2607.0,5317.0,5932,5978,9375,9483,26574.0,24768.0,5871.0,8298.0,62.5,Syn,6
44640.0,70227.0,6780.0,8762.0,0,54,299,153,51388.0,46752.0,25807.0,28822.0,62.5,PEuk1,4
29258.0,51420.0,5774.0,8991.0,201,207,24,59,38962.0,39737.0,11290.0,23464.0,62.6,PEuk1,4
12545.0,24685.0,3596.0,6773.0,12605,12721,15162,15280,38037.0,36833.0,4074.0,4742.0,62.6,Syn,6
1425510.0,1685530.0,1314380.0,1497780.0,2586,1467,475,402,204007.0,168853.0,130251.0,95482.0,62.6,PEuk2,5
32871.0,50373.0,5431.0,9269.0,154,111,70,104,36355.0,33328.0,25950.0,28571.0,62.6,PEuk1,4
10936.0,22432.0,3645.0,6607.0,3460,3677,4786,5087,12917.0,13414.0,1774.0,3881.0,62.6,Syn,6
32156.0,51144.0,5517.0,10472.0,291,194,247,119,35043.0,33631.0,36306.0,30658.0,62.7,PEuk1,4
210521.0,289721.0,12396.0,17139.0,560,220,269,170,293722.0,253512.0,120195.0,107326.0,62.7,PEuk2,5
7880.0,20297.0,1129.0,2765.0,3754,4466,4290,5304,10465.0,12526.0,457.0,1597.0,62.7,Syn,6
4502.0,9635.0,1441.0,3445.0,3428,3650,4770,4987,12368.0,13491.0,1564.0,3335.0,62.7,Syn,6
11203.0,14577.0,3764.0,7103.0,942,1245,1959,2218,6247.0,5887.0,3013.0,2992.0,62.8,Syn,6
5200.0,12042.0,944.0,2012.0,4542,5101,5955,6602,15923.0,18158.0,1410.0,3208.0,62.8,Syn,6
11442.0,9625.0,2911.0,4748.0,3849,3677,4306,4349,10212.0,9533.0,1877.0,1552.0,62.8,Syn,6
23105.0,47991.0,8208.0,14794.0,297,219,45,23,31573.0,32482.0,18723.0,23338.0,62.9,PEuk1,4
2538.0,7704.0,1213.0,4753.0,2989,3736,4050,5058,8274.0,10188.0,0.0,106.0,62.9,Syn,6
2964.0,14833.0,1036.0,4402.0,731,900,1300,2018,3790.0,5951.0,635.0,1079.0,63.0,Syn,6
6578.0,10905.0,1840.0,4593.0,4553,4431,6032,6605,15007.0,16776.0,1026.0,966.0,63.0,Syn,6
10066.0,25957.0,386.0,1151.0,122,110,232,129,21610.0,19216.0,6442.0,12386.0,63.1,PEuk1,4
58209.0,86957.0,10852.0,13718.0,698,347,51,96,63428.0,55838.0,51701.0,45621.0,63.2,PEuk1,4
7211.0,15179.0,1532.0,3518.0,3343,3526,4379,4641,10155.0,10287.0,968.0,2502.0,63.2,Syn,6
8411.0,18932.0,4311.0,10200.0,5310,5704,7671,8402,19891.0,21065.0,1286.0,1856.0,63.3,Syn,6
11327.0,24865.0,470.0,2156.0,4101,3855,5614,5581,15133.0,14280.0,2783.0,4250.0,63.3,Syn,6
44695.0,72757.0,9240.0,16069.0,554,316,286,154,38694.0,36654.0,24705.0,27277.0,63.3,PEuk1,4
2274.0,3803.0,1599.0,5407.0,571,1219,730,2085,2191.0,6109.0,2137.0,2097.0,63.4,Syn,6
26457.0,41611.0,2226.0,3306.0,5650,5163,8592,8664,24586.0,24553.0,5368.0,7454.0,63.4,Syn,6
161581.0,220629.0,13936.0,20218.0,0,155,0,71,255348.0,197881.0,110884.0,77434.0,63.4,PEuk2,5
17711.0,32959.0,2168.0,3746.0,5905,5750,8547,8765,23523.0,22954.0,2888.0,4654.0,63.5,Syn,6
51905.0,78941.0,12460.0,19532.0,86,141,0,0,46234.0,44419.0,38201.0,35348.0,63.6,PEuk1,4
26937.0,45364.0,8771.0,13816.0,4,10,506,211,25169.0,25531.0,5939.0,14036.0,63.6,PEuk1,4
6719.0,13844.0,1867.0,10019.0,322,261,23,27,1658.0,4169.0,25452.0,27523.0,63.6,PEuk1,4
39180.0,64255.0,36857.0,59375.0,506,272,98,92,37490.0,34240.0,12884.0,24244.0,63.6,PEuk1,4
2021.0,9142.0,276.0,2164.0,179,80,351,345,7919.0,6811.0,3394.0,3613.0,63.6,PEuk1,4
877501.0,1037970.0,123370.0,178513.0,7352,6623,55437,48077,610454.0,493170.0,427558.0,368015.0,63.6,Crypto,1
4147.0,11321.0,0.0,803.0,16,37,307,217,5136.0,5108.0,241.0,901.0,63.7,PEuk1,4
452859.0,587121.0,53247.0,76196.0,936,846,525,166,562597.0,456784.0,204226.0,202113.0,63.7,Nano1,2
13256.0,20869.0,1992.0,4645.0,2684,2625,3465,3389,9585.0,10186.0,2230.0,3027.0,63.7,Syn,6
33536.0,54686.0,7008.0,9393.0,58,320,119,119,29748.0,27987.0,8670.0,17294.0,63.8,PEuk1,4
2775.0,15157.0,1773.0,5927.0,1105,1918,1758,3420,4642.0,8538.0,0.0,0.0,63.8,Syn,6
13240.0,30965.0,2286.0,5753.0,8258,8829,11281,12312,27660.0,28929.0,3952.0,6082.0,63.9,Syn,6
23981.0,38978.0,5079.0,8449.0,191,182,0,29,34574.0,30200.0,27019.0,27275.0,63.9,PEuk1,4
108450.0,153261.0,18253.0,28609.0,0,174,359,159,153685.0,134270.0,70784.0,56970.0,64.0,PEuk2,5
6045.0,16550.0,787.0,2375.0,2159,2336,3033,3254,9665.0,11349.0,1407.0,3897.0,64.0,Syn,6
37570.0,62995.0,4154.0,7332.0,445,393,199,84,44356.0,43509.0,14007.0,28511.0,64.0,PEuk1,4
12376.0,31095.0,3294.0,6537.0,5981,6661,8881,10105,22946.0,25137.0,3487.0,3914.0,64.0,Syn,6
164915.0,257684.0,4955.0,6432.0,532,218,0,41,75815.0,67345.0,51143.0,52013.0,64.0,PEuk1,4
22735.0,29580.0,3160.0,5061.0,10279,10456,11865,12167,28626.0,27536.0,5319.0,5114.0,64.0,Syn,6
8742.0,18353.0,7146.0,14165.0,339,211,197,145,19339.0,20985.0,4541.0,8824.0,64.1,PEuk1,4
169887.0,231913.0,13567.0,21097.0,493,200,73,154,130831.0,113448.0,66718.0,54809.0,64.1,PEuk2,5
6551.0,12900.0,2770.0,4344.0,5103,5172,6283,6270,16255.0,16995.0,1799.0,2851.0,64.2,Syn,6
31824.0,48085.0,1373.0,4871.0,417,274,109,74,34784.0,32288.0,19544.0,24104.0,64.2,PEuk1,4
22116.0,27779.0,7224.0,10424.0,255,151,239,133,23500.0,22565.0,9294.0,16320.0,64.2,PEuk1,4
6142.0,8941.0,779.0,3179.0,1501,3205,1625,3918,3997.0,8402.0,1287.0,1078.0,64.2,Syn,6
8060.0,14140.0,2749.0,3942.0,4928,4890,6001,5929,15898.0,15129.0,2707.0,2483.0,64.2,Syn,6
6985.0,18122.0,3312.0,7485.0,2978,3219,4074,4646,11958.0,13526.0,1267.0,2729.0,64.3,Syn,6
1064.0,7089.0,612.0,3107.0,300,834,376,1349,1225.0,4107.0,372.0,527.0,64.3,Syn,6
74015.0,98625.0,7739.0,10169.0,0,250,10,118,47337.0,42855.0,41202.0,37744.0,64.3,PEuk1,4
11360.0,16021.0,1944.0,3667.0,2806,3210,4006,4535,9547.0,10182.0,60.0,979.0,64.4,Syn,6
4011.0,11282.0,2083.0,4270.0,2008,1973,2635,2869,6619.0,6462.0,697.0,1216.0,64.4,Syn,6
82186.0,124132.0,27583.0,44293.0,548,291,218,147,69559.0,65893.0,32824.0,46207.0,64.5,PEuk1,4
10286.0,19420.0,3031.0,5081.0,2682,3106,4712,5004,14226.0,15048.0,1761.0,3695.0,64.5,Syn,6
27719.0,40260.0,6797.0,10227.0,553,301,83,79,44793.0,41370.0,19749.0,28593.0,64.5,PEuk1,4
7374.0,22976.0,2523.0,5607.0,3101,3156,4409,4675,10036.0,9855.0,2440.0,3114.0,64.6,Syn,6
7219.0,20499.0,2037.0,4143.0,2407,2422,3128,3463,9146.0,10602.0,1143.0,1850.0,64.6,Syn,6
37985.0,53065.0,3786.0,5097.0,352,158,96,59,33221.0,31402.0,12216.0,20732.0,64.6,PEuk1,4
12962.0,26104.0,1534.0,4735.0,3389,3602,4521,5101,12688.0,13981.0,1603.0,2499.0,64.7,Syn,6
4125.0,17125.0,1141.0,2814.0,1932,2661,2345,3016,5994.0,8282.0,813.0,1741.0,64.7,Syn,6
57523.0,82120.0,4360.0,8725.0,209,223,270,129,76137.0,71894.0,61313.0,57278.0,64.7,PEuk1,4
1438.0,6923.0,1079.0,3649.0,2512,3713,3649,5434,8268.0,12328.0,0.0,414.0,64.8,Syn,6
762.0,5564.0,339.0,2595.0,116,29,40,0,2575.0,4693.0,12201.0,36370.0,64.8,PEuk1,4
525230.0,631920.0,23899.0,34201.0,1149,1238,39,161,1089530.0,856620.0,479939.0,404169.0,64.8,Nano1,2
74392.0,122725.0,14728.0,21759.0,92,251,196,170,73001.0,66605.0,41823.0,52552.0,64.9,PEuk1,4
14410.0,16336.0,2351.0,2801.0,3561,3083,5768,5378,15209.0,14232.0,4604.0,3468.0,64.9,Syn,6
43934.0,55884.0,10507.0,14837.0,218,139,387,225,49802.0,47808.0,42891.0,34379.0,65.0,PEuk1,4
20592.0,29703.0,3615.0,4302.0,149,125,141,79,25161.0,25013.0,6689.0,13797.0,65.0,PEuk1,4
26801.0,44939.0,2176.0,4468.0,435,203,179,197,31153.0,28675.0,6667.0,12608.0,65.1,PEuk1,4
1268800.0,1161670.0,1798950.0,1694580.0,7961,4443,5104,3936,113842.0,93895.0,126145.0,78580.0,65.1,Crypto,1
176792.0,260033.0,42924.0,64669.0,254,330,373,149,79399.0,72704.0,70880.0,56052.0,65.1,PEuk1,4
25428.0,47721.0,5970.0,6785.0,264,142,200,108,33523.0,31133.0,19646.0,22020.0,65.1,PEuk1,4
25967.0,36992.0,1728.0,2764.0,7053,7277,10685,10269,25186.0,23911.0,3259.0,6202.0,65.1,Syn,6
493.0,2110.0,0.0,257.0,391,626,472,1570,1679.0,4891.0,301.0,481.0,65.1,Syn,6
21036.0,45416.0,10759.0,17850.0,743,398,0,0,33251.0,30433.0,11575.0,19656.0,65.1,PEuk1,4
7582.0,13048.0,2559.0,5144.0,4022,4183,5199,5074,14428.0,15178.0,135.0,1611.0,65.1,Syn,6
5602.0,12414.0,2078.0,4908.0,4363,4807,5202,5827,15901.0,18420.0,0.0,1956.0,65.2,Syn,6
40086.0,77729.0,11844.0,20764.0,170,222,326,158,56336.0,54463.0,16499.0,30050.0,65.2,PEuk1,4
133107.0,195658.0,14913.0,22812.0,266,322,30,69,128014.0,111288.0,48552.0,52235.0,65.3,PEuk1,4
3716.0,8611.0,791.0,2361.0,5058,5031,6378,6851,14488.0,15757.0,171.0,1053.0,65.3,Syn,6
14336.0,30455.0,2034.0,5420.0,6452,7195,8338,8913,22288.0,23592.0,2353.0,3343.0,65.4,Syn,6
22267.0,51762.0,4971.0,7997.0,127,104,0,0,31272.0,29881.0,27874.0,25561.0,65.4,PEuk1,4
6288.0,19423.0,607.0,1434.0,1872,2594,2511,3190,6298.0,7926.0,1033.0,1894.0,65.5,Syn,6
33616.0,46318.0,6236.0,10438.0,97,128,57,90,37769.0,35419.0,27305.0,26887.0,65.5,PEuk1,4
8699.0,15722.0,2195.0,4748.0,3271,3362,5154,5346,16324.0,16304.0,893.0,1024.0,65.6,Syn,6
3425.0,16142.0,937.0,3080.0,1090,2687,1226,3279,3535.0,9191.0,789.0,2073.0,65.6,Syn,6
4112.0,23927.0,897.0,3869.0,2138,3819,2604,4933,5738.0,11103.0,354.0,618.0,65.6,Syn,6
24444.0,46937.0,4203.0,6260.0,403,333,359,99,35571.0,33282.0,11654.0,22390.0,65.6,PEuk1,4
33126.0,62937.0,12254.0,18172.0,201,208,244,103,27980.0,23245.0,20255.0,18309.0,65.6,PEuk1,4
58589.0,77418.0,11420.0,19495.0,465,239,419,155,64770.0,60954.0,61885.0,45383.0,65.7,PEuk1,4
162406.0,241462.0,46686.0,68754.0,139,130,54,79,165586.0,147501.0,39791.0,69732.0,65.7,PEuk2,5
39712.0,59491.0,33261.0,54204.0,236,221,0,0,49497.0,47590.0,18763.0,31780.0,65.7,PEuk1,4
6090.0,19884.0,1229.0,3611.0,2008,2073,2562,2851,6432.0,7044.0,1456.0,2073.0,65.8,Syn,6
1492.0,7863.0,492.0,1928.0,3608,6249,3744,6367,8693.0,15011.0,1067.0,1914.0,65.8,Syn,6
712.0,4217.0,223.0,1742.0,1465,4934,1628,5152,3737.0,12321.0,249.0,1127.0,65.8,Syn,6
76185.0,98912.0,7216.0,11744.0,122,162,0,20,60931.0,57538.0,53162.0,42874.0,66.0,PEuk1,4
7908.0,24318.0,1448.0,4846.0,4675,4799,6375,6944,15805.0,16854.0,2000.0,3141.0,66.0,Syn,6
23498.0,41628.0,5329.0,5990.0,322,145,128,30,32362.0,31235.0,21779.0,26019.0,66.0,PEuk1,4
50917.0,78950.0,4947.0,7519.0,177,122,244,129,61017.0,58724.0,23295.0,36588.0,66.1,PEuk1,4
69819.0,119240.0,32053.0,47444.0,5797,5377,7934,7373,19776.0,19273.0,3330.0,3479.0,66.1,Syn,6
6055.0,10231.0,231.0,2619.0,3081,3628,3670,4332,9190.0,10346.0,539.0,889.0,66.2,Syn,6
3155.0,11292.0,1587.0,6180.0,1431,1969,1684,2190,4796.0,6397.0,682.0,793.0,66.2,Syn,6
29169.0,48903.0,2870.0,5386.0,145,275,89,113,30899.0,30614.0,10877.0,22386.0,66.2,PEuk1,4
2393.0,10450.0,947.0,2098.0,3953,5177,4985,6719,12628.0,15760.0,2636.0,2756.0,66.2,Syn,6
3905.0,15533.0,351.0,2156.0,38,15,20,0,5941.0,6323.0,5781.0,5607.0,66.3,PEuk1,4
1874.0,11199.0,502.0,2385.0,185,115,81,18,3260.0,6133.0,2551.0,4519.0,66.3,PEuk1,4
257479.0,312277.0,39820.0,58771.0,321,319,187,167,522237.0,440608.0,163677.0,149547.0,66.3,Nano1,2
4796.0,12026.0,1855.0,5135.0,2259,2441,2878,3255,7749.0,8024.0,1383.0,1222.0,66.3,Syn,6
82502.0,116498.0,31267.0,49156.0,399,131,570,206,58368.0,53827.0,60390.0,43596.0,66.3,PEuk1,4
6485.0,19605.0,1122.0,3471.0,801,1566,1071,2432,3203.0,6767.0,1837.0,1588.0,66.3,Syn,6
3715.0,17669.0,1100.0,3197.0,1625,2086,2420,3209,6854.0,8790.0,538.0,804.0,66.3,Syn,6
8714.0,25632.0,223.0,2635.0,4640,5467,6721,8062,15435.0,17791.0,1398.0,1939.0,66.4,Syn,6
36191.0,66305.0,4569.0,7146.0,88,97,282,105,29983.0,27982.0,14738.0,17136.0,66.5,PEuk1,4
50411.0,82859.0,7322.0,10779.0,284,233,166,114,39264.0,34554.0,24673.0,22365.0,66.5,PEuk1,4
6461.0,15922.0,708.0,1949.0,3680,3998,5443,6574,15027.0,17833.0,2292.0,4860.0,66.5,Syn,6
38283.0,43780.0,20255.0,30614.0,330,281,0,62,39656.0,38226.0,32527.0,27064.0,66.6,PEuk1,4
6341.0,11461.0,1915.0,5436.0,2089,2384,3157,3393,9338.0,10226.0,1032.0,2439.0,66.6,Syn,6
3584.0,12606.0,932.0,4374.0,2636,3445,3248,4482,9662.0,14025.0,296.0,1161.0,66.6,Syn,6
3777.0,11916.0,600.0,1913.0,1076,1256,1622,2216,4972.0,6840.0,1211.0,2148.0,66.7,Syn,6
253226.0,378497.0,110372.0,169101.0,10958,11033,13733,13771,38805.0,35513.0,6321.0,6974.0,66.7,Syn,6
2068.0,10222.0,616.0,2631.0,2077,3469,2629,3918,5571.0,8019.0,0.0,965.0,66.7,Syn,6
1543.0,6261.0,719.0,2731.0,1072,3126,1214,3171,2759.0,6945.0,0.0,0.0,66.7,Syn,6
33623.0,44759.0,10445.0,18191.0,0,3,0,55,35025.0,32583.0,30040.0,24472.0,66.7,PEuk1,4
20438.0,25943.0,9499.0,16399.0,342,178,424,162,20872.0,20405.0,7175.0,11953.0,66.9,PEuk1,4
160905.0,223582.0,4699.0,6801.0,195,337,569,246,178585.0,161184.0,76587.0,79016.0,67.0,PEuk2,5
6655.0,18363.0,2428.0,5318.0,2322,2555,3955,4441,10189.0,11483.0,1418.0,2446.0,67.0,Syn,6
8441.0,16532.0,813.0,3381.0,3101,3299,4526,4306,11508.0,11187.0,3878.0,2822.0,67.1,Syn,6
929361.0,797212.0,2099710.0,1485890.0,2504,1076,499,282,389528.0,312819.0,195508.0,149900.0,67.3,PEuk2,5
26678.0,48897.0,14226.0,24150.0,0,0,250,109,52231.0,50616.0,36638.0,42019.0,67.3,PEuk1,4
60167.0,97291.0,13189.0,21462.0,55008,52110,60076,57497,43072.0,35591.0,9366.0,12074.0,67.3,Syn,6
72615.0,96611.0,6797.0,9502.0,536,456,0,6,74780.0,67188.0,48441.0,42970.0,67.4,PEuk1,4
3040.0,9875.0,777.0,1724.0,2461,3091,3190,4078,7446.0,9265.0,1527.0,1732.0,67.4,Syn,6
84789.0,141099.0,2386.0,4752.0,302,318,122,173,132120.0,119730.0,28982.0,50756.0,67.5,PEuk2,5
12881.0,28840.0,4686.0,8012.0,206,124,218,149,23025.0,24613.0,10255.0,16870.0,67.6,PEuk1,4
16929.0,31827.0,10122.0,17657.0,0,0,0,0,25222.0,23539.0,11902.0,17824.0,67.6,PEuk1,4
5246.0,13607.0,980.0,2797.0,970,2576,1381,3537,3334.0,7487.0,2462.0,2860.0,67.7,Syn,6
3645.0,12783.0,1184.0,3179.0,2694,4215,3510,5556,7579.0,11205.0,237.0,405.0,67.7,Syn,6
56209.0,81795.0,9320.0,13509.0,58,128,0,166,46240.0,45243.0,36411.0,36172.0,67.7,PEuk1,4
10929.0,19809.0,3858.0,6983.0,3416,3401,4799,5150,14757.0,15619.0,4542.0,4752.0,67.8,Syn,6
8773.0,28660.0,4411.0,11208.0,3201,4072,4535,5609,13003.0,15964.0,1628.0,2021.0,67.8,Syn,6
20550.0,41886.0,2652.0,5550.0,8670,9552,12083,12306,30560.0,30172.0,7088.0,5275.0,67.8,Syn,6
524193.0,649732.0,540848.0,732563.0,1443,1010,842,320,303720.0,255686.0,142321.0,117128.0,67.9,PEuk2,5
38325.0,49226.0,16705.0,24540.0,148,184,333,152,50709.0,45709.0,43446.0,36230.0,67.9,PEuk1,4
1141.0,6476.0,178.0,1264.0,124,0,179,159,3818.0,6896.0,840.0,1338.0,68.0,PEuk1,4
960911.0,972763.0,186488.0,233601.0,7406,5804,70730,54899,622068.0,450684.0,494182.0,362212.0,68.0,Crypto,1
44934.0,74798.0,7659.0,13247.0,231,88,226,66,53168.0,47142.0,26110.0,34999.0,68.1,PEuk1,4
40338.0,61675.0,13375.0,18260.0,224,191,136,129,30177.0,29774.0,13630.0,22864.0,68.1,PEuk1,4
1970.0,8900.0,473.0,2120.0,2100,2590,3326,4542,7956.0,10556.0,94.0,244.0,68.1,Syn,6
16738.0,40825.0,2339.0,3249.0,8336,8393,10496,10820,27456.0,28775.0,4445.0,4466.0,68.1,Syn,6
47756.0,69208.0,21793.0,34994.0,0,166,51,79,50132.0,47128.0,39216.0,34975.0,68.1,PEuk1,4
7584.0,20074.0,1599.0,3076.0,6941,7764,9146,10071,24725.0,26173.0,1872.0,2707.0,68.1,Syn,6
752.0,4226.0,5115.0,19052.0,197,111,98,27,11716.0,22005.0,5697.0,11355.0,68.1,PEuk1,4
1794260.0,1285020.0,6087470.0,6886600.0,8843,4531,2745,1287,2408860.0,1117000.0,1462590.0,768245.0,68.1,Nano1,2
16346.0,30809.0,6713.0,9371.0,56,76,376,192,15679.0,14794.0,10614.0,13804.0,68.2,PEuk1,4
2648.0,10428.0,345.0,2361.0,216,130,117,75,3803.0,5663.0,492.0,1581.0,68.2,PEuk1,4
1600.0,6693.0,32.0,710.0,215,140,185,77,6702.0,9270.0,1188.0,1692.0,68.2,PEuk1,4
3478.0,8361.0,815.0,1868.0,191,106,127,35,4234.0,4314.0,2362.0,1879.0,68.2,PEuk1,4
603420.0,746899.0,83688.0,118793.0,2090,1850,357,192,1066650.0,857740.0,399143.0,371125.0,68.2,Nano1,2
27155.0,39232.0,8064.0,15086.0,195,107,292,138,35177.0,35236.0,9091.0,19107.0,68.2,PEuk1,4
1711.0,10472.0,501.0,2020.0,1447,2602,1915,3717,4993.0,9823.0,158.0,216.0,68.3,Syn,6
10855.0,15178.0,1071.0,3993.0,6452,6876,8465,8262,16854.0,16289.0,1485.0,2525.0,68.3,Syn,6
2128.0,6457.0,859.0,3503.0,1217,2037,1726,2758,5559.0,9561.0,419.0,1873.0,68.3,Syn,6
132546.0,190503.0,15921.0,26955.0,158,369,225,157,167987.0,151173.0,72823.0,61134.0,68.4,PEuk2,5
26757.0,44310.0,11423.0,17016.0,318,346,226,105,38965.0,36870.0,24496.0,29240.0,68.4,PEuk1,4
22313.0,39818.0,5525.0,9148.0,325,176,278,109,36286.0,35070.0,18138.0,30109.0,68.4,PEuk1,4
56832.0,88291.0,16264.0,25366.0,279,152,485,211,69098.0,66248.0,30163.0,48697.0,68.4,PEuk1,4
409687.0,557599.0,20457.0,26582.0,952,482,0,120,559903.0,434919.0,219945.0,153321.0,68.5,Nano1,2
66196.0,109838.0,11706.0,18737.0,454,232,256,117,39972.0,36168.0,23355.0,35794.0,68.5,PEuk1,4
2937.0,14625.0,0.0,1208.0,58,0,203,79,3053.0,4247.0,2201.0,3067.0,68.5,PEuk1,4
3260.0,8134.0,156.0,990.0,70,0,169,74,6212.0,5739.0,1346.0,1724.0,68.5,PEuk1,4
3975.0,9556.0,202.0,2249.0,85,9,193,184,2799.0,5056.0,37865.0,45141.0,68.5,PEuk1,4
492999.0,689124.0,46988.0,69184.0,164,491,706,279,445019.0,382977.0,167794.0,170616.0,68.5,Nano1,2
16559.0,32552.0,4128.0,8082.0,378,303,169,111,26799.0,24196.0,7303.0,15851.0,68.6,PEuk1,4
68195.0,110719.0,4804.0,7227.0,176,240,288,124,114093.0,104669.0,18940.0,37480.0,68.6,PEuk1,4
9881.0,21890.0,2688.0,4959.0,3656,3669,5326,5855,14996.0,15573.0,1663.0,4519.0,68.6,Syn,6
38044.0,52602.0,2130.0,3853.0,361,198,136,130,41066.0,36288.0,19319.0,24242.0,68.6,PEuk1,4
4923.0,12748.0,1649.0,5368.0,3523,3757,4672,5377,13586.0,15785.0,749.0,1680.0,68.7,Syn,6
41929.0,65437.0,8812.0,13944.0,170,191,92,46,33424.0,31498.0,21902.0,25997.0,68.7,PEuk1,4
1330.0,8133.0,937.0,3992.0,1034,3335,1602,4966,3416.0,10530.0,1660.0,3871.0,68.7,Syn,6
1840.0,10854.0,463.0,2533.0,1863,4779,2600,6772,6725.0,16125.0,88.0,479.0,68.7,Syn,6
37970.0,55575.0,9063.0,15180.0,133,98,155,104,32017.0,30768.0,17142.0,20871.0,68.8,PEuk1,4
133775.0,199193.0,11538.0,18601.0,299,312,485,209,100248.0,87663.0,64821.0,68998.0,68.8,PEuk1,4
40843.0,62395.0,4040.0,8244.0,251,244,115,106,50098.0,47455.0,44849.0,33233.0,68.8,PEuk1,4
9783.0,31512.0,2840.0,7836.0,68,27,0,5,21633.0,22028.0,2476.0,8157.0,68.9,PEuk1,4
39303.0,65408.0,5343.0,8194.0,76,126,0,0,51814.0,47648.0,35923.0,38912.0,68.9,PEuk1,4
12614.0,28574.0,4809.0,10355.0,77,0,40,13,16915.0,17547.0,4718.0,9068.0,69.0,PEuk1,4
