FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2
8883.0,25583.0,4487.0,12159.0,1466,1844,2859,3936,7613.0,10440.0,2934.0,4951.0,16.7,0,-91040.14883503653,-24334.662753668443
5411.0,22351.0,3228.0,8700.0,1725,2437,1554,2150,5194.0,7183.0,1429.0,1632.0,16.8,0,-95570.64617004656,-25778.104332727384
2375.0,11721.0,1151.0,3669.0,1191,1711,1861,2820,5505.0,8476.0,633.0,1000.0,16.8,0,-98484.32190569647,-24224.661692728954
1558.0,6538.0,389.0,1782.0,207,769,503,1722,1014.0,4192.0,266.0,975.0,16.8,0,-101350.682640045,-26914.74071596052
51210.0,92500.0,2370.0,9379.0,330,142,0,43,48869.0,64439.0,36930.0,59085.0,16.8,0,-31233.072412605048,18372.048447191915
3431.0,10826.0,0.0,64.0,41,0,71,0,10408.0,18875.0,4119.0,4732.0,17.0,-1,-94311.64254356646,-18755.790076602847
2418.0,11707.0,137.0,1272.0,173,135,100,0,1078.0,8541.0,2990.0,8942.0,17.0,-1,-98453.41617040236,-24939.757324977272
839.0,4429.0,142.0,757.0,197,154,61,0,5460.0,27445.0,29444.0,113383.0,17.0,-1,-67259.24232310624,120.4488628207655
453978.0,780343.0,93165.0,170549.0,5061,6514,379,654,1401890.0,1639680.0,743974.0,928136.0,17.0,4,1256085.1027828688,1166060.8693674563
1388.0,6060.0,436.0,2076.0,228,135,99,0,3442.0,8342.0,2157.0,2575.0,17.1,-1,-99161.59857316656,-24557.536001066543
4043.0,8545.0,284.0,1318.0,225,110,70,50,3370.0,6652.0,3771.0,4935.0,17.1,0,-96959.21795884929,-24028.190012837764
5757.0,11944.0,880.0,2205.0,263,224,27,52,3645.0,32166.0,17025.0,29123.0,17.1,0,-85153.306054313,-17805.794385314097
2778.0,13920.0,4708.0,26039.0,209,194,95,39,25484.0,90463.0,95647.0,299457.0,17.1,0,7904.544673717944,53998.77321800999
307399.0,479693.0,170872.0,330395.0,3672,4084,269,178,1308510.0,1607890.0,540005.0,740929.0,17.1,4,1067616.690770151,989032.3552800996
1651.0,10103.0,0.0,0.0,215,160,163,57,0.0,13988.0,4259.0,11284.0,17.1,0,-98293.8748729058,-24938.666575910727
