FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2
5222.0,14063.0,887.0,1941.0,2341,3457,3213.0,4808.0,8629.0,12332.0,2330.0,2338.0,16.5,0,-117638.276986428,11037.375868024505
52838.0,113294.0,5862.0,11448.0,64,49,248.0,115.0,47293.0,53804.0,30423.0,36108.0,16.5,0,-55946.79541545814,-15592.319851489514
4254.0,20883.0,516.0,2326.0,752,1010,1532.0,2176.0,4534.0,6911.0,589.0,2134.0,16.5,0,-121404.53932585102,13265.480028815977
5348.0,18932.0,5990.0,16196.0,3125,4149,3877.0,5326.0,10572.0,13438.0,1692.0,2879.0,16.5,0,-113902.58998371636,14383.23141708745
27446.0,46714.0,6617.0,10907.0,2102,3263,3898.0,4555.0,11432.0,15176.0,3440.0,3987.0,16.6,0,-103193.4159054507,14402.816394819478
7083.0,15059.0,1167.0,5118.0,2709,3645,3146.0,4288.0,7174.0,9989.0,437.0,1863.0,16.6,0,-118467.07812078488,12727.248745611112
6995.0,20465.0,1019.0,2534.0,2893,3762,3662.0,4941.0,8626.0,11413.0,643.0,3154.0,16.7,0,-117449.23189039568,11699.388020118831
39001.0,86439.0,4953.0,12951.0,230,230,316.0,213.0,32838.0,41008.0,16938.0,25501.0,16.7,0,-77875.62138629689,-3933.0700229781705
159838.0,309113.0,5844.0,10243.0,490,725,235.0,243.0,92771.0,109999.0,54046.0,60997.0,16.7,0,27829.008036255986,-44920.68237318657
30694.0,69942.0,17507.0,36716.0,272,243,168.0,94.0,21895.0,26089.0,16446.0,21808.0,17.0,0,-81641.16633816782,11579.49407296881
54157.0,108134.0,7424.0,15305.0,490,459,114.0,129.0,42890.0,50968.0,39519.0,45762.0,17.0,0,-51746.59810562171,-16658.046733706324
3541.0,8678.0,283.0,1729.0,928,2772,1280.0,3069.0,2618.0,7906.0,0.0,597.0,17.0,0,-123421.9324062165,14345.114816905285
1784.0,8609.0,844.0,3383.0,1318,1949,1526.0,2150.0,5480.0,8129.0,878.0,3130.0,17.1,0,-121400.57545509133,12789.52936542851
