FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2
2398.0,9597.0,806.0,3545.0,1791.0,2605.0,2575,3590,5826.0,8593.0,77.0,1437.0,16.4,0,-83748.22786316558,-56434.41681910293
7172.0,15757.0,1400.0,3653.0,1987.0,2543.0,2411,3211,6055.0,9198.0,489.0,986.0,16.5,0,-80826.65650943691,-55721.71720565813
15574.0,46630.0,7224.0,16188.0,327.0,252.0,0,2,20720.0,29536.0,11947.0,22267.0,16.6,0,-63789.66319283589,-36583.77792750881
31334.0,61815.0,12106.0,25255.0,0.0,0.0,0,0,32974.0,46596.0,29459.0,40370.0,16.6,-1,-43891.9503900352,-15800.858671609982
82368.0,171690.0,4013.0,9126.0,32.0,109.0,36,45,48673.0,61348.0,29861.0,47998.0,16.7,0,-19536.71276204192,9873.511351598594
2242.0,8964.0,453.0,4693.0,1836.0,2968.0,2165,3913,4944.0,9001.0,100.0,503.0,16.7,0,-84463.32656440155,-57150.74581314968
682114.0,969161.0,905852.0,1197980.0,3434.0,3633.0,444,529,443112.0,521206.0,135835.0,151212.0,16.8,4,1138492.0213174012,18356.629171316912
12100.0,16657.0,2434.0,4484.0,4400.0,6082.0,5060,6771,12559.0,16151.0,2484.0,2646.0,17.0,0,-75029.55526690363,-49541.68673257837
34789.0,68302.0,3228.0,4590.0,240.0,142.0,469,197,31243.0,39786.0,33372.0,35830.0,17.2,0,-49568.2555855495,-11846.522032105466
2746.0,16690.0,556.0,3436.0,974.0,1520.0,1460,2512,3815.0,6821.0,562.0,1492.0,17.2,0,-84337.4952932438,-57479.40417337736
4985.0,10883.0,1941.0,4714.0,2447.0,3132.0,2868,3782,7225.0,9746.0,1208.0,2770.0,17.2,0,-80818.77014030154,-54759.31931673865
1342.0,7352.0,0.0,868.0,124.0,21.0,147,45,6351.0,10049.0,2139.0,3192.0,17.2,0,-84316.69115583367,-54566.10538864809
3372.0,11718.0,276.0,770.0,97.0,40.0,96,0,291.0,4823.0,1318.0,4637.0,17.2,-1,-84937.90608939891,-58601.12215763171
5001.0,8569.0,42.0,1739.0,127.0,41.0,299,142,824.0,18732.0,19248.0,48276.0,17.2,0,-77122.98331308337,-39204.56331017525
294880.0,532350.0,23245.0,41698.0,1354.0,1644.0,371,322,664080.0,801509.0,258551.0,301752.0,17.2,4,349146.3885129866,631137.257573711
6381.0,21273.0,2604.0,7972.0,3285.0,4713.0,3831,5290,11773.0,17039.0,1010.0,3755.0,17.2,0,-78122.0488831947,-51434.6802215192
4226.0,7980.0,315.0,2364.0,1870.0,2830.0,2871,4539,6361.0,9967.0,372.0,1397.0,17.2,0,-83024.51244787121,-55403.11443535489
9165.0,28434.0,2301.0,6445.0,4288.0,5937.0,5300,7474,14075.0,20299.0,2985.0,4463.0,17.3,0,-75866.73651645338,-48209.734689604535
1377.0,8346.0,0.0,0.0,420.0,1550.0,582,2503,1330.0,6176.0,168.0,241.0,17.3,0,-86417.23746530677,-59690.18605228029
11508.0,18105.0,1223.0,4318.0,1798.0,1915.0,3071,4245,9014.0,11317.0,4840.0,5364.0,17.4,0,-76813.28755390557,-49925.89277001704
8322.0,19162.0,1886.0,3704.0,2906.0,3743.0,4204,5553,13060.0,17674.0,3980.0,4886.0,17.4,0,-76768.05800311294,-48367.676106736726
93024.0,196501.0,7400.0,14308.0,246.0,169.0,33,92,60246.0,77084.0,46179.0,65255.0,17.4,0,-3814.40354563274,29265.22975972208
509.0,2159.0,0.0,972.0,270.0,1167.0,305,1270,664.0,4097.0,273.0,310.0,17.4,0,-87032.0237164803,-60248.34018004596
12103.0,32445.0,2885.0,7704.0,3243.0,4173.0,4400,5933,11577.0,14685.0,2592.0,4281.0,17.5,0,-74830.86153855476,-49992.03640205017
55072.0,114367.0,11504.0,27104.0,204.0,213.0,0,24,43334.0,54010.0,38242.0,45028.0,17.5,0,-27656.892421199693,436.32294525507314
1412.0,8767.0,434.0,1988.0,186.0,76.0,226,166,2935.0,5699.0,415.0,796.0,17.6,0,-85482.32126644399,-58512.36990702268
602329.0,890453.0,138441.0,251159.0,6178.0,6530.0,67474,77746,476767.0,520871.0,355516.0,395124.0,17.6,4,559992.2580321548,556012.5811009952
3270.0,11715.0,0.0,280.0,278.0,213.0,319,668,1785.0,4678.0,1318.0,2912.0,17.6,0,-84911.33941253375,-57890.40466839324
72459.0,154275.0,40042.0,77472.0,327.0,481.0,455,172,80848.0,96932.0,76864.0,80377.0,17.7,0,24513.631338323143,40738.055916449615
6997.0,16449.0,799.0,2389.0,3276.0,4180.0,3913,5188,8177.0,10631.0,1698.0,2065.0,17.8,0,-80400.62063876013,-53176.55126980569
4467.0,14263.0,2078.0,5747.0,3883.0,5507.0,5067,7099,12412.0,17325.0,998.0,3151.0,17.8,0,-79322.10973020396,-51203.356043762185
5203.0,9287.0,53.0,1938.0,1492.0,2844.0,2012,3752,7277.0,12380.0,332.0,671.0,17.8,0,-82563.70611498854,-54670.29300406281
3752.0,7811.0,70.0,1079.0,191.0,162.0,139,50,6823.0,10038.0,9266.0,9580.0,17.8,0,-81185.38483682364,-49340.13079750452
2660.0,10204.0,1064.0,2548.0,201.0,81.0,98,13,8601.0,14405.0,5460.0,5689.0,17.8,0,-81369.17563080204,-51286.33439637542
645.0,2599.0,0.0,321.0,145.0,48.0,191,93,3913.0,9212.0,5729.0,13437.0,17.8,0,-83851.32445586601,-52283.301826792565
526763.0,761160.0,212251.0,369854.0,3159.0,3614.0,348,309,1339910.0,1342260.0,642203.0,580635.0,17.8,4,907326.3176318397,1283917.0628787675
2777.0,8835.0,0.0,1047.0,415.0,2318.0,509,2682,1405.0,6408.0,153.0,224.0,17.9,0,-85708.29221180978,-59414.53502680155
13844.0,26212.0,2653.0,2750.0,143.0,93.0,0,50,16468.0,21179.0,9307.0,14931.0,17.9,0,-70692.93192626968,-40644.71808637315
2032.0,13399.0,411.0,1814.0,825.0,3095.0,832,2861,1470.0,5422.0,174.0,202.0,17.9,0,-85715.97191801072,-59688.40152220442
