FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,Cluster,PC1,PC2
3794.0,13971.0,1599.0,4168.0,2234,4381,2178,4101,5392.0,8430.0,275.0,1356.0,16.8,0,-166216.79238598145,25848.20083289694
46645.0,78360.0,2890.0,5076.0,291,139,124,55,53396.0,54023.0,36740.0,38816.0,16.8,0,-107471.75228577523,-22115.97868823069
8256.0,20587.0,1869.0,3712.0,2898,3283,3935,4411,9595.0,10314.0,909.0,2757.0,16.8,0,-161806.53012895715,23028.847410285416
10242.0,17670.0,1841.0,4616.0,5253,5862,7152,8591,19807.0,24333.0,980.0,2789.0,16.8,0,-155964.67451564773,17137.2384036042
48897.0,86023.0,5985.0,11477.0,465,211,0,0,62194.0,59549.0,46805.0,42958.0,16.8,-1,-96089.10311902252,-29930.5049327008
275087.0,408611.0,21939.0,33095.0,768,285,169,101,232835.0,216635.0,123013.0,108558.0,16.9,0,123137.1426352212,-166470.55152334415
3656.0,7407.0,0.0,0.0,328,173,65,10,14009.0,11426.0,1351.0,1442.0,16.9,0,-162716.27653983637,19432.20884549196
2792.0,6347.0,233.0,2092.0,104,84,67,47,3914.0,5013.0,12507.0,13663.0,16.9,0,-162530.22994193324,19215.334946743096
460895.0,620659.0,42646.0,72043.0,1746,1319,194,155,860099.0,741359.0,283684.0,252837.0,16.9,4,593728.1284424762,-598687.2470067014
6181.0,11882.0,3439.0,6686.0,2045,2328,2726,3125,8453.0,9505.0,2766.0,4093.0,16.9,0,-161318.6391355959,23913.255340067823
6302.0,8141.0,1467.0,4289.0,3025,3182,3876,4665,11158.0,12386.0,2573.0,2807.0,16.9,0,-161481.00453854492,21231.66131141305
5396.0,14176.0,962.0,2536.0,1967,2177,2397,2658,6172.0,6887.0,1242.0,1855.0,17.0,0,-165227.21969544512,24410.186771038963
2340.0,6650.0,921.0,2457.0,907,2017,1172,2770,3689.0,8374.0,2701.0,3274.0,17.1,0,-167014.91520028465,25157.07327112677
967.0,5828.0,363.0,1437.0,767,1980,1085,2823,3151.0,8418.0,716.0,1180.0,17.1,0,-169146.06417257275,26222.017197480207
79597.0,114564.0,24927.0,31186.0,224,253,225,121,56205.0,54150.0,58119.0,48275.0,17.1,0,-69385.4192681916,-20612.38630448941
2761.0,9873.0,1344.0,4006.0,1949,2174,2761,3119,8805.0,10458.0,778.0,1635.0,17.1,0,-164904.9905248995,23560.778435861277
90781.0,129674.0,15533.0,24844.0,228,251,178,110,91036.0,88289.0,60159.0,61441.0,17.1,0,-51948.12954671851,-49336.58515718168
20079.0,33388.0,23796.0,41143.0,74,133,231,149,26624.0,26677.0,19494.0,24805.0,17.1,0,-124775.2825047764,17682.808832552815
3167.0,11976.0,1544.0,3962.0,1463,1903,2505,3414,5725.0,7623.0,793.0,3090.0,17.2,0,-165962.25071097095,25265.83401971571
1148.0,6803.0,374.0,2597.0,1145,2285,1532,3301,3527.0,7610.0,165.0,1275.0,17.2,0,-169067.01630438404,26245.413955773474
20187.0,36142.0,2439.0,3699.0,4979,5584,6835,7372,18166.0,19331.0,3724.0,6372.0,17.2,0,-151046.65280074938,16398.42346990642
6500.0,15869.0,2614.0,5428.0,1797,1975,3836,4518,10423.0,11721.0,2628.0,4181.0,17.3,0,-160818.79761331502,22273.621843309626
4265.0,21563.0,441.0,3201.0,1443,1999,2711,4155,8440.0,12978.0,1024.0,1775.0,17.3,0,-164997.97072383983,22941.172382791843
9964.0,12321.0,1350.0,2113.0,3010,2740,3210,3516,9378.0,9206.0,4465.0,3798.0,17.3,0,-160199.22938102685,21025.12159942985
1432.0,4180.0,228.0,2742.0,429,1098,575,1513,1509.0,5286.0,2061.0,2227.0,17.3,0,-169266.38151335015,26331.5266717791
1438.0,8390.0,758.0,3615.0,1404,2325,2212,3860,6335.0,11142.0,138.0,1062.0,17.3,0,-167339.13805206842,24950.03356232673
3867.0,9218.0,2291.0,5217.0,1547,1832,2377,2614,5916.0,6432.0,1533.0,1923.0,17.4,0,-164948.5569057767,25414.5734466995
29308.0,57263.0,9643.0,15561.0,125,74,0,41,34300.0,34262.0,23533.0,28686.0,17.4,0,-125042.04719389972,976.4548601214956
10179.0,18919.0,750.0,3296.0,2225,2383,2849,3099,9721.0,10030.0,2102.0,2307.0,17.4,0,-161364.97851067455,21596.465601071337
56965.0,91016.0,28297.0,47517.0,266,212,0,24,54881.0,53711.0,43151.0,40363.0,17.4,0,-82967.12241210781,-8965.754643834429
4552.0,15044.0,1524.0,4178.0,2998,3692,4254,5499,11538.0,13802.0,2502.0,3077.0,17.4,0,-161944.1249910112,21155.942525049668
2601.0,10686.0,587.0,1677.0,2106,2672,3065,4170,7693.0,10632.0,377.0,2254.0,17.4,0,-166104.14258918297,23792.66501519245
20910.0,34479.0,6938.0,13270.0,481,196,125,117,23624.0,23214.0,20812.0,17328.0,17.5,0,-137701.60239862447,7794.104411927408
365752.0,469264.0,101044.0,151228.0,309,313,559,241,154000.0,142932.0,78401.0,74361.0,17.5,0,154030.0387000709,-49440.834914558
38021.0,54687.0,4396.0,6432.0,231,152,599,185,36956.0,35991.0,27360.0,28362.0,17.5,0,-122496.4462147856,-6265.75476972176
23852.0,49495.0,2811.0,6062.0,261,213,244,79,30191.0,31623.0,14620.0,22995.0,17.5,0,-137682.92094042152,3347.215141787296
19784.0,41143.0,2363.0,4554.0,5256,5048,7463,7813,36570.0,32982.0,9843.0,11695.0,17.5,0,-139398.88653769836,2826.895630678464
231384.0,353716.0,10443.0,19115.0,403,374,313,153,130177.0,121763.0,122847.0,118757.0,17.5,0,48461.60100979201,-115359.96574830764
96569.0,160292.0,2955.0,6313.0,197,145,216,193,74480.0,72185.0,31434.0,35479.0,17.6,0,-79504.77705300269,-33855.09245258915
11920.0,20495.0,2653.0,4595.0,6521,7355,7992,8586,22727.0,23191.0,7082.0,6095.0,17.6,0,-150753.615556727,12949.934472226849
