FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,SOM_Cluster,Final_Cluster
4599.0,18147.0,703.0,2121.0,1543,2104,1767,2355,5012.0,6924.0,1471.0,2163.0,6650.7,11,5
9572.0,13215.0,1376.0,3706.0,1712,2288,2451,3211,6631.0,8642.0,1234.0,2092.0,6650.7,11,5
4746.0,18286.0,1447.0,4618.0,898,1167,1344,1886,5022.0,6540.0,2201.0,2784.0,6650.8,19,4
11688.0,22980.0,1642.0,4918.0,1934,2365,2784,3805,8117.0,11130.0,1844.0,1732.0,6650.8,4,0
63552.0,135404.0,8375.0,14263.0,263,206,144,148,49437.0,62437.0,42251.0,54827.0,6650.8,9,5
9441.0,22231.0,1721.0,3682.0,2787,3659,4060,5774,11769.0,16657.0,2298.0,5608.0,6650.9,13,6
8308.0,15080.0,434.0,2407.0,856,926,1213,1676,4475.0,6088.0,1903.0,2727.0,6650.9,19,4
38099.0,73728.0,5813.0,12096.0,185,181,400,269,30276.0,35765.0,26478.0,29147.0,6651.0,22,3
1513.0,9692.0,1002.0,5911.0,749,1235,986,1678,2549.0,4537.0,437.0,1223.0,6651.1,19,4
7301.0,11503.0,801.0,2271.0,3283,4546,4024,5182,10822.0,14381.0,1340.0,3037.0,6651.3,13,6
9930.0,18048.0,7968.0,15794.0,3638,4576,4480,5432,12321.0,14878.0,3136.0,3160.0,6651.3,13,6
3444.0,10168.0,1673.0,4173.0,1839,2350,2458,3232,6767.0,8914.0,912.0,3025.0,6651.4,11,5
8372.0,19579.0,247.0,982.0,684,826,1753,2326,4342.0,6011.0,1536.0,2559.0,6651.4,11,5
8012.0,15015.0,1124.0,2978.0,2015,2534,3043,3947,8009.0,9725.0,1956.0,3080.0,6651.4,4,0
3832.0,13704.0,1404.0,3637.0,1949,2575,2397,3208,6039.0,7826.0,443.0,1411.0,6651.4,11,5
559.0,2180.0,738.0,2438.0,1595,2409,1773,2622,4880.0,7353.0,1707.0,2514.0,6651.5,11,5
17873.0,31838.0,3798.0,7220.0,4575,5988,6222,7987,16021.0,20408.0,2579.0,2691.0,6651.5,7,2
40972.0,77511.0,4909.0,9498.0,0,78,0,48,29137.0,36845.0,20003.0,29469.0,6651.5,22,3
19193.0,40938.0,2519.0,4625.0,3394,4044,4628,6250,12688.0,15430.0,3279.0,3171.0,6651.5,13,6
6769.0,12809.0,389.0,1951.0,1332,1344,2685,3214,6613.0,8366.0,1986.0,2539.0,6651.5,11,5
13513.0,35984.0,1393.0,3184.0,3363,4305,4286,5533,12124.0,15323.0,2465.0,3932.0,6651.5,13,6
11446.0,32761.0,1967.0,4780.0,2480,3376,3469,4717,8162.0,10894.0,2053.0,4458.0,6651.6,4,0
13893.0,27692.0,2859.0,4831.0,219,178,147,82,14055.0,17318.0,11170.0,15075.0,6651.6,6,1
13508.0,13546.0,1163.0,1684.0,2488,3101,2919,3338,7767.0,9648.0,2230.0,2768.0,6651.7,11,5
88670.0,165926.0,12747.0,26602.0,207,250,187,162,58920.0,66317.0,52330.0,57254.0,6651.8,9,5
25094.0,42556.0,3757.0,7921.0,237,218,352,194,18659.0,22673.0,7719.0,16969.0,6651.9,6,1
64617.0,104858.0,39808.0,24583.0,164,246,58,68,24161.0,28510.0,25549.0,23059.0,6651.9,6,1
41292.0,79819.0,5765.0,11183.0,391,170,11,33,24205.0,27042.0,19632.0,22720.0,6651.9,6,1
40517.0,92105.0,21068.0,40708.0,293,243,207,110,28085.0,35362.0,17805.0,28177.0,6651.9,22,3
9387.0,19937.0,2336.0,3888.0,3279,3711,4362,5485,9163.0,11515.0,2500.0,2404.0,6652.1,13,6
7589.0,10363.0,1524.0,2819.0,1235,1588,2155,2494,4389.0,5476.0,1197.0,1443.0,6652.1,11,5
46034.0,89874.0,20703.0,37124.0,0,21,0,1,41875.0,47819.0,31928.0,36723.0,6652.1,15,4
3505.0,14137.0,557.0,1556.0,1179,1547,1915,2678,5515.0,7866.0,0.0,1137.0,6652.1,11,5
18800.0,28815.0,2591.0,4603.0,6468,7758,8354,9997,19060.0,22562.0,4303.0,4589.0,6652.1,21,4
3662.0,14491.0,1155.0,4785.0,2005,2812,3362,4963,7617.0,11306.0,814.0,2305.0,6652.2,13,6
10894.0,27123.0,300.0,1675.0,1594,2040,3999,4986,10676.0,13425.0,2706.0,4263.0,6652.2,13,6
1689.0,6828.0,236.0,2480.0,1366,2083,1489,2295,4812.0,7689.0,536.0,869.0,6652.3,19,4
54242.0,88407.0,3197.0,6908.0,246,104,295,123,34735.0,38050.0,35130.0,32311.0,6652.3,22,3
102310.0,190465.0,30164.0,56675.0,7590,8777,9144,11618,23578.0,30232.0,5614.0,6208.0,6652.3,21,4
53570.0,101969.0,11293.0,19409.0,518,344,368,131,38580.0,45054.0,30195.0,40069.0,6652.3,22,3
9273.0,16590.0,890.0,3971.0,2231,2713,2151,2621,6370.0,7075.0,1723.0,2193.0,6652.3,11,5
27321.0,58530.0,43631.0,81124.0,5725,7165,7990,9486,21337.0,26613.0,4823.0,6660.0,6652.4,7,2
92471.0,196474.0,36718.0,69310.0,968,1101,2266,2740,32778.0,36221.0,23830.0,28576.0,6652.5,11,5
13491.0,16752.0,4698.0,8805.0,2512,2812,3395,4034,8946.0,10433.0,1556.0,1810.0,6652.5,4,0
45110.0,80443.0,12393.0,24427.0,0,172,226,80,34484.0,38433.0,23664.0,27714.0,6652.5,22,3
44681.0,80178.0,9236.0,18120.0,145,248,302,128,35402.0,39399.0,29987.0,34636.0,6652.6,22,3
4311.0,15386.0,1392.0,2739.0,1821,2179,2568,3135,6993.0,8493.0,1056.0,2033.0,6652.6,11,5
16056.0,29526.0,3984.0,6740.0,3807,4091,5478,6598,13433.0,15754.0,3029.0,3972.0,6652.7,13,6
84097.0,172991.0,80049.0,146102.0,6151,7058,7567,8485,22177.0,24815.0,6036.0,5743.0,6652.7,7,2
12080.0,27744.0,1750.0,4738.0,1655,1819,4160,5076,8866.0,10457.0,3368.0,4006.0,6652.7,13,6
11467.0,24923.0,3608.0,7686.0,2827,3659,4101,4983,11949.0,13746.0,4040.0,3675.0,6652.9,13,6
