FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,SOM_Cluster,Final_Cluster
134753.0,261166.0,15227.0,29760.0,397.0,196.0,310.0,163.0,151244.0,180043.0,62706.0,73987.0,16.5,17,2
1109.0,7279.0,290.0,1430.0,179.0,85.0,149.0,26.0,1799.0,4043.0,664.0,1128.0,16.5,6,1
119470.0,259501.0,20653.0,43663.0,318.0,316.0,70.0,78.0,179761.0,223231.0,66998.0,95280.0,16.5,17,2
20998.0,44829.0,3477.0,9353.0,399.0,279.0,54.0,138.0,35117.0,43529.0,17575.0,38780.0,16.5,22,3
7000.0,16142.0,1193.0,2419.0,1858.0,3081.0,2423.0,4148.0,5551.0,9770.0,1588.0,2133.0,16.7,4,0
4473.0,11198.0,420.0,1120.0,3110.0,4070.0,4223.0,5890.0,12284.0,15642.0,2216.0,3172.0,16.7,13,4
4924.0,11352.0,756.0,2644.0,1022.0,2853.0,853.0,3457.0,2583.0,7931.0,1112.0,1221.0,16.7,11,7
831.0,3850.0,358.0,1631.0,814.0,2573.0,942.0,3523.0,2052.0,7791.0,507.0,987.0,16.7,4,0
23272.0,42296.0,5949.0,10405.0,0.0,180.0,55.0,130.0,24157.0,29583.0,22934.0,27753.0,16.7,6,1
620443.0,790710.0,602635.0,987160.0,1335.0,1270.0,447.0,352.0,84169.0,101574.0,62075.0,62710.0,16.8,0,0
19270.0,32697.0,3173.0,7513.0,4086.0,5635.0,4990.0,6424.0,15515.0,20092.0,2563.0,4032.0,16.9,13,4
20208.0,42193.0,1352.0,5002.0,311.0,192.0,0.0,21.0,23235.0,28779.0,12908.0,25517.0,16.9,6,1
26674.0,53360.0,4564.0,8915.0,490.0,385.0,111.0,40.0,29233.0,35447.0,17160.0,35811.0,16.9,22,3
1535.0,7455.0,0.0,889.0,246.0,185.0,146.0,29.0,8444.0,13098.0,612.0,1138.0,16.9,6,1
2002.0,8083.0,365.0,1223.0,177.0,75.0,143.0,104.0,2478.0,4265.0,772.0,1565.0,16.9,6,1
667281.0,888496.0,68093.0,101300.0,28655.0,29571.0,3624.0,3308.0,954123.0,770758.0,407596.0,323923.0,16.9,10,7
13856.0,29198.0,3410.0,6493.0,198.0,192.0,40.0,62.0,27617.0,34099.0,26787.0,29634.0,16.9,6,1
25662.0,56757.0,12199.0,24636.0,559.0,417.0,213.0,157.0,43760.0,56153.0,26074.0,46282.0,17.0,15,5
14798.0,23887.0,2600.0,4814.0,2316.0,3313.0,3140.0,4571.0,7660.0,10545.0,1375.0,2591.0,17.0,4,0
6905.0,16527.0,1946.0,6226.0,5007.0,6371.0,6339.0,8201.0,18847.0,24021.0,3245.0,5900.0,17.0,7,6
646335.0,798317.0,693439.0,1017780.0,3813.0,3576.0,901.0,639.0,59894.0,66949.0,18706.0,15815.0,17.2,9,7
361991.0,631158.0,27785.0,50305.0,1217.0,2017.0,16629.0,20266.0,155648.0,183248.0,142615.0,134267.0,17.2,23,3
15507.0,27497.0,2286.0,6624.0,4865.0,6295.0,7003.0,9150.0,17332.0,21657.0,3698.0,4709.0,17.2,7,6
24426.0,46210.0,3992.0,7677.0,308.0,216.0,62.0,68.0,36337.0,42984.0,28500.0,35124.0,17.3,22,3
2910.0,7553.0,612.0,1882.0,785.0,773.0,1660.0,2150.0,4249.0,6057.0,629.0,1244.0,17.3,19,2
24168.0,46949.0,1778.0,4751.0,303.0,199.0,179.0,94.0,25910.0,32414.0,23369.0,30934.0,17.3,6,1
27743.0,63151.0,2799.0,5209.0,282.0,215.0,106.0,119.0,25018.0,30315.0,11312.0,26188.0,17.3,6,1
12369.0,19945.0,1134.0,3591.0,2409.0,4450.0,2960.0,5973.0,7906.0,15468.0,3093.0,3771.0,17.4,13,4
2023.0,13021.0,113.0,702.0,988.0,3473.0,1188.0,4512.0,3182.0,12023.0,571.0,1035.0,17.4,4,0
51200.0,113411.0,3287.0,6990.0,311.0,133.0,130.0,58.0,61079.0,68621.0,46691.0,54912.0,17.6,9,7
10433.0,20655.0,896.0,3024.0,154.0,118.0,275.0,170.0,19850.0,24482.0,11342.0,19262.0,17.6,6,1
16124.0,27183.0,8701.0,16278.0,505.0,335.0,223.0,149.0,20536.0,24020.0,11411.0,21684.0,17.7,6,1
26169.0,42366.0,9739.0,17579.0,593.0,293.0,0.0,0.0,30592.0,36368.0,23883.0,30138.0,17.8,22,3
1553.0,9373.0,643.0,2471.0,2259.0,3847.0,2732.0,4706.0,7185.0,13003.0,0.0,937.0,17.8,4,0
3043.0,15548.0,1871.0,6252.0,4142.0,7118.0,4663.0,8085.0,11190.0,18329.0,652.0,1565.0,17.8,7,6
44400.0,82676.0,15629.0,31224.0,469.0,229.0,578.0,196.0,47185.0,57077.0,24018.0,37224.0,17.9,15,5
6993.0,11507.0,1953.0,3596.0,2340.0,2676.0,3283.0,3981.0,9853.0,12301.0,1149.0,1752.0,17.9,4,0
36614.0,80665.0,2451.0,5687.0,119.0,105.0,339.0,196.0,61722.0,68391.0,57525.0,61353.0,18.0,9,7
1061.0,3726.0,569.0,1686.0,841.0,2435.0,1006.0,2915.0,2837.0,7914.0,667.0,1205.0,18.1,11,7
2412.0,13022.0,1390.0,5151.0,2296.0,4263.0,2834.0,5444.0,7968.0,14414.0,749.0,1631.0,18.1,13,4
3712.0,12437.0,267.0,1574.0,634.0,2292.0,763.0,2739.0,1994.0,6959.0,124.0,911.0,18.1,11,7
13196.0,33826.0,2209.0,5073.0,6797.0,8253.0,7941.0,9839.0,21837.0,26071.0,3432.0,5689.0,18.1,21,2
1570.0,8663.0,978.0,3845.0,1377.0,2738.0,1807.0,3276.0,4089.0,7318.0,445.0,950.0,18.2,11,7
3712.0,10947.0,0.0,865.0,50.0,0.0,14.0,0.0,6571.0,6257.0,6111.0,4731.0,18.2,6,1
744.0,4889.0,0.0,124.0,98.0,8.0,146.0,80.0,258.0,7713.0,5161.0,10962.0,18.2,6,1
339280.0,497125.0,51034.0,83496.0,1579.0,1492.0,216.0,137.0,532046.0,552249.0,178842.0,203134.0,18.2,10,7
2803.0,10947.0,0.0,427.0,157.0,94.0,295.0,248.0,2293.0,4238.0,13706.0,16993.0,18.2,6,1
1067310.0,1383760.0,123857.0,161139.0,11192.0,9180.0,120147.0,105359.0,1222870.0,1000420.0,1213270.0,793220.0,18.2,14,5
36253.0,68573.0,1967.0,2917.0,249.0,120.0,118.0,65.0,39178.0,44737.0,28199.0,36908.0,18.3,22,3
10104.0,20205.0,616.0,3120.0,3751.0,4714.0,4772.0,5924.0,11846.0,13927.0,1596.0,2090.0,18.3,13,4
22907.0,47167.0,3336.0,6502.0,8178.0,9708.0,9700.0,12020.0,25533.0,31981.0,6474.0,6739.0,18.3,21,2
20998.0,34577.0,2561.0,6544.0,2799.0,3491.0,6392.0,7531.0,14635.0,16844.0,7347.0,6649.0,18.3,7,6
6230.0,16571.0,724.0,2456.0,421.0,1645.0,479.0,2169.0,1750.0,5689.0,1912.0,2118.0,18.4,19,2
3577.0,14675.0,933.0,2717.0,4100.0,5960.0,4837.0,7027.0,10641.0,15371.0,1109.0,1463.0,18.4,7,6
4311.0,11584.0,1395.0,3447.0,3499.0,4328.0,5060.0,6935.0,13707.0,18403.0,1502.0,3029.0,18.5,7,6
24483.0,57565.0,6557.0,11369.0,17.0,135.0,187.0,156.0,29802.0,33501.0,18147.0,27575.0,18.5,6,1
15347.0,24142.0,2386.0,7928.0,3751.0,4577.0,5237.0,6481.0,13142.0,15827.0,1973.0,3192.0,18.7,13,4
8257.0,18725.0,873.0,2724.0,780.0,2040.0,1104.0,3721.0,2741.0,8382.0,2116.0,3006.0,18.8,4,0
9513.0,14858.0,1678.0,3416.0,4646.0,5776.0,5734.0,6597.0,16647.0,18890.0,3154.0,4141.0,18.9,13,4
28777.0,52864.0,1498.0,4102.0,188.0,180.0,225.0,101.0,30795.0,34200.0,18658.0,27597.0,19.0,6,1
11577.0,28452.0,1814.0,5104.0,1450.0,1666.0,4021.0,4823.0,9672.0,11846.0,2405.0,3851.0,19.1,4,0
3853.0,12397.0,719.0,3579.0,3367.0,4209.0,4082.0,5086.0,10957.0,13689.0,182.0,2283.0,19.1,13,4
2084.0,12702.0,343.0,1828.0,86.0,38.0,124.0,0.0,11227.0,18929.0,880.0,4043.0,19.2,6,1
1610.0,5275.0,750.0,2568.0,201.0,233.0,182.0,116.0,2204.0,5167.0,1999.0,2993.0,19.2,6,1
734265.0,1085650.0,61294.0,96638.0,3931.0,3524.0,832.0,636.0,1334850.0,1265560.0,546574.0,532012.0,19.2,1,0
27167.0,52015.0,3534.0,5618.0,324.0,127.0,155.0,86.0,37096.0,41612.0,27192.0,35952.0,19.3,22,3
13898.0,24819.0,4339.0,5290.0,2607.0,3126.0,4445.0,5265.0,13676.0,15860.0,3742.0,5115.0,19.3,13,4
55597.0,88100.0,6522.0,9807.0,583.0,260.0,275.0,130.0,51990.0,54418.0,32258.0,49127.0,19.3,15,5
1126.0,5810.0,238.0,1850.0,475.0,1175.0,579.0,1739.0,1874.0,5207.0,1932.0,2932.0,19.4,19,2
4330.0,21488.0,1828.0,5859.0,1259.0,2095.0,1600.0,2851.0,4297.0,7011.0,577.0,1581.0,19.4,11,7
7707.0,18257.0,796.0,3780.0,5894.0,6878.0,8538.0,9843.0,19832.0,21180.0,1947.0,3648.0,19.5,21,2
7340.0,25885.0,1903.0,5538.0,3481.0,4688.0,4515.0,5873.0,13062.0,16753.0,671.0,741.0,19.6,13,4
14291.0,21685.0,3273.0,3566.0,4047.0,4300.0,5126.0,5650.0,9018.0,9504.0,2274.0,1956.0,19.7,13,4
7093.0,19186.0,2181.0,4954.0,3014.0,3665.0,3567.0,4039.0,10678.0,12431.0,1172.0,2075.0,19.8,4,0
1841810.0,1775300.0,5478860.0,6467640.0,9580.0,5547.0,1678.0,1078.0,241646.0,216436.0,140020.0,111296.0,19.8,17,2
