FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status,SOM_Cluster,SOM_X,SOM_Y,HDBSCAN_Cluster
10251.0,-0.321821094704103,1766.0,-0.1083204969437332,4239,1.3302653716100237,5334,0.7969976123117661,15540.0,-0.1912680510741425,2309.0,3251.0,1,1-5,1,5,6
27382.0,-0.2142504851149071,3815.0,-0.1007934652860856,284,-0.770659716748275,267,-0.595219042191812,33590.0,-0.0912890441930626,20391.0,29685.0,1,0-4,0,4,4
76028.0,0.3695322497615221,11770.0,-0.0728148411753739,400,-0.7551154890696117,218,-0.6174040287188178,42122.0,-0.0322261323717013,23906.0,27696.0,1,1-4,1,4,8
16522.0,-0.3400484870457507,3168.0,-0.1069067010618696,1849,-0.1218927404756384,2279,-0.0645193644869641,7468.0,-0.250584017359177,2658.0,2318.0,1,0-5,0,5,3
22533.0,-0.1550372604385756,6055.0,-0.0873227652715068,85,-0.8471536792722241,93,-0.6261040234352908,34247.0,-0.0716632646770623,15389.0,30575.0,1,0-4,0,4,4
10334.0,-0.2808401767378046,3726.0,-0.1028723177977355,13803,5.931356764494398,16539,3.784575797948565,11602.0,-0.2206504860228821,1009.0,3518.0,1,2-5,2,5,2
1133.0,-0.3829754948926887,756.0,-0.1089040731254993,735,-0.2818346621166226,1055,-0.2065467782333845,2455.0,-0.2684159218993596,45.0,569.0,1,0-5,0,5,3
80147.0,0.3072672023178238,10982.0,-0.072920545540373,644,-0.7526611373308754,317,-0.6152290300396996,73622.0,0.1230986974310044,37112.0,36417.0,1,1-4,1,4,8
182772.0,1.0526097978660431,14408.0,-0.0680889751902037,788,-0.6769852920531718,0,-0.62958402132188,271753.0,1.1606669859519718,65568.0,70473.0,1,1-4,1,4,8
41038.0,-0.0188846843195811,4931.0,-0.0929317031392741,297,-0.7759774788488705,108,-0.6134890310964051,48380.0,-0.0299149016034847,42023.0,37615.0,1,0-4,0,4,4
55072.0,0.0420682267652009,3034.0,-0.1043125397708489,267,-0.7702506581251524,169,-0.6267565230390263,49881.0,0.017271320722807,34809.0,52348.0,1,0-4,0,4,4
7828.0,-0.3327359068881956,1512.0,-0.10985100806195,983,-0.3481021590625035,2436,-0.0762643573542026,5349.0,-0.2611898111033537,849.0,2946.0,1,0-5,0,5,3
78315.0,-0.1429774004206723,22502.0,-0.0908286267106452,103,-0.767796306386416,588,-0.5695540577782169,45111.0,-0.234973368666794,21634.0,6950.0,1,0-4,0,4,4
45758.0,-0.0363454351930981,5007.0,-0.0895491634593014,115,-0.7907035892812885,256,-0.612401531756846,40607.0,-0.0661691710990875,35879.0,35343.0,1,0-4,0,4,4
2007.0,-0.3601531681106417,890.0,-0.1072568467709293,408,-0.2417469170505958,772,-0.0812668543161745,2266.0,-0.2526196999336161,2333.0,3841.0,1,0-5,0,5,3
10273.0,-0.3472922660459094,3853.0,-0.100932202265147,2471,0.6729081642518099,3463,0.4709653103119437,9263.0,-0.2180130961681531,1432.0,1473.0,1,1-5,1,5,6
4886.0,-0.3563445326119151,1816.0,-0.1072326228539503,1972,0.0675014020301817,2973,0.0886005425229591,6619.0,-0.2520967207086911,1100.0,1900.0,1,0-5,0,5,3
7313.0,-0.3492383559265491,1589.0,-0.1088622318143538,747,-0.2286570411106687,864,-0.2237292677984185,2096.0,-0.2728809273250627,1562.0,1957.0,1,0-5,0,5,3
30878.0,-0.191664048015362,30007.0,0.0067343000092966,0,-0.8013391134824792,26,-0.6195790273979361,33628.0,-0.1086542038335809,27048.0,26015.0,1,0-4,0,4,4
2182.0,-0.3659177222267789,595.0,-0.112645567211615,2186,0.5264651771738755,2830,0.3134954059437839,6728.0,-0.2353163980508846,564.0,1747.0,1,0-5,0,5,3
6224.0,-0.3372423826976566,1256.0,-0.108228005624359,3159,0.6516371158494284,3831,0.3885328603733628,9835.0,-0.2289225552687378,1491.0,2318.0,1,1-5,1,5,6
35759.0,-0.1010922386714505,14281.0,-0.0607579370426587,201,-0.8001119376131111,289,-0.6165340292471706,45626.0,-0.0346779489530699,35447.0,43672.0,1,0-4,0,4,4
73645.0,0.1878234787093719,11502.0,-0.0718194584049653,485,-0.7812952409494658,204,-0.5989165399463129,81222.0,0.1738501759788274,57408.0,62710.0,1,1-4,1,4,8
4257.0,-0.3340529576154972,1318.0,-0.1086948665697719,1707,0.2438056685960748,2260,0.0955605382961374,6567.0,-0.2436896890822096,921.0,1307.0,1,0-5,0,5,3
58838.0,0.0597452098476778,10570.0,-0.0690579318693625,58,-0.80297534797497,368,-0.6030490374366375,64301.0,0.0738936628278519,57944.0,61035.0,1,0-4,0,4,4
10325.0,-0.3155159600655658,4064.0,-0.0951338774100896,3541,0.8295776169078123,4586,0.5216427795353984,12500.0,-0.2181480585487789,2370.0,3266.0,1,1-5,1,5,6
