FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status,SOM_Cluster,SOM_X,SOM_Y,HDBSCAN_Cluster
51247.0,0.0654327008064281,7463.0,-0.1312367613675166,554,-0.4063247952795248,365,-0.8315060159836404,78524.0,0.1360391316074702,17192.0,36806.0,1,4-1,4,1,5
3410.0,-0.2780004283229565,995.0,-0.1475462733888463,14566,1.7014191535445524,26190,6.0053781901047065,29896.0,-0.0720368204514852,4857.0,14100.0,1,5-5,5,5,-1
5324.0,-0.2935473372633929,815.0,-0.1501260942145106,1640,-0.2184516545286471,2060,-0.3406403906374631,6091.0,-0.2003621072023551,539.0,980.0,1,5-2,5,2,2
7672.0,-0.2696219393901042,2331.0,-0.1486019017165834,3962,0.0973679123335974,4578,0.1616246475422285,12773.0,-0.1694516114982958,1564.0,2015.0,1,4-3,4,3,4
2441.0,-0.295465048835017,319.0,-0.1512665206983378,1022,-0.0936846200299874,1530,-0.0074666428215672,4623.0,-0.1758764975293861,2543.0,3760.0,1,4-2,4,2,6
6124.0,-0.2844222853386352,0.0,-0.1525102269876593,994,-0.0557246110782716,1396,-0.0568640984334626,3657.0,-0.1787044130127431,410.0,771.0,1,4-2,4,2,6
5585.0,-0.2852502272348715,987.0,-0.1493346447576696,903,-0.241863538222218,797,-0.4145638556790408,3575.0,-0.1977790478157278,3192.0,3355.0,1,5-2,5,2,2
1226.0,-0.3043318111938549,501.0,-0.1508142638658572,634,-0.2576641510853688,889,-0.405755218489507,3219.0,-0.1969686086223267,384.0,620.0,1,5-2,5,2,2
78514.0,159359.0,6891.0,9173.0,491,389.0,0,0.0,105974.0,126045.0,40812.0,60182.0,0,0-4,0,4,-1
6206.0,-0.2791468094100529,0.0,-0.1524950068057969,3902,0.0669228290119167,5572,0.469754230799646,14818.0,-0.1604884988870216,2896.0,4963.0,1,5-3,5,3,3
76886.0,0.1654969092143665,11660.0,-0.1310791237696568,538,-0.3863813387998163,49,-0.8546502784031997,64733.0,0.0352929181741683,32034.0,44281.0,1,4-1,4,1,5
1493.0,-0.2982814665675131,130.0,-0.1519840435575617,400,-0.3147968549137126,664,-0.4822694591750652,2078.0,-0.2016139771053534,1640.0,3275.0,1,5-2,5,2,2
3504.0,-0.2705949480288434,127.0,-0.1521623371165204,1115,-0.2545811046730467,1628,-0.3522125218472428,4746.0,-0.1947993905259468,1035.0,1550.0,1,5-2,5,2,2
8019.0,-0.2616432685524428,2373.0,-0.1482681448714595,1658,-0.252076129463035,3131,-0.1682674511246253,7635.0,-0.1954856773322737,3368.0,3212.0,1,4-2,4,2,6
28590.0,-0.1119096227967926,14242.0,-0.1246746886731594,1531,-0.2666242547211799,3929,-0.0385559505493335,10868.0,-0.182332421657245,5126.0,6638.0,1,4-2,4,2,6
3537.0,-0.2723428253653421,1788.0,-0.1462134203200455,798,-0.2629631371065474,1355,-0.3824382376936822,4133.0,-0.1961374773644133,998.0,2177.0,1,5-2,5,2,2
3554.0,-0.2907910691558372,659.0,-0.147963741234213,312,-0.2990925872509469,692,-0.4803695570361462,1904.0,-0.2037418110727086,4.0,46.0,1,5-2,5,2,2
15578.0,-0.2677254570978707,1792.0,-0.1496999291223655,1336,-0.2975510640447859,2828,-0.3178415649704344,8245.0,-0.1945959185582418,5743.0,5347.0,1,5-2,5,2,2
1301.0,-0.301883367637464,240.0,-0.1516415894656594,221,-0.4158629701176463,213,-0.8413509634307664,1291.0,-0.2037383623952899,13133.0,39825.0,1,5-1,5,1,1
71762.0,0.1082132369918665,10088.0,-0.1328555364241597,508,-0.4073845924837605,289,-0.8339240732513555,86020.0,0.1138399950631178,69924.0,86639.0,1,4-1,4,1,5
