FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,SOM_Cluster,Final_Cluster
101317.0,198505.0,4215.0,9772.0,497,272,219.0,159,149027.0,171312.0,51503.0,58592.0,5301.7,17,2
25751.0,39874.0,3391.0,4703.0,0,89,13.0,116,25503.0,31547.0,24897.0,29339.0,5301.8,6,5
65139.0,149043.0,43327.0,79976.0,3382,3952,5012.0,6372,16197.0,19685.0,6943.0,8598.0,5301.8,13,2
22207.0,40977.0,5813.0,11154.0,444,347,0.0,0,31489.0,36137.0,24933.0,27508.0,5301.8,22,1
21465.0,47770.0,15491.0,32758.0,185,148,119.0,140,27231.0,32978.0,16099.0,24716.0,5301.8,6,5
5366.0,16600.0,226.0,993.0,2213,3387,2885.0,4458,8908.0,13307.0,383.0,2511.0,5301.9,4,4
895.0,5482.0,0.0,0.0,236,265,43.0,0,3130.0,5770.0,1248.0,2258.0,5301.9,6,5
247463.0,423054.0,41650.0,82295.0,671,1167,0.0,109,416274.0,461732.0,171402.0,168465.0,5301.9,8,-1
7426.0,17336.0,1524.0,3604.0,2693,3559,4025.0,5298,11233.0,14943.0,4031.0,4453.0,5301.9,13,2
11752.0,34219.0,2571.0,6394.0,180,108,232.0,70,19005.0,24040.0,14924.0,24638.0,5302.0,6,5
1423.0,5003.0,1450.0,4062.0,876,1176,1255.0,1729,4315.0,6168.0,740.0,1517.0,5302.0,19,3
17519.0,38020.0,5911.0,11790.0,324,236,317.0,121,20668.0,24108.0,16462.0,20211.0,5302.0,6,5
2492.0,9781.0,863.0,3401.0,1571,2219,2414.0,3699,6185.0,9728.0,1529.0,2513.0,5302.1,4,4
31299.0,58355.0,4042.0,6968.0,459,186,0.0,42,29921.0,34023.0,24695.0,29384.0,5302.1,6,5
6743.0,15847.0,806.0,2443.0,122,42,8.0,53,6000.0,8365.0,1210.0,1024.0,5302.1,6,5
4873.0,12649.0,331.0,1439.0,136,14,0.0,0,1041.0,5311.0,3864.0,6244.0,5302.1,6,5
595.0,4005.0,0.0,4116.0,134,50,166.0,66,0.0,5950.0,11023.0,26182.0,5302.1,6,5
238926.0,426404.0,43633.0,71873.0,1019,907,58.0,65,318086.0,357883.0,110597.0,132543.0,5302.1,16,2
11776.0,30792.0,1548.0,3595.0,224,117,79.0,1,21751.0,27565.0,7961.0,18687.0,5302.1,6,5
21337.0,35997.0,4269.0,11353.0,125,162,313.0,194,22736.0,27630.0,18699.0,31749.0,5302.1,6,5
19523.0,48571.0,19215.0,38068.0,385,264,0.0,31,35889.0,43460.0,27691.0,36593.0,5302.1,22,1
5893.0,14001.0,1752.0,3377.0,1055,1361,2176.0,3107,6404.0,8237.0,3473.0,3625.0,5302.2,11,0
662117.0,869232.0,567142.0,864646.0,2205,2075,444.0,281,69084.0,73397.0,17040.0,20334.0,5302.2,9,-1
2849.0,9740.0,756.0,3141.0,1417,2097,1589.0,2342,4707.0,7286.0,0.0,836.0,5302.2,11,0
1915.0,8386.0,441.0,2552.0,524,1490,885.0,2627,2225.0,6998.0,273.0,485.0,5302.3,11,0
4313.0,12293.0,1299.0,3823.0,3364,4397,4125.0,5086,11387.0,14558.0,2999.0,2942.0,5302.3,13,2
5479.0,13961.0,1107.0,3282.0,4043,5369,5854.0,7434,13534.0,18580.0,404.0,2997.0,5302.3,7,6
6774.0,12910.0,2155.0,3323.0,3934,5131,4270.0,5519,10249.0,12826.0,3264.0,3218.0,5302.3,13,2
9283.0,25530.0,1778.0,4836.0,385,207,49.0,15,12304.0,14863.0,12043.0,14148.0,5302.3,6,5
9223.0,16754.0,3163.0,3966.0,2470,2941,2986.0,3793,8342.0,10306.0,1626.0,2140.0,5302.4,4,4
17837.0,35877.0,1486.0,2626.0,56,112,0.0,59,19803.0,24365.0,14421.0,19333.0,5302.4,6,5
11489.0,25666.0,6322.0,12313.0,194,139,83.0,34,22116.0,26968.0,13890.0,19697.0,5302.4,6,5
2641.0,7324.0,1189.0,2373.0,1271,1657,1706.0,2357,6129.0,8230.0,1155.0,1120.0,5302.4,11,0
4258.0,17893.0,1388.0,4096.0,1742,2234,2571.0,3243,6564.0,8864.0,98.0,1117.0,5302.5,11,0
2674.0,9915.0,429.0,1494.0,1079,1513,1595.0,2403,4333.0,6465.0,738.0,984.0,5302.5,11,0
26492.0,59038.0,16683.0,33775.0,2865,3521,3370.0,4252,10566.0,13139.0,3292.0,4475.0,5302.6,4,4
7305.0,7561.0,5389.0,8830.0,2220,2934,3203.0,3957,10207.0,12109.0,3999.0,3733.0,5302.6,4,4
12387.0,24093.0,578.0,2781.0,1619,1812,3583.0,4579,9905.0,12189.0,4507.0,5046.0,5302.6,4,4
2057.0,14253.0,0.0,617.0,112,10,90.0,0,1368.0,4710.0,6400.0,22689.0,5302.6,6,5
271482.0,493460.0,37599.0,69723.0,942,764,0.0,134,183482.0,204436.0,123865.0,132788.0,5302.6,17,2
17795.0,26657.0,4576.0,9155.0,3950,4921,5313.0,6580,17190.0,20904.0,2066.0,5405.0,5302.7,13,2
11446.0,21423.0,3323.0,7235.0,88,35,291.0,132,19526.0,23388.0,14681.0,20355.0,5302.7,6,5
18006.0,39341.0,6328.0,11003.0,284,250,38.0,59,25765.0,28372.0,19778.0,22579.0,5302.7,6,5
11051.0,28305.0,1774.0,4007.0,3416,4287,4930.0,6456,15814.0,19623.0,3168.0,5060.0,5302.7,13,2
2490.0,6484.0,2464.0,6307.0,559,683,1122.0,1390,3028.0,4373.0,1249.0,1718.0,5302.7,19,3
24167.0,38530.0,13085.0,25305.0,2557,2616,2853.0,2975,8660.0,9737.0,3440.0,4020.0,5302.7,11,0
2896.0,9895.0,698.0,2687.0,1472,1949,1802.0,2362,5398.0,7213.0,1588.0,2230.0,5302.7,11,0
31709.0,63743.0,20394.0,39489.0,194,236,99.0,52,36692.0,41159.0,35957.0,38005.0,5302.8,22,1
15111.0,30289.0,1493.0,3839.0,207,137,17.0,47,19007.0,22527.0,9775.0,16240.0,5302.8,6,5
9495.0,21480.0,2087.0,4101.0,1722,1888,4606.0,5590,12975.0,16243.0,4855.0,5379.0,5302.8,13,2
42147.0,81633.0,11571.0,20443.0,206,240,272.0,162,50097.0,55192.0,43187.0,44884.0,5303.0,15,2
1320.0,8308.0,0.0,1417.0,722,1145,1137.0,2031,3225.0,6067.0,361.0,471.0,5303.0,19,3
1802.0,10466.0,82.0,747.0,218,257,237.0,176,2506.0,6846.0,3846.0,6204.0,5303.1,6,5
1971.0,6841.0,0.0,1867.0,281,192,93.0,18,1850.0,5808.0,714.0,996.0,5303.1,6,5
7311.0,16548.0,1599.0,3357.0,3959,4397,5566.0,7063,13222.0,16192.0,1698.0,4070.0,5303.1,7,6
3246.0,7895.0,1333.0,3666.0,1688,2081,2102.0,2919,5660.0,8203.0,1018.0,928.0,5303.2,11,0
2896.0,7458.0,1386.0,3141.0,2787,3682,3809.0,5019,11288.0,14903.0,1418.0,2679.0,5303.2,13,2
24862.0,43709.0,4087.0,7054.0,394,196,0.0,55,32576.0,34958.0,20216.0,27302.0,5303.3,22,1
4072.0,12298.0,1011.0,2623.0,828,995,2544.0,3186,6943.0,8785.0,1570.0,3056.0,5303.4,11,0
