FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status,SOM_Cluster,SOM_X,SOM_Y,HDBSCAN_Cluster
1613.0,-0.3464564231674183,1759.0,-0.1150227960043255,139,-0.3362573377986121,213,-0.343230064415547,3632.0,-0.2313660939760387,842.0,1410.0,1,0-2,0,2,2
780420.0,4.210338265895848,405372.0,1.1216934650267325,1798,-0.1601302783265644,965,-0.2891339166657933,203477.0,0.5602542481731748,168426.0,141131.0,1,1-1,1,1,3
2638.0,-0.3507797807237831,2089.0,-0.1185450393463832,1093,-0.0585689159077869,1047,-0.144382646529231,3533.0,-0.2248642548446837,1328.0,1444.0,1,0-1,0,1,1
53093.0,0.0729052305757685,6814.0,-0.0987900843924697,381,-0.3122757515758557,168,-0.3436012215184612,70846.0,0.1019337712503146,49898.0,68859.0,1,0-2,0,2,2
123242.0,0.5466090309757036,46518.0,0.0432574488475743,248,-0.3049371240978537,257,-0.3424877502097184,120432.0,0.2856382768769043,54221.0,59765.0,1,0-2,0,2,2
4330.0,-0.3536767929167245,3771.0,-0.1063700533720391,2790,0.1119231260365091,3374,0.0780332473921406,10263.0,-0.1990568921155201,1769.0,3291.0,1,0-1,0,1,1
11584.0,-0.2712630413250341,2616.0,-0.1153158640173781,3086,0.2767801504530538,5354,0.3598342777797942,13993.0,-0.1756494549414329,2356.0,3660.0,1,0-1,0,1,1
77672.0,0.247298111987304,60992.0,0.0729260625146238,2723,0.0878104928945026,3697,0.1025296161844819,11955.0,-0.1922407770186193,3055.0,3533.0,1,0-2,0,2,2
3011.0,-0.3533544549814876,1586.0,-0.1175392009805978,4406,0.4152967441003413,5241,0.2799427113774992,12825.0,-0.189342907725925,1418.0,3868.0,1,0-1,0,1,1
12230.0,-0.2962764650994163,1790.0,-0.1202672661885192,2195,0.011803279729482,2953,-0.0058482578664826,8100.0,-0.2171746974539287,1815.0,2101.0,1,0-1,0,1,1
31288.0,-0.2195801826339901,7800.0,-0.1020789587611707,571,-0.3033645610668533,11,-0.3462921105145896,19844.0,-0.1561235300171376,2126.0,2688.0,1,0-2,0,2,2
1168.0,-0.3649384745290632,952.0,-0.1210252630864762,1202,-0.06970790404404,1652,-0.0664396549172359,4996.0,-0.2173787727562311,1375.0,2551.0,1,0-1,0,1,1
161163.0,0.810978517784425,29996.0,-0.0226973265837237,4665,0.3628779764003271,12870,1.1138399323501178,34574.0,-0.0902602669520555,16140.0,17981.0,1,0-0,0,0,0
38174.0,-0.1078618835050763,13648.0,-0.0846848294679585,0,-0.3304912733516106,33,-0.3487974209592609,43545.0,-0.0564041743000846,37792.0,45260.0,1,0-2,0,2,2
1743.0,-0.3461421436805624,698.0,-0.1218067777879497,1514,0.0120653735679821,1751,-0.0562328345870937,4722.0,-0.219562378490867,822.0,2238.0,1,0-1,0,1,1
10963.0,-0.252543265736152,2736.0,-0.1136189640405676,49,-0.3362573377986121,196,-0.3502820493709179,21991.0,-0.1437116701311046,15172.0,26176.0,1,0-2,0,2,2
4323.0,-0.3377170358983083,1004.0,-0.1198511819724569,1958,-0.0116541188162742,2300,-0.0775743680046638,6369.0,-0.2225704484468046,1128.0,1250.0,1,0-1,0,1,1
6785.0,-0.3354929041451738,436.0,-0.123512723073805,2446,0.0300188015052369,2645,-0.0738627969755212,7728.0,-0.219056271741157,2592.0,2268.0,1,0-1,0,1,1
4796.0,-0.3179980127101919,2272.0,-0.1112183390200691,1712,0.1398361198367667,2110,0.1668325842643778,5750.0,-0.1959100509540168,2882.0,2812.0,1,0-1,0,1,1
5466.0,-0.3411620225811525,1388.0,-0.1203450558463048,1792,0.1687974889910245,2634,0.191143374505262,5768.0,-0.1953916996861687,174.0,437.0,1,0-1,0,1,1
7564.0,-0.3057532003953807,2576.0,-0.11709778989921,1006,-0.1997064479400752,2277,-0.0907504451581201,6851.0,-0.2215378274171544,1403.0,3584.0,1,0-1,0,1,1
5533.0,-0.3236308681284564,1464.0,-0.1208497840910064,2893,0.141015542110017,3924,0.1263764600467232,11350.0,-0.1981385532551592,1945.0,1497.0,1,0-1,0,1,1
5091.0,-0.3525929316094905,1443.0,-0.1163361748776352,2020,0.0273978631202362,3356,0.0793322972523405,9005.0,-0.2037996021410283,1749.0,3340.0,1,0-1,0,1,1
146651.0,0.6496282350774119,10445.0,-0.0897483934712555,435,-0.2669335175153434,193,-0.3439723786213755,100661.0,0.187922940628461,95467.0,109773.0,1,0-2,0,2,2
3054.0,-0.3346024455990819,2882.0,-0.1124611644828291,2687,0.1402292605945168,4035,0.1528214036293644,11452.0,-0.1908653094811011,480.0,3654.0,1,0-1,0,1,1
2416.0,-0.3498167961422628,877.0,-0.1215860722472557,2252,0.0475790886847417,3768,0.0850852323475115,9977.0,-0.2049873204004283,278.0,2235.0,1,0-1,0,1,1
3073.0,10218.0,554.0,3088.0,162,284.0,0,0.0,2839.0,3735.0,66.0,461.0,0,4-2,4,2,-1
357479.0,2.150490070679013,226452.0,0.5856575966591255,675,-0.2603811715528416,174,-0.33979686121359,255101.0,0.8415720523970566,93886.0,98375.0,1,1-1,1,1,3
109390.0,0.4216668180536967,48544.0,0.0269252388362254,575,-0.2833143824215978,253,-0.343230064415547,16064.0,-0.1799840143623362,4136.0,6649.0,1,0-2,0,2,2
28213.0,-0.15429869230014,5571.0,-0.1085192188010912,396,-0.3095237662716049,76,-0.349632524440818,29940.0,-0.1153288770868845,15797.0,27649.0,1,0-2,0,2,2
712.0,-0.3707687619326603,870.0,-0.1203975186387648,1134,-0.1175400295703029,1374,-0.1620126089176584,3760.0,-0.2324354485601034,191.0,1080.0,1,0-1,0,1,1
33336.0,-0.1446889926058904,4516.0,-0.1115132160949307,0,-0.3324569771403611,422,-0.3398896504893186,26812.0,-0.1366710722016712,18925.0,24450.0,1,0-2,0,2,2
364.0,-0.3772598421034931,399.0,-0.1233788524999415,1262,-0.0353736112005307,1598,-0.076460896695921,4398.0,-0.2198929804805968,322.0,392.0,1,0-1,0,1,1
2663.0,-0.334384867492797,1520.0,-0.1175717640931592,2738,0.181640087077528,3586,0.1126436472388955,10208.0,-0.1949264079969192,428.0,1928.0,1,0-1,0,1,1
9004.0,-0.3280710731863445,1292.0,-0.1193699715312719,789,-0.1686483280778168,667,-0.1935609626653707,2629.0,-0.2337660195311152,1412.0,1573.0,1,0-2,0,2,2
8211.0,-0.3417623769855312,1747.0,-0.119521932723225,1598,-0.1011591646640485,2733,-0.0376749794413806,6574.0,-0.2219010814552526,1795.0,1313.0,1,0-1,0,1,1
1812.0,-0.3672270738692451,978.0,-0.1223368328979768,1235,-0.1505638532213118,1318,-0.2127683427411838,5423.0,-0.2293865635437053,1147.0,1496.0,1,0-2,0,2,2
45098.0,-0.0701080528404562,14116.0,-0.0890880859109828,67,-0.3213179890041081,84,-0.3473127925476039,38147.0,-0.0872399524779798,27081.0,30570.0,1,0-2,0,2,2
12341.0,-0.3136665967054463,2180.0,-0.1209112921925113,3491,0.2507018135222967,5066,0.2037627160043469,13674.0,-0.1962120824014244,3752.0,2618.0,1,0-1,0,1,1
7067.0,-0.3283772942248196,962.0,-0.1221215545427098,1958,-0.0323595320577798,2915,-0.0282104733170669,8829.0,-0.2109463192276589,2222.0,2711.0,1,0-1,0,1,1
33223.0,-0.1414656132535215,3546.0,-0.1185649390262818,5274,0.4679776056388555,7947,0.4617169025297591,23327.0,-0.1546541878405602,6838.0,8258.0,1,0-0,0,0,0
278060.0,1.2983172128448803,106124.0,0.1932956080978232,659,-0.2806934440365971,5644,0.1639561167167923,147352.0,0.3579952160612493,138088.0,149031.0,1,1-1,1,1,3
100485.0,0.2793264150772789,23327.0,-0.0548751089798096,276,-0.3152898307186065,128,-0.3488902102349895,35683.0,-0.1059087611326049,29570.0,34658.0,1,0-2,0,2,2
38610.0,-0.1177173658749441,4674.0,-0.110416924638697,139,-0.3294428979976103,98,-0.3495397351650894,26308.0,-0.1433524975990524,20107.0,23606.0,1,0-2,0,2,2
2050.0,-0.3595876648041309,1122.0,-0.1210578261990376,1930,-0.0007772245185213,2634,-0.0043636294548256,8646.0,-0.2051383361241321,1258.0,1985.0,1,0-1,0,1,1
81431.0,0.2126709592944816,94901.0,0.155260083564304,6766,0.6885295707366653,9283,0.5351132196310545,26922.0,-0.1463891380973123,7587.0,7909.0,1,0-0,0,0,0
27051.0,-0.1940993688535144,4785.0,-0.1125371450788057,0,-0.3261667250163594,130,-0.3485190531320752,34927.0,-0.100517091645775,18381.0,27361.0,1,0-2,0,2,2
10186.0,-0.2771739132124404,2809.0,-0.11699286431429,4318,0.3205498214825656,6143,0.333389334197153,18758.0,-0.1633028991521366,3289.0,6206.0,1,0-1,0,1,1
10386.0,-0.3263586529053986,2113.0,-0.1166509516323953,2263,-0.0348494235235305,3364,-0.0109516680315537,10211.0,-0.2126034106823545,2750.0,3766.0,1,0-1,0,1,1
