FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status,SOM_Cluster,SOM_X,SOM_Y,HDBSCAN_Cluster
6027.0,-0.2351776904086582,1186.0,-0.1256686229340735,6071.0,0.0823065547922158,7751,0.6877469590616623,19674.0,-0.1092380649709402,2322.0,5932.0,1,4-1,4,1,5
157545.0,0.7642626968017923,11421.0,-0.0973862599479632,315.0,-0.1151237284612882,49,-0.5612134127252888,210645.0,0.5847762872184442,81662.0,99862.0,1,2-1,2,1,3
5161.0,-0.2769731367097019,2164.0,-0.124230098946925,5124.0,0.0352236591009123,6722,0.4207098706150826,24963.0,-0.1014796095796722,4370.0,9247.0,1,4-0,4,0,6
2994.0,-0.2954805849301622,281.0,-0.1285211359391103,210.0,-0.1216886136237254,112,-0.5603446462724329,1370.0,-0.1875128955625488,1494.0,3032.0,1,2-0,2,0,0
157697.0,0.8438596156389526,9152.0,-0.1094355124830465,759.0,-0.0990685531692929,137,-0.5545890685222626,247007.0,0.7128814596321988,83821.0,100713.0,1,2-1,2,1,3
3443.0,-0.2854421938900157,715.0,-0.1256634576773871,1299.0,-0.0886338409637349,2129,-0.2731087377969537,8224.0,-0.1664133323767017,0.0,1746.0,1,3-1,3,1,4
3812.0,-0.2738993806095429,794.0,-0.1264511593220555,1887.0,-0.065276670596327,2802,-0.1418164076091071,9279.0,-0.1598636564231876,500.0,3041.0,1,3-1,3,1,4
13181.0,-0.2103585417738341,1895.0,-0.1260818434689815,4684.0,-0.0085883113515628,6176,0.1979798712641534,18647.0,-0.1315654935856637,5447.0,6884.0,1,3-0,3,0,2
111722.0,0.3670226770750351,5827.0,-0.1169767872451178,586.0,-0.1151928325156297,207,-0.5526343440033369,135957.0,0.2187546924680304,46060.0,48110.0,1,2-1,2,1,3
9127.0,-0.2610965182445329,3553.0,-0.1210069787746425,12066.0,0.2193398945512983,16022,1.487989457948545,69871.0,0.0390346380621826,9399.0,22685.0,1,4-1,4,1,5
1759.0,-0.2994401937200565,1165.0,-0.1239008138331701,2886.0,-0.0093023865797577,4091,0.2052557903068215,12001.0,-0.134088025412345,746.0,2865.0,1,4-0,4,0,6
162356.0,0.6718781889218587,7511.0,-0.1130473182209769,299.0,-0.1167822257654829,253,-0.5564351972345813,256145.0,0.5870029861827278,107906.0,108421.0,1,2-1,2,1,3
93956.0,0.2289900273598213,13900.0,-0.098999111348276,255.0,-0.1202374284825551,383,-0.551331194324053,73961.0,0.0368302060875418,56111.0,60106.0,1,2-1,2,1,3
3246.0,-0.2992683688448923,1608.0,-0.1215196305007627,1517.0,-0.0814239846274443,1660,-0.3389177966007875,4537.0,-0.1786697196758226,0.0,1199.0,1,3-1,3,1,4
2165.0,-0.3026094080841955,0.0,-0.1292985070704061,58.0,-0.1222184113736764,241,-0.5573039636874373,5497.0,-0.1765225456745491,901.0,1054.0,1,2-0,2,0,0
360944.0,1.7690983850923976,22778.0,-0.0869743937824529,1603.0,-0.0931025698111482,494,-0.5418833591492452,577692.0,1.4608805377113785,184905.0,186009.0,1,1-0,1,0,1
3043.0,-0.2968590022620348,1903.0,-0.1240273626219857,4101.0,-0.0154526474161462,5338,0.0776557175436124,9680.0,-0.1662829114373651,1958.0,3665.0,1,3-0,3,0,2
17657.0,-0.2000910509001354,3383.0,-0.1224054720224718,2990.0,-0.0509030272933067,7148,0.2243686522696511,20374.0,-0.1379179476309127,6137.0,7019.0,1,4-0,4,0,6
8676.0,-0.2512986820296162,829.0,-0.1268023967767274,3222.0,-0.0404452804029683,4773,0.0073942306688922,13876.0,-0.1546118278659987,1381.0,2571.0,1,3-0,3,0,2
1036.0,-0.3190816861166003,2518.0,-0.1069264890476519,218.0,-0.1202143937977746,143,-0.5700096730604547,2561.0,-0.183180375577757,14658.0,31057.0,1,2-0,2,0,0
25129.0,-0.1359354608443948,41652.0,-0.0309184455938378,201.0,-0.1201452897434331,377,-0.5527429398099438,38931.0,-0.0682604420310816,14661.0,29256.0,1,2-0,2,0,0
2401.0,-0.2927504785803316,581.0,-0.1273460400429657,481.0,-0.0942082346806113,883,-0.2913528333069274,3524.0,-0.1714234050463397,2339.0,3156.0,1,3-1,3,1,4
5666.0,-0.2699168618362935,1249.0,-0.125964333879367,2929.0,-0.02425189700229,4090,0.032914245221534,12617.0,-0.146054941846109,836.0,1029.0,1,3-0,3,0,2
57305.0,0.006091162635746,4552.0,-0.1237871781860704,637.0,-0.1127050865593377,74,-0.5545890685222626,56593.0,-0.0306960305036177,46827.0,48741.0,1,2-0,2,0,0
