FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status,SOM_Cluster,SOM_X,SOM_Y,HDBSCAN_Cluster
4629.0,-0.3115862015162955,1713.0,-0.1007590165173671,1097.0,-0.1244105503864761,2698,0.0224555310095663,7274.0,-0.2181663181966175,1289.0,3977.0,1,0-1,0,1,5
4890.0,-0.3359141454031936,1198.0,-0.1036761744313055,331.0,-0.1580351649332227,820,-0.2233011875762605,2103.0,-0.2323138825932686,399.0,557.0,1,0-0,0,0,1
1067.0,-0.3594799783422872,154.0,-0.1059609050190535,820.0,-0.085973252459947,1116,-0.11760462670005,3679.0,-0.2266886002982651,132.0,93.0,1,0-1,0,1,5
47040.0,-0.0387760278206568,7985.0,-0.0795709636522818,1694.0,-0.0873208038062861,212,-0.6053722689562141,55238.0,0.0170420837183864,43105.0,53010.0,1,0-0,0,0,1
11421.0,-0.3061024087745516,1395.0,-0.1021385420585625,5058.0,0.2409683718066063,6424,0.8903399268636892,15330.0,-0.1763285383185629,5700.0,5813.0,1,0-1,0,1,5
25794.0,-0.1597600763838516,4394.0,-0.0913785903247804,565.0,-0.1798526629215697,320,-0.6061865721987119,26238.0,-0.1294210087788811,16858.0,31374.0,1,0-0,0,0,1
5318.0,-0.3224132860987915,1194.0,-0.1023522468968082,2663.0,0.0440333679059091,3569,0.2538805125274325,6669.0,-0.2249314711541784,1574.0,1671.0,1,0-1,0,1,5
7844.0,-0.301295574919405,1568.0,-0.1009153859112054,1668.0,-0.0867432818007122,2596,-0.0998528160135986,7724.0,-0.2245652311218044,448.0,2973.0,1,0-1,0,1,5
1552.0,-0.3516630191234659,58.0,-0.1040375614748428,2612.0,0.0719469315086472,3070,0.2605577991159142,8313.0,-0.2029652993248231,340.0,1116.0,1,0-1,0,1,5
4776.0,-0.2983109951740925,913.0,-0.1030228978526034,2092.0,-0.0461242340753484,2730,-0.0749351367931668,9314.0,-0.2141582531232207,358.0,2454.0,1,0-1,0,1,5
9284.0,-0.3196756473309799,3881.0,-0.0923289687517752,6009.0,0.2862717646882917,718,-0.5050501094804888,18228.0,-0.169921395280289,6651.0,17385.0,1,0-0,0,0,1
11037.0,-0.275549849213407,1043.0,-0.1027744442601715,1716.0,-0.0779521134936429,3446,0.0434645546660088,10684.0,-0.211030810150139,2661.0,4630.0,1,0-1,0,1,5
34578.0,-0.0631933813718224,7194.0,-0.0847450531506192,109.0,-0.2044294327143253,136,-0.6201925879696735,33769.0,-0.09882967843429,15748.0,36908.0,1,0-0,0,0,1
9482.0,-0.315102981644153,1556.0,-0.1001978241372587,1064.0,-0.1398753063135103,3172,-0.0107680412843426,7376.0,-0.2263223602658911,1439.0,2838.0,1,0-1,0,1,5
12201.0,-0.3330189753221487,2245.0,-0.1042460539999605,1417.0,-0.0825722895382341,3196,-0.0312884829952864,10505.0,-0.2105740388738073,3245.0,3147.0,1,0-1,0,1,5
