FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status,SOM_Cluster,SOM_X,SOM_Y,HDBSCAN_Cluster
119189.0,0.6835891227700891,16386.0,-0.0557293405286906,638,-0.3656371304389217,431,-0.5980757685593173,134525.0,0.5461585590467632,55553.0,66919.0,1,4-3,4,3,5
4906.0,-0.3430364161637953,394.0,-0.1147453526060541,1993,0.1354676673966869,2824,0.1679423680278108,8033.0,-0.2480042189917656,2756.0,3762.0,1,5-4,5,4,2
5813.0,-0.3449630362459565,616.0,-0.1128526712838514,892,-0.1806758731312594,1811,-0.0557357759244228,4593.0,-0.2684390102852598,123.0,1472.0,1,5-4,5,4,2
37175.0,-0.0617230510194901,7851.0,-0.0917774613511558,813,-0.3600671652655862,54,-0.626062038703104,43757.0,-0.0148147580452858,25800.0,33399.0,1,5-3,5,3,9
21515.0,-0.1563528334951103,7362.0,-0.0840517570390324,207,-0.416150952528138,134,-0.6421753457555871,32927.0,-0.0734475969920463,16129.0,32518.0,1,5-3,5,3,9
8081.0,-0.3463690932418513,254.0,-0.1143327209564848,1667,-0.0913643625932915,2167,0.0490007199167178,6758.0,-0.2596646111451448,2189.0,2260.0,1,5-4,5,4,2
9799.0,-0.2841752210074066,4100.0,-0.0997588810517446,88,-0.4278670861686026,270,-0.6173693335826854,18808.0,-0.1870919970281595,12780.0,16125.0,1,5-3,5,3,9
1998.0,-0.3420489562888158,0.0,-0.116992548444084,161,-0.4249860696996358,182,-0.6222457291380421,1031.0,-0.2889902216790768,539.0,884.0,1,5-3,5,3,9
7394.0,-0.3427841845652951,1725.0,-0.1080541332745411,1939,0.0065901973515763,2994,0.1342316335364315,8135.0,-0.2528693537105165,2595.0,2573.0,1,5-4,5,4,2
1585.0,-0.3734276404681926,691.0,-0.1108456929319557,161,-0.4209526466430825,264,-0.6146131100079185,2935.0,-0.2835858780746205,629.0,1277.0,1,5-3,5,3,9
3359.0,-0.3776672779748982,0.0,-0.1154253230708373,61,-0.4303639671083737,250,-0.5921392870136657,4604.0,-0.2881936630979211,1512.0,1688.0,1,5-3,5,3,9
723615.0,4.61324472817845,685474.0,2.0163905693407305,1118,-0.2056446825289708,166,-0.5900191150330758,374855.0,1.3533542609477396,251611.0,176264.0,1,5-2,5,2,8
82493.0,0.4105940337465354,7418.0,-0.0908669595891954,273,-0.3931028207764043,64,-0.6305143998623427,86954.0,0.2561315796479739,66876.0,77371.0,1,5-3,5,3,9
21330.0,-0.1871411884014015,4255.0,-0.1003381151513747,2002,-0.06120972355144,3908,0.2758591218398363,10948.0,-0.2382800769279649,4370.0,5458.0,1,5-4,5,4,2
7930.0,-0.2833165602465549,1423.0,-0.1070603302875503,8882,2.0121617952815978,16029,4.278319786797436,18277.0,-0.1587467662864191,7178.0,15128.0,1,3-5,3,5,1
4502.0,-0.3693060688161041,1513.0,-0.1077306145633764,2056,0.066323272141486,3030,0.183631640684176,9917.0,-0.2385741908656224,977.0,2263.0,1,5-4,5,4,2
3559.0,-0.3502116001466629,2047.0,-0.1075388280220273,2569,0.1669667807907228,2935,0.1282951519907798,7512.0,-0.2560923522773465,1082.0,1575.0,1,5-4,5,4,2
4923.0,-0.3490899745278003,2492.0,-0.1064113556274296,1024,-0.0091593593454416,1437,0.0335234644584116,4830.0,-0.25319410451668,2348.0,2132.0,1,5-4,5,4,2
4191.0,-0.3547410356601559,0.0,-0.1114752952141624,1206,-0.0126165791082016,1397,0.0350075848448245,3666.0,-0.255798238339689,349.0,903.0,1,5-4,5,4,2
107859.0,0.5654696018554177,8306.0,-0.0890401443519005,287,-0.3990569214789355,65,-0.6349667610215814,117002.0,0.4021836591897216,76464.0,68724.0,1,5-3,5,3,9
50565.0,-0.0016221643896217,25149.0,-0.0395243464035873,580,-0.3596830297363906,355,-0.6175813507807444,44247.0,-0.022228880223735,46811.0,40148.0,1,5-3,5,3,9
767.0,-0.3926670081410275,357.0,-0.111851119345695,76,-0.4441928461594139,194,-0.6298783482681657,2589.0,-0.2617908098194603,3957.0,11438.0,1,5-3,5,3,9
93128.0,0.4851740874562668,9919.0,-0.0802935157237066,143,-0.4053951577106623,321,-0.6216096775438652,89281.0,0.22116878530894,23165.0,33953.0,1,5-3,5,3,9
134925.0,0.6368189444524444,301953.0,0.7840031876738661,327,-0.3948314306577843,1,-0.643235431745882,19631.0,-0.1942120052689512,16064.0,16015.0,1,5-3,5,3,9
4833.0,-0.3138956165923884,866.0,-0.1132362443665496,2374,0.2864329303705422,3020,0.3922565635742214,9008.0,-0.2271098746706815,1752.0,2134.0,1,5-5,5,5,4
14142.0,-0.2718802722379604,2365.0,-0.1037534653776218,260,-0.4226812565244625,117,-0.64577963812259,20300.0,-0.1792489586906265,13448.0,14750.0,1,5-3,5,3,9
3921.0,-0.3633974094554928,3391.0,-0.1039413774433881,2850,0.2153678574693635,6421,1.0673193221940431,22221.0,-0.1607687996078143,11184.0,13578.0,1,4-5,4,5,3
385276.0,2.827074713343868,28626.0,-0.0292453626823921,964,-0.3495034382127082,111,-0.6063444392836179,451660.0,2.3339730207137137,228895.0,227135.0,1,5-2,5,2,8
