FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,SOM_Cluster,Final_Cluster
195108.0,335102.0,26065.0,47224.0,672,1002,0,81,390973.0,433134.0,207359.0,201157.0,5303.2,8,-1
1840.0,11455.0,90.0,1051.0,113,0,84,0,2572.0,8175.0,31.0,3336.0,5303.2,6,1
36756.0,70900.0,8314.0,14818.0,360,227,297,121,91437.0,104133.0,38587.0,58154.0,5303.3,0,0
30318.0,60575.0,6613.0,12439.0,225,104,0,0,33130.0,39124.0,23308.0,33023.0,5303.4,22,3
1933.0,10247.0,2099.0,7882.0,589,1597,744,2377,2367.0,7343.0,1109.0,1712.0,5303.4,11,4
13318.0,21009.0,2260.0,4982.0,2693,3126,4052,5269,12958.0,16555.0,4089.0,3786.0,5303.4,13,5
8645.0,14240.0,1098.0,2230.0,1869,2379,2518,3178,7394.0,8862.0,1213.0,1821.0,5303.5,11,4
1795.0,6636.0,2439.0,6139.0,1772,2300,2337,3066,7464.0,9874.0,1254.0,1849.0,5303.5,11,4
3842.0,10328.0,1644.0,4006.0,3345,4501,4211,5301,14544.0,17581.0,2128.0,2823.0,5303.6,13,5
21571.0,45593.0,2150.0,6033.0,3394,4543,5455,6885,16613.0,20090.0,5313.0,7406.0,5303.6,7,2
5049.0,11557.0,1285.0,4563.0,4957,7183,6772,9580,16897.0,23446.0,2771.0,4296.0,5303.6,7,2
2566.0,8391.0,490.0,1492.0,1272,2516,1608,2697,4658.0,7431.0,1243.0,1317.0,5303.7,11,4
2700.0,6675.0,506.0,2614.0,447,1305,639,1749,1844.0,5551.0,1900.0,2574.0,5303.7,19,6
4488.0,15350.0,1129.0,3434.0,1321,1988,1786,2795,4959.0,7856.0,1.0,127.0,5303.7,11,4
8095.0,16018.0,2633.0,7640.0,1185,1282,2992,3531,9069.0,11328.0,2713.0,4484.0,5303.7,4,0
4385.0,11436.0,1867.0,3780.0,1954,2539,2317,3173,7077.0,9575.0,539.0,941.0,5303.8,11,4
1122880.0,1174740.0,2340660.0,2800400.0,5758,3480,1564,854,278851.0,279013.0,140204.0,138902.0,5303.8,16,6
2210.0,11842.0,1095.0,5189.0,1205,1870,1217,1894,3911.0,6270.0,0.0,163.0,5303.8,19,6
1575.0,9808.0,451.0,2556.0,550,1701,639,2391,1615.0,6558.0,526.0,1828.0,5303.8,11,4
110634.0,193906.0,9938.0,16201.0,1481,1207,1338,1559,30569.0,34766.0,25544.0,29442.0,5303.9,20,3
4026.0,8011.0,2008.0,4150.0,2391,3566,3115,4698,7986.0,11745.0,2359.0,2311.0,5303.9,4,0
2746.0,5460.0,683.0,2162.0,303,1678,419,1883,1236.0,4747.0,0.0,262.0,5303.9,19,6
14210.0,32079.0,3070.0,6500.0,179,119,275,164,16267.0,18893.0,8767.0,13381.0,5304.0,6,1
2831.0,14192.0,772.0,3046.0,635,1227,1191,2162,3590.0,7067.0,1254.0,2162.0,5304.0,19,6
3630.0,11145.0,1788.0,4605.0,1884,2509,2408,2846,6904.0,8580.0,544.0,1443.0,5304.0,11,4
