FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status,SOM_Cluster,SOM_X,SOM_Y,HDBSCAN_Cluster
8500.0,-0.4076935659474642,605.0,-0.1181293650864827,2749,0.274110861144328,3684,0.1535261261752781,9047.0,-0.2529003032376952,819.0,2715.0,1,5-4,5,4,6
6443.0,-0.3956423854267967,1457.0,-0.1181667259589754,2455,0.0345440366895902,3356,0.0723573610243467,10903.0,-0.2372281011864513,1920.0,2619.0,1,5-4,5,4,6
8047.0,-0.3599793548037838,1249.0,-0.1156348083692769,5800,1.2523215431162429,6525,0.807100644082034,14806.0,-0.2092237676914777,1296.0,3356.0,1,5-3,5,3,7
2818.0,-0.4245584861733145,659.0,-0.1183362868418269,1686,0.4151918379301089,2080,0.2594377862792815,4149.0,-0.2620741366239796,2338.0,3303.0,1,5-4,5,4,6
7686.0,-0.4047456913827518,743.0,-0.1204342435279562,442,-0.2813493197085891,453,-0.2634821765703989,1109.0,-0.2942762799471045,9.0,458.0,1,5-4,5,4,6
5130.0,-0.3638361172848593,374.0,-0.1218137218969179,1224,-0.3517667007918933,1712,-0.2115824456932235,5024.0,-0.2780076367159474,440.0,1522.0,1,5-4,5,4,6
4868.0,-0.4091602898336587,1450.0,-0.1185202172910218,2977,0.276573007336052,3883,0.2425401994820615,8961.0,-0.2548202757977968,1517.0,2481.0,1,5-4,5,4,6
5821.0,-0.4168497701419378,799.0,-0.1160170388340101,3325,0.526973275034375,4261,0.3083200909426676,7539.0,-0.2579899346396214,516.0,2203.0,1,5-4,5,4,6
12851.0,-0.2965447489585622,2440.0,-0.1095593557193082,445,-0.7154256933095169,57,-0.6107879337775439,26007.0,-0.1265115770179866,16505.0,24239.0,1,5-5,5,5,4
40089.0,-0.0550787169139663,18773.0,-0.0116422567424459,403,-0.6834177928171058,103,-0.6208963115937379,32131.0,-0.0931335925116043,27883.0,35416.0,1,5-5,5,5,4
44965.0,110050.0,5220.0,11486.0,236,235.0,46,0.0,39179.0,49998.0,27975.0,39822.0,0,0-1,0,1,-1
4546.0,-0.4443905166869749,1407.0,-0.1150427822359309,1306,-0.340933257548308,1615,-0.2966738649220809,5099.0,-0.2850399622467339,1263.0,1636.0,1,5-4,5,4,6
23840.0,-0.1954706419420459,3287.0,-0.0998081679987102,320,-0.7176416248820684,282,-0.6029426256216918,25648.0,-0.1272954711401583,16128.0,32195.0,1,5-5,5,5,4
24731.0,-0.2381691382880183,3604.0,-0.0999432419223377,282,-0.7331531458899291,128,-0.6032443682430707,29307.0,-0.1105723965338292,22696.0,34389.0,1,5-5,5,5,4
9424.0,-0.3302553536871653,2612.0,-0.1094329035354867,3865,0.565875184863613,4580,0.3535814841495067,12833.0,-0.2274067030905468,2177.0,4265.0,1,5-3,5,3,7
333.0,-0.465126626186224,511.0,-0.1204974696198669,925,-0.0533545823549537,1150,-0.1041620724823255,2944.0,-0.2677715699901984,358.0,466.0,1,5-4,5,4,6
12288.0,-0.3368724424327513,1953.0,-0.1162641953751157,2673,0.144848186078822,3501,0.1096225747646442,10927.0,-0.2411930149348269,2523.0,3364.0,1,5-4,5,4,6
2578.0,-0.4178452188122403,1333.0,-0.1090851600299776,5496,1.366565126412233,6618,0.9287029204977416,13800.0,-0.2003680362678136,509.0,3000.0,1,5-3,5,3,7
6453.0,-0.3729490411023633,1069.0,-0.1177988650605856,6014,1.3412050206374766,7272,0.975774769432854,15627.0,-0.1976016852714542,0.0,1448.0,1,5-3,5,3,7
243272.0,1.8704364008822647,23753.0,0.0217210023935463,369,-0.6615046917107629,2770,0.0120088367485613,96081.0,0.3783957631512274,86998.0,96446.0,1,4-5,4,5,3
8796.0,-0.3894965718971027,1956.0,-0.1166320562735055,2972,0.2714025003334317,4242,0.246915467492056,10917.0,-0.2384948286447432,2145.0,2100.0,1,5-4,5,4,6
10648.0,-0.3081150364017889,805.0,-0.1182644390101102,2539,0.0749232342338626,3516,0.118674853406012,10747.0,-0.241937146311671,2116.0,4412.0,1,5-4,5,4,6
8429.0,-0.2796894465942607,1045.0,-0.1182012129181994,3629,0.6390009267578135,4533,0.4656788679917781,12031.0,-0.214182750073042,1597.0,2826.0,1,5-3,5,3,7
6601.0,-0.3987393368455157,1014.0,-0.1195950608535045,426,-0.1358364797777052,479,-0.1332802354453919,1497.0,-0.2773089484766205,781.0,862.0,1,5-4,5,4,6
5382.0,-0.4025432010880728,1431.0,-0.1147783822152132,2129,0.0951128330059988,2350,-0.0836435742285584,7697.0,-0.2583250777788108,1676.0,1831.0,1,5-4,5,4,6
5782.0,-0.3676640261812884,1060.0,-0.1166263084469682,3052,0.3270470042663924,3611,0.1654449597197457,9823.0,-0.2388129306073636,2322.0,3366.0,1,5-4,5,4,6
666.0,-0.4553741145757237,619.0,-0.1195260869350564,1614,-0.0728055372695727,2277,-0.0149971278648525,4795.0,-0.2762751170981042,53.0,687.0,1,5-4,5,4,6
22062.0,-0.2165000962185339,8296.0,-0.0712788309806212,82,-0.7437403745143419,301,-0.604602210039276,23748.0,-0.147415420275898,12274.0,23270.0,1,5-5,5,5,4
12040.0,-0.3270093254144396,556.0,-0.1169999171718953,5212,0.9854248959333696,6687,0.7060168659200934,14244.0,-0.2193973501031405,1514.0,2503.0,1,5-3,5,3,7
