FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,SOM_Cluster,Final_Cluster
3566.0,7990.0,406.0,2273.0,2189,2651,2853,3643,7120.0,9292.0,846.0,1422.0,5301.5,4,0
7291.0,13684.0,1575.0,4739.0,2341,3277,3642,4470,11004.0,12839.0,2163.0,4398.0,5301.5,4,0
36212.0,70280.0,7985.0,16056.0,373,159,152,141,36278.0,40480.0,30639.0,38693.0,5301.5,22,1
906.0,3130.0,449.0,2227.0,1655,2559,2227,3478,6107.0,9905.0,168.0,923.0,5301.5,11,5
10375.0,24476.0,3845.0,9122.0,1526,1688,3869,4757,11757.0,13767.0,2459.0,4736.0,5301.5,4,0
3490.0,13619.0,4361.0,11802.0,1392,1724,2114,2772,5614.0,7292.0,136.0,2173.0,5301.5,11,5
27466.0,57116.0,11305.0,22708.0,372,273,171,71,33426.0,39009.0,24149.0,33450.0,5301.5,22,1
2490.0,7167.0,947.0,3007.0,1308,1505,1457,1968,4209.0,5921.0,1521.0,2575.0,5301.6,19,4
239901.0,429506.0,45298.0,78169.0,734,416,206,109,86063.0,88730.0,96985.0,90654.0,5301.6,0,0
8299.0,14238.0,1992.0,3575.0,1683,1890,2271,2619,7231.0,8593.0,1100.0,1104.0,5301.7,11,5
11764.0,13858.0,2447.0,3723.0,4578,5137,5310,6082,14673.0,16423.0,3707.0,4148.0,5301.7,13,6
18905.0,35421.0,1294.0,3590.0,5680,6346,6962,8392,25781.0,29411.0,7063.0,9277.0,5301.7,7,3
9546.0,21265.0,1301.0,5776.0,1167,1457,2710,3080,8585.0,10143.0,3666.0,5120.0,5301.8,11,5
2619.0,14103.0,781.0,2779.0,5661,10068,8884,16113,10526.0,18281.0,3089.0,6662.0,5301.8,21,-1
2067.0,5512.0,0.0,754.0,529,1719,648,2533,1657.0,5810.0,1968.0,2434.0,5302.0,11,5
3353.0,18280.0,736.0,2634.0,3318,5096,4505,7007,10963.0,17047.0,535.0,2224.0,5302.0,7,3
4852.0,12715.0,1879.0,4913.0,1682,1937,2369,2996,6657.0,8239.0,1763.0,2634.0,5302.0,11,5
10253.0,23873.0,3869.0,5870.0,1248,1326,2821,3247,7285.0,8096.0,3116.0,2948.0,5302.0,11,5
1173.0,4809.0,259.0,1597.0,139,20,207,80,5210.0,4646.0,1549.0,1653.0,5302.0,6,2
1902.0,10462.0,451.0,2106.0,151,10,119,2,2921.0,4158.0,785.0,1292.0,5302.0,6,2
319402.0,475534.0,23884.0,40752.0,837,757,0,96,500410.0,487005.0,209387.0,185536.0,5302.0,8,-1
382.0,1928.0,490.0,2654.0,931,2711,899,2923,2497.0,8387.0,1693.0,2733.0,5302.0,11,5
3853.0,10258.0,911.0,3220.0,2740,4154,3169,5264,7995.0,13592.0,656.0,1437.0,5302.0,13,6
58342.0,93702.0,39396.0,70954.0,361,231,381,210,66062.0,74163.0,49618.0,63617.0,5302.0,9,-1
20963.0,36935.0,8960.0,17926.0,171,105,210,145,28468.0,30783.0,20908.0,28101.0,5302.1,6,2
9216.0,15410.0,4140.0,8514.0,6694,7461,8152,9150,22294.0,25894.0,5106.0,4866.0,5302.1,7,3
4324.0,9678.0,2231.0,4247.0,3759,4466,4621,5839,13584.0,15758.0,1942.0,3583.0,5302.1,13,6
2494.0,7582.0,1081.0,4635.0,989,1252,1529,2161,4650.0,6951.0,776.0,1770.0,5302.2,19,4
26814.0,52131.0,2035.0,4380.0,6311,7235,8013,9139,28373.0,30588.0,6760.0,8415.0,5302.2,7,3
8935.0,22157.0,4363.0,10130.0,234,120,98,0,22093.0,27346.0,8782.0,19582.0,5302.2,6,2
3374.0,7332.0,1534.0,3745.0,1329,1566,2009,2565,5801.0,7986.0,1109.0,1522.0,5302.3,11,5
25925.0,51342.0,22150.0,44701.0,194,148,210,140,36312.0,40754.0,25087.0,37772.0,5302.3,22,1
523134.0,591861.0,1427490.0,1731780.0,989,956,617,397,106283.0,102417.0,70249.0,62653.0,5302.3,0,0
204160.0,338688.0,20993.0,31625.0,867,493,3362,3448,91966.0,92069.0,75633.0,73337.0,5302.4,5,2
39632.0,57368.0,3524.0,5430.0,438,174,210,107,36821.0,40118.0,23442.0,41307.0,5302.4,22,1
14058.0,29227.0,3453.0,5928.0,2773,3101,4420,5177,15722.0,17496.0,4366.0,5107.0,5302.4,13,6
16095.0,31694.0,2451.0,4220.0,182,103,471,209,12248.0,13204.0,12710.0,12839.0,5302.4,6,2
35232.0,59223.0,15241.0,29036.0,124,317,143,56,38085.0,39023.0,31844.0,32159.0,5302.5,22,1
6529.0,18870.0,1912.0,4116.0,1510,2156,2834,3589,7859.0,10364.0,3187.0,2929.0,5302.5,4,0
14411.0,33328.0,32418.0,58714.0,4504,5014,6172,6970,13377.0,12234.0,5214.0,5228.0,5302.5,7,3
3672.0,10975.0,1153.0,2378.0,3322,4264,3633,5021,10529.0,13711.0,1143.0,1018.0,5302.5,13,6
23115.0,45295.0,5808.0,10035.0,188,77,197,77,17771.0,17881.0,7312.0,11039.0,5302.5,6,2
5788.0,11682.0,1251.0,3778.0,3461,3528,5076,5547,12557.0,14133.0,3726.0,3015.0,5302.5,13,6
1457.0,7753.0,978.0,4300.0,1184,2199,1388,2822,3919.0,7473.0,1217.0,2073.0,5302.6,11,5
20005.0,21528.0,3462.0,3746.0,4342,5187,5707,6201,16941.0,17768.0,4159.0,5275.0,5302.6,13,6
9492.0,24509.0,2940.0,6029.0,2474,2875,3784,4069,10170.0,10689.0,2809.0,2924.0,5302.6,4,0
35444.0,62001.0,23892.0,40059.0,2524,2730,5350,5663,16846.0,17398.0,6699.0,6467.0,5302.6,13,6
16075.0,25416.0,4638.0,9942.0,491,262,218,198,23390.0,25833.0,12978.0,23474.0,5302.6,6,2
121166.0,225134.0,3208.0,3382.0,303,208,4,65,105859.0,102723.0,68104.0,74529.0,5302.6,0,0
6215.0,15038.0,1445.0,3080.0,3448,3989,4571,5115,12321.0,13793.0,2955.0,3493.0,5302.7,13,6
4687.0,27118.0,813.0,3056.0,1354,2207,2155,3743,6308.0,11387.0,665.0,1631.0,5302.7,4,0
60464.0,104421.0,11919.0,21290.0,339,253,150,90,34303.0,34357.0,22819.0,27746.0,5302.7,6,2
32753.0,46681.0,2737.0,6007.0,16,278,406,168,29308.0,29572.0,25823.0,21714.0,5302.7,6,2
5856.0,8537.0,983.0,3642.0,1806,2163,2423,2728,6685.0,7406.0,1895.0,1739.0,5302.7,11,5
2200.0,10137.0,0.0,584.0,130,19,196,124,1235.0,4610.0,6863.0,18098.0,5302.7,6,2
36199.0,55414.0,3797.0,7246.0,0,34,238,127,39310.0,43047.0,24866.0,36925.0,5302.7,22,1
3316.0,7663.0,2171.0,4561.0,2033,3058,3092,4177,9709.0,11720.0,1774.0,2052.0,5302.8,4,0
98283.0,179847.0,18624.0,29405.0,3352,3634,8230,8991,24590.0,24840.0,11322.0,11915.0,5302.8,7,3
7616.0,17125.0,1187.0,3859.0,2609,3053,3351,4115,9763.0,12119.0,203.0,2550.0,5302.9,4,0
39252.0,70279.0,3718.0,5617.0,363,278,0,0,45219.0,45423.0,22097.0,33417.0,5302.9,15,6
153944.0,253399.0,11959.0,19459.0,276,593,166,114,107631.0,105179.0,93122.0,104251.0,5302.9,0,0
9413.0,21395.0,3764.0,7870.0,3173,3790,4432,5400,14722.0,17555.0,3187.0,3266.0,5303.0,13,6
10201.0,21120.0,2410.0,5927.0,4375,5696,5948,7629,17079.0,22494.0,31.0,1396.0,5303.0,7,3
268603.0,425214.0,25374.0,38220.0,577,417,0,5,227584.0,209815.0,126499.0,122351.0,5303.1,17,4
11077.0,19771.0,1603.0,3910.0,2118,2413,2957,3458,10807.0,12141.0,2671.0,3713.0,5303.2,11,5
3591.0,7992.0,1400.0,3907.0,2863,3611,3217,3792,7876.0,9461.0,1026.0,1332.0,5303.2,4,0
13563.0,15910.0,3918.0,4879.0,1164,1226,2528,3037,6221.0,6631.0,2620.0,3721.0,5303.2,11,5
288742.0,441572.0,53635.0,83933.0,650,377,115,115,272707.0,235065.0,132071.0,112828.0,5303.2,17,4
2722.0,7756.0,2154.0,5707.0,2323,2844,2566,3246,6958.0,8930.0,304.0,693.0,5303.3,11,5
4815.0,14841.0,1077.0,2940.0,2005,2066,2104,2408,6355.0,7808.0,881.0,1170.0,5303.3,11,5
38702.0,64180.0,42683.0,71602.0,1644,1737,4252,4717,11807.0,12285.0,6258.0,5532.0,5303.3,4,0
326823.0,456641.0,49889.0,71746.0,873,640,409,239,208003.0,189966.0,213589.0,178932.0,5303.3,17,4
3669.0,15085.0,813.0,2512.0,2295,2996,3080,4185,9177.0,11628.0,1509.0,2374.0,5303.4,4,0
29088.0,38206.0,4200.0,7309.0,4173,4558,6593,7093,19576.0,20663.0,4361.0,5205.0,5303.4,7,3
17589.0,37165.0,5808.0,10081.0,106,75,439,193,25828.0,28531.0,14871.0,19029.0,5303.4,6,2
4403.0,13495.0,827.0,2254.0,2501,3482,2964,4297,8437.0,11723.0,2718.0,2025.0,5303.4,4,0
325254.0,505014.0,32422.0,52153.0,447,262,155,113,206809.0,194699.0,115427.0,114407.0,5303.4,17,4
7430.0,11592.0,1235.0,3385.0,2148,2226,3460,3610,10553.0,12073.0,3990.0,4423.0,5303.4,4,0
1854.0,9554.0,1277.0,4832.0,571,1149,709,1592,2538.0,5442.0,469.0,1012.0,5303.4,19,4
2639.0,12322.0,791.0,3785.0,559,1140,640,1538,2121.0,5345.0,413.0,575.0,5303.4,19,4
8429.0,18272.0,2389.0,4421.0,2978,3122,4388,4838,12334.0,13320.0,1214.0,3521.0,5303.5,4,0
3005.0,12819.0,386.0,1706.0,462,996,755,1407,1504.0,3971.0,328.0,405.0,5303.5,19,4
29370.0,44862.0,6025.0,9777.0,426,229,0,81,34162.0,32310.0,24302.0,24074.0,5303.5,6,2
3196.0,11678.0,980.0,4170.0,4079,5803,6004,8423,15938.0,22259.0,1055.0,2603.0,5303.5,7,3
29625.0,61198.0,5959.0,11968.0,352,196,54,90,34862.0,37292.0,22696.0,34939.0,5303.6,22,1
1866.0,10521.0,794.0,2708.0,699,1616,888,2314,3518.0,8035.0,1342.0,2243.0,5303.6,19,4
3210.0,19592.0,286.0,1884.0,1030,1749,1303,2479,3876.0,8138.0,548.0,1087.0,5303.6,11,5
659.0,3785.0,1539.0,6213.0,577,837,930,1798,2800.0,5274.0,215.0,483.0,5303.6,19,4
2589.0,14803.0,640.0,2576.0,1265,2323,1813,3316,5687.0,9905.0,580.0,1475.0,5303.6,11,5
1384.0,9736.0,72.0,1351.0,314,1173,504,1633,1316.0,4669.0,328.0,770.0,5303.6,19,4
11812.0,21074.0,719.0,3224.0,53,4,237,159,15047.0,14785.0,9728.0,13329.0,5303.6,6,2
2655.0,7390.0,980.0,3237.0,1570,1809,2127,2319,6157.0,6918.0,1924.0,1797.0,5303.6,11,5
3812.0,12516.0,1707.0,4337.0,2434,3051,5752,7647,14660.0,18946.0,3995.0,6101.0,5303.7,7,3
3166.0,11650.0,1647.0,4761.0,942,1178,1188,1566,3620.0,5066.0,831.0,1223.0,5303.7,19,4
3759.0,12252.0,1292.0,4252.0,10872,16655,16741,25775,31267.0,44727.0,5894.0,12465.0,5303.8,23,1
2666.0,7377.0,267.0,2148.0,2578,3052,3585,4447,8851.0,11264.0,155.0,1254.0,5303.8,4,0
363268.0,149810.0,246206.0,96223.0,3111,2505,5737,6064,16582.0,16746.0,7300.0,6858.0,5303.8,13,6
8466.0,17456.0,3606.0,6687.0,1164,1093,2740,3112,8776.0,9800.0,2373.0,4232.0,5303.8,11,5
4543.0,15372.0,1539.0,3288.0,2319,2875,3080,3815,8221.0,10435.0,1097.0,1997.0,5303.8,4,0
3059.0,13504.0,526.0,1947.0,151,141,241,113,2572.0,4694.0,7491.0,12434.0,5303.8,6,2
403084.0,588045.0,64868.0,98876.0,2139,1655,715,336,488751.0,449783.0,229403.0,216637.0,5303.8,8,-1
4140.0,9496.0,993.0,2575.0,1582,1616,2121,2265,6885.0,8048.0,2240.0,3535.0,5303.9,19,4
2436.0,11955.0,592.0,3931.0,285,268,79,14,3194.0,4587.0,627.0,1046.0,5303.9,6,2
455447.0,648580.0,226658.0,346606.0,1067,719,0,56,266675.0,242810.0,129424.0,127653.0,5303.9,17,4
15104.0,30911.0,1077.0,1785.0,149,169,0,0,22584.0,22326.0,15161.0,14486.0,5303.9,6,2
14824.0,22057.0,8057.0,13105.0,408,275,238,121,17786.0,18867.0,18630.0,17485.0,5303.9,6,2
270448.0,416785.0,19640.0,30537.0,563,265,76,152,247848.0,226861.0,112464.0,115932.0,5303.9,17,4
12158.0,20290.0,1967.0,3319.0,2993,2875,4229,4794,12850.0,12095.0,3511.0,3502.0,5303.9,4,0
93443.0,157091.0,6720.0,9676.0,536,226,139,67,31533.0,28977.0,22732.0,23116.0,5304.0,6,2
1579.0,10224.0,1400.0,6524.0,605,1516,790,2084,2151.0,6262.0,600.0,1654.0,5304.0,19,4
5394.0,8561.0,2612.0,6254.0,3276,3488,3065,3273,9192.0,8992.0,2353.0,1683.0,5304.0,11,5
14923.0,13057.0,3113.0,3155.0,3404,3391,4934,5557,13568.0,12558.0,3086.0,4206.0,5304.0,13,6
13035.0,13176.0,4938.0,7810.0,2915,2717,4655,5201,14182.0,15255.0,2888.0,3522.0,5304.1,13,6
3055.0,6773.0,1879.0,5355.0,3858,4544,5285,5867,13003.0,15115.0,1147.0,2505.0,5304.1,13,6
2377.0,12147.0,3155.0,9187.0,1591,2493,2209,3330,5935.0,9099.0,0.0,469.0,5304.1,11,5
8865.0,16911.0,3517.0,7368.0,1149,1049,3430,3597,8884.0,10089.0,3742.0,4404.0,5304.1,4,0
4337.0,21116.0,2147.0,6071.0,1990,2947,2255,3385,7248.0,10628.0,1622.0,2993.0,5304.2,11,5
18017.0,37239.0,3968.0,7682.0,281,209,166,157,29187.0,31297.0,17250.0,21332.0,5304.2,6,2
3002.0,9690.0,2023.0,5413.0,1990,2798,2471,3594,7791.0,10583.0,2543.0,2461.0,5304.3,4,0
3471.0,14177.0,791.0,3437.0,2518,3209,3339,4424,7859.0,10501.0,1608.0,1849.0,5304.3,4,0
1545.0,7655.0,3173.0,8655.0,1561,1811,2076,2590,5792.0,7420.0,266.0,1554.0,5304.3,11,5
26283.0,31582.0,2358.0,9466.0,611,303,575,224,31662.0,29385.0,26554.0,21856.0,5304.3,6,2
22483.0,36897.0,1666.0,3159.0,11,51,172,98,24669.0,25923.0,18519.0,23969.0,5304.3,6,2
7915.0,16227.0,1065.0,3396.0,2272,2252,3013,3372,8072.0,9647.0,1231.0,2303.0,5304.4,11,5
13501.0,21568.0,3427.0,5735.0,5070,5495,6195,6636,16326.0,16446.0,3286.0,2348.0,5304.4,13,6
2135.0,11800.0,1756.0,5615.0,1284,1893,1840,2894,5551.0,9081.0,0.0,675.0,5304.4,11,5
21880.0,31311.0,6243.0,9978.0,38,167,254,171,30160.0,29289.0,15597.0,17873.0,5304.4,6,2
16982.0,18086.0,3448.0,5988.0,2350,2484,3172,3694,8847.0,9984.0,972.0,2343.0,5304.5,4,0
161239.0,236795.0,286.0,2088.0,556,436,371,178,204017.0,188024.0,109072.0,104803.0,5304.5,17,4
3259.0,11576.0,1447.0,2881.0,2299,3262,2617,3960,8375.0,12228.0,1664.0,1730.0,5304.5,4,0
89142.0,141790.0,7945.0,12894.0,203,277,76,103,69431.0,64108.0,66348.0,51717.0,5304.6,9,-1
41789.0,68706.0,6184.0,9476.0,550,317,215,129,24686.0,24049.0,22487.0,18091.0,5304.6,6,2
5139.0,10211.0,5961.0,9639.0,2252,2315,3245,3320,8400.0,9171.0,691.0,1680.0,5304.7,11,5
2754.0,13086.0,1352.0,4510.0,1788,2503,2650,3919,8049.0,12292.0,1468.0,1941.0,5304.7,4,0
1705.0,9782.0,0.0,379.0,466,1433,699,2503,1747.0,7132.0,285.0,846.0,5304.7,11,5
2114.0,7834.0,1927.0,5731.0,1451,2325,1671,2997,4195.0,7227.0,419.0,881.0,5304.7,11,5
5278.0,16196.0,2739.0,5778.0,3292,4180,4660,6087,13552.0,15859.0,3498.0,3670.0,5304.7,13,6
7305.0,18590.0,962.0,3250.0,1908,2241,3056,3456,9538.0,10613.0,2506.0,1766.0,5304.8,11,5
2736.0,7932.0,981.0,2089.0,1021,1690,1205,2452,4003.0,7828.0,1465.0,1543.0,5304.8,11,5
1323.0,8445.0,324.0,2189.0,535,1268,620,1962,2182.0,6337.0,488.0,833.0,5304.8,19,4
4178.0,10051.0,2022.0,5049.0,2498,2622,2887,3334,9263.0,11044.0,722.0,1624.0,5304.8,11,5
2567.0,9403.0,1539.0,4184.0,768,882,1715,2464,4618.0,6920.0,1331.0,2868.0,5304.8,11,5
2840.0,16226.0,623.0,2584.0,80,0,115,21,13364.0,20971.0,1876.0,2730.0,5304.9,6,2
2061.0,14084.0,68.0,1251.0,160,41,128,26,6752.0,14851.0,1267.0,2628.0,5304.9,6,2
5401.0,9372.0,478.0,1897.0,65,17,89,34,5049.0,4200.0,6082.0,4423.0,5304.9,6,2
1022940.0,1091900.0,94844.0,117686.0,4245,3121,649,426,1962400.0,1320950.0,869478.0,586537.0,5304.9,1,0
2627.0,9973.0,85.0,949.0,122,25,19,0,2845.0,7839.0,31727.0,68821.0,5305.0,6,2
473480.0,601933.0,62389.0,90002.0,1869,1586,0,35,834822.0,709921.0,340257.0,318170.0,5305.0,10,5
1971.0,7896.0,676.0,2816.0,133,10,0,0,2606.0,4886.0,2122.0,2722.0,5305.0,6,2
2662.0,13175.0,274.0,1361.0,162,189,92,0,3678.0,5032.0,890.0,1202.0,5305.1,6,2
460.0,2864.0,362.0,2853.0,149,48,115,6,1840.0,4009.0,19047.0,44126.0,5305.1,6,2
434704.0,618975.0,161876.0,244122.0,1330,681,156,110,311924.0,274552.0,191261.0,179537.0,5305.1,16,6
66201.0,98723.0,47066.0,75639.0,281,260,216,162,67316.0,62259.0,53101.0,52098.0,5305.2,9,-1
2829.0,15366.0,1488.0,4783.0,1399,2695,2077,3916,5087.0,9020.0,1179.0,1952.0,5305.3,4,0
5092.0,11170.0,779.0,2849.0,2382,3560,2745,4080,7934.0,11793.0,1888.0,2073.0,5305.4,4,0
5858.0,20968.0,1381.0,3586.0,4287,4927,5749,6508,13926.0,15362.0,875.0,2045.0,5305.4,13,6
43117.0,62039.0,1884.0,4691.0,121,233,298,113,47277.0,42737.0,35385.0,32494.0,5305.4,22,1
8085.0,16438.0,1570.0,3590.0,3460,3826,5219,5860,14238.0,15268.0,2330.0,3892.0,5305.4,13,6
2946.0,9086.0,1035.0,2140.0,1423,1728,2541,3063,6023.0,7750.0,1074.0,1020.0,5305.4,11,5
22498.0,44341.0,2178.0,5467.0,145,93,29,40,26664.0,27510.0,12279.0,21510.0,5305.4,6,2
4319.0,10491.0,1362.0,5052.0,2694,3309,3557,4473,10875.0,13324.0,840.0,1717.0,5305.4,4,0
1701.0,10065.0,600.0,2147.0,650,1457,679,1833,1665.0,4695.0,1391.0,2396.0,5305.4,19,4
59760.0,92632.0,7061.0,12757.0,529,497,532,217,51820.0,50579.0,36398.0,41128.0,5305.4,15,6
335740.0,539352.0,59349.0,86765.0,4044,3940,4776,4620,155286.0,130424.0,78168.0,64876.0,5305.4,24,1
1854.0,8837.0,1023.0,3031.0,632,1119,1845,2933,4090.0,6954.0,415.0,1696.0,5305.4,11,5
2628.0,6381.0,547.0,2107.0,285,707,535,1507,1208.0,4139.0,405.0,456.0,5305.4,19,4
9798.0,16182.0,5220.0,9089.0,2400,2278,3478,3847,11076.0,11490.0,2541.0,2851.0,5305.4,4,0
77984.0,118412.0,13780.0,22716.0,248,148,280,179,97495.0,84197.0,36311.0,33676.0,5305.5,0,0
8024.0,17490.0,760.0,2488.0,1595,1752,2331,2607,7987.0,8585.0,1952.0,3102.0,5305.5,11,5
40733.0,56358.0,15478.0,24200.0,774,449,0,20,43520.0,41670.0,42106.0,37054.0,5305.5,22,1
4647.0,10015.0,5103.0,9069.0,34,6,285,123,4808.0,4089.0,2534.0,1799.0,5305.5,6,2
1298380.0,1527560.0,1440900.0,1812340.0,9814,7254,13884,10530,301415.0,255984.0,212496.0,159954.0,5305.5,24,1
2293.0,14267.0,214.0,1730.0,939,2357,1160,2945,3031.0,7488.0,1143.0,2249.0,5305.6,11,5
2607.0,13377.0,672.0,2007.0,1480,2656,1656,3144,4740.0,8292.0,0.0,446.0,5305.6,11,5
17321.0,36282.0,2034.0,3309.0,294,199,336,190,30181.0,30803.0,18533.0,24310.0,5305.6,6,2
1459.0,3434.0,7336.0,14628.0,382,339,122,94,6961.0,7879.0,2602.0,2149.0,5305.7,6,2
17235.0,28566.0,5961.0,10553.0,352,181,0,59,30381.0,28539.0,20176.0,20941.0,5305.7,6,2
10332.0,20354.0,3568.0,5653.0,3612,3575,5661,5861,15354.0,15656.0,4031.0,4221.0,5305.8,13,6
5958.0,11548.0,3046.0,6159.0,2467,3342,3332,4726,7891.0,10787.0,2420.0,3390.0,5305.8,4,0
2767.0,8546.0,0.0,1495.0,394,1548,646,2108,1772.0,5667.0,526.0,1015.0,5305.8,19,4
2476.0,11800.0,3549.0,8836.0,2032,2569,2262,3140,5635.0,7332.0,851.0,1884.0,5305.9,11,5
13256.0,28295.0,1472.0,3384.0,53,31,196,117,23485.0,27301.0,5372.0,14379.0,5305.9,6,2
31066.0,54642.0,4978.0,10177.0,296,227,272,103,31050.0,30226.0,19935.0,19812.0,5305.9,6,2
68164.0,110439.0,15014.0,23654.0,352,284,79,81,44514.0,38535.0,46751.0,38406.0,5305.9,22,1
12680.0,27943.0,2265.0,4144.0,4629,5186,6681,7528,19888.0,20740.0,5354.0,4595.0,5305.9,7,3
43495.0,86905.0,2399.0,3850.0,258,190,165,83,57772.0,53661.0,30482.0,41520.0,5306.0,15,6
32986.0,51015.0,3901.0,6565.0,95,53,0,44,42249.0,41594.0,22396.0,28854.0,5306.0,22,1
6123.0,13268.0,4188.0,7919.0,73,151,250,152,11908.0,12398.0,8300.0,9196.0,5306.0,6,2
32576.0,47242.0,4306.0,7437.0,514,358,79,141,46617.0,42282.0,39491.0,32949.0,5306.1,22,1
4413.0,11518.0,1788.0,3274.0,3825,4117,5123,5275,14941.0,15775.0,2604.0,2954.0,5306.1,13,6
46152.0,60735.0,4478.0,8902.0,749,351,8,83,44127.0,38988.0,44028.0,34670.0,5306.2,22,1
4284.0,15705.0,1441.0,3380.0,3469,3976,4921,5610,13259.0,15595.0,1086.0,2212.0,5306.3,13,6
6198.0,15956.0,1321.0,3432.0,2029,2083,3321,3773,9418.0,10649.0,805.0,1952.0,5306.4,4,0
1261.0,4910.0,2398.0,6137.0,1592,1903,2457,3222,6888.0,9097.0,1853.0,3680.0,5306.4,11,5
14375.0,28357.0,4432.0,9674.0,1260,1177,4194,4337,10523.0,11458.0,2398.0,4228.0,5306.4,4,0
24765.0,34423.0,25202.0,39252.0,0,101,395,181,29422.0,26145.0,28162.0,22297.0,5306.5,6,2
2068.0,11430.0,920.0,3276.0,1490,2409,1611,2740,5083.0,9095.0,0.0,0.0,5306.5,11,5
16033.0,27174.0,2672.0,4459.0,5526,6305,8077,8402,19480.0,19313.0,2478.0,2143.0,5306.6,7,3
15087.0,17010.0,1927.0,3954.0,3883,3851,4655,4463,12623.0,12267.0,4135.0,4106.0,5306.6,4,0
33861.0,51906.0,9094.0,13538.0,2123,2300,4940,4955,15374.0,15306.0,4490.0,4188.0,5306.7,13,6
16547.0,24162.0,2581.0,4618.0,1360,1196,4394,4368,11685.0,10290.0,5352.0,4214.0,5306.7,4,0
2024.0,11929.0,564.0,4492.0,411,942,567,1439,2001.0,5800.0,1041.0,1809.0,5306.7,19,4
1211.0,7670.0,993.0,5138.0,1558,2790,2137,3905,5907.0,10974.0,0.0,0.0,5306.7,4,0
13681.0,11683.0,2077.0,6087.0,783,1336,1205,2085,3306.0,6451.0,434.0,869.0,5306.7,19,4
6955.0,12650.0,3503.0,7661.0,2352,2620,2967,3089,9345.0,9601.0,875.0,1776.0,5306.7,11,5
9892.0,21445.0,1719.0,4368.0,6355,6810,7954,8022,20251.0,20772.0,5193.0,5059.0,5306.8,7,3
15667.0,28875.0,33907.0,58711.0,1226,1327,3585,3282,9646.0,9677.0,3139.0,3418.0,5306.9,11,5
1421.0,6960.0,1144.0,5145.0,762,1739,1148,2390,2833.0,6962.0,1280.0,2858.0,5306.9,11,5
6295.0,18220.0,1974.0,3903.0,6036,7205,8592,10149,5107.0,5863.0,1182.0,1787.0,5306.9,21,-1
