FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Time,SOM_Cluster,Final_Cluster
6496.0,13347.0,3086.0,5778.0,5184,6361,6421,7988,27747.0,31374.0,7587.0,8464.0,5748.4,7,2
60067.0,111940.0,23034.0,41684.0,7772,9859,12397,15576,31079.0,38985.0,8229.0,9691.0,5748.4,21,4
12236.0,23648.0,1896.0,4571.0,3310,4372,4962,6393,13402.0,16761.0,2478.0,3610.0,5748.4,13,7
4255.0,14176.0,1239.0,4046.0,3346,4717,4182,5954,9477.0,13292.0,1001.0,2883.0,5748.5,13,7
55303.0,83009.0,6191.0,10838.0,242,165,0,32,42156.0,49939.0,39406.0,44363.0,5748.5,15,3
22633.0,51832.0,4160.0,10178.0,351,302,0,20,26923.0,33059.0,14282.0,30482.0,5748.5,6,1
2788.0,12829.0,1127.0,3885.0,989,1219,1495,2002,4940.0,7243.0,910.0,2041.0,5748.5,19,4
10308.0,11077.0,1476.0,3342.0,3922,5127,5072,6153,12452.0,14928.0,2326.0,2557.0,5748.6,13,7
5215.0,12629.0,3021.0,6774.0,2302,3006,3283,4608,8529.0,12076.0,895.0,1380.0,5748.6,4,0
10084.0,15250.0,1998.0,2698.0,3352,4017,4577,5861,11923.0,14243.0,2059.0,2930.0,5748.7,13,7
3288.0,10903.0,729.0,1883.0,1505,1818,2165,2795,5799.0,7447.0,501.0,2040.0,5748.7,11,6
1589.0,8360.0,460.0,2832.0,805,2485,772,2827,2007.0,8512.0,215.0,141.0,5748.7,11,6
22277.0,18596.0,4411.0,7275.0,427,117,747,251,22784.0,24230.0,18405.0,16908.0,5748.8,6,1
17209.0,39266.0,1998.0,4088.0,352,347,118,93,25549.0,30592.0,16683.0,22413.0,5748.8,6,1
58675.0,110653.0,4521.0,8600.0,284,202,247,152,37994.0,41586.0,35650.0,34928.0,5748.8,22,5
64456.0,118167.0,5597.0,10723.0,0,74,352,160,70599.0,80894.0,62552.0,76250.0,5748.9,0,0
