FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status,SOM_Cluster,SOM_X,SOM_Y,HDBSCAN_Cluster
5915.0,-0.3671591512672797,1752.0,-0.1356836244461095,2796.0,-0.013174685242164,3940.0,0.0719053443006514,10664.0,-0.2192004690998565,1787.0,3827.0,1,0-1,0,1,1
41884.0,-0.0477243339483191,5154.0,-0.1236580202452021,80.0,-0.2227215795204537,105.0,-0.3327874670684099,46555.0,-0.0603236456570019,39277.0,52505.0,1,0-0,0,0,2
3246.0,-0.3518238107862312,324.0,-0.1418580555463895,1368.0,-0.0990216965165562,1716.0,-0.1172411807367686,5013.0,-0.2378710398302615,297.0,770.0,1,0-1,0,1,1
3196.0,-0.3811583352286607,987.0,-0.1390300563167255,1604.0,-0.0734916443999272,2107.0,-0.0830767837677765,5127.0,-0.2405052034732315,752.0,1947.0,1,0-1,0,1,1
53292.0,-0.0196975371634366,5805.0,-0.124672521766124,10.0,-0.2223088535047114,71.0,-0.3283616247337905,40660.0,-0.0884179878698152,47413.0,46589.0,1,0-0,0,0,2
45851.0,-0.0569312240093724,23195.0,-0.0450697310844117,161.0,-0.2226626186610619,302.0,-0.3266534048853409,41018.0,-0.0976579804934116,29321.0,43714.0,1,0-0,0,0,2
16616.0,-0.2676621951112392,1694.0,-0.1327763355184177,0.0,-0.2285587046002372,238.0,-0.3322439425711759,23019.0,-0.173334030577496,10958.0,22618.0,1,0-0,0,0,2
2775.0,-0.3760736301750927,944.0,-0.1378976367833518,1136.0,-0.0410631717344631,1255.0,-0.0559782052628259,3392.0,-0.2379459126986663,0.0,1525.0,1,0-1,0,1,1
11727.0,-0.3499921798124619,1484.0,-0.1355128466349724,3434.0,0.0358217889123825,3894.0,0.0492326081303202,10241.0,-0.2229781456421003,2443.0,2555.0,1,0-1,0,1,1
28485.0,62251.0,4878.0,8770.0,183.0,164.0,0.0,0.0,28391.0,35629.0,27668.0,34401.0,0,4-2,4,2,-1
4469.0,-0.3668667401140394,863.0,-0.1376536684817274,2557.0,-0.0203679100879579,3389.0,0.0256281156790166,9069.0,-0.2261466293005048,2160.0,2935.0,1,0-1,0,1,1
3752.0,-0.3686049619694125,472.0,-0.1416832115968919,2231.0,-0.0514402829874116,2833.0,-0.0427783246157153,7863.0,-0.2285799975236618,486.0,610.0,1,0-1,0,1,1
100265.0,0.383525259356931,26573.0,-0.036756511206557,5182.0,0.2198386310740432,6608.0,0.3436675929176343,18416.0,-0.1905207571886054,4209.0,4872.0,1,1-0,1,0,3
17252.0,-0.2939710763708347,2955.0,-0.1338863912908091,3632.0,0.0458451350089805,5549.0,0.2315462537739419,14578.0,-0.2027148248019924,3308.0,4223.0,1,1-1,1,1,7
11679.0,-0.3437053400177947,1960.0,-0.1374971221548516,3790.0,0.0238527344558567,4453.0,0.1030415333564829,12290.0,-0.2164642060908798,2777.0,2613.0,1,0-1,0,1,1
19439.0,-0.2057847460727709,2217.0,-0.1382229278521845,145.0,-0.2208937928793093,280.0,-0.3251781241071343,22393.0,-0.1661802683326343,21796.0,27501.0,1,0-0,0,0,2
3690.0,-0.392460838554603,890.0,-0.1390097256249235,4261.0,0.1674224270747749,4495.0,0.2004100647181105,10721.0,-0.2125572036850277,1258.0,2945.0,1,1-1,1,1,7
5714.0,-0.3682475705598966,2452.0,-0.1312027399729396,2032.0,-0.0786802000264015,2979.0,-0.0308984320333158,7211.0,-0.2335182035261806,513.0,1019.0,1,0-1,0,1,1
10731.0,-0.34251132780873,3215.0,-0.1277343239515114,3735.0,0.0709035002504755,5354.0,0.1961395150969864,12887.0,-0.2091368749238069,2198.0,3086.0,1,1-1,1,1,7
32480.0,-0.1883334859967471,4413.0,-0.1283686415357351,273.0,-0.2141722549086495,247.0,-0.3295263200850061,40431.0,-0.0931179620183186,26367.0,41980.0,1,0-0,0,0,2
4133.0,-0.37325105029312,846.0,-0.1384079371475831,2754.0,-0.0235517964951125,4148.0,0.0910839944173356,10905.0,-0.216249797422266,1462.0,2454.0,1,0-1,0,1,1
10287.0,-0.3621394264699873,2143.0,-0.1380501169718671,5034.0,0.1147114187785478,5341.0,0.1775043894775362,12722.0,-0.2186763590210226,1602.0,2086.0,1,1-1,1,1,7
103466.0,0.3403864917219474,49963.0,0.0442531633478564,934.0,-0.1801518390396081,234.0,-0.3319333571441851,184500.0,0.4102455256429703,92666.0,87323.0,1,1-0,1,0,3
2177.0,12714.0,2447.0,14492.0,112.0,0.0,103.0,0.0,723.0,7934.0,615.0,2245.0,0,2-5,2,5,0
4747.0,-0.3860805896415397,1239.0,-0.1379830256889204,3527.0,0.0540406944644341,3760.0,0.0654606966905915,9924.0,-0.2209157384487672,1231.0,1248.0,1,0-1,0,1,1
46408.0,-0.0387976712424545,10781.0,-0.0943818240502627,299.0,-0.2155283546746598,0.0,-0.3292157346580153,38502.0,-0.1113426988504949,28947.0,36213.0,1,0-0,0,0,2
4500.0,-0.3921359372732249,985.0,-0.1396948699386523,444.0,-0.2086299341258247,143.0,-0.3364368458355523,3135.0,-0.2471893086344629,2906.0,4927.0,1,0-0,0,0,2
301322.0,1.6234135293522192,26632.0,-0.0519008435298976,1573.0,-0.146072462311175,425.0,-0.3110464871790512,668107.0,2.173719388557592,229354.0,268521.0,1,0-2,0,2,9
35068.0,-0.1416857845228795,5154.0,-0.1260855048463659,533.0,-0.2151745895183093,80.0,-0.3297592591552492,36552.0,-0.1240983129769182,27209.0,30441.0,1,0-0,0,0,2
7658.0,-0.3840946305591157,846.0,-0.1378651076764686,3345.0,0.0097610890612277,4366.0,0.0632089523449079,9215.0,-0.2250847958940362,1460.0,2816.0,1,0-1,0,1,1
4689.0,-0.3490377822984136,1541.0,-0.1321684478335366,2296.0,-0.0519709307219374,3400.0,0.0321504096458242,8794.0,-0.2265175903303287,858.0,1468.0,1,0-1,0,1,1
2609.0,-0.3980328955302383,968.0,-0.1350147446858224,1299.0,-0.0767344916664736,1818.0,-0.0857167598971986,6120.0,-0.2305675318485901,538.0,2296.0,1,0-1,0,1,1
4345.0,-0.3668301887198844,1203.0,-0.1383998048708623,5009.0,0.1956646787234245,5585.0,0.2855881180703477,14473.0,-0.2000670479102215,3495.0,3283.0,1,1-1,1,1,7
1241.0,-0.4038729960630104,605.0,-0.1387393274239564,1949.0,-0.0471361402518137,2259.0,-0.0541146927008809,5290.0,-0.238265824045487,0.0,319.0,1,0-1,0,1,1
7426.0,-0.3524533070189014,705.0,-0.1382961183426719,4348.0,0.086999814864424,5156.0,0.1885301721357109,13044.0,-0.2089803225625968,389.0,2932.0,1,1-1,1,1,7
7298.0,-0.3625496143377273,1934.0,-0.1371088059414326,2377.0,-0.0679493236171024,2574.0,-0.0986837014740661,6768.0,-0.2398381542819885,1415.0,2182.0,1,0-1,0,1,1
19112.0,-0.3077550132333027,1308.0,-0.1363443719296759,5305.0,0.1931883226289709,7777.0,0.4148693020552838,19557.0,-0.1864980421679457,2631.0,4054.0,1,1-1,1,1,7
2558.0,-0.3889194145875812,1512.0,-0.1359743533388787,3485.0,0.0508568080572795,5152.0,0.2104264447385649,13336.0,-0.2029496533438076,468.0,2544.0,1,1-1,1,1,7
72629.0,0.0866832648918033,9348.0,-0.1158957621151828,0.0,-0.2198914582696495,106.0,-0.3303804300092309,40249.0,-0.1120233612905388,30555.0,35403.0,1,1-0,1,0,3
4232.0,-0.3728083722972423,1203.0,-0.1368851683316102,2868.0,-0.0086936599283908,3536.0,0.0041200748599011,10331.0,-0.222137527528646,1014.0,2966.0,1,0-1,0,1,1
2437.0,-0.3963027962068997,358.0,-0.1400384586301068,1395.0,-0.1324525037916801,2354.0,-0.1142129728236079,5554.0,-0.2426254669739684,484.0,1478.0,1,0-1,0,1,1
38868.0,-0.1472334739024114,8203.0,-0.1173189105413257,333.0,-0.2100449947512268,263.0,-0.3292157346580153,45976.0,-0.0854537029434239,33755.0,48347.0,1,0-0,0,0,2
2211.0,-0.3793145204568397,782.0,-0.1384689292229892,1552.0,-0.0509096352528859,1823.0,-0.049533557652766,4577.0,-0.2349475946502728,925.0,2010.0,1,0-1,0,1,1
10250.0,-0.3617779737944542,3850.0,-0.1353705317923581,5592.0,0.1779174600465069,7157.0,0.3634674138883002,17330.0,-0.1980352705266904,2256.0,3811.0,1,1-1,1,1,7
23624.0,-0.2702451602981954,2688.0,-0.1301984037979188,7855.0,0.3055677206296518,9288.0,0.4980285501320806,23296.0,-0.175083333048409,4147.0,4387.0,1,1-1,1,1,7
39619.0,-0.1254691493160927,3905.0,-0.1313043934319498,124.0,-0.2240187184270722,127.0,-0.3288275028742767,41342.0,-0.1096580593113862,27629.0,41165.0,1,0-0,0,0,2
31576.0,-0.2182934454058296,2792.0,-0.1334838435931287,112.0,-0.2224267752234949,491.0,-0.3146958659461936,23799.0,-0.1785581148048332,12677.0,22958.0,1,0-0,0,0,2
36246.0,-0.2052689652885831,3424.0,-0.1370376485201255,0.0,-0.2200683408478248,342.0,-0.3262651731016023,28040.0,-0.1628246025032177,31695.0,30293.0,1,0-0,0,0,2
4302.0,-0.3791277022200473,1153.0,-0.1375398166076359,1016.0,-0.1244927877737934,2085.0,0.0119623568914197,5650.0,-0.231728061308865,3086.0,3789.0,1,0-1,0,1,1
2170.0,-0.394840740440698,377.0,-0.140817124126125,499.0,-0.1737840662252988,674.0,-0.1189494005852182,1649.0,-0.2452153875583355,158.0,346.0,1,0-1,0,1,1
14087.0,-0.331411887783649,3033.0,-0.1330304691659432,5417.0,0.1482011869130634,6763.0,0.2655553580294386,15765.0,-0.2093172504704185,4080.0,3403.0,1,1-1,1,1,7
280597.0,1.5150183393524346,25017.0,-0.0585510128183452,672.0,-0.2023211221709072,586.0,-0.3219169771237306,297892.0,0.7307592587230576,121590.0,132270.0,1,2-0,2,0,4
3720.0,-0.3778605872226725,1538.0,-0.1348033054910812,5012.0,0.1777405774683316,5827.0,0.2974680106527472,11287.0,-0.213724539769703,738.0,1343.0,1,1-1,1,1,7
47551.0,-0.1211560848057978,8862.0,-0.1183232467163465,819.0,-0.2122855074081134,226.0,-0.3305357227227263,42850.0,-0.1103012853172277,40370.0,34171.0,1,0-0,0,0,2
2254.0,-0.3849068837625611,652.0,-0.1389588988954184,5751.0,0.2144731928693937,5667.0,0.2216075201102351,12383.0,-0.213955964999318,270.0,975.0,1,1-1,1,1,7
41167.0,-0.1069782051396589,31806.0,-0.0295228510633908,4143.0,0.0617645670447538,4760.0,0.0459714611469165,12077.0,-0.2223179030752577,1763.0,2083.0,1,0-1,0,1,1
10102.0,-0.3252793760976365,2684.0,-0.1332358091531438,2341.0,-0.0731378792435767,3910.0,0.0139035158101125,10989.0,-0.2238051505067536,3273.0,4461.0,1,0-1,0,1,1
8723.0,-0.3411426811609246,1840.0,-0.1377085613495929,2983.0,-0.0191297320407311,4087.0,0.0361103738399574,10991.0,-0.2180093098297796,1903.0,3109.0,1,0-1,0,1,1
2505.0,-0.3853779906205594,17.0,-0.1418478902004885,334.0,-0.1771448352106287,421.0,-0.2335554231448373,1611.0,-0.2533663202778616,1240.0,1802.0,1,0-1,0,1,1
781.0,-0.4101517133256432,248.0,-0.1411647789559399,1330.0,-0.0466644533766796,1646.0,-0.0033339753878789,4223.0,-0.2314387797718463,650.0,920.0,1,0-1,0,1,1
5254.0,-0.3710823342399209,841.0,-0.1385604173360984,1662.0,-0.0524426175970714,2197.0,0.0219787369118742,5811.0,-0.222059251348041,3621.0,3758.0,1,0-1,0,1,1
3289.0,-0.3500165474085652,1064.0,-0.13758047799124,1294.0,-0.0530911870503807,2086.0,0.0257057620357643,5700.0,-0.2217801797476229,697.0,1017.0,1,0-1,0,1,1
41527.0,-0.1807064284163951,5515.0,-0.1272219905181,385.0,-0.2192428888163403,7.0,-0.3362815531220568,35926.0,-0.1322628589452452,34017.0,29270.0,1,0-0,0,0,2
3695.0,-0.380321714429112,1992.0,-0.1294177052327204,4623.0,0.1150651839348983,6535.0,0.3161031362721975,15916.0,-0.1984572812395176,399.0,3282.0,1,1-1,1,1,7
7004.0,-0.389881934633664,1455.0,-0.1385970125813421,405.0,-0.126497456993113,744.0,-0.1637513484286465,1222.0,-0.250738963259292,275.0,326.0,1,0-1,0,1,1
1837.0,-0.392980680604808,1060.0,-0.1366127370614628,1543.0,-0.0713100926024323,2317.0,-0.031907834671036,5536.0,-0.2331438391841564,1042.0,1803.0,1,0-1,0,1,1
42226.0,-0.1256112936266957,2645.0,-0.1371616657401179,456.0,-0.2121086248299382,158.0,-0.3343403942033641,42372.0,-0.1105599370444444,42974.0,44703.0,1,0-0,0,0,2
2695.0,-0.3701482430559587,0.0,-0.141225771031346,2352.0,-0.0199551840722156,2997.0,0.018562297214975,6431.0,-0.2336407227653885,0.0,1293.0,1,0-1,0,1,1
