FSC-A,FSC-H,SSC-A,SSC-H,FL1-A,FL1-H,FL2-A,FL2-H,FL3-A,FL3-H,FL4-A,FL4-H,Row_Status,SOM_Cluster,SOM_X,SOM_Y,HDBSCAN_Cluster
19385.0,-0.2798229482614763,10294.0,-0.1108870793754445,1157,-0.0760417331551392,4359,0.2061187717857869,11140.0,-0.2074913985488468,3096.0,4426.0,1,0-3,0,3,4
9888.0,-0.3278030419650909,1762.0,-0.1315424170177659,2761,0.0334376213889564,4126,0.2169490117539495,11540.0,-0.2063405730161639,3073.0,3998.0,1,0-3,0,3,4
5893.0,-0.3501715584028874,2013.0,-0.1286736586380946,1674,-0.1009162030009034,1959,-0.1980123744234602,5426.0,-0.2287678609970892,775.0,1294.0,1,0-4,0,4,1
11077.0,-0.3206922476928081,3285.0,-0.1264177524593971,2643,0.0217925670344107,3253,0.0935139480072191,10442.0,-0.2123739676755097,2353.0,3341.0,1,0-4,0,4,1
7681.0,-0.3360734081597344,2118.0,-0.1295887773092319,2240,-0.0011014513905122,3727,0.1776337570750029,10522.0,-0.209480025069323,2284.0,4003.0,1,0-3,0,3,4
5141.0,-0.3568297455699907,655.0,-0.1328360620483281,3745,0.1303213048965027,5126,0.4476479590209757,14467.0,-0.1940344119866742,3403.0,4565.0,1,0-3,0,3,4
14730.0,-0.2705314106642378,2176.0,-0.1288885728714678,6482,0.4312707028075154,7745,0.9189859368134786,21356.0,-0.1705483645156806,3852.0,6820.0,1,0-2,0,2,6
14384.0,-0.3470706386492196,2707.0,-0.1315479631915304,3509,0.1269941465094897,5306,0.3841501137281865,14130.0,-0.1993711735902359,4572.0,3146.0,1,0-3,0,3,4
15593.0,37900.0,6438.0,13462.0,303,184.0,10,0.0,28509.0,33166.0,20000.0,28168.0,0,5-5,5,5,-1
6948.0,-0.3473848452346335,2270.0,-0.1312554025254547,6048,0.3411205541308288,7229,0.8591970778111562,19845.0,-0.1747496449269952,0.0,2636.0,1,0-2,0,2,6
