"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
46405,102794,5129,10561,22,269,319,157,37028,51720,45367,53036,16.3
10115,21988,3137,4321,1849,2242,2588,3727,8393,12453,3485,2742,16.3
2526,11831,1050,3434,2166,3655,2637,4478,7357,12329,361,2180,16.3
3047,10527,1460,5056,249,183,178,120,2695,5539,2899,6126,16.3
1.07994e+06,1.5289e+06,1.62404e+06,2.39765e+06,5386,4727,1274,1003,1.04664e+06,1.12209e+06,879504,787664,16.3
16253,34424,4200,9582,73,239,0,0,19857,28091,13136,23515,16.3
7527,10480,0,1288,1238,1720,1379,2038,4688,6340,1581,1627,16.4
72582,152410,5376,10013,357,369,340,130,41163,54314,30152,42512,16.4
19469,39683,2667,5620,348,240,256,114,21161,28961,10482,18955,16.4
29327,78774,1986,6548,0,64,93,74,28814,40008,19492,30349,16.5
6694,19762,678,3791,1372,1957,1865,2424,5258,7223,1260,2084,16.5
3821,10248,0,0,174,67,232,203,1189,5221,2307,4258,16.5
198227,385680,13847,25940,523,393,194,84,248431,313899,78816,111605,16.5
46053,99686,4924,12051,43,82,472,162,47157,64345,48026,54785,16.5
3741,14553,2428,7316,1178,1585,1640,2239,4231,5888,688,1143,16.5
6156,23235,1011,2842,1347,1771,2143,3047,6083,9226,1473,3298,16.6
1931,4821,319,2017,725,767,1324,1721,4546,6413,1254,1758,16.7
4998,16262,1493,3911,2220,4296,2637,5121,7758,13849,2890,3119,16.7
3652,12730,1002,3166,3071,4647,3673,5571,8459,13331,1099,1958,16.7
194430,451015,82986,165206,1004,1277,403,261,110494,145153,63738,97846,16.7
18977,40548,4250,9068,348,217,241,96,27064,35275,33105,33950,16.7
8728,22685,3115,7172,77,14,0,0,12080,16785,10127,12608,16.7
50400,114617,10661,20542,686,375,150,119,51986,67411,48453,53456,16.7
51160,106583,3874,10612,456,370,235,147,81222,100495,24261,26514,16.7
15459,27879,17309,34827,1447,1649,3238,4604,8430,11257,3142,4242,16.7
3801,14823,296,1647,520,1443,580,1977,1954,6372,0,237,16.9
4689,19756,964,3046,320,1456,693,2165,1498,5295,269,1082,16.9
6658,11609,1895,4518,2379,3445,3020,4123,7888,10741,1708,2326,16.9
2028,7495,216,2843,441,1244,829,2531,1855,5851,1380,1647,17
15947,42759,1850,3062,478,365,188,132,17083,21722,16029,19520,17
15081,28560,1062,2078,2172,2783,3124,4096,9163,13394,3752,4025,17.1
18974,48850,3673,8597,328,164,162,108,26346,35032,23139,26660,17.1
11507,28408,834,1769,2703,3902,4207,5859,11591,15810,1498,4196,17.2
574632,680650,359343,572590,9117,7689,126027,108325,1.1191e+06,913611,914958,753763,17.2
1776,8159,532,3413,808,2527,930,3067,2494,9261,91,848,17.3
2129,5447,1565,4114,1143,1673,1527,2121,3823,5539,776,1542,17.3
26218,51743,7314,13937,31,90,16,74,26583,32677,25923,24047,17.3
3399,13872,1840,5327,300,225,174,100,11890,17767,3935,13910,17.4
56984,120651,14395,30565,197,157,417,194,55128,71974,43671,57944,17.4
26509,50970,2631,4070,186,113,365,137,15889,20620,17434,18751,17.4
23733,24057,1874,2207,2600,3364,3345,4188,5919,8046,1015,1293,17.4
50755,110531,4557,7770,11,146,212,150,59480,76008,47230,55047,17.4
5578,22142,501,3167,1375,1661,2354,3284,6296,9077,1647,3004,17.4
28519,65131,13147,26288,258,197,352,164,22818,30461,9363,18218,17.6
2481,12669,1213,4642,2020,3322,2341,3920,5750,9512,0,1596,17.6
4505,13816,739,2863,83,0,0,0,2637,6070,6528,16868,17.6
41649,101636,9010,21402,195,230,0,0,64525,81792,17513,33512,17.6
30342,70439,5472,11333,346,248,345,229,38327,49447,21557,35343,17.6
9360,40246,3632,11147,3122,4425,4192,5777,13062,18316,2669,3206,17.7
1919,8904,645,2362,2293,3425,2967,4601,8363,13043,474,3159,17.7
14447,24749,2739,5147,4376,5742,5110,7014,13284,17914,1698,2978,17.8
7634,14675,1522,2026,3010,3578,3490,4548,11739,14356,2669,2934,17.8
18031,30803,3589,6816,1631,2166,4457,5711,12566,17395,2091,7007,17.8
11284,18119,1067,3257,3345,4622,4015,5300,11198,15047,3866,2877,17.9
7232,27696,1023,2279,961,1284,3172,4463,8459,12210,2613,4802,18
6100,18257,719,1908,3671,4731,4982,6634,12244,15967,659,3063,18
2947,11896,1411,3528,2709,4112,3864,5740,10440,15300,2619,3444,18
35026,67763,8481,17205,197,133,332,119,31955,39278,34096,38922,18.1
2465,7340,0,813,490,1764,491,1964,1615,5673,1321,2130,18.1
46181,102013,6251,14424,427,323,0,0,23165,27184,12817,26579,18.3
7180,17467,2277,4451,2000,2832,2530,3426,6212,9466,869,1346,18.3
30555,84186,3374,7884,122,79,84,67,40720,48691,24670,32633,18.3
6824,13089,272,2621,1952,2353,2195,2859,6379,8770,2142,2632,18.3
7064,19465,702,2630,3524,4748,4334,5783,12775,17717,1655,3615,18.3
609,3586,410,1959,146,96,103,0,2973,5605,494,808,18.4
4586,15869,0,707,47,50,223,148,936,4709,6832,8784,18.4
395852,779325,199006,361309,828,1088,254,305,314238,363431,155015,180835,18.4
65994,133832,34894,64391,695,454,188,118,63094,76156,51749,58059,18.4
11289,23233,2677,6821,2287,3735,3258,4676,7505,11135,1281,2739,18.4
8678,14892,2676,5635,2383,2921,3002,3695,9190,12009,3058,2667,18.5
25289,48075,8965,16151,234,205,0,20,32711,40592,23976,36918,18.5
11425,23803,2210,3753,1918,2099,1845,2329,5126,5546,1644,2228,18.5
19964,40105,7092,13573,296,178,45,84,22970,28948,13451,22995,18.5
18775,45935,6361,12505,255,258,283,168,27747,33834,23720,29514,18.6
4183,13121,1035,3761,1903,2496,2307,3333,6767,10155,2058,3937,18.6
72369,129065,5851,10261,376,198,14,8,92935,111633,29810,43358,18.7
38525,61339,2307,3714,242,170,400,144,28796,35878,18066,28551,18.8
11094,22910,2780,6869,6608,8926,7880,10348,21761,28776,4118,5501,18.8
17625,15119,1524,2353,1721,1533,1317,1850,5546,6855,1495,2012,18.8
2648,8750,703,3609,1426,2251,1804,3022,4621,7263,2079,3007,18.8
7740,23861,2499,5994,3071,4151,4327,5656,13216,18143,3239,5085,18.8
3431,9156,211,2083,1422,2741,2206,3594,5403,9040,0,206,18.9
10138,21600,1244,3012,2942,3584,4063,4981,10960,13565,3978,3732,18.9
27633,43667,4674,6855,3925,4756,5290,6697,12871,16113,2964,4558,18.9
23837,55409,14055,28207,79,15,390,225,34655,42384,19345,34949,19
41552,91978,8963,16934,234,191,46,44,34384,41683,14974,30946,19.1
51222,90356,11404,22431,0,107,40,114,48938,56183,47406,44230,19.1
23694,56504,8452,19026,13,0,210,74,40364,50131,23124,45511,19.1
7349,17122,1429,4023,2830,3560,3763,4790,10655,14121,2973,4982,19.1
2283,12609,374,1761,2141,3403,2473,4124,5509,9139,215,1359,19.1
39212,61661,25168,47981,334,189,361,122,34060,39882,30660,34357,19.2
3370,7230,32,703,312,175,181,91,6944,6085,865,892,19.3
3228,14193,228,2361,390,315,119,175,1303,4163,2765,4491,19.3
447952,773836,69741,121649,1372,1190,466,213,477331,524242,183886,210326,19.3
8250,14360,995,2867,2912,3809,4134,4821,11371,13412,1669,3206,19.3
8665,20275,2307,5922,1232,1539,2157,2661,6468,7138,2215,2790,19.3
25482,30910,2264,5658,0,40,279,143,15482,19463,7405,19411,19.3
9403,30433,1572,4232,2240,3030,3122,4152,9505,13376,1070,3389,19.4
2531,10402,755,4781,925,1302,2171,3224,5255,7595,1339,2828,19.5
120584,224780,25959,49872,1015,514,251,120,72681,80222,49277,52207,19.5
14011,33735,2614,5968,2359,2750,3462,4368,11180,12488,2175,4057,19.5
15969,34499,2801,4015,3271,3805,4611,5433,14152,16791,2768,3408,19.5
5299,18168,315,2227,1511,1709,2075,2571,5530,6665,270,285,19.5
15868,32343,2379,5509,2915,3471,4652,5776,13250,16425,3715,3200,19.6
8924,17607,1045,3220,2141,2953,3016,3829,8801,11307,574,2117,19.6
30787,58199,3424,5419,50,233,122,158,34787,41174,36370,36796,19.7
24954,43703,9748,17073,279,168,330,125,41976,47681,33658,40476,19.7
264642,460108,16444,31959,613,437,393,218,250729,280973,146773,152175,19.7
6723,16049,2308,6824,4106,5191,4488,5856,9883,12048,1667,2716,19.7
24117,59284,2791,6492,210,103,330,196,36831,45857,16019,37471,19.8
5046,11789,2272,4190,1139,1392,1576,2008,5111,7431,2671,2221,19.8
17657,29264,2590,6702,3469,3908,4940,6014,13445,16746,3972,3608,19.8
2874,8261,2092,4595,659,1164,1041,2150,3274,6004,2287,2528,19.8
26678,46847,4166,7055,406,288,283,155,30415,37000,25856,37389,19.8
40725,84665,20114,35079,478,184,313,134,49456,56164,60071,57014,19.9
4337,16787,401,2376,2956,4318,4098,5986,11307,16700,1295,1874,20
11798,17225,722,2657,698,917,2255,2598,6716,9084,2061,2428,20
5742,28855,1325,4519,4806,7633,6263,9910,16929,27085,901,3134,20.1
73192,141821,16468,26429,3372,3726,10154,11988,22174,27202,9375,11420,20.1
6810,18843,2526,5318,118,35,178,117,7461,10117,6733,8897,20.1
2918,17357,859,3373,142,120,140,7,1507,5556,285,483,20.1
5617,19753,1330,3011,2151,2569,3648,4555,9712,12262,1333,4100,20.1
1514,7355,0,1672,119,87,166,68,467,5577,14609,26348,20.1
52904,97108,11864,21705,408,417,178,212,73786,81551,56672,70829,20.1
5421,20223,937,3633,1969,2642,2424,3156,6904,9519,1871,3150,20.1
9630,25845,1179,2782,2639,3252,3978,4966,11127,14557,494,4232,20.2
11748,29412,2437,6313,1321,1709,3995,5016,9482,11809,766,2604,20.2
35463,50264,28398,52827,2775,3330,5939,6659,14513,16533,5944,8077,20.3
20339,45939,2066,4026,4178,4780,6478,7281,18214,20107,4870,4279,20.3
11088,22206,1896,3257,4838,6199,6282,7872,15524,19402,2443,2631,20.3
151342,286489,57540,100464,397,287,611,290,159675,170994,62318,71260,20.3
1127,7096,521,3023,215,215,147,29,1371,4067,266,1224,20.3
