"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
6568,21368,1005,4669,2373,3269,3378,4735,8286,11362,2166,2501,16.6
8881,21749,1428,3153,3173,4395,4243,5834,12355,17240,3224,3993,16.7
10638,26117,2895,4892,3458,4804,4504,5587,10818,14807,1368,2827,16.7
982,5519,262,2100,336,2099,463,2684,903,5795,83,55,16.8
6317,11472,1005,2703,1638,2241,2070,2763,6528,8651,1844,2753,16.9
1687,11007,298,1584,162,47,244,191,2340,6288,1363,5048,16.9
6300,19429,0,954,148,61,291,187,2429,12496,5991,10329,16.9
2066,11596,0,0,124,81,177,102,0,13383,21370,40667,16.9
315367,566927,30796,50945,1260,1451,706,320,601346,702190,261461,306135,16.9
1086,4212,0,210,40,19,105,32,1880,5169,950,1831,16.9
1712,6365,453,2868,1887,2836,2713,4132,6148,9278,325,1478,16.9
2571,10187,583,2604,4230,6087,5534,8077,11142,15639,1793,2095,16.9
50580,109517,2269,5386,656,295,272,79,40986,50884,50037,51135,16.9
2152,7821,509,4263,536,1202,734,2102,1716,5556,418,664,17.1
23385,58803,17749,36159,170,68,115,67,32346,41311,32247,36417,17.2
1848,4123,341,1631,2263,3042,2476,3240,6173,7814,801,1740,17.2
5152,19406,1330,3816,1354,1853,2980,4233,8813,12399,2592,5357,17.2
22074,50969,2487,4049,230,232,234,119,40634,52512,26849,42620,17.3
2488,13446,56,1360,1603,3323,1968,4736,4647,11255,899,2002,17.3
153572,294031,36967,73546,333,299,65,146,151701,181095,72925,88858,17.4
4117,20690,581,3526,2449,3701,3207,4955,7317,10982,1435,2277,17.4
18830,34660,2025,5579,5739,7743,9252,11651,22270,26539,8654,6768,17.6
1953,12923,0,96,207,154,163,102,545,4928,7555,22707,17.6
55043,110664,6976,13773,8,85,158,117,62470,76402,43114,67428,17.6
9017,11160,1285,3565,1679,2235,2296,2858,6632,7803,1631,1179,17.6
1922,5388,1344,4025,438,1127,1151,3023,3416,9791,2537,2660,17.7
675144,778141,628483,918021,17105,11996,2819,1974,461039,411621,241986,190387,17.7
5398,11598,2360,4113,2503,3146,3554,4198,9671,11714,1480,2634,17.7
2278,8391,1182,4675,2042,3090,2885,4425,7875,12757,0,1252,17.7
6271,13350,1246,3479,2015,2637,2972,3669,8394,10790,1427,2716,17.8
20769,34963,3611,6428,442,177,137,47,27863,33626,24701,25869,17.8
5670,28797,769,4055,1137,1706,1687,2566,5348,8522,0,1075,17.8
49428,101444,38318,81338,357,199,188,180,62338,76976,36665,60776,17.8
1594,4777,856,4394,179,132,105,40,1831,4050,17385,26679,17.9
25740,50882,4145,8346,305,313,0,31,22257,29216,6839,17456,17.9
17629,35870,4832,9455,562,340,160,78,19598,24167,11309,18355,17.9
3968,11914,1108,2652,1949,2447,2716,3426,8011,10337,627,2052,17.9
1804,8954,181,854,210,164,165,161,2417,4581,77,229,18
1703,7992,0,115,201,158,74,0,501,5283,2771,9080,18
180602,349782,14321,25936,616,363,329,192,217111,244609,98891,114990,18
3022,5816,1627,2884,2065,2271,2377,2945,7424,8998,1777,2900,18.1
209852,399326,42426,77201,463,557,0,0,132756,150147,145992,150296,18.1
2358,13674,789,5515,1716,2932,2530,4493,6688,12008,141,602,18.1
8073,23446,2068,4323,2292,2940,3378,4831,10035,14364,1295,2624,18.2
2742,13388,1302,4985,985,1388,2574,4006,5968,9278,512,1901,18.2
17817,34767,3982,9355,79,181,4,92,26216,30379,23941,21944,18.3
32961,73327,19869,36803,201,164,199,73,48150,56840,31350,47218,18.3
4261,11281,880,2856,1766,2260,2177,3092,6492,8690,1979,1981,18.4
11708,35003,1673,3726,200,88,83,71,22174,27595,10018,22229,18.5
33340,80008,2753,6409,77,110,67,75,43099,49866,24762,43758,18.5
72363,121966,9798,11528,170,265,500,236,95042,102987,47333,52284,18.5
95136,173108,13490,22536,188,309,212,190,158537,166747,93984,82150,18.5
7338,7932,1658,4063,2000,4444,2718,5334,7032,12246,2370,1853,18.5
19502,38587,6454,12010,201,247,193,119,24345,28975,14846,27614,18.6
16755,44678,1915,6990,164,112,16,16,24234,27381,22644,26451,18.9
7424,17281,2270,6118,10189,12308,10682,13474,25630,31955,4918,4073,19
792,5158,154,1295,629,3409,535,2879,1145,6806,82,407,19
674522,999260,971429,1.51588e+06,7251,7141,1216,1083,118372,118526,65278,61050,19.1
2215,9330,703,2128,1988,3101,2909,4419,7577,11233,1213,1451,19.1
9522,18420,2576,4110,2265,2664,3392,4063,8493,10082,2240,2267,19.1
26940,65213,4718,9988,284,170,235,87,31264,35730,16824,29104,19.1
14066,24167,631,2987,2473,3109,3946,5098,11429,13861,3490,2965,19.2
2111,10946,276,1131,1235,2275,1775,3470,5525,11065,1102,1641,19.2
9841,19196,3553,5224,1791,1738,2317,2919,7082,8138,0,2344,19.2
40919,63762,11046,22195,174,248,250,145,45128,51437,31527,39292,19.3
861,5389,626,2933,438,1306,515,1820,1711,5601,1023,2226,19.3
16707,36001,5194,10195,287,189,0,0,28573,33552,10804,23540,19.3
370340,556529,211898,341652,10062,10565,9097,10339,52292,55046,30577,31247,19.4
18290,28098,13402,25453,1662,1788,3356,3912,9598,10975,1903,4684,19.4
83916,147545,11960,22060,442,482,0,0,58618,60800,44004,46003,19.4
28424,47080,6418,10739,186,153,261,239,30147,34072,21853,25184,19.5
3112,12617,1127,3179,1434,2262,2272,3526,5858,9642,851,1300,19.5
8843,24555,2083,3847,2736,2845,3936,4672,11568,12728,3607,3431,19.6
6912,18413,2669,6119,164,105,160,55,16453,20883,3563,11521,19.7
28445,51168,11778,22625,291,196,241,133,39435,46073,10193,32369,19.8
40646,73940,13898,24290,130,268,324,196,37582,40242,32031,35740,20
12970,30443,2305,5832,387,221,118,47,15895,18415,6730,15163,20
16969,38798,1953,4836,216,163,206,127,15786,18455,3875,9862,20.1
5681,15486,0,926,174,99,241,123,4793,5021,1685,1354,20.1
472,2345,569,2041,201,108,197,199,4358,5970,851,1739,20.1
166474,155714,49671,52728,4417,2476,914,474,672776,405690,395432,246669,20.1
3365,16018,1400,5735,1519,2122,1839,2635,5185,7575,31,56,20.1
1891,10494,494,2471,2195,4593,2483,4927,5648,12127,711,1379,20.2
1051,6521,0,810,1653,4460,1821,4761,4546,11928,100,350,20.2
12175,23447,2646,6284,2344,2917,4265,4779,12944,14295,3718,3993,20.2
5172,10141,1282,2421,4263,5531,4878,6158,10757,13629,2140,2544,20.2
14821,27856,4135,5579,393,352,131,171,18936,19374,8556,16415,20.2
5548,15822,853,2583,2696,3144,3256,4101,7527,9096,0,1347,20.3
5968,20789,552,3464,1318,2260,1606,3128,4019,7261,1757,1983,20.4
627,2579,2205,6252,1860,3576,2322,4329,5960,11003,741,1221,20.5
4299,13737,1210,2378,6436,8041,7575,9150,17493,20483,1739,3830,20.5
149588,239450,14599,21381,194,218,278,148,163620,160083,87217,86143,20.5
1288,4403,5812,12208,2237,4392,3166,6426,7947,14695,1646,1981,20.6
879,2837,1146,3693,3134,6041,3665,7672,10085,21131,1395,3357,20.6
2376,6853,1484,4224,5963,7435,7864,9720,18464,22670,524,1335,20.6
2764,7420,1409,3756,2604,3804,3395,5113,8532,12737,2126,2809,20.7
15962,30697,3858,6372,3478,4184,4277,4499,14201,15804,3441,3330,20.8
3947,11277,882,1742,1227,2737,1419,3875,3726,10111,1938,1981,20.9
2131,8010,806,3089,1103,1467,1656,2285,5129,7315,725,1941,20.9
17661,36556,2926,5598,324,194,29,36,24677,24348,15769,23402,21
13217,23428,2133,4842,1172,1238,2527,2618,7768,8596,693,3256,21
1.08209e+06,1.16957e+06,201111,241118,1555,1115,863,400,182862,144737,92520,70522,21
25025,33334,7801,13285,656,265,257,137,28271,29741,21114,23839,21.1
5915,15705,1917,3920,3887,4096,4371,4743,10041,10877,3397,3118,21.1
12570,19048,3498,5823,3865,4249,5799,6027,16514,16471,3697,3133,21.2
1884,3727,1012,3829,1499,1398,2149,2316,6314,6598,608,882,21.2
25623,37813,5602,9798,180,226,228,96,22334,23019,11674,17031,21.2
11092,13886,662,2455,2241,1955,3706,3804,9393,9166,3122,2338,21.3
12437,32272,1937,5524,7475,8492,10488,12013,27210,30445,2242,3586,21.4
9105,23417,1809,3225,2724,3171,3491,3938,10562,11791,389,1022,21.5
6676,14416,1817,4856,7813,8563,8124,8903,18410,19588,3121,2965,21.5
3576,11645,811,2769,3709,5687,4571,6921,11127,16832,0,199,21.5
874,3046,626,1708,886,1937,1097,2791,2819,7371,437,1072,21.6
8152,27042,746,2768,3626,4563,5268,6674,14800,18177,1404,3381,21.6
5511,15451,1512,4040,1312,1500,1943,2893,6582,8873,2294,1787,21.8
223905,355131,35290,55584,1324,1263,491,228,173705,161858,81072,93295,21.8
28813,44123,4253,7680,3458,3527,5464,5674,16919,17112,4081,4617,21.9
6295,8879,2260,7202,2607,2821,3468,3693,8483,8459,3855,3221,21.9
15707,38324,2028,5518,128,47,172,120,19718,22801,7885,18701,21.9
7801,20775,444,2129,4873,5172,6749,7837,18314,20400,3689,5246,22
5886,18653,1199,3407,4952,6273,6800,8661,19876,24996,731,3925,22
12323,16459,1186,2459,520,231,46,53,19575,19631,15134,16429,22
2990,14699,926,2816,3843,5602,5233,7364,12997,18523,33,109,22
20543,43471,8869,18895,2138,2349,4881,5660,13470,15627,1956,5099,22.1
31315,68846,29625,52620,284,153,4,13,36925,35619,21274,26499,22.1
8964,20799,2413,6104,5813,6969,7695,8936,21378,24906,816,1601,22.1
14788,23587,2126,4863,4711,5201,6053,6582,14916,15288,2189,2558,22.2
5745,12978,5491,10158,360,314,146,71,14774,15570,1707,4632,22.2
12115,24468,2303,4847,1305,1370,3779,4110,11176,12133,4227,5432,22.3
45050,68939,3040,7055,248,223,184,114,58003,57611,32325,48083,22.3
96149,136826,8853,14827,488,325,153,100,77722,78860,82395,71599,22.3
1471,6883,765,3999,1774,3424,2486,5277,6341,14673,0,0,22.4
61779,87696,21886,33438,8,145,266,92,67315,66832,46114,56632,22.4
50269,73606,24594,36732,477,245,70,119,77741,78252,52187,61594,22.4
42533,64157,8284,11674,0,31,58,89,40419,39129,31287,28254,22.5
32024,57151,7331,13907,444,240,46,33,38722,40341,18854,34496,22.5
31678,57859,15255,25800,264,201,256,159,46284,45409,25928,29031,22.6
6158,10737,1477,3371,3047,3288,4125,4967,11439,14082,1419,1952,22.7
1854,5987,475,1288,25,0,212,213,6922,5281,2053,2160,22.7
912385,1.13437e+06,69369,92593,6274,5339,61388,53185,509467,407096,391852,326712,22.7
34019,72444,3764,5833,0,143,259,140,37725,37847,12888,24882,22.8
6493,12370,976,2808,671,1196,949,1791,2701,5529,0,266,22.9
11825,16231,2413,3143,4664,4449,6087,6266,14395,14052,2043,1824,23
20493,31415,12561,19835,1440,1809,3948,4324,11667,11957,5979,4743,23
109168,159296,7568,9892,592,361,115,116,138532,119492,39821,32694,23.1
4215,12940,2382,5726,4421,5046,5464,6746,11815,14568,451,1368,23.1
3090,9872,1683,5013,2921,6203,3450,6809,9273,18006,2478,3345,23.2
2659,16744,894,5026,2148,6006,2707,6671,7042,17777,456,1135,23.2
19816,22971,4576,5251,4532,4003,5603,5778,17466,18394,2263,4237,23.3
2567,16028,1110,3985,1487,5065,2193,6362,5025,13410,1178,1979,23.3
1344,8380,563,2937,2963,6531,3418,7545,7535,16041,0,45,23.3
7100,12077,1196,2287,9428,9762,9871,10255,20415,21205,3010,3048,23.4
14393,29289,3841,6539,40,175,0,0,11269,11150,2216,6706,23.4
11792,24972,2022,3375,2476,2686,4015,4413,11161,12115,1302,2299,23.4
357466,456954,69484,103179,2878,2189,24729,22734,235289,204634,147410,135856,23.4
1596,8534,971,4005,2047,3578,2704,5101,6699,12622,913,1624,23.5
2150,13527,339,4059,1070,2993,1502,4415,3589,10676,481,1062,23.5
52374,90482,7249,12188,330,133,0,94,49774,47099,42792,42006,23.5
619333,775235,470057,624890,1380,1103,201,274,264574,230667,131364,116658,23.6
12119,34068,2317,5504,7259,8113,8982,10371,27234,31183,3425,5934,23.6
10725,31451,4171,9121,4807,5582,6329,7106,16261,17634,1857,3801,23.6
29783,47667,10889,19052,0,7,139,119,39407,38295,12502,23879,23.8
6605,17609,1697,3311,7442,7513,8830,9595,24204,26921,942,1941,23.9
7553,24485,1690,5354,6768,8163,8562,9859,20424,23160,2400,4496,24
2889,10327,746,2135,2449,3571,3176,4708,7285,10569,0,58,24
5642,20463,882,1809,1472,2873,2233,3573,6685,11201,2471,2178,24.1
1065,6435,350,1732,671,2268,1025,2891,3112,9727,559,833,24.1
11383,16895,1656,3409,8487,9249,9384,10431,17687,20043,1456,1468,24.1
23751,42839,4262,7622,287,145,216,130,17431,16771,5995,11614,24.3
4262,11312,2307,4785,4701,5214,6185,7192,14075,15136,1315,2372,24.4
6992,17974,2859,7116,2078,2425,3002,3604,8131,9166,1509,1744,24.4
48548,81676,5628,10517,439,245,0,0,40043,37224,22773,34812,24.4
219188,328264,44493,70049,716,329,0,55,306306,253704,111330,115670,24.4
2657,7153,602,3895,599,1393,875,2254,2438,6782,2242,2466,24.5
4933,10765,1095,2805,1937,2882,2432,3893,8117,12986,0,128,24.5
1790,9787,370,2439,641,1573,857,2416,2711,7450,2189,4295,24.5
2968,7469,1507,3393,4366,5525,5541,7041,14303,17322,673,1334,24.5
25539,41497,1749,3230,305,254,30,68,32788,30789,27560,25543,24.5
1966,6820,2075,5680,204,195,264,221,12259,19952,9971,13226,24.6
1258,6837,853,4539,279,256,134,84,5172,8508,7028,11450,24.6
3677,9145,192,1328,125,110,237,112,4786,5828,11728,11708,24.6
