"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
6765,9159,2168,5555,1341,1901,2357,3046,5833,6945,1474,1670,16.6
4814,11535,628,2156,1190,1594,1710,2586,4802,7669,0,1849,16.7
1859,9666,544,2264,840,1704,1050,2099,2861,6038,938,2518,17
2685,6072,233,1774,439,1284,222,1256,980,4371,340,743,17
13289,31756,4588,11557,173,93,188,135,26974,34690,10637,23309,17.2
7309,11589,815,3673,4762,5966,6408,8341,15833,18874,3340,2031,17.3
16702,27125,49986,74688,221,241,510,267,32133,34586,8750,8736,17.6
6185,8533,1095,1955,3825,4776,4318,5348,11245,13031,2207,2036,17.6
1434,7036,1546,4863,855,1375,957,1458,3009,5246,515,793,17.7
3379,9613,2489,6494,47,0,118,99,4923,5294,1228,1389,17.7
959363,931031,1.26202e+06,1.78032e+06,1097,950,654,514,422035,439613,249879,226123,17.7
5411,14779,1994,5469,1152,1353,2288,2992,7400,10156,1833,4271,17.7
3698,14088,1124,4670,1299,2400,1508,2956,3621,6824,571,1483,17.8
8742,17520,1898,4427,2625,3071,4028,5031,10609,13023,1833,2643,18
32758,49315,7008,11763,201,349,0,10,27349,30657,21960,24977,18.3
31876,59329,1829,3960,2135,2172,177,135,35732,35825,31930,32314,18.5
41550,69575,6780,9936,12472,14595,21514,25436,23370,27228,4246,6143,18.5
12977,13710,1604,5799,1773,1991,2189,1956,5659,6549,1576,1457,18.6
30211,52672,4267,4715,406,271,256,95,44843,44341,30865,38752,18.7
7661,17510,1283,3480,2371,2921,3134,3872,8828,11340,2595,2707,18.8
40782,74584,5889,8952,403,159,0,47,47931,49080,35476,33021,18.8
2233,8235,801,2470,1196,1586,1554,2199,4692,6930,342,1432,18.8
43910,76237,15335,27651,251,221,174,139,50114,51444,26955,41043,18.9
226883,416980,20550,33373,3581,2964,788,765,36228,38228,31227,32546,18.9
16445,22733,4770,8538,4554,5690,6293,7221,18739,21730,2814,5250,19
10369,22307,2950,5257,3526,4411,6051,6633,16607,18200,2365,4714,19.3
43573,77550,9152,17302,266,174,218,96,60724,64248,52680,54190,19.3
19688,38562,2111,4011,130,134,339,131,28887,33989,5155,11304,19.4
2398,12821,1323,4408,1943,2748,3236,4730,7711,11300,294,771,19.4
12642,23506,3929,7768,5840,7296,7791,9078,23432,25939,4696,6698,19.5
4141,9981,1447,4124,1271,2443,2069,3669,5783,9765,1588,1744,19.6
4153,17778,1050,4098,563,1845,768,2555,1800,6475,19,257,19.6
4886,21050,2154,4779,4258,5379,5396,7211,13353,17593,2249,3573,19.6
17603,34180,3019,5360,161,129,179,100,28761,29536,20105,21496,19.6
3381,12675,542,3117,1718,1952,2351,2794,6838,8589,1210,1376,19.8
4719,22502,276,861,1344,2263,1924,3651,5753,11114,1570,3045,19.8
7054,20244,563,2369,816,2104,1100,3379,3333,10023,0,101,19.8
138978,225079,45852,77573,747,332,266,149,151168,148959,66617,67759,19.8
2491,10995,839,2999,3013,4847,3235,5332,8091,12417,944,2690,19.8
7333,22777,4880,9091,3005,3559,4060,4788,11491,12518,1796,2072,19.9
53606,75790,6483,11136,459,287,4,44,55378,55674,52633,55488,19.9
1308,4893,1477,5395,1081,1518,1729,2606,4374,6543,329,1944,20.3
4529,6377,732,1290,430,219,594,283,8396,5243,7748,4128,20.3
873045,1.23822e+06,42596,62938,4095,3746,71134,72032,396595,370515,279763,251844,20.3
3547,13781,2052,4942,4423,5702,4906,6565,11954,15658,2345,2765,20.4
3122,6705,690,1861,0,0,128,40,4675,4109,895,1201,20.7
1144,5331,0,1931,0,0,139,538,1362,4872,29366,69463,20.7
860551,1.19092e+06,68828,107125,3538,3782,55797,55622,439144,399338,316041,305257,20.7
3275,18830,1134,4825,2485,6114,3203,8651,7677,20567,922,3015,20.7
5336,13638,1675,3439,2898,3291,4521,5038,11903,13779,855,1984,20.8
6665,12710,2804,4780,2784,3204,4520,5307,12989,14316,2792,2730,20.9
2858,14358,660,3190,1148,2873,1270,3450,3938,10393,1179,2917,21
1809,6299,798,2457,1139,2902,1652,3725,3962,10470,0,445,21
3277,7555,1641,3135,1459,1630,2334,2811,6854,8374,890,2857,21
4822,17204,1349,3645,2558,2943,3649,4254,9640,10884,706,1945,21
289961,444095,113797,189432,291,320,112,144,220149,200214,124696,107293,21
4985,16445,1261,2877,1199,1387,1580,1959,4713,5585,627,2783,21.2
32715,53892,3069,4835,1070,1234,0,37,48398,45241,41284,35558,21.2
280684,386819,35762,57610,1052,716,259,239,356539,319374,148183,156194,21.2
441272,603576,220165,303868,1217,906,177,130,228782,210061,104496,101542,21.3
21927,35622,8697,15699,1694,1852,2885,2815,6814,7266,1488,2762,21.3
6127,15977,1776,3902,2575,2719,3188,3637,9643,10808,440,2906,21.4
1549,7762,590,2864,2054,3238,2496,3991,6878,11301,402,1377,21.4
7193,12358,1594,3039,3316,4366,4085,5533,10136,12909,0,420,21.5
17393,41284,3522,8237,158,86,139,70,21131,22549,13496,22231,21.6
15186,23886,5467,12444,264,232,156,47,22977,23670,10920,21378,21.6
7700,24142,317,1686,5656,5837,7378,7555,17252,17377,3317,3565,21.6
43014,73588,5956,10171,734,518,181,151,49875,45461,36687,35792,21.6
59507,90968,10137,17844,139,66,0,0,59158,55820,44081,46035,21.6
30162,50558,8965,13992,264,202,179,119,34862,33883,22139,31604,21.7
11214,25822,2066,3929,2083,2106,4922,5471,11121,12400,3806,5535,21.7
31594,34519,11066,17414,393,220,0,76,23087,22472,11252,16569,21.8
94263,151141,11651,14841,204,170,0,89,45572,42727,36480,31034,21.9
2341,4361,0,1693,182,60,58,44,2069,4418,20535,27443,21.9
245863,384053,44118,72114,1691,1475,234,132,153080,150961,72331,85624,21.9
63446,95389,146130,211648,6105,6128,8282,8260,23046,21794,3951,3653,21.9
3781,11447,2209,4848,2749,3344,3695,4263,10471,11815,466,1187,22
24052,44603,971,3273,4683,4818,7075,7056,23180,24579,6509,6558,22
2681,10271,0,227,80,32,119,27,3216,4420,3233,3935,22.1
343619,458062,26891,38174,886,883,146,95,486661,421663,161263,152307,22.1
53801,74531,10567,18733,454,254,310,140,51656,48400,35031,41446,22.1
4445,9601,1757,3966,1504,1488,2277,2585,5721,6454,988,1396,22.1
4365,17065,983,2899,3119,3919,4584,5773,12997,16628,1845,4012,22.2
83583,120401,4904,8036,487,288,320,218,69777,63012,30338,27674,22.2
25974,42983,3108,4334,6186,6647,10204,10926,29546,31085,6514,9066,22.3
1474,9368,147,2540,610,1116,1034,2287,2587,5936,0,223,22.3
11487,22910,2049,3777,4303,4682,5505,6024,17045,18191,4097,5087,22.3
994,6298,940,3696,1066,2381,1598,3607,3740,8743,395,1307,22.4
2201,7268,0,925,201,122,106,55,6441,5602,1270,1430,22.4
316927,445377,43423,65590,1915,1887,493,426,418904,362742,180347,153139,22.4
8060,15465,1563,3927,4073,4615,5821,6772,14210,16765,1444,2149,22.4
