"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
5527,16076,2557,7187,4882,6184,5167,6883,14965,19496,5038,5180,16.7
151963,318950,26112,51483,1163,1349,206,168,103244,123368,73757,76005,16.8
18237,21937,2624,4438,210,142,212,130,11979,14901,13426,14661,16.8
3982,9859,1004,4169,2029,2790,2524,3316,7882,9851,1471,2726,16.8
5287,9298,1338,4232,1969,2890,2727,3886,8276,11767,2327,3561,16.8
5358,9880,475,2013,2817,3990,3238,4667,8971,12604,766,2533,16.8
24767,56529,4059,9827,245,179,147,98,27336,34659,11059,28845,16.8
38143,56624,10800,19552,269,130,0,79,32624,39678,39236,39636,16.9
3406,11724,825,2837,1365,2129,1979,2799,4641,6851,1146,1200,16.9
27340,64578,11960,29418,71,173,93,92,35824,44551,35112,39584,16.9
3507,15909,1105,3088,1960,2760,2170,2924,5089,7305,699,862,16.9
53140,104031,4787,12370,321,258,250,141,61535,79775,36186,67770,17
4466,10205,1721,4135,3059,4139,4202,5835,10356,13611,1529,3220,17.1
1460,4315,516,2608,517,1653,551,2131,1628,5898,1587,2067,17.1
10017,15049,1848,3334,1721,2962,2748,4640,7897,12332,59,1093,17.1
1416,5164,549,4475,681,813,1009,1364,3030,4479,609,647,17.1
5861,22328,1462,4397,2637,3887,3308,5107,9641,15890,1736,3278,17.1
10982,17472,964,4200,1984,2779,3071,4462,9669,14594,506,2251,17.1
6018,7652,10,1398,267,127,418,212,7646,6007,6613,4089,17.1
738,3199,281,821,95,142,125,1048,179,5287,5872,9589,17.1
547104,762304,41792,66049,4785,4978,66617,75915,414809,437465,278001,263748,17.1
42745,74323,2422,7620,0,147,83,106,42489,51986,28755,48269,17.1
9776,22230,1965,4515,2676,3668,4235,5331,12003,16107,5842,6050,17.2
4937,17273,2722,5840,3914,5176,5058,6722,12930,17551,2015,3509,17.4
14196,35143,9114,20198,10,0,171,91,16579,21528,9007,16838,17.4
22152,43555,7503,14398,583,331,0,0,25722,30774,20591,25787,17.5
11691,22140,1398,4062,3816,5004,4761,6338,13843,17006,1632,4335,17.5
4541,16031,702,2433,1937,2526,2926,4172,7514,10647,2265,4216,17.5
3460,20733,1340,5660,1460,2780,2020,3907,5849,11234,1132,2494,17.5
7469,16253,1776,5231,2234,2559,2860,3596,8375,10288,899,2270,17.6
