"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
5035,18879,384,1119,2652,3679,3316,4546,8228,11162,939,1945,16.6
9888,16032,2564,3807,1067,1358,1454,1697,4096,5424,1831,1511,16.7
12838,30276,6145,14006,2498,3313,3765,5188,11359,14457,3341,3336,16.7
61503,107111,9514,16816,142,179,342,130,54437,73200,34631,55675,16.9
100536,205121,18188,38853,623,297,288,186,113969,141039,53426,66578,17
5746,15553,1589,2954,4942,6547,5512,7292,15314,20148,729,1959,17.1
15280,29633,6859,8385,1628,2150,3178,4297,10929,14423,4160,4758,17.1
12938,29271,4476,11199,152,116,0,0,26263,34944,10989,28095,17.2
4717,11378,2284,7979,2609,3748,3021,4602,8035,12391,2163,3110,17.2
9647,24543,1968,4643,4713,6505,6738,8976,17938,24225,3247,4824,17.2
13196,37477,746,3644,324,194,212,108,20783,28715,9013,24254,17.2
4783,13459,1489,3910,2039,2852,2934,3896,7398,9710,825,2413,17.4
6870,14647,1304,5119,2162,2602,3251,4435,9400,12637,652,3084,17.5
330947,420498,459346,836269,2736,2124,749,737,27477,32691,22571,22745,17.5
12317,24314,5197,9395,825,494,52,46,14655,19766,7581,14136,17.6
272837,515548,112171,203533,837,1118,406,298,128063,149505,69701,83399,17.6
29225,62315,7904,17322,0,41,0,39,36111,47797,19681,32635,17.7
21350,49139,5290,12542,1,0,444,311,22639,30212,15790,28710,17.7
899,5468,1028,3994,1257,2212,1813,3416,4815,9489,553,2148,17.7
7804,19758,708,2959,6869,9427,7157,9354,8470,9518,2265,4519,17.8
185248,371803,7127,10534,493,406,57,58,104813,128327,74083,75781,17.9
2310,10929,4143,11181,142,46,153,113,42079,56462,26607,39036,17.9
1762,10132,3079,11240,121,51,177,100,35845,62982,21545,39600,17.9
2941,11588,4674,11199,204,137,90,0,58888,74937,40730,48051,17.9
1722,10421,3446,11464,149,51,83,0,37682,71557,25839,46484,17.9
4.44107e+06,1.77007e+06,5.71232e+06,2.56397e+06,27293,8830,10388,7326,1.19674e+07,3.87559e+06,1.01895e+07,3.04317e+06,17.9
45216,59810,7825,12635,675,290,0,87,46970,57623,48683,45986,18
4033,12470,0,893,1936,3351,2812,5061,8439,14517,2888,5020,18.2
906,3076,617,2495,497,1632,513,1974,1426,5293,363,395,18.3
24666,50550,2439,5502,170,171,199,79,29471,35532,12520,28943,18.3
4999,18586,2545,6766,3789,5386,4365,6316,13812,20232,1188,2046,18.3
12091,21175,1040,3101,2293,2692,3052,3909,9400,11730,1409,2781,18.3
6101,24883,1292,3475,4098,6570,4968,7776,13410,21329,1815,3356,18.3
1960,12563,32,814,388,2720,554,3491,1435,9107,79,30,18.3
6352,11598,3482,6301,2803,3752,3652,4814,12412,15868,1509,3189,18.4
8326,16994,1471,5106,3331,4142,4700,6085,12694,15953,2371,3642,18.4
4778,15412,1944,4618,1734,2900,2113,3683,6645,11526,3121,3709,18.5
1.52694e+06,1.259e+06,1.66439e+06,2.0712e+06,5831,3943,1808,984,1.33486e+06,1.14985e+06,899812,733636,18.5
5286,10862,964,3990,1885,2518,2884,3669,8054,10196,2364,1545,18.5
1790,7783,554,2830,334,659,459,1491,972,4108,1644,2588,18.6
1376,5384,923,3198,1650,2234,2282,3264,7324,11105,0,728,18.6
18424,25010,2741,4157,5087,5915,6383,8024,17561,20948,2725,4032,18.6
1973,6655,0,572,1903,2560,2838,4105,8609,12555,1695,3272,18.7
17966,42883,2852,7063,7867,10223,9936,13118,23115,30306,1848,5080,18.7
4812,10018,2420,6032,4121,5281,4208,5517,10670,12986,989,2723,18.7
1854,11642,1294,5453,998,2614,1308,3359,3463,8822,840,2132,18.8
