"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
3691,14470,688,2610,1764,2331,2108,2827,5497,7344,205,1271,17
43422,80571,17304,30720,154,161,370,180,49992,52110,51044,50957,17.2
30490,47843,7801,13302,192,166,339,152,35404,37644,26181,29297,17.2
22866,45495,8481,14945,46,25,237,185,26645,27655,20123,25752,17.3
5105,8218,3451,7200,3206,4088,4419,5304,13200,15500,304,1714,17.3
51717,92985,6797,11874,278,235,0,0,59225,65529,45258,51099,17.3
357679,297179,447622,461604,28221,21784,13013,11860,85962,89870,45889,67223,17.4
15656,19972,2785,4565,3825,4653,6159,7352,15750,17954,3420,3795,17.4
859,2761,2777,6675,367,292,0,0,4138,5848,1690,2118,17.4
1680,8900,664,3364,258,178,76,0,2059,4171,247,262,17.4
544,2731,3542,37228,198,156,149,69,1932,4219,7183,21156,17.4
1.19245e+06,1.29692e+06,2.65362e+06,3.0813e+06,12510,8083,1552,1139,610629,413210,217376,152658,17.4
5638,12606,2904,4911,2437,2886,3242,3791,10039,11744,1790,3016,17.5
4974,16324,2710,6758,189,314,119,47,9440,12618,6347,10760,17.5
29313,63246,2499,4485,390,387,207,99,40615,46148,23513,38355,17.5
5572,9553,1556,4158,1028,2537,1729,3910,4590,10294,3330,3491,17.5
12732,23194,3838,8873,1525,1717,3455,4272,11670,13804,4168,4859,17.5
3974,14328,851,3178,206,200,500,490,22736,23332,7546,7446,17.6
867,5299,291,1235,215,132,124,434,2077,4839,12131,21651,17.6
1798,12151,223,1194,224,189,379,734,2407,5011,20750,44544,17.6
1.39148e+06,1.08497e+06,556999,655540,36307,17107,269355,133350,2.68065e+06,1.26512e+06,2.05677e+06,871579,17.6
6795,12774,1162,3175,1882,1923,2533,2807,7774,8619,1401,2063,17.6
20359,36324,6526,10297,1460,1451,411,269,18104,18973,13583,17690,17.7
27856,47940,3544,6459,508,284,250,100,23926,24279,22828,26576,17.7
8077,22352,1483,2526,5510,6706,6257,7435,16521,19203,2747,3819,17.7
3518,9063,1079,3462,3237,3857,3844,4350,9788,11336,1649,1917,17.8
124583,221570,37824,61604,1614,1591,93,246,78899,78282,44525,42026,17.9
6963,21915,1471,4360,1253,2360,1327,2647,3786,6897,2018,2298,17.9
62631,107991,82694,142387,15269,16092,18731,20854,51786,57246,12800,16308,17.9
36910,66653,5002,9875,832,518,580,305,45121,43845,30076,33654,17.9
4890,13063,1230,3309,1662,1876,2695,3307,8962,11638,1465,3048,18
1247,5615,2082,6870,1571,2209,2104,3007,5522,8025,304,1094,18
28695,50877,2950,5243,418,298,137,72,40190,40080,28655,33881,18
10219,16248,4602,5784,1911,2108,3983,4466,11606,12224,1637,3587,18
21903,35818,4449,5832,2027,1585,396,233,26590,26109,22507,19542,18
8644,8979,2332,2735,5067,4543,6898,7157,17240,16582,2693,3479,18.1
17525,27639,2497,4169,4350,4770,6141,7134,16454,17476,2459,3251,18.1
2264,8129,1474,4149,3098,5327,3914,6617,10733,17908,1030,2706,18.2
7603,20870,1781,2708,4704,5170,6662,7084,18236,20009,3005,3373,18.2
42262,63819,8354,12282,909,557,0,17,42622,43608,29213,33530,18.2
25388,41506,11349,19638,387,202,24,11,37059,37121,25259,27143,18.3
95837,157960,4696,5927,0,344,90,103,140248,138842,47990,61981,18.3
9132,13127,1225,4621,2930,3306,3620,3917,10141,10546,2364,2360,18.3
18405,39151,6485,12215,4065,5000,368,410,26644,27999,12149,24667,18.3
13484,16944,3613,6982,4472,5413,6599,7505,18320,18807,4100,4998,18.3
12290,24080,41099,74608,3306,3761,3624,4068,9202,9612,2032,2122,18.3
6917,13211,2499,4806,4548,4925,5635,6094,14209,14587,2099,2230,18.4
7430,12193,1440,3958,2471,3378,3198,4523,9379,13335,3961,3486,18.4
4653,15371,2037,5093,1800,2259,617,639,4237,5000,1138,2301,18.4
6054,15614,501,2456,946,1469,1473,2216,4395,6346,1226,865,18.5
27919,44028,12975,23121,1224,803,232,117,33893,35450,19313,24041,18.5
97759,159606,8996,15866,1534,1148,487,373,82508,78614,62665,66909,18.6
6131,18200,3089,6572,1275,1214,2997,3406,8291,9200,1640,3337,18.6
6808,12045,3034,4749,2100,2051,2849,3062,8484,8959,2119,1798,18.6
628338,677530,442801,537301,2459,1349,699,338,161887,155119,112546,91678,18.7
6515,16676,3287,5978,3512,4036,4643,4914,15719,17267,3694,4898,18.7
6080,18336,1206,3273,2241,2558,3111,3690,9983,12353,2093,2765,18.7
38468,56600,4337,7530,1025,475,352,155,49147,46672,39982,34853,18.8
4567,9948,2571,4748,1330,1547,2252,2471,6889,8519,2167,2427,18.8
17504,33980,15248,28434,761,705,98,141,24441,27452,21095,22182,18.8
23841,40965,5561,10343,420,402,106,46,31817,31999,18849,25035,18.8
7448,13673,3275,6753,3724,4241,6010,6715,17657,20023,4180,4492,18.8
22681,45415,9770,16720,657,503,288,148,26456,26826,21472,24401,18.8
39313,64544,7295,11883,491,381,0,63,46207,45736,39494,37507,18.9
