"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
10251,19328,1766,3507,4239,5341,5334,6627,15540,18685,2309,3251,17.5
27382,41217,3815,6925,284,205,267,226,33590,36464,20391,29685,17.5
76028,160008,11770,19630,400,243,218,124,42122,46967,23906,27696,17.5
16522,15619,3168,4149,1849,1791,2279,2666,7468,8137,2658,2318,17.5
22533,53266,6055,13042,85,18,93,84,34247,39954,15389,30575,17.5
10334,27667,3726,5981,13803,16589,16539,20363,11602,13460,1009,3518,17.6
1133,6884,756,3242,735,1400,1055,2013,2455,4966,45,569,17.6
80147,147338,10982,19582,644,249,317,134,73622,74588,37112,36417,17.6
182772,299004,14408,21776,788,434,0,68,271753,259096,65568,70473,17.8
41038,80971,4931,10495,297,192,108,142,48380,47378,42023,37615,17.8
55072,93374,3034,5327,267,206,169,81,49881,55769,34809,52348,17.8
7828,17107,1512,2812,983,1238,2436,2612,5349,6251,849,2946,17.8
78315,55720,22502,11450,103,212,588,344,45111,10913,21634,6950,17.9
45758,77418,5007,12031,115,156,256,147,40607,40931,35879,35343,17.9
2007,11528,890,3990,408,1498,772,2589,2266,7775,2333,3841,18
10273,14145,3853,6862,2471,3734,3463,5128,9263,13929,1432,1473,18
4886,12303,1816,4001,1972,2254,2973,3370,6619,7868,1100,1900,18
7313,13749,1589,3261,747,1530,864,1934,2096,4172,1562,1957,18
30878,45813,30007,55753,0,130,26,114,33628,33376,27048,26015,18
2182,10355,595,1543,2186,3376,2830,4404,6728,10852,564,1747,18.1
6224,16190,1256,3549,3159,3682,3831,4749,9835,11989,1491,2318,18.1
35759,64243,14281,25105,201,133,289,128,45626,46531,35447,43672,18.1
73645,123033,11502,20082,485,179,204,209,81222,83613,57408,62710,18.1
4257,16839,1318,3337,1707,2685,2260,3402,6567,9363,921,1307,18.2
58838,96971,10570,21336,58,126,368,190,64301,65838,57944,61035,18.2
10325,20611,4064,9495,3541,4117,4586,5361,12500,13905,2370,3266,18.2
12292,23838,1493,2951,3078,3349,4059,4656,12581,14527,2950,3459,18.2
31021,61392,43009,79651,3538,4370,4934,5488,13671,16017,4282,5532,18.2
57390,91852,5709,8331,379,145,272,179,51493,49442,51810,46824,18.2
14598,33508,3007,8181,148,110,87,133,9791,10532,3897,5765,18.4
11385,13056,1143,2162,1662,2657,2566,3466,6539,8329,1524,1877,18.4
17299,27547,2822,6763,3992,4707,6053,7222,15718,17434,4107,4198,18.4
61995,122094,27375,46788,426,226,109,149,52282,51726,38546,49964,18.4
31905,56112,15448,24578,1459,1741,4520,4993,13140,13489,4702,4512,18.4
17901,41007,2525,5125,2032,2103,4586,5350,13361,16587,4360,5899,18.4
2835,9783,369,3081,174,94,137,16,1159,4482,6471,12108,18.5
41989,75617,3628,5651,157,87,125,196,40637,42365,31671,38147,18.5
56990,98461,27844,49398,526,311,103,88,54263,52523,45132,39140,18.5
73061,128370,10728,19486,508,302,171,116,83927,81395,49808,62900,18.6
2413,8206,144,989,1033,1310,1366,2008,4249,6211,703,1010,18.6
10352,13271,2272,3672,4684,5037,6352,7150,16136,17543,3644,3900,18.7
20326,24379,3968,6156,4877,4848,5584,5958,12870,14232,3298,3202,18.7
11218,24430,1589,4285,1371,1299,3288,3828,9593,9198,3460,2851,18.7
40764,81191,2533,4592,139,31,49,8,21748,21789,11943,17959,18.7
7954,15819,1886,4531,2154,2247,3017,3237,7222,8132,1521,2580,18.7
30471,47711,8457,12896,290,198,0,61,39308,39641,32789,31608,18.8
10548,18954,3206,6687,2887,3218,4201,4830,10943,13370,3040,2497,18.8
1455,9369,132,685,106,0,108,28,2521,6322,19920,43022,19
427012,588196,67630,105164,1145,928,0,54,568682,502269,228288,226146,19
7369,13508,1982,3851,1915,2177,2528,2835,7802,7878,1071,2325,19
11943,20170,1805,3210,1780,1817,4308,4337,10288,10055,3685,4315,19
1273,4148,0,1527,13,0,324,260,7302,11152,4764,4309,19
9253,18732,1126,2437,91,51,471,196,22355,13608,6493,3753,19
4320,15490,825,2652,263,159,288,135,2498,4096,8578,8789,19
595440,736944,180914,275519,2054,1835,569,284,1.17576e+06,987741,411143,366703,19
1834,9359,358,1489,152,67,222,126,1233,4378,2044,3891,19
1281,5121,0,353,165,55,213,169,2876,4296,1088,1498,19
154763,247936,23858,35626,485,233,471,270,181325,153189,76475,63501,19.1
1071,4556,4172,14135,119,76,216,148,12739,24591,5378,10118,19.1
2.06192e+06,1.72998e+06,6.28221e+06,5.99027e+06,10057,6309,3011,1648,2.6807e+06,2.00754e+06,2.22606e+06,1.53719e+06,19.1
9639,16529,1423,4871,4200,4610,6056,6716,14328,16087,2044,3403,19.2
6736,21795,2082,5327,1540,1880,2427,3142,6018,8040,936,1354,19.2
28939,40257,8647,13317,506,174,0,42,26651,26982,18606,20427,19.3
13125,31267,2471,5737,4024,5118,5824,6801,18640,21019,5191,5250,19.3
13082,31409,4037,6797,2231,2717,3835,4045,11514,12390,3198,2634,19.3
59390,89443,4504,8297,255,219,310,196,59577,55205,57511,50299,19.3
5278,13396,2011,3604,2423,2621,3449,3989,9381,10550,1777,2467,19.4
24504,30767,1553,2599,3786,3726,7053,7054,18251,19721,6372,5178,19.4
13297,25651,3239,5137,2552,2779,4482,4489,12085,11729,2458,2827,19.4
26020,46345,1350,2953,146,113,259,160,22229,22005,12423,19136,19.5
7790,15908,3287,7116,1504,1711,2739,3050,6611,6699,1936,2929,19.5
8414,19038,391,3388,3615,4296,5192,6510,14512,16592,3397,4095,19.5
2250,10031,514,2001,1194,2507,1426,3278,2124,5746,620,1148,19.5
773,3947,345,1725,418,1269,491,1721,1248,4391,132,138,19.5
7670,14596,2195,5996,3536,3806,4104,4558,11812,13050,1920,2922,19.5
28511,57538,11008,17349,342,198,256,122,36336,35152,23507,33650,19.6
3018,11056,1134,4864,496,1002,677,1471,2682,5752,805,1430,19.6
20195,31276,16926,27689,327,243,0,8,30851,29357,18740,18622,19.6
1696,6240,1771,4950,1345,1841,1734,2398,4846,6798,676,1882,19.6
8623,18433,2476,4444,2157,2609,3362,4009,11292,12677,2359,3128,19.6
8441,21491,2550,5816,2927,3212,3595,3803,9298,9675,1324,3236,19.8
8605,16295,1900,3943,1970,2264,2900,3116,6817,8068,1692,1913,19.8
4983,9177,1249,3097,1617,1827,1971,2153,5506,6117,500,1655,19.8
60311,75016,12766,16077,418,194,491,211,46453,42317,33169,31300,19.8
43212,60800,6821,10308,472,338,115,109,47703,47523,31273,30978,19.8
15270,25604,5065,9171,4145,4141,6255,6368,16463,16645,3446,4140,19.9
46639,74385,7362,13888,107,137,0,42,50126,49527,37570,41806,19.9
9374,13220,3669,5351,1414,1346,3793,3769,8761,9206,2794,2159,20
11740,18128,2990,4305,4670,5491,6333,7088,13497,14500,2090,3046,20.1
49997,70563,18023,28293,360,178,0,0,43519,39443,37853,33581,20.2
40560,61638,6806,9235,0,86,150,122,38326,35163,27714,27049,20.2
39350,68163,24392,40507,1033,1139,3677,3986,10828,11692,3896,4576,20.2
6242,12821,1491,2365,2415,2444,3699,4280,12371,13857,3955,3286,20.2
56141,83685,11533,18476,228,186,289,132,45541,43125,37816,34953,20.3
11784,23482,3609,5539,2557,2473,3531,3386,8461,8248,1850,1313,20.3
21409,42538,7369,12920,146,224,441,319,16770,16721,6585,9888,20.3
20816,43464,3242,5689,212,183,279,206,26790,23917,12692,18206,20.4
4114,8961,1895,4169,17969,20733,28626,33577,45889,43480,10272,8843,20.4
29638,48363,18265,28692,339,183,229,172,32322,30653,26406,22470,20.5
48521,60904,15100,20418,224,285,207,117,41274,36887,33774,30126,20.5
92440,145892,172904,253108,5659,6060,8613,8784,26010,26974,6392,5824,20.5
54758,81086,3900,4566,451,143,244,162,63597,59675,50728,49251,20.5
13113,14419,2612,3587,1257,1464,2130,1792,4826,4448,1818,2233,20.6
59067,89944,17656,27664,0,68,298,137,68910,62271,57058,54231,20.6
6912,16008,1167,3623,0,0,103,139,1870,4173,8930,12773,20.6
35512,58656,19615,34518,13,123,32,39,40165,38124,30478,32275,20.6
6061,15315,669,2788,2012,2297,2979,3210,7493,9182,1319,1437,20.6
34011,63528,4924,8294,327,161,614,277,39246,38017,33619,32793,20.6
15621,31141,2312,5704,3259,3921,5474,5930,16991,17932,3362,5316,20.7
2328,15451,762,2976,136,67,146,36,1544,4127,4465,13472,20.7
19942,44624,5479,9712,50,42,272,98,23941,23389,13215,17626,20.7
6449,11327,2125,3328,773,1963,822,2344,2726,5576,1444,1537,20.7
8353,10384,3604,7249,2065,2144,3055,2851,7430,7669,901,1141,20.8
1732,5511,262,1805,1677,1957,1977,2217,6138,7042,602,1341,20.8
