"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
2398,9597,806,3545,1791,2605,2575,3590,5826,8593,77,1437,16.4
7172,15757,1400,3653,1987,2543,2411,3211,6055,9198,489,986,16.5
15574,46630,7224,16188,327,252,0,2,20720,29536,11947,22267,16.6
31334,61815,12106,25255,0,0,0,0,32974,46596,29459,40370,16.6
82368,171690,4013,9126,32,109,36,45,48673,61348,29861,47998,16.7
2242,8964,453,4693,1836,2968,2165,3913,4944,9001,100,503,16.7
682114,969161,905852,1.19798e+06,3434,3633,444,529,443112,521206,135835,151212,16.8
12100,16657,2434,4484,4400,6082,5060,6771,12559,16151,2484,2646,17
34789,68302,3228,4590,240,142,469,197,31243,39786,33372,35830,17.2
2746,16690,556,3436,974,1520,1460,2512,3815,6821,562,1492,17.2
4985,10883,1941,4714,2447,3132,2868,3782,7225,9746,1208,2770,17.2
1342,7352,0,868,124,21,147,45,6351,10049,2139,3192,17.2
3372,11718,276,770,97,40,96,0,291,4823,1318,4637,17.2
5001,8569,42,1739,127,41,299,142,824,18732,19248,48276,17.2
294880,532350,23245,41698,1354,1644,371,322,664080,801509,258551,301752,17.2
6381,21273,2604,7972,3285,4713,3831,5290,11773,17039,1010,3755,17.2
4226,7980,315,2364,1870,2830,2871,4539,6361,9967,372,1397,17.2
9165,28434,2301,6445,4288,5937,5300,7474,14075,20299,2985,4463,17.3
1377,8346,0,0,420,1550,582,2503,1330,6176,168,241,17.3
11508,18105,1223,4318,1798,1915,3071,4245,9014,11317,4840,5364,17.4
8322,19162,1886,3704,2906,3743,4204,5553,13060,17674,3980,4886,17.4
93024,196501,7400,14308,246,169,33,92,60246,77084,46179,65255,17.4
509,2159,0,972,270,1167,305,1270,664,4097,273,310,17.4
12103,32445,2885,7704,3243,4173,4400,5933,11577,14685,2592,4281,17.5
55072,114367,11504,27104,204,213,0,24,43334,54010,38242,45028,17.5
1412,8767,434,1988,186,76,226,166,2935,5699,415,796,17.6
602329,890453,138441,251159,6178,6530,67474,77746,476767,520871,355516,395124,17.6
3270,11715,0,280,278,213,319,668,1785,4678,1318,2912,17.6
72459,154275,40042,77472,327,481,455,172,80848,96932,76864,80377,17.7
6997,16449,799,2389,3276,4180,3913,5188,8177,10631,1698,2065,17.8
4467,14263,2078,5747,3883,5507,5067,7099,12412,17325,998,3151,17.8
5203,9287,53,1938,1492,2844,2012,3752,7277,12380,332,671,17.8
3752,7811,70,1079,191,162,139,50,6823,10038,9266,9580,17.8
2660,10204,1064,2548,201,81,98,13,8601,14405,5460,5689,17.8
645,2599,0,321,145,48,191,93,3913,9212,5729,13437,17.8
526763,761160,212251,369854,3159,3614,348,309,1.33991e+06,1.34226e+06,642203,580635,17.8
2777,8835,0,1047,415,2318,509,2682,1405,6408,153,224,17.9
13844,26212,2653,2750,143,93,0,50,16468,21179,9307,14931,17.9
2032,13399,411,1814,825,3095,832,2861,1470,5422,174,202,17.9
26513,64611,7276,14514,444,224,0,27,41850,54142,34858,49768,17.9
7282,10496,1821,3300,2407,2903,3054,3854,8690,10949,1330,1778,18
3523,9784,8230,21762,309,285,103,90,12454,15594,4525,11683,18
17242,26828,3603,6631,4862,6432,6004,8077,14953,19405,2525,2596,18.1
45923,101272,19182,36032,282,299,280,136,38160,49108,28038,40333,18.1
7810,15836,2329,2954,1900,2554,2271,3459,6432,8221,1175,1295,18.1
19605,36409,7569,13740,308,144,174,52,26367,32567,21890,25507,18.2
11552,29381,204,1589,6464,8607,8004,10196,18468,23581,2067,3205,18.2
