"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
363700,666529,29708,48480,1175,1067,76,72,511142,597619,151767,203830,16.6
1643,7325,2797,7896,252,224,185,88,1346,7355,1616,3562,16.6
1578,10404,300,2104,148,55,130,52,1710,4210,276,1238,16.6
12140,19945,1117,3557,2394,3055,3605,4728,9396,12336,2874,3952,16.6
1696,6355,0,0,0,0,90,25,3966,5270,691,1088,16.7
2552,6481,90,3118,118,105,102,68,3115,6718,2579,4696,16.7
1381,7311,557,3689,112,27,169,59,8871,27851,33576,111727,16.7
278033,496950,24896,44590,1088,1593,456,228,392472,456471,144891,198777,16.7
964,6035,303,1992,67,0,128,0,1654,4811,0,909,16.7
4115,12679,667,1785,1375,1597,2086,2585,6438,7882,1264,2510,16.8
4707,10220,1678,4565,2012,2350,2560,3233,6204,8111,1076,861,16.8
12029,32750,1538,3448,173,154,0,0,15476,20045,14086,17941,16.8
7039,12944,3400,6064,2646,3955,3430,4847,9260,12626,2613,3516,16.9
19999,32847,4584,9028,210,178,61,76,29252,34071,20771,23189,16.9
6018,14178,1120,3238,3058,4105,4005,5332,9732,13355,1993,4155,16.9
6827,12418,2485,4251,2833,3281,3443,4535,9891,12317,2297,2934,16.9
6332,21696,600,1795,3120,4906,3756,5852,9195,14470,1825,2190,17
3213,17428,266,1195,134,38,105,0,5596,10351,1219,1914,17
1302,6375,0,0,110,32,127,0,1408,4298,883,3084,17
3541,8132,130,711,233,149,13,0,5025,11945,10295,26693,17
493673,932589,27070,43005,1269,1227,380,162,673840,728161,273744,283196,17
13315,20126,7154,9953,388,289,147,55,4925,5832,1769,2066,17
7751,17543,1677,4489,5966,8090,7034,9510,18705,24889,1474,4103,17
2034,9896,1402,4232,2880,5142,3883,7180,9906,18583,484,2472,17.1
12148,17733,2066,3438,5863,7994,6119,7802,11332,14936,608,1958,17.1
7762,16098,1423,2833,2382,2937,3002,3787,9041,11245,2014,2252,17.1
9170,11473,2068,4648,3256,3425,4760,5988,15672,19493,4694,4870,17.1
8329,26989,1472,4506,1670,2233,2162,2924,6046,8060,1023,1464,17.1
1928,6126,1374,3583,2144,3492,2685,4437,9048,14599,1029,1298,17.3
9813,18580,853,2444,76,23,209,94,22184,28594,8892,18649,17.4
4775,12438,463,2486,681,892,809,1757,1941,4445,1062,1270,17.5
35706,71936,3611,8163,95,71,204,190,39378,44388,23336,35487,17.5
1888,8801,411,1730,103,0,261,162,13343,15497,2666,3106,17.5
6091,19471,382,1377,248,147,264,211,3201,5290,2710,5298,17.5
3500,11085,894,1764,53,69,156,88,3555,10230,7694,11092,17.5
338654,494430,97814,162353,2349,2609,566,255,999948,1.03597e+06,376925,430485,17.5
781,4845,1915,7750,243,211,112,14,1810,5449,643,2044,17.5
1858,8017,5086,12797,109,26,143,15,2343,4926,945,1678,17.5
134310,221969,13097,23026,469,236,790,317,131773,141138,48741,50245,17.6
8904,24039,1261,3483,3937,5008,5161,6607,14728,18716,1596,2432,17.6
17684,36540,3980,7131,0,6,143,136,20233,23460,13340,19564,17.6
2581,15413,581,2773,3998,10449,3974,10244,7887,20111,589,1494,17.8
44462,78299,6953,12216,43,89,159,94,54093,64279,26726,51800,17.9
25177,50354,6471,11078,340,193,0,20,25201,30258,12882,25674,18
18509,29075,2674,4626,4551,5730,6299,7636,17321,20442,3153,4539,18
7221,15641,1623,4683,2697,3466,3008,3949,7279,9484,763,721,18.2
1640,9676,226,1429,678,1748,1041,3106,2945,8481,1003,1506,18.2
20229,17589,1589,3351,1111,1568,3064,3534,9306,10051,5044,4439,18.2
3083,6978,3012,6924,3478,4272,3989,4892,11483,14065,1584,2155,18.3
3451,18238,1278,5478,3292,5327,4021,6560,12180,19757,848,3140,18.3
4735,15866,205,1547,384,1394,368,1794,1686,6533,238,383,18.3
4958,14311,1210,2956,2184,2681,3176,4125,8984,11232,509,1831,18.3
5440,15506,993,2460,2984,3175,3961,4783,10761,12327,842,2891,18.3
6579,14985,1970,5256,14309,18092,22351,28019,30212,35268,3510,10787,18.3
47798,83206,14951,27902,584,248,405,200,64084,71885,39798,56178,18.3
11870,18015,1320,3195,1836,2250,2891,3704,9752,11500,1223,2011,18.3
16516,28603,2339,4088,192,188,228,122,15592,16903,12339,12999,18.4
41890,71383,10247,18275,167,142,213,195,46638,54585,23159,41778,18.4
1644,10213,41,338,384,1238,447,1281,1205,4014,2342,4485,18.5
