"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
2993,18772,693,4189,1064,1922,1690,3160,5104,9782,27,1191,16.6
2779,10059,1230,4395,2181,3171,2938,4512,9553,14964,2062,4514,16.7
5260,15827,2415,5780,1414,1936,2110,2922,6147,7851,1591,2324,16.8
4039,6767,1308,2727,1341,1706,1409,1971,4454,6328,761,1275,16.9
5289,9735,0,1388,59,51,259,266,5172,4684,6050,3786,17
2412,13842,629,2679,188,180,210,1206,767,10018,6675,32858,17
500200,964655,18403,36178,2711,3278,28127,40289,224924,308888,197612,236350,17
7372,22374,1453,4000,2809,3867,4274,5823,12260,16818,3292,4680,17.1
7524,26242,1350,3714,2865,4064,3847,5462,11374,16141,857,4272,17.3
10538,21988,1608,4460,2624,3484,2863,4216,8291,11447,2084,2141,17.4
94464,195546,3862,7043,1,135,127,96,119244,148270,56429,60959,17.4
2959,4668,1392,4135,210,180,229,113,2192,4558,2348,2561,17.4
6215,11643,2083,5747,0,22,0,0,8212,7827,1942,2498,17.4
589023,1.00087e+06,626447,1.02234e+06,2027,1876,684,485,506702,604728,279500,329944,17.4
1581,10024,573,2644,1013,2180,986,1947,3041,6229,238,988,17.5
20896,52079,8265,18364,396,329,0,0,30456,40499,26803,31149,17.6
397,1863,1077,4236,565,1861,772,2753,2509,9504,1558,2763,17.7
4112,21805,492,2890,690,2223,986,3227,3303,11104,340,542,17.7
2991,7066,1304,2533,1749,2194,2300,2972,7003,9688,713,1236,17.9
17021,39010,5362,11973,174,133,197,121,18783,23212,15832,23446,17.9
28388,49778,8884,16421,55,34,0,43,27164,36491,18798,27261,18
2055,6493,823,2842,2301,3273,2929,4118,7572,10703,0,2010,18
180846,363228,221170,420809,677,657,118,127,139091,174482,87211,112876,18.1
5253,10951,856,1505,1460,3331,1628,3840,3957,10178,1968,1964,18.2
798,3821,118,1525,485,2050,449,2201,880,5346,547,834,18.2
5890,15863,1033,2444,1580,1858,1720,2267,4049,4712,433,512,18.3
10894,16373,583,2259,2646,4120,4183,5472,12723,17269,1640,3331,18.4
17044,41041,961,2707,146,28,49,0,23009,29044,13308,17914,18.5
1841,4050,1531,4014,4074,5910,4584,6764,10560,15335,1141,1241,18.5
346,2337,0,0,176,58,191,117,2571,4452,1128,2080,18.6
163902,317496,14437,23583,765,513,482,266,229232,259005,119281,130960,18.6
323500,593819,38249,72870,1199,1176,384,237,534107,609178,253929,268451,18.7
8416,23573,243,3183,3410,4637,5237,7181,16259,21708,3806,5208,18.8
18743,43491,6237,14778,378,190,0,0,23193,31628,12789,26012,18.9
181799,380261,16166,28023,1193,1470,0,9,116356,135143,52999,70258,18.9
723,4175,15,1797,237,181,203,152,2629,4481,0,561,19
141251,264664,12172,27220,819,385,892,309,203560,229172,75862,85034,19
5202,16820,532,1453,183,84,51,0,9875,8873,1856,2724,19.1
367497,578859,43621,70387,4891,3049,504,423,512321,472180,239587,199035,19.1
5616,14952,1014,2146,641,864,883,1395,2615,4837,805,1392,19.1
34650,43046,5075,7844,0,40,238,147,24451,28536,16537,23811,19.1
30816,66204,8819,16707,325,314,55,63,41945,48922,32288,38718,19.3
7654,9289,1859,4817,2986,3777,3617,5588,11295,15280,3837,3394,19.3
16807,32798,1654,3147,3331,4194,4758,6156,16855,22008,1945,4513,19.4
22626,40459,3268,6679,521,301,130,51,35049,45482,16984,39473,19.5
27896,36243,2205,4281,0,143,11,40,21668,25620,21365,24780,19.5
10711,27279,2538,5641,4415,5900,6342,8082,18853,23312,5486,6078,19.6
17503,33066,1580,2238,3228,3808,5367,6683,13207,15556,3963,4705,19.9
20675,44059,10709,20814,26,60,68,13,22130,27636,15587,23275,20
7573,17172,2480,5013,1679,1892,3766,4656,11316,13802,4461,5867,20.1
11643,15790,1644,3304,4291,5425,6169,7983,16049,19639,849,1858,20.1
2941,17045,415,1809,189,94,200,121,9199,15098,2371,4125,20.2
1208,5615,540,3089,263,218,234,136,2540,4076,2915,5017,20.2
1746,7802,0,679,210,119,144,41,2660,5930,13939,26980,20.2
997953,1.31959e+06,642364,933024,5064,4588,1467,1278,999457,901042,740967,636710,20.2
3202,12989,1126,3872,1827,2569,2704,3798,8292,12034,255,2385,20.2
17445,32269,1886,3149,7953,9976,9697,11995,24600,30288,4499,5204,20.2
438124,597828,474532,737620,2373,1906,509,333,276307,279954,193819,190198,20.4
2907,13431,722,3035,1626,2242,2142,3198,4741,6833,129,632,20.4
22512,50184,3015,6086,107,69,250,169,28552,33770,17612,29011,20.5
4243,10693,715,3286,2035,5452,2439,7379,1732,4659,0,325,20.6
14870,30660,1634,3961,2752,2802,3864,4732,13603,15918,4136,3755,20.7
5350,16637,1562,4112,4290,5400,5903,7686,14244,18475,1474,2894,20.7
2652,7383,113,1145,127,24,185,119,20885,41012,9424,14491,20.8
896,5688,127,752,106,0,218,199,3831,17241,802,1928,20.8
2628,12065,480,2559,876,2310,1175,3033,3069,9469,1064,1432,20.8
1564,8089,894,2919,1897,3149,1859,3013,6034,10299,0,155,20.8
40059,73249,12675,24494,213,224,0,0,36152,39989,28599,34573,21
64331,113192,23403,41378,483,170,177,178,75207,84775,75818,71034,21
4329,12446,1780,3715,0,0,90,53,25510,21721,10152,8792,21.1
3148,15038,454,1987,61,0,159,53,9119,15259,2599,3827,21.1
4764,13588,0,842,49,12,124,1,4240,4975,18711,18083,21.1
1.15359e+06,1.38164e+06,556350,731960,2346,1780,1019,600,1.41262e+06,1.23416e+06,1.0908e+06,820971,21.1
31060,45359,11785,21266,290,109,55,59,34489,38353,20078,32349,21.3
63936,114389,6540,10493,372,325,335,141,57682,60853,46862,53281,21.3
3932,23405,564,2475,176,91,86,0,7071,15418,2128,3748,21.7
2693,13211,573,2877,112,168,150,30,14973,19697,2613,3375,21.7
2304,11741,238,1043,112,12,155,32,6781,13523,2427,3281,21.7
1.18441e+06,1.74107e+06,100454,164566,2237,1946,645,442,1.38744e+06,1.30868e+06,620466,619293,21.7
6389,15147,1000,3420,1730,2412,2086,3071,5543,8836,253,1238,21.7
33875,64737,5376,10867,237,197,0,0,43122,48771,28491,35134,21.9
22410,47578,1719,4180,61,72,219,105,21826,23635,23573,22889,21.9
19867,36433,8670,15230,1235,1290,3191,3282,8631,9540,4040,3988,22.4
4514,11675,49,977,173,79,133,58,1497,4676,14612,35985,22.6
514038,718664,204685,334096,1860,1628,419,217,358617,362581,169077,197707,22.6
14791,28761,3101,6116,5857,6463,7757,8762,21178,23291,3824,4026,22.6
25090,49617,6352,13445,328,264,136,43,45668,51863,13273,35559,22.7
57303,85830,14867,26616,264,144,305,163,60166,62779,64352,57077,22.8
7643,22485,1483,2735,3389,3783,4501,5207,12272,13749,719,2466,22.8
9058,17157,8115,15641,269,220,304,132,6966,8104,2893,4924,23
7524,21150,1874,3542,2388,2728,3014,3468,8440,9361,1535,2634,23
5202,10042,1520,3239,3099,3701,4395,5577,13143,16286,825,953,23.1
264459,375303,253217,383689,795,478,417,273,100648,102828,48303,46778,23.1
19638,56460,12731,27060,1668,1896,3425,4104,9871,11777,2132,4286,23.1
21185,16456,3386,3930,3204,3214,3327,3320,8313,8235,1416,1499,23.2
1840,11540,1232,4752,1223,2358,1513,2771,4462,8601,296,520,23.3
22904,34856,6826,12642,118,99,398,231,23880,24059,19202,17406,23.3
31078,51555,10798,18110,518,268,203,190,33887,36432,23819,30741,23.3
6425,10700,451,2140,1250,1314,1766,1818,4891,5376,421,313,23.5
4061,10898,1028,2959,100,30,20,0,12575,11920,2326,2300,23.5
269453,339790,56680,87960,4689,4724,560,447,994310,870569,396931,380997,23.5
9716,19464,3268,5688,3916,4327,4883,5433,15984,17804,2812,3953,23.6
47762,68354,16767,29458,361,231,0,34,34006,34945,12162,27868,23.6
16566,39447,2933,6277,258,205,379,239,21246,23323,11909,20424,23.7
13972,28852,2605,3779,2889,3417,4131,4697,13561,14241,3502,4022,23.7
6565,15151,2537,4649,2187,2372,2878,2963,8294,9281,1818,2072,23.8
7485,16564,750,3004,2601,3039,4529,5842,13476,16526,4516,4992,23.9
2487,13067,2485,8112,2021,3370,2815,4850,6892,11497,659,1213,24
9618,15398,1184,1981,3579,3778,4074,3923,10875,11537,1903,1682,24.1
152956,221832,56314,90637,8291,9086,12699,13194,20181,19144,3599,3693,24.2
7656,13274,2595,3304,1812,1981,3035,3300,9533,10205,2301,2720,24.3
7011,12961,2744,6374,1673,2482,2525,3781,6684,8846,2291,2319,24.5
3371,7014,2236,5928,1839,2414,2654,3059,7955,9489,1907,2023,24.5
13976,28759,1804,3075,4662,5248,5961,6628,16051,17612,3102,4070,24.6
12495,19578,2489,6182,1851,1720,5351,5927,12608,12903,7478,6673,24.7
799406,725822,1.06593e+06,1.23147e+06,5927,3536,1640,1201,86303,70053,49781,41626,24.7
5357,13287,2137,4114,1088,1222,2891,3312,8663,10477,1900,2906,24.7
27990,46708,12577,21891,0,40,136,87,48545,51178,22501,35495,24.7
3009,7074,1344,2657,2066,2403,2673,2995,7875,9061,878,1041,24.8
1843,8099,0,425,112,63,109,41,1461,4713,101,139,24.8
26815,33157,4171,5198,8045,8952,11308,11668,34251,34573,6517,6794,24.8
4649,17473,2097,6068,1619,2549,2192,3550,5460,9455,550,1266,24.8
3237,10830,4550,9792,0,27,163,50,26957,35796,12952,12372,25
2.73718e+06,1.55806e+06,3.57584e+06,3.05939e+06,9573,4444,2064,1063,5.26991e+06,2.4823e+06,4.13865e+06,1.73136e+06,25
2643,7322,1986,5007,1828,2311,2954,3466,8027,9143,34,735,25.1
6251,12525,0,1222,3256,3786,4520,4941,12827,13702,2630,3208,25.2
164332,247855,30806,50999,439,269,137,67,127607,119563,111637,112266,25.2
2463,7291,741,1859,1278,3099,1978,4363,6227,12706,249,545,25.2
20574,36344,4717,8884,17,17,144,163,27200,27536,14851,19000,25.3
9714,17212,2305,4820,4864,4930,6798,7411,16366,17098,2543,3637,25.4
114739,159570,22100,35688,5226,5456,7305,7646,23155,25325,6865,5561,25.4
7137,9741,5135,9216,3711,3737,5105,5418,19233,18134,3388,6501,25.4
32822,64410,2245,6166,327,181,140,192,34877,37354,16618,31886,25.6
7027,21776,2253,4199,2621,2909,3106,3673,9431,11018,465,2817,25.6
8451,12383,1781,3551,3107,3372,4353,5335,12405,14125,3270,2763,25.7
91442,158692,10731,18713,826,692,0,66,21282,20141,23646,18002,25.7
8083,17355,2516,3400,5024,5594,5531,5996,13525,13936,968,1691,25.7
24723,27404,9468,14236,2609,2021,4938,5255,16114,16286,6550,6241,25.9
9420,17877,2834,4529,6174,6454,7180,7216,17925,18491,3219,2948,26
3584,6717,2882,7370,3808,4554,4640,5512,11279,14469,1567,1841,26.1
1007,4026,672,2292,1303,2260,1859,3318,6156,10849,687,973,26.1
2551,8565,767,5165,976,1234,1259,2302,3303,5171,0,543,26.2
41363,48929,8503,15287,73,240,131,107,31177,28925,33283,26662,26.2
67168,128320,52231,87119,36545,38164,42593,43006,63168,54313,15184,22724,26.2
4990,16447,1306,3585,1673,2115,2455,3067,6820,8232,68,987,26.3
4794,15710,1438,4000,1493,2015,2029,2747,5864,7872,611,1070,26.4
5384,11580,2404,4832,2265,2255,3043,3552,8480,10044,1986,2426,26.7
33277,64390,26532,42678,2124,2039,4376,4557,12226,11520,2756,5418,26.7
376636,536178,25621,37737,1203,1208,392,256,303276,259924,117338,121148,26.8
1227,2610,0,895,143,70,218,98,10430,9179,3557,2784,27
6134,12021,0,340,2,0,187,95,2442,5021,9907,13974,27
454492,617864,34356,50833,1197,1268,171,175,675710,599673,302397,236075,27
3744,11534,63,965,1308,2404,1611,2884,4954,7734,1876,1916,27.1
16330,19134,2415,5550,2727,2382,3654,3816,12100,11658,2397,2716,27.1
5906,12979,2040,3563,2012,1668,2818,2766,8239,8340,2160,2370,27.2
4646,15691,1297,3239,1894,2253,2579,3133,8702,10488,0,529,27.2
4947,9588,1369,2207,1638,1577,1769,1842,5422,5145,0,839,27.2
8550,17377,1831,3224,6062,6687,8127,8845,19709,20777,1360,3943,27.5
44982,74171,41494,69132,183,217,137,142,48780,49429,23130,37820,27.5
89823,147304,35115,57641,468,389,324,143,82474,77247,70312,59214,27.7
7503,9164,1172,2279,3662,3909,5500,5639,15824,16591,4472,4296,27.8
3690,19950,933,2961,2180,3549,2901,5154,7822,14940,691,1873,28
5847,13663,2210,4103,2008,2447,3594,4326,10560,12032,41,1378,28.1
5059,12788,2664,6046,8173,9046,8793,9815,20959,23498,719,1803,28.2
25216,49443,3415,6085,0,1,73,74,19792,18983,8917,17677,28.3
92503,126802,43543,68779,792,414,136,178,98279,89039,106649,84685,28.4
20908,28088,4492,4784,7373,7270,8838,8679,22147,20998,6594,3878,28.4
88892,134186,4248,7910,340,166,0,65,83644,78244,63337,66374,28.4
7706,20837,4054,7579,2908,2934,3886,3915,11461,12122,2733,4803,28.5
1976,8130,1199,3367,3063,3894,3971,5168,10634,13857,1305,1621,28.5
25715,54152,4511,6443,136,60,179,95,39284,38719,28518,30718,28.5
12876,22777,4368,7887,494,374,460,236,26138,25765,19579,20350,28.6
3083,9978,487,1606,2307,3312,3144,5011,7709,12231,2064,3030,28.8
897,5009,0,0,560,1816,624,2168,1753,5312,246,402,28.8
7047,15475,1558,2818,5274,5580,7460,7731,20996,22157,3818,3646,28.9
56444,82086,14522,22888,100,78,0,53,56876,54895,41928,46731,29
10311,20059,2367,3583,4288,4692,6311,6590,18333,17978,2379,3082,29
4687,16546,732,2079,982,2005,1494,3298,3333,8135,2972,4522,29.1
2181,14483,80,1133,1128,2231,1627,3586,4913,10380,1248,2535,29.1
6122,11157,1663,2362,3535,3304,4337,4408,11760,11699,533,2466,29.5
5712,20169,2210,6286,2723,3343,4136,4932,12701,15376,2345,3273,29.5
3863,10491,1479,3724,2578,3096,3261,3787,9464,11010,1085,2501,29.6
1.72103e+06,1.55572e+06,5.79221e+06,6.81525e+06,5096,3658,1317,915,134867,113807,91144,73847,29.8
15410,18126,2471,2936,3621,3628,5506,5505,15047,14995,2537,2615,29.8
5712,32158,753,2717,1861,3196,2391,4135,7228,13104,0,51,29.8
4058,14320,842,2063,520,1642,784,2088,2194,6780,658,835,29.8
1003,6598,436,1782,2374,4614,2945,5949,8693,16967,1039,2487,29.8
11439,15928,2169,3722,3696,3928,5770,5599,17089,16695,3916,5592,29.9
20436,25689,3932,6303,142,140,172,95,23205,20183,17095,15881,29.9
4155,7310,1510,2927,942,2437,1227,2864,4074,10681,5108,5038,30
1615,7100,290,1233,1241,3302,1598,4333,4916,14642,31,224,30
15474,29689,11030,17977,200,73,291,170,9498,6726,1228,1777,30.1
23771,47533,4198,6451,303,278,96,140,33269,32875,15892,19710,30.1
3752,20841,1568,5217,2567,3925,3579,5727,9699,15442,1190,1798,30.1
2243,14628,573,3048,749,1346,1043,2229,3926,7945,1292,2147,30.1
7180,15871,1513,3366,2586,2720,3977,4203,11479,12059,2028,2421,30.3
5315,16426,999,2235,2555,2847,4147,4644,10613,11655,2739,2932,30.3
11418,28887,2803,5834,3834,3872,4204,4321,12517,13206,3224,3225,30.3
1798,8423,1740,4341,2854,3655,3030,3732,7137,8916,550,2135,30.4
3492,12198,22758,57625,1413,2125,2070,3149,6002,9165,676,1996,30.4
7879,18345,626,2536,4119,4183,5421,5801,15123,15677,1397,2378,30.4
8669,16348,2288,4427,2136,2275,2853,2881,9166,9174,2845,1959,30.5
3559,8825,1249,2849,2178,2369,2236,2786,6428,7511,392,832,30.6
3823,20410,655,2281,2513,4549,3585,6412,9414,17531,526,1378,30.8
10082,16133,1663,3760,8818,8485,8399,8023,18773,17003,2050,3056,30.8
57917,68093,1992,3913,337,265,90,140,23455,22806,11108,9627,30.8
721,4303,279,1117,569,1589,730,1982,1458,4668,1486,2523,30.9
2476,13092,178,1029,930,2606,1145,3341,3090,9858,0,298,30.9
2497,9457,458,3388,2993,5184,4142,7286,9590,16822,0,0,30.9
42151,58493,9968,16461,1571,1563,4084,3998,10186,10442,4445,3978,31
3740,11805,696,2281,174,72,269,218,6296,9595,3977,4236,31
2068,10532,358,1905,107,58,395,367,10204,13626,2506,4076,31
879,3032,0,1226,116,0,409,313,10761,13578,2067,3023,31
706,2850,181,1579,207,119,266,184,2722,4459,2199,3251,31
1028,4195,333,2628,227,186,567,1149,4358,8431,83886,156004,31
1.00541e+06,852467,129524,120179,12952,7216,226673,134653,1.45567e+06,845326,1.00572e+06,594634,31
18089,31848,2437,3435,4068,3847,6999,6793,21186,21683,3338,5030,31
12067,22991,6924,11793,233,91,77,56,12296,12524,1327,2183,31.1
6846,18377,1241,4073,3310,3650,4755,5106,11716,12438,1293,1671,31.2
13674,21630,3366,5466,7026,6972,9138,9211,21610,20083,3271,4710,31.4
7143,18883,1548,3802,1664,1959,3476,3774,11473,12618,1806,2594,31.5
5463,11983,1618,3273,2196,2441,3352,3651,8714,8870,145,1223,31.6
6601,20676,751,3755,1535,2016,3658,4839,9723,13028,2423,3449,31.7
10889,20861,6557,9655,6733,6118,8071,7948,23907,23011,2997,3890,31.8
3984,11389,3134,7289,2353,2891,3184,3799,8857,9318,354,1668,31.8
26712,21652,4282,6261,2896,2340,5569,5940,17478,17293,8594,6361,31.9
40819,67711,5836,9908,258,176,118,88,41848,36111,32567,29182,32
21740,32413,3632,7037,6791,6906,9277,9465,25960,26387,8011,5586,32
2046,5804,952,3381,1330,2092,1722,3025,4460,7764,734,692,32
2226,8996,1100,3476,1576,2407,2272,3807,4820,8774,0,326,32.2
25396,37985,5286,9869,399,206,133,73,25043,25136,11251,19054,32.4
18815,23321,5796,7199,813,1137,2331,2292,7913,7782,4311,3125,32.7
3456,12494,1210,3369,1703,2218,2765,3520,7538,9388,585,1505,32.7
1780,4425,1138,2869,977,1829,1058,2349,3530,7376,737,1169,32.9
9382,19318,3913,7182,3250,2826,4046,4210,12729,13578,3457,3355,33
24494,37646,4957,8831,83,236,181,140,25706,22956,19600,18084,33.1
1964,5708,1182,2848,2642,3001,3279,3756,10510,12326,878,1696,33.2
170224,227985,6588,9506,201,144,275,147,192051,168875,79629,84300,33.4
3855,16083,1028,4077,560,1001,699,1556,1867,4745,936,1542,33.6
1574,4981,171,2034,496,1033,576,1645,1702,4178,410,555,33.6
107731,165031,16714,27201,518,241,0,40,58811,52708,37517,38517,33.7
42787,65667,2887,4366,19336,18987,2467,2062,48160,46425,25941,33198,33.7
22649,19856,5652,5711,5181,5864,8035,8163,21125,22157,3853,3759,33.9
4172,9221,1618,5405,1543,1754,3354,3788,9329,10097,2155,2372,33.9
9021,17763,1950,4648,2489,2707,3371,3652,9754,10795,880,1086,33.9
39212,64381,4861,8030,605,367,241,141,31550,31693,16645,28857,34
33103,45309,4531,9344,500,296,124,166,31418,31188,22796,29087,34
3149,8006,3201,7474,3407,4305,4030,5214,10505,13080,2400,2480,34
6029,16503,1819,3844,1812,2014,2600,2844,7061,7143,1999,1737,34.5
4697,6504,2811,5856,5206,5499,7138,7432,17318,18980,1844,2480,34.5
3832,16848,1263,3187,1727,1886,2490,3007,6000,7194,0,472,34.6
32085,52028,12692,22691,269,176,232,131,32804,31154,22981,26201,34.7
323566,461983,51021,77949,690,827,134,279,86995,83126,56024,46444,34.7
4489,10971,1747,4096,1540,1830,1861,1850,5990,5911,1235,1477,34.7
10826,12801,1489,2707,2881,2472,4019,3908,11577,11501,2523,2573,34.9
8745,23716,2293,6388,2447,2878,4016,4673,12991,15113,512,3619,34.9
3956,11816,2180,6926,3238,3991,5228,6227,14644,17637,1050,2251,35.2
1984,13784,168,1257,459,1316,537,1663,1414,4517,526,797,35.2
14731,20217,3678,5040,3389,3212,4852,5090,14254,14466,4104,4024,35.2
1834,5774,696,2440,1519,2075,1726,2399,5611,7255,478,515,35.2
8035,17444,12366,17359,128,112,0,8,33560,17391,40116,21819,35.3
1.42814e+06,858026,2.57117e+06,2.03051e+06,10572,4841,2632,1066,1.51109e+06,979092,1.14902e+06,638506,35.3
15531,19635,3676,5330,4059,3907,5996,5921,14614,13331,2554,2801,35.4
1967,7216,1270,3472,1843,2842,2729,4265,8005,12440,383,1001,35.4
29720,57413,21008,33859,8647,8800,11958,11908,16528,15664,2969,3642,35.5
1823,6821,434,2206,2310,4320,2751,5770,7446,14146,713,1853,35.6
3472,12380,60,1319,1573,2820,1981,3490,6107,11034,410,1613,35.7
976816,739731,681722,789566,2776,1652,959,358,327454,276904,199485,149159,35.7
1751,6974,350,1613,2068,2964,2467,3592,7230,10714,1187,1501,35.7
9028,13413,2348,4042,3738,3718,5392,5697,14167,14731,1761,3433,35.8
7606,14070,2027,3617,2232,2091,2806,2834,9365,8880,1135,1729,35.8
1571,8948,0,0,314,368,119,0,3183,4969,364,444,35.8
312568,434692,11325,16030,29,223,0,76,418536,365989,236104,203935,35.8
1619,4168,1419,4359,2549,3337,3476,4624,9141,12370,711,1941,35.8
8953,16679,1970,4267,2841,3212,4417,4913,13720,14212,3449,4181,35.9
3303,15033,786,3303,320,850,580,1479,1809,4576,311,746,35.9
28120,39526,1735,2726,14,63,158,80,24867,24322,12227,18716,36.2
5785,14084,1828,5692,5999,7133,8035,9418,20023,22724,2322,5036,36.4
5655,6574,489,2342,554,1206,671,1397,3034,4924,656,1344,36.5
9608,28245,2281,4422,3872,3788,5784,5987,17555,18467,4673,5302,36.5
3424,7797,1659,3631,2986,3089,3853,3998,10995,12182,635,3120,36.7
147210,204307,15213,22772,648,417,39,116,118997,110718,97532,96951,36.8
11352,15560,3862,6251,1813,1593,2219,2305,6582,7124,2225,1633,36.9
4543,16370,731,2746,2489,3292,2950,3814,7255,9377,316,694,36.9
637,3470,2013,7783,85,0,190,189,5070,10087,45,2563,37.1
1977,11625,1009,4158,1970,4729,2379,6001,5812,14223,0,0,37.2
6404,10454,2089,4737,2290,2620,2887,3060,8453,7671,212,1218,37.2
568432,725757,216680,310513,2071,1657,560,332,208933,176037,113618,97972,37.2
54993,82978,7839,12496,447,482,178,102,31584,28002,19825,26358,37.3
457727,666300,33520,50694,620,703,6020,5697,177408,166617,201568,142317,37.3
4453,9824,2114,5873,1858,2025,2500,2616,6953,7142,1301,1574,37.4
36242,63333,13921,21816,249,159,81,89,41007,36369,27130,27942,37.4
1571,6803,913,3313,1843,3995,2449,5030,5805,11235,594,1366,37.5
34250,56142,7501,11062,34,45,115,126,32482,29285,15959,21273,37.6
10797,28792,4945,6822,157,131,204,149,21883,23010,8805,14622,37.6
7047,16702,2128,3028,3333,4486,3734,5279,10492,12972,2307,2266,37.6
2286,8229,1114,3326,1713,2864,2228,3749,6767,10824,945,1292,37.7
1477,8818,432,2021,1386,2965,1663,3984,4974,11502,530,944,37.7
