"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
50798,74366,8146,16825,1501,1711,2732,3832,7998,10613,2731,3848,16.8
3540,21546,456,2938,424,1148,472,1852,1426,5901,1523,2574,16.9
3939,19135,674,3853,717,1469,1315,3015,4351,9777,33,442,16.9
21919,28942,6658,11416,210,385,92,64,28768,32599,21943,24673,17
31145,55115,12795,23067,512,385,65,44,43408,53153,30575,35308,17
14438,30878,4097,8096,255,251,218,72,20189,22451,16836,21505,17
162612,333861,31035,57091,394,445,459,224,114128,133007,69476,75892,17.1
550720,664639,811934,1.26759e+06,3856,3275,728,506,156259,171167,45206,57798,17.1
5562,14174,1548,7960,34,43,0,0,1694,9663,14117,23522,17.3
292929,516972,125620,222510,1139,1240,0,218,135747,154752,69346,86400,17.3
287900,506811,101904,169821,1215,1337,87,135,77618,89303,88315,95495,17.3
42274,80084,5554,8646,249,139,0,0,36541,45465,22884,34731,17.3
868,3861,362,1461,991,1665,1303,2343,3368,6212,535,1724,17.4
14352,17796,1970,4616,1728,2134,3973,5375,12139,14427,5646,6228,17.5
35183,74400,12384,23731,372,202,200,110,38662,45395,26486,34465,17.6
1588,9572,782,3710,1390,2508,2262,4128,6499,11974,38,282,17.7
5906,12984,2270,3697,1417,1500,2110,2343,6403,7124,1552,1901,17.9
50474,105292,4119,7550,0,108,155,70,59374,65176,31428,36380,17.9
3061,11801,171,2098,1903,2500,2341,3274,6492,9766,557,1809,17.9
11379,31775,633,2513,6048,7520,7969,10216,20212,23956,1907,4275,17.9
5804,16251,6239,13811,1915,2357,2511,3154,7752,9952,1842,1511,18.1
3070,17830,575,3760,1967,4819,2451,6622,6268,15371,781,3216,18.1
4355,13829,104,2247,2423,2697,3373,4054,9382,10547,1090,2497,18.1
7017,16657,2186,4899,3080,3777,4117,5189,10767,12944,2128,2210,18.1
1.34854e+06,1.194e+06,1.67463e+06,1.71691e+06,15732,9699,22326,16924,67460,48721,36706,22778,18.1
10240,22334,2133,3590,3612,4282,4659,5869,16284,19280,2079,5122,18.3
99328,174452,3867,6161,245,140,83,71,105409,118842,43234,63283,18.3
2846,12684,1138,3033,2120,2877,2702,3751,8777,11872,640,2681,18.3
7161,20103,2307,4730,1881,2294,2579,3259,8160,10244,969,1351,18.4
3102,8717,1613,4467,4828,5968,5650,7107,15888,19431,1914,3935,18.5
33217,42544,3566,4665,128,94,400,157,22457,23831,19111,20222,18.6
25911,50828,1282,4091,343,287,455,252,15863,17699,10409,17115,18.6
2351,9908,693,2303,206,176,171,142,1769,4440,7063,22531,18.6
567539,870169,135779,210546,928,1261,146,178,207787,211520,102097,105290,18.6
1520,7844,537,2476,287,634,349,1085,1167,4553,428,448,18.7
7248,18475,369,2255,2563,2912,3848,4417,10439,11973,1710,3185,18.8
2315,7397,1421,3920,1060,1923,1214,2881,3407,6504,863,1674,19
2343,6427,41,899,629,1659,778,2576,1816,5149,253,634,19
1538,8332,992,3480,1896,3117,2650,4394,5793,9595,193,1609,19
342713,527245,798583,1.32155e+06,13669,13951,20019,20609,59107,61429,18927,18240,19.1
233285,367530,138441,225464,7979,8221,9365,10324,29792,30620,9269,9961,19.1
9723,16173,0,1444,2145,2136,2915,3243,7228,7815,2360,2247,19.1
15837,34929,11044,21141,270,324,377,207,26295,29230,11020,26106,19.1
9486,20071,4428,10129,2558,3021,3244,3837,8220,9384,2639,3863,19.2
4272,9841,2859,5257,2030,2179,2944,3654,7018,8186,0,921,19.2
68085,104545,24218,41394,1,162,0,45,64594,64345,53849,56741,19.3
3130,18195,995,4331,547,1379,1002,2154,2281,5540,889,1380,19.5
968,5458,351,1543,1825,3791,2012,4233,5031,10329,0,502,19.6
1646,8397,0,0,100,3,106,46,2275,4589,10514,19829,19.6
480628,676068,61874,89360,2087,2526,883,468,749140,656439,342256,313018,19.6
1259,3722,0,69,7,0,103,39,2966,5098,3829,4512,19.7
2740,16124,118,1215,154,170,108,0,6597,13653,4059,8630,19.7
636,3729,166,2488,43,0,156,87,1714,4054,14214,31431,19.7
1140,6543,243,1289,47,0,143,36,10090,18585,100764,246468,19.7
390788,387326,166069,229633,5909,4629,1027,687,4.41673e+06,3.25329e+06,2.34312e+06,1.85589e+06,19.7
2822,13408,283,1360,91,57,212,133,3149,6506,6336,10463,19.7
6657,13110,3352,8048,3881,4800,5468,6590,15456,18549,3102,4333,19.7
3051,10987,221,1672,146,40,351,253,5815,6595,618,1521,19.7
4141,11360,0,641,195,70,251,124,3240,4250,1701,1716,19.7
631637,792315,47285,61537,2929,2998,52271,46938,386052,320773,306509,230082,19.7
29370,49597,6455,9838,343,320,289,209,41550,43655,34607,31211,19.7
20481,29281,9350,9186,206,175,373,290,24047,25235,14792,20834,19.8
1622,4790,1682,3969,2005,2098,3343,4213,9323,11011,1831,2430,19.9
6658,10460,3088,4484,2549,2886,3481,3751,12482,13061,1660,2581,19.9
2494,11772,688,2368,991,1660,1596,2844,4704,8946,1594,2358,19.9
2560,5994,3,2138,25,51,95,5,10488,8543,1977,2632,19.9
1290,4884,636,1653,14,0,83,0,2522,4345,4887,11180,19.9
612,2047,96,2241,68,0,98,0,3275,9650,28328,67473,19.9
508615,701230,50870,74441,1167,1040,30,124,966982,853046,341905,341270,19.9
4753,12363,1217,3962,2205,2669,3067,3884,8002,10303,1698,2038,19.9
3666,14787,1599,5475,915,1483,1293,2389,3546,7161,1026,1153,20.2
13443,30612,6734,11916,5265,6167,7409,8271,19695,22921,1467,4127,20.2
44140,61594,11083,19142,269,188,127,60,51973,49895,25634,35285,20.2
7004,13405,1222,3078,3077,3673,4005,4588,12479,13679,1932,3616,20.4
2964,11769,42,1159,297,213,174,59,3340,6043,1529,1764,20.4
4394,13178,890,1856,201,210,111,45,12997,12381,2959,3374,20.4
1813,3490,734,2731,273,142,212,132,4220,4092,2540,1927,20.4
2583,11085,159,414,257,156,232,98,3828,6907,10705,21429,20.4
557115,702098,80432,125013,2030,1731,676,337,1.12725e+06,953558,427423,397805,20.4
2404,7205,142,725,279,149,310,179,2522,7132,3896,7063,20.4
1198,6613,96,739,222,134,163,118,1072,3731,440,2313,20.4
3343,9216,358,2082,2313,2640,2824,3314,7677,9205,1904,1636,20.5
53557,102484,47749,78342,4251,4128,3616,3651,9425,9231,2912,2638,20.5
6183,20085,8754,21659,2041,2478,2648,3359,8461,10643,0,1223,20.6
8397,23108,2126,4770,2062,2424,3438,3707,9131,9853,825,3758,20.7
325193,444414,228596,338562,771,576,257,194,186586,171070,87726,81622,20.7
4071,12935,717,2793,1142,2347,1988,3972,5204,9909,2350,3734,20.7
37387,70950,6514,10536,0,0,260,104,46044,47181,30473,35158,20.8
20114,22828,3294,6290,1824,2047,4592,5053,13617,14238,5533,4885,20.8
3487,15668,624,4610,608,676,1144,3260,2991,7208,4956,6097,20.8
13727,28620,2466,5807,1991,2323,5184,6795,13318,17495,1854,3417,20.8
14019,25533,3860,6658,4598,4739,6178,6790,18567,20538,5091,4937,20.8
2800,7774,693,2243,252,240,105,21,3633,3856,2882,2961,20.9
271961,388150,23569,38302,696,365,324,87,348729,312234,165432,155196,20.9
9831,18568,1599,2891,2428,2470,3403,3840,9928,10558,3149,1850,21
6984,21375,9950,17442,2962,3156,4485,5182,12657,15023,1862,3641,21
22327,33939,6191,12953,180,155,0,16,23853,24679,11715,20001,21
10912,16677,784,2578,3852,4131,5199,5920,14689,15280,1492,2526,21
2459,7034,10,1355,73,70,77,11,2837,4823,6192,10180,21.2
1187,5692,494,2706,110,53,169,67,9773,15516,7029,12283,21.2
3341,16346,243,1415,260,118,67,10,2763,5050,17095,22838,21.2
915018,1.15039e+06,169420,224463,6102,4331,431,280,1.55356e+06,1.25785e+06,881684,712145,21.2
2770,7142,1459,3059,3092,4289,3741,5441,10223,13960,343,658,21.3
134382,190100,34756,52230,0,242,662,163,138768,126601,64550,52530,21.4
80949,123411,17201,26259,7638,7969,11954,11742,35685,34690,9474,9438,21.4
10377,18887,1994,3044,4507,4717,6272,6328,16845,15567,3896,2704,21.5
95473,143670,13382,19305,686,349,0,46,212964,178740,69681,64207,21.5
116883,184622,5568,7838,0,42,496,181,124228,108148,42932,46570,21.6
25554,48329,3045,4670,300,121,0,0,32112,31763,19337,21196,21.6
31655,57497,4572,7563,477,331,165,119,32118,32323,18766,31073,21.6
185499,219816,72117,113500,2685,2189,146,233,145212,131982,75101,68501,21.8
2221,11134,592,1783,1266,1732,1713,2510,4271,6431,570,1571,21.8
10646,13853,3246,6148,4684,4946,6589,6866,16324,16639,2295,3809,21.8
4778,18076,2648,7475,967,1071,2253,2882,6273,7371,1450,3128,21.9
964,6350,889,3483,755,1978,1019,3256,2565,7422,1349,2771,21.9
27321,47057,6438,9993,219,214,201,82,35256,33424,31109,29603,21.9
29628,45966,2964,6033,125,121,115,43,26803,27863,15809,25697,21.9
6.83566e+06,2.09844e+06,1.00369e+07,2.71594e+06,50247,10097,18394,9544,1.01512e+07,4.24845e+06,5.71222e+06,3.23703e+06,21.9
14334,15167,3155,3693,2178,2189,3219,3396,8456,9204,1871,1923,22.1
2195,8917,535,1838,817,1179,1868,3117,4608,7562,82,207,22.1
24908,34815,2816,4483,514,293,361,192,21180,21548,14228,19091,22.2
5318,12292,1471,3486,2679,3178,3936,4656,10479,12376,1879,2247,22.2
9202,23467,1668,4333,6234,6418,8377,8937,20735,20757,3796,5196,22.2
83050,120006,5206,8992,328,224,1,57,43590,41434,51783,46606,22.3
10763,14872,2614,3713,4608,5198,5764,6697,15065,16574,1918,3521,22.4
4963,8041,2906,5524,2008,2127,2568,2671,6126,6518,989,2011,22.4
6510,19054,1429,4928,3014,3458,5098,6135,15152,18635,740,3465,22.5
5624,17366,1689,4736,1387,1632,2822,4113,9712,13309,1942,3951,22.5
9702,20489,1529,4046,2648,2779,3924,4115,10226,10280,793,1525,22.5
40916,66976,4421,6889,279,164,373,170,42449,40264,28007,37102,22.8
3579,12370,837,2398,206,410,658,1480,1492,4673,2531,2576,22.9
1478,7671,89,2356,511,764,1463,2577,3565,7012,389,565,22.9
3119,14225,242,1541,2237,3274,3014,4498,7870,12205,823,993,22.9
8412,18118,2598,4037,2102,2073,3282,3349,8751,9180,1568,1777,22.9
756,4168,0,0,340,1082,537,1742,1189,4100,419,605,23
2810,8310,664,1715,1514,1700,1732,2125,3802,4404,206,1268,23.4
23833,43030,58321,102269,4134,4433,5066,5373,17091,17959,1035,2704,23.4
9754,27167,2459,4280,2341,2501,3933,3927,11096,12083,2994,3338,23.4
69686,103837,12252,18983,424,255,367,138,73368,67681,50597,51639,23.6
3665,10685,729,2392,1689,2136,2577,3225,7397,8890,922,2918,23.6
25451,38968,3742,5997,4855,5106,7385,7369,21652,22003,4752,5548,23.7
14668,28800,1903,4485,5253,5731,7603,7675,22658,23664,8072,6636,23.7
2948,13491,1031,3794,2087,3010,2743,3951,7245,10583,547,1429,23.7
14088,13312,2126,6052,3400,3425,4701,4637,12824,13130,1994,2850,23.8
25776,49270,4717,9137,165,165,67,73,34626,33132,19489,19612,23.8
8490,18864,1344,2308,3623,3967,4889,5389,12433,12526,869,2105,23.8
3923,9474,1996,3562,11974,12890,18239,20240,22260,24193,2228,3368,23.8
4381,15855,844,2548,671,1705,1100,3088,1745,3739,851,1670,23.8
37805,55698,5235,7146,509,237,0,71,47641,47061,23199,38881,23.8
5459,14359,1702,4040,6077,6437,11202,12292,9613,10473,36,1293,23.9
4729,12823,1302,3485,1857,2160,2370,2775,5672,6531,1055,1742,24
406321,588823,72502,101359,1791,1463,127,124,209936,180376,123259,103192,24
7142,13252,1314,3294,1914,2250,3491,3556,7532,8425,0,823,24
38531,52637,11943,17448,317,202,272,148,40939,37344,38331,36849,24
1431,7551,0,0,116,69,128,3,1964,4747,9349,22655,24
17670,30712,5163,9692,58,75,165,71,27943,30154,7742,18544,24
300006,442838,25779,39824,586,729,280,117,195199,173907,121057,118138,24.1
7229,17298,1356,4739,810,2102,1271,2759,3462,7202,1311,1925,24.1
15176,16932,3022,3995,1200,1119,2366,2431,7271,7172,150,1155,24.2
21042,31084,1500,2913,3751,3677,5458,5657,16255,14090,6078,4629,24.3
25336,42254,6177,10130,16,115,109,71,27484,25037,13560,18661,24.4
24107,34989,8948,13574,0,110,106,158,34164,31052,25018,23551,24.4
1109,6491,1244,4918,557,1478,866,2148,1760,4738,228,464,24.4
4906,14959,859,2001,643,1695,755,1591,1699,4974,1907,2108,24.4
5800,15167,854,2219,2368,3448,3089,4200,7193,11388,776,1954,24.4
6231,12720,3431,6481,2035,2273,2634,3008,6494,7253,1751,1707,24.5
8511,21127,1649,3147,2385,2441,4161,4896,12784,15904,3061,4174,24.8
5838,18047,456,2185,346,831,418,1340,1593,5122,790,791,24.8
4859,7438,1539,2465,106,120,272,199,3498,4751,916,931,24.8
1552,6416,159,974,70,28,220,165,4595,6734,193,319,24.8
