"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
3508,14358,1465,4970,1897,3106,2534,4494,7523,13535,1768,3589,16.5
1982,13294,1184,4846,2630,5161,3247,6424,8520,16778,311,1644,16.5
8778,12126,822,3229,3614,4027,4169,5129,11019,13668,2154,1954,16.6
5820,11986,1271,3848,1915,2967,2066,3579,5454,8651,1099,2382,16.7
10273,16501,1991,6397,2222,2633,2751,3676,8180,10524,1030,3277,16.8
20402,35876,4559,8381,363,221,285,118,20159,24710,18048,19677,16.8
6113,15994,0,187,1665,2039,3627,4562,11110,14667,4422,4562,17
2864,9775,1290,2541,1374,1726,2123,2729,7020,9445,1885,2721,17
29545,62955,5654,13517,257,180,222,80,38758,48223,37865,45091,17
27286,62113,12534,29535,240,145,295,150,21544,26993,13165,22627,17.1
2186,12432,1165,4415,1909,3396,2713,4827,7974,13957,1412,2107,17.1
1689,10156,0,430,520,2218,538,2697,1424,6686,439,1761,17.1
21984,43949,6565,15438,616,328,207,145,25982,31789,10584,25312,17.3
1502,8750,1852,7578,2250,3775,2809,4740,7946,13631,153,858,17.5
7895,25080,5659,10673,2585,3242,3125,3871,9955,11659,2961,3779,17.5
3540,8583,708,1576,1538,1785,1827,2298,5158,6512,980,1535,17.9
4039,17947,854,3446,2020,3784,2786,4959,6685,12134,1365,3436,18
1488,8723,662,2809,142,0,179,85,5608,12427,2268,3804,18
1737,10420,413,1949,133,37,119,0,4901,12989,1308,2301,18
892,5510,37,669,230,163,57,0,3185,6822,9855,31922,18
1.10698e+06,1.39184e+06,591426,800109,2308,1827,425,290,1.27691e+06,1.15227e+06,718570,616918,18
10501,28197,2236,4973,6096,7567,7949,9856,22760,28840,2993,4532,18
8829,21228,501,1640,3973,4901,5238,6450,14257,18018,1561,1922,18.1
9154,10647,714,2869,1004,1661,1413,2459,4543,8130,1546,1560,18.4
1920,5440,518,1100,2228,2648,2508,3130,6906,8913,1172,2677,18.5
49613,92404,12753,20410,717,323,127,66,68262,74729,52628,61369,18.6
8479,16269,1012,3274,3793,4533,5104,5930,14756,16488,3324,3953,18.9
3058,10531,1400,4150,1425,1702,3519,4569,8791,11261,1564,3609,19
5490,15848,2131,5761,3732,4754,5181,6554,14527,18723,2853,3038,19
747878,1.01374e+06,810969,1.21478e+06,1809,1512,518,294,168918,163232,95901,97697,19
6253,14857,2008,4228,1891,2274,2297,2684,6190,6838,1492,2003,19.3
8996,18974,1924,4509,3141,3683,4278,4847,12831,15395,541,3900,19.7
3088,5957,372,1312,429,279,111,12,8140,13377,9880,8829,19.8
1267,7110,516,2904,279,243,146,38,13563,23280,4194,7015,19.8
2498,11863,0,187,221,121,77,7,2924,4444,13201,19230,19.8
1.03981e+06,1.22657e+06,86759,121874,7704,6603,490,524,2.24834e+06,1.78431e+06,999702,831691,19.8
26403,46363,14810,27877,291,202,143,70,45060,48581,18167,39085,19.8
4405,12236,1258,4110,3808,4830,5775,7613,15866,20746,1818,2798,19.8
1407,3850,1112,3117,816,2107,1084,2885,2944,7283,0,257,20.2
112030,174037,17826,26180,750,598,241,119,79596,74316,66158,59725,20.3
1409,4611,1217,4206,1519,3130,2323,4038,5934,12007,229,288,20.3
30987,56703,2229,5140,7345,7704,11048,11724,33239,34867,6908,9320,20.3
20258,37621,1980,3392,139,120,165,97,26030,29358,18802,24588,20.4
90993,140222,9130,17874,598,364,299,145,86727,85411,77668,71873,20.5
2738,7198,430,1223,1386,3843,1229,3620,3472,10705,2263,2577,20.6
36507,70413,2224,4854,299,210,10,81,41057,40230,20453,24571,20.6
3641,6966,923,3482,782,731,2316,2603,8026,8476,2704,3466,20.7
13452,22725,2475,4186,4955,5293,7246,7986,18225,19713,2832,3220,20.8
84775,134495,12048,19602,2875,2912,4194,4396,14652,16614,9357,9686,20.9
