"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
997,5666,509,2316,1208,2253,1344,2608,4830,9325,842,2357,16.7
1035,5626,442,3495,1247,2094,1439,2542,4871,9294,158,388,16.8
22476,47553,4837,8922,357,219,218,77,25504,31417,24094,29415,16.8
5727,15565,1452,3520,2111,2750,2736,3644,9331,12146,591,3638,16.9
6206,12741,933,3825,1761,2747,2477,4295,8052,13664,4635,4883,16.9
7927,19131,1440,3652,2278,2682,5434,7218,17841,23763,4457,6242,17.2
29099,57212,3733,5284,0,228,0,0,30416,35352,30227,29301,17.2
13783,15635,0,2317,3548,4436,5050,6068,12040,14483,3174,4012,17.2
2617,8129,932,2611,1798,3225,1969,3836,4675,9027,516,606,17.5
1776,8412,545,3894,1860,3127,2142,3766,5851,9739,269,471,17.8
6267,14922,2344,5452,2304,2884,3481,4385,11168,13724,1644,3747,18
1.24899e+06,1.80242e+06,466284,612974,1067,728,458,298,309830,327215,164728,166011,18
800,2871,609,3076,148,186,275,164,4231,5417,2412,2621,18
370242,591621,343053,608407,1626,1663,639,366,364037,380801,155334,165995,18
2865,9148,12953,34053,160,82,200,137,4453,5068,760,1716,18.1
1.26298e+06,1.24205e+06,7.7555e+06,9.83866e+06,2687,1560,951,485,255978,254329,124822,122934,18.1
2445,6379,604,3179,1656,2418,2533,3481,7501,9992,827,874,18.1
5358,20374,933,2611,1149,1563,2399,3248,7042,10122,1056,3330,18.2
4994,12619,2569,4860,2561,2908,3665,4550,10683,12151,1673,3036,18.2
2229,8639,1120,3175,2376,4081,3065,5129,8626,14715,1020,2319,18.3
7602,15074,0,1770,5772,7088,8303,10111,18893,22718,2873,3465,18.6
1540,5819,0,726,651,2212,744,2657,1907,7947,436,622,18.6
211924,366568,26493,48126,964,582,595,347,204791,209443,112189,126604,18.6
2243,7992,1848,5427,2014,2391,2776,3611,8872,11174,0,1794,18.7
619,2900,0,342,109,5,76,0,1739,4381,10801,26653,18.9
34522,49768,3336,8037,367,506,0,79,34288,36336,12429,26179,18.9
36134,71314,5975,10546,218,204,197,138,42323,46745,35002,43687,18.9
9248,20919,1349,2922,4391,4723,5099,5941,12739,14329,1062,1868,18.9
29810,65647,6167,13659,227,132,24,67,39055,42520,20496,35053,19
58162,104334,12764,25571,550,314,0,0,60848,66269,37734,50436,19
87790,139127,3242,5089,346,243,105,52,93114,102622,53118,78461,19.3
89552,142073,15826,25506,773,286,235,135,91987,91483,95051,77756,19.5
4047,9651,1610,3836,3751,4423,4584,5385,13482,14146,627,4285,19.6
20528,32205,219,2492,339,383,220,139,22152,24372,5094,15665,19.6
35953,48841,9981,18342,113,226,280,133,35154,36745,23513,33331,19.7
4140,9882,1735,4967,1413,1743,1766,2203,5441,6406,521,991,19.8
23830,45486,556,2866,10956,11965,14750,15649,38104,37533,3840,5046,19.8
753,4790,1050,4070,1474,2997,1927,3776,4836,9874,173,568,19.9
2930,13171,872,2293,737,887,1753,2433,5555,8128,1451,2020,20.2
5149,8087,2856,5540,3648,4157,4909,5556,13701,13502,2602,2956,20.2
2314,8636,444,1799,309,328,45,0,2563,4092,1324,1332,20.3
1412,5533,590,1623,133,139,127,22,9452,9306,2050,2349,20.3
566036,549662,274257,247022,2580,1543,134,221,998145,636472,554268,330922,20.3
3655,8558,966,2628,2057,2129,2552,2764,7527,8011,1813,2832,20.4
3318,8455,1381,3805,1176,1244,3078,3607,7893,10037,1132,1534,20.4
2.25951e+06,2.21957e+06,3.9112e+06,4.10549e+06,7913,4702,2838,1441,565183,459514,415336,303622,20.4
9395,25188,655,2573,2425,2674,4848,5058,11529,11640,3324,4364,20.5
3407,8672,1531,3141,2005,2373,2746,3032,7395,9008,571,1603,20.6
3268,7968,1862,3461,2546,2754,4211,4601,10852,12173,361,3201,20.6
118353,185104,21824,35269,363,234,239,84,75997,75748,53014,62333,20.8
1442,3859,0,1029,207,232,108,69,4269,4668,1451,1707,20.8
2344,10020,1205,3723,143,41,222,154,3204,4313,728,1401,20.8
1.32869e+06,1.4575e+06,519061,583907,4831,2331,989,549,509295,447087,241322,195276,20.8
102281,157625,7552,9895,118,191,408,195,76164,72961,44134,42339,21
6519,12079,650,2662,62,61,276,147,13453,7622,126,687,21.1
3880,8876,355,1401,92,18,174,47,2358,4479,18722,39624,21.1
286791,389296,47982,72469,1099,1101,307,135,661293,574475,238343,222183,21.1
8105,11825,1119,2312,290,242,403,189,2759,4663,2315,1809,21.1
8142,12655,0,1168,113,111,155,120,6452,4326,807,609,21.1
710,4466,175,3040,137,87,155,20,2308,4362,23962,43639,21.2
440157,624723,515901,826827,2186,1593,0,80,441391,373587,169415,163933,21.2
12346,24018,3611,6238,3218,3249,4450,4885,14531,15745,5108,3752,21.6
7182,16488,415,1539,1701,1891,2039,2399,6040,6703,1841,2055,21.6
14562,24347,3965,6937,3363,3686,5966,6056,19270,19015,3505,5392,21.7
1618,10095,894,3266,773,1745,910,2253,2827,6894,415,1284,21.8
40689,58386,11457,17827,0,0,77,51,48448,48164,32375,37978,21.8
15710,21551,3215,3401,4490,5148,5792,5804,13575,13399,3856,3678,21.8
98450,148466,16502,27108,4978,4962,7284,7586,49573,47713,22586,24879,22
12019,28125,2411,5706,5419,6316,7321,8585,19913,23110,497,1891,22
65006,91778,12182,18235,363,244,384,211,75573,73228,38588,56644,22.2
6068,8920,1028,1557,2978,2836,4327,4426,12022,11401,2731,3045,22.7
82532,131140,5587,8402,308,242,506,275,108093,94733,21444,37135,22.8
4521,10278,2925,5582,2080,1970,2669,2739,7992,8747,238,1705,22.8
4481,13187,1517,4379,2697,3440,3813,4719,9940,12930,1655,1715,22.9
31529,38421,5668,10396,4110,4412,10245,10180,22720,22916,13886,12874,22.9
3515,9362,1910,4773,2905,4244,2964,4618,7631,11687,1968,1711,23.3
79745,137981,6948,10597,382,252,7,27,71713,63662,21628,30344,23.3
6136,12904,410,2400,4613,4849,6440,7233,17861,19488,2359,3219,23.4
59611,89724,6934,9783,339,186,345,195,52240,50278,34827,37755,23.5
1364,8388,810,3874,1353,3124,1947,4528,5775,12983,345,1352,23.5
2843,10599,1077,3352,614,2158,898,2936,2583,8190,275,482,23.5
14979,19039,2785,3983,2398,2691,4005,4537,13454,14378,1701,2246,23.5
295249,427705,56589,84008,963,617,4810,4703,137993,130391,112479,117038,23.6
110912,164610,295113,421952,7282,6934,7520,7724,20069,19173,2668,2482,23.8
58159,78495,11094,15886,488,202,174,178,55847,53873,46626,35952,23.9
5578,15023,2832,6156,1987,1963,2606,2951,6841,7810,0,736,24.3
156320,243720,18185,27333,412,461,98,122,306929,261158,109416,103593,24.3
26628,34610,6619,10648,0,26,213,94,23495,23077,18889,19962,24.5
3705,20564,1366,5467,1531,2905,1719,3671,4792,10700,264,1504,24.5
1410,8370,593,3182,1244,2748,1404,3549,3712,10191,500,851,24.5
3381,10636,2703,7802,1525,2081,2143,2749,6139,8241,132,176,24.6
18478,34561,1337,4241,12617,13633,15400,16019,38878,37718,2208,5910,24.7
3620,12020,1263,3236,2984,3468,3370,4057,9427,10561,1058,1577,24.8
32397,43334,64657,99736,6395,6188,8748,8592,25241,24302,4466,6131,25.1
13296,20282,2255,5767,3925,4102,4622,4717,12583,11687,3320,2963,25.1
85352,119960,27933,44833,134,120,229,125,91030,83481,85563,67834,25.1
39690,61383,10194,16888,373,242,0,53,46703,42232,42308,37178,25.1
47902,69633,4202,8299,254,149,431,139,42492,38443,35233,34266,25.1
14691,24992,1534,3341,6996,7180,9356,9814,26379,28717,2116,5199,25.2
9215,24290,3385,8585,6328,6447,8091,8577,19891,21153,1606,2409,25.3
13752,28270,1996,4003,5502,5740,8088,8399,24674,25661,3960,6247,25.4
13903,24439,5304,9317,2613,2547,3210,2964,10155,8858,790,1068,25.5
2801,15167,700,3359,1742,2804,2702,4710,6736,11264,139,759,25.6
3284,10994,1380,3777,2877,3306,4005,4616,10748,12158,179,927,25.7
7423,19809,3015,7165,3011,3575,4368,4996,13278,14598,1126,2787,25.9
6808,17888,2559,5929,4420,5174,6334,7442,19110,22527,1255,2060,26
25680,40902,2973,5611,209,140,165,79,41631,40405,21095,30893,26.1
11001,12637,1963,4017,5090,5641,7337,7783,19507,19700,3229,4727,26.1
2214,6523,1790,4418,339,218,223,184,39505,46659,11552,10952,26.2
1668,9957,1829,7191,201,135,193,164,23815,44454,3321,7332,26.2
927,5656,1071,4618,237,187,153,23,6102,13270,4720,8567,26.2
511,2352,590,2401,195,94,136,3,3672,6448,9013,14922,26.2
1.71949e+06,1.07127e+06,2.40694e+06,1.97501e+06,8945,4322,2114,759,4.59588e+06,2.36958e+06,3.27258e+06,1.45698e+06,26.2
3054,13947,940,3107,1961,3462,2679,4722,6678,12547,1243,2361,26.3
65074,87613,19168,31932,333,296,294,153,65414,58813,48136,46632,26.5
8591,18271,1653,3570,2262,2805,3223,4190,9809,11774,147,661,26.6
3870,9509,1206,4349,2868,3289,3910,4334,10792,12394,539,1419,26.8
6194,12619,1447,4053,3092,3260,3848,4180,10047,11321,681,1087,27.1
415345,596167,553399,813012,1797,1490,760,197,125563,108173,82801,78165,27.1
5899,12982,782,3829,4563,6130,5279,7519,10582,13151,1865,1119,27.2
3821,10738,0,406,684,2335,545,1713,1506,3967,120,132,27.2
1791,9938,1467,5708,17743,32098,23108,41674,19138,32772,1623,4299,27.4
11857,10655,940,3262,2374,2963,3108,3778,9029,10699,121,944,27.5
5638,15654,2789,6977,3146,3649,4766,5425,14105,15451,1313,1850,27.5
14293,27715,5978,12212,6939,6942,9122,9054,23525,23064,6418,5942,27.6
6428,12194,501,2472,4179,4581,6301,6566,17804,18240,428,2585,27.6
4822,9129,3251,7830,2733,3982,3520,4978,7773,10956,1565,2547,27.6
5051,14479,252,1424,239,165,191,104,28176,24525,8923,9693,27.7
1552,9899,312,1336,148,68,144,24,6873,14303,2338,4627,27.7
3598,8836,0,1039,251,118,225,189,6348,6499,7874,5931,27.7
1615,6207,0,17,155,34,106,61,2035,4293,11327,14694,27.7
1.09366e+06,1.0682e+06,87875,109597,9153,6280,1038,482,2.42374e+06,1.55785e+06,986514,630584,27.7
2046,12807,686,3758,943,2656,1406,4178,4249,13181,1201,3515,27.7
3848,20253,1323,4439,2428,3802,3500,5826,10840,18286,332,639,27.7
7868,13678,3218,5315,3558,3515,4725,4635,14302,14611,2484,4159,27.8
28220,47379,31991,53131,2304,2143,5560,5393,16665,17343,7534,7696,28
2021,5880,1380,3808,348,273,209,121,10720,13776,13702,13259,28.1
541,2049,417,2365,185,166,105,0,2975,4817,25186,41061,28.1
2.06563e+06,1.46014e+06,1.86899e+06,1.62902e+06,9639,4755,2143,1150,5.57098e+06,2.86139e+06,3.64805e+06,1.78418e+06,28.1
11749,23190,2011,5256,4236,4169,5228,5400,17395,17690,3499,4104,28.2
2750,16076,839,3562,1940,4530,2773,6683,6820,15292,652,1409,28.4
29851,38547,11492,17103,375,195,263,156,38207,35117,30913,25817,28.5
69453,101816,14134,24162,86,64,160,64,78063,72528,67822,59524,28.5
6730,17073,2882,5890,3784,4280,5590,6149,14757,15799,2633,2378,28.6
35139,49548,9801,14165,281,236,0,53,38120,34546,19650,24909,28.8
6342,10485,935,3810,79,73,64,13,5906,8426,41916,48040,28.9
650532,853314,216416,321453,1676,1464,21,177,440575,371601,161499,158043,28.9
6.30347e+06,1.60638e+06,7.50833e+06,1.22822e+07,61380,10850,32598,6627,586577,93867,286969,47145,28.9
3346,9982,2367,4693,2932,3866,4482,5893,13007,16582,2164,3318,29
2055,9714,667,2860,814,2064,1060,3269,3068,9342,381,1312,29
638609,665968,73325,91633,3875,3119,56563,42223,462390,325777,402167,237609,29.1
5293,9265,1041,2213,900,2520,1488,3624,4284,10130,2438,3568,29.2
3669,8191,1174,4428,1818,3846,2178,4731,6361,13413,332,1412,29.2
2318,9515,192,1388,471,1063,614,1563,1861,4263,1856,2726,29.3
2262,13883,0,1029,1788,3507,2544,5024,7003,14160,398,564,29.3
4926,14326,269,1612,862,2505,1194,3325,2805,8995,269,277,29.3
2689,6850,810,2166,2781,3733,3888,5738,10581,14575,2491,2900,29.3
6952,8038,2540,5117,1386,1204,1532,1630,4457,4980,0,335,29.4
21717,22682,1471,3064,5749,6427,8105,7896,19810,20067,2984,4364,29.7
386899,596962,18598,27602,910,492,5699,5705,155723,143611,119284,112136,29.7
116233,167675,14204,19742,10,332,147,146,140412,112399,34365,33083,29.8
15671,21998,29,2075,2878,3048,5241,5195,15848,14507,4294,5143,29.8
61633,94080,19755,28663,161,99,102,125,65353,58840,58370,48271,29.8
1858,10701,774,2943,110,0,156,60,3874,5703,0,296,29.8
661051,853623,597471,892419,1550,1542,942,374,404401,343566,229197,172870,29.8
38400,70556,6938,11615,194,160,389,175,51625,47233,41003,31269,29.9
3920,11028,1170,3135,152,66,368,227,45455,37846,14184,13162,30
