"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
12654,29359,3565,8171,592,384,80,73,18366,26138,13829,20111,16.3
17684,22042,2303,3289,3010,3961,4719,6042,12262,16809,4471,3938,16.3
32244,72347,18665,36424,260,160,87,57,39271,52637,32649,42998,16.4
31492,60068,3216,7866,95,139,282,164,49536,60377,21818,27134,16.4
92810,233784,14602,26379,474,431,0,74,68642,92040,40493,52135,16.5
5274,14315,920,2050,1606,2031,1930,2776,5083,6993,1821,2034,16.5
2797,13085,1333,3970,599,771,936,1262,3417,4954,1141,2443,16.6
8144,26451,1606,6116,1459,1946,2455,3332,6858,9293,1894,3357,16.6
5340,15058,2217,5833,1520,2166,1984,2713,6703,9800,2034,2193,16.6
40560,96963,11159,26708,442,236,187,188,53803,71816,38169,61118,16.6
107318,245205,6380,13289,336,247,0,72,147958,195045,55675,77202,16.6
2287,13975,750,3320,355,1141,408,1473,1412,4528,1021,1489,16.6
10625,15778,1320,2508,505,1210,304,1159,1443,4294,507,1498,16.6
35440,85338,7355,17198,331,275,197,87,44664,58760,39478,48822,16.7
21786,59156,11583,29024,381,216,152,98,33119,42853,19045,45223,16.8
36985,76938,5345,12350,233,260,544,170,43429,56644,48786,49830,16.8
4365,13628,1641,4093,2775,4260,3637,5457,8800,13292,2365,2133,16.9
75560,160441,10599,15477,1031,539,234,176,110071,132113,42657,48472,17
8164,22085,1673,6696,3890,5341,4438,5889,11884,15799,1971,2155,17.1
11785,25288,2593,5792,4028,5471,5553,7797,15731,22304,2481,5156,17.1
667,3643,0,623,272,1206,358,1571,1143,4843,1299,2526,17.1
1531,6567,453,1971,1846,3005,2137,3349,5701,8982,644,2140,17.1
2268,8547,822,3214,770,1142,1138,1791,2816,4687,375,829,17.2
2425,8646,82,2328,1312,2095,1677,3031,4914,8030,370,1728,17.2
4383,15380,0,583,1864,2465,2457,3263,7286,10254,944,2434,17.2
55073,138481,1320,6829,405,242,83,106,81796,107709,25949,47455,17.3
2959,12458,116,487,1691,2921,2241,3778,5493,8574,1416,1467,17.3
4696,14638,2846,7325,2458,4320,3276,5631,10390,17353,2820,4106,17.4
1931,10900,1376,4094,1680,2814,1862,3130,5284,8552,445,1774,17.5
4322,24035,698,3980,1752,2899,2492,4129,7845,13116,352,939,17.5
877,3992,432,3145,483,1497,747,2632,2596,7808,1124,1692,17.5
1146,5201,806,2378,204,918,345,1580,1387,5927,278,334,17.5
56352,100392,15500,30857,4154,5438,3462,4707,10246,12667,1914,2482,17.6
57434,122587,1891,4088,308,255,231,107,52471,66475,38103,60569,17.6
4909,12693,1728,4907,1036,1613,2401,4314,6321,11237,3598,4223,17.7
2793,8736,973,3463,1516,2178,1634,2432,4673,6567,668,1257,17.7
1320,5858,0,209,134,179,203,107,1884,6839,3067,7993,17.7
302468,545704,15744,28706,909,730,342,205,463393,541667,186074,232440,17.7
1391,5734,0,302,82,39,140,39,976,4428,954,3315,17.7
4062,9783,1810,3393,2145,3118,2622,3878,8255,12574,171,1738,17.8
151956,321041,20265,34992,218,276,0,139,82814,102255,58522,66983,17.8
10230,11793,1007,2903,1517,2212,2274,2785,6543,7991,1679,1572,17.8
10225,11485,49,3628,1742,2114,1627,2093,5049,6624,579,464,17.9
661163,826963,4.29686e+06,7.38994e+06,13725,15004,20039,22459,68908,74556,25929,26554,17.9
11066,34160,1072,3427,5199,6876,6468,8930,18178,25325,1254,4532,18
2025,4181,2507,4498,227,148,275,120,5485,6315,26257,36115,18
2017,12095,8660,36994,121,76,197,133,27543,56338,74565,124607,18
945,4819,1716,5513,194,88,188,119,13189,39450,97591,179881,18
3.88429e+06,2.16281e+06,1.2375e+07,1.10833e+07,34652,11019,9310,2882,1.23761e+07,3.2131e+06,9.05905e+06,2.279e+06,18
4157,6835,1603,5522,2187,2837,3136,4185,8622,10978,802,2713,18
3036,12609,1217,4731,1755,2456,2645,3788,7060,10389,1266,2612,18.1
10276,24441,1761,3732,2772,3281,3383,4362,13090,17880,2722,4314,18.3
1.43655e+06,1.26021e+06,3.9377e+06,4.14493e+06,8797,5988,1952,1537,564247,489507,325462,252368,18.3
2829,10030,1623,3996,1911,2613,3160,4261,7935,10473,380,987,18.3
8283,14485,1917,4581,3069,3564,4375,5420,12040,15257,2056,2471,18.3
19017,41756,4112,8919,314,273,77,76,19983,24980,12560,18443,18.4
7230,16781,865,2766,1327,1721,2255,2795,6141,7796,1664,1877,18.4
16635,29367,3875,6714,318,201,0,87,28091,33226,20318,26225,18.6
38784,53258,12331,18918,177,236,291,79,26863,32701,26288,22224,18.6
16537,36589,1819,3876,266,126,188,104,19825,24075,13361,21471,18.6
4891,10410,379,1628,2084,2286,3099,3613,8449,10317,1695,2813,18.7
9342,12990,1577,3507,3327,4079,4655,5991,12852,16497,2785,3157,18.8
5411,22064,1220,3786,2080,2865,2600,3697,8368,12097,1070,2382,18.8
8899,15385,1666,2389,2190,2448,3108,4129,9631,11305,4031,3506,18.9
1511,8999,0,673,1244,3374,1658,4364,4112,10795,238,721,18.9
3688,15550,1308,2971,2241,3088,3007,4485,8788,13519,2128,3687,18.9
8505,23187,1840,5731,3001,3543,4084,5266,12149,13745,1692,3155,19
11181,24244,1443,4016,375,347,99,81,19007,22103,13563,20335,19
8527,18303,1271,4593,2011,2832,3125,3994,9795,12723,1717,4022,19
70751,150617,21233,41888,5048,5874,13648,17005,42857,53146,17107,16761,19.1
6263,22877,1012,3462,31680,45015,39663,57086,50570,70871,2014,9794,19.1
82798,170275,33678,61870,623,322,0,12,106189,116338,41775,46823,19.1
10165,18143,2028,4915,2286,2771,3330,4096,10124,12146,1503,2694,19.1
2984,13375,140,1093,1061,1639,1415,2469,3800,6840,684,2563,19.1
5663,25574,624,3353,5673,11018,6793,13312,17419,34139,2456,6453,19.1
5644,18097,1126,4185,113,148,103,1,12719,17252,3420,10442,19.2
7239,22836,1639,2178,3035,3926,4040,4920,11380,14074,585,2559,19.4
7604,25592,980,3207,4876,6499,5852,7557,12778,15408,1366,3543,19.4
2869,12822,873,3590,1701,2615,2405,3733,7061,11326,0,2755,19.4
1977,12779,2104,8614,1769,3307,2142,3970,5833,11130,0,0,19.4
1726,7504,810,4137,553,1943,648,2338,1374,5720,104,248,19.4
31897,61392,2070,4071,255,151,261,167,40141,45122,24684,44452,19.5
24815,53561,5903,10614,264,160,52,0,26903,30510,13787,23804,19.5
200224,338180,336207,595706,6673,7727,7698,9334,22807,27663,9001,8866,19.6
19285,33419,5577,11956,322,240,339,167,24637,28787,16674,23162,19.6
4255,11201,971,2535,2286,2569,3065,3954,8447,10478,2236,3021,19.6
2914,17808,787,3228,1330,2972,1599,3579,4472,9509,148,1045,19.6
5856,21784,774,4716,6717,9436,6855,9479,15837,22354,1967,2610,19.7
13759,22985,3748,6882,1867,1815,1811,2405,6774,7906,2173,1657,19.7
6560,17326,921,3357,1809,2565,2644,3725,8234,11715,1941,3596,19.8
19525,37609,20493,36866,294,197,187,79,22779,26134,15420,21490,19.9
2903,9062,657,4720,930,1338,1242,1972,2864,4678,0,102,19.9
4399,10208,1150,2135,2077,2577,3155,3761,10411,12593,636,2649,19.9
2401,4639,969,2584,414,1674,785,2636,1886,8000,212,210,19.9
25375,41399,2204,5268,798,346,380,144,25533,27957,24705,26287,20
33677,42575,2459,4961,2,108,210,72,35532,40010,31835,29313,20
5677,16140,1411,3439,1920,3066,3209,4718,7968,11744,2661,3097,20
842,5890,556,2266,654,2166,1074,3716,2418,8580,370,628,20
5858,14982,2195,5958,1006,1138,2430,3764,6885,10623,518,2454,20.1
7131,10997,793,3422,212,1086,354,1262,1335,3985,1985,2568,20.1
3785,14129,439,3002,625,1902,815,2081,3319,8058,1848,2277,20.1
3792,8284,1079,3102,755,1901,974,2334,3559,8123,565,736,20.1
21291,40269,8012,11651,161,182,112,78,26564,29490,20103,24249,20.2
8601,11085,3306,5325,1794,2171,2429,3053,8329,9440,3378,3716,20.2
611,3581,389,3177,1093,2347,1838,4215,5459,12974,468,731,20.4
1805,11898,164,1303,397,1007,497,1502,1594,4405,1062,2475,20.4
1267,6915,207,1378,728,1265,1211,2013,3180,5508,132,207,20.4
92301,170232,6938,11369,327,195,0,152,122737,126458,41954,44538,20.4
39029,49740,6842,13157,342,317,559,151,24769,27907,22212,26889,20.4
16189,34307,6794,12630,496,240,100,72,22554,24913,9872,18501,20.5
7006,15354,2787,4943,2733,3268,3335,4161,8520,10585,1860,3162,20.6
3324,8132,1242,3038,1284,1553,2372,2697,6705,8276,1036,1648,20.6
6303,12474,1287,2437,1487,1825,2209,3140,6227,7856,345,1117,20.7
28529,55216,34851,61799,2612,2403,3046,3583,10306,11284,2678,1816,20.7
