"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
10078,9713,1283,3055,1594,3071,2654,3939,6955,9619,1783,1254,15.6
7172,17121,837,1965,1739,2633,2238,3434,5435,8228,346,1959,15.6
9630,31469,12182,37110,1833,2528,2487,3466,5519,7791,1258,1782,15.7
895,5442,24,1529,260,226,96,0,2171,5634,521,3528,15.8
472495,905362,424223,842943,2153,2535,493,515,327183,408034,168150,195388,15.8
692,3520,460,1694,162,50,86,0,1924,5945,921,2476,15.8
3274,12850,722,3850,2187,3383,3058,4952,7002,11586,1719,2483,15.8
13060,20700,2058,4339,1526,1743,1867,2626,4942,6922,415,863,15.9
4136,12155,185,1426,2030,3629,2803,4304,5724,9379,510,883,16
26327,57151,5709,13200,306,169,0,0,40677,52585,32144,45185,16
1625,6135,1711,4677,1354,1940,1808,2794,3717,6170,370,1158,16.1
70661,165252,18193,36830,201,268,43,60,50447,67100,48618,59153,16.1
97850,198033,2398,5381,0,185,299,155,138399,179186,73486,80579,16.1
13948,26258,3912,5851,1419,1701,3299,4723,8786,12411,3714,4176,16.1
16479,43022,3551,8877,88,79,270,186,26885,35026,31927,32496,16.2
9359,24374,901,3031,2884,4241,4085,5853,10905,16444,1365,3851,16.2
5591,16368,932,2530,1024,1336,3140,4230,7027,9153,3688,4146,16.3
11207,30064,1912,3492,5215,7528,5969,8581,14846,21396,62,3884,16.4
9578,27231,882,3233,1688,2423,2322,3284,6983,10656,0,616,16.4
47709,104558,17795,34701,542,360,469,239,61213,77713,51392,63024,16.4
7289,15578,1694,2786,2815,4035,2616,3714,8487,12979,556,1850,16.5
4729,16507,1299,4781,1606,2301,1886,2792,5484,8014,1032,2029,16.5
3954,8529,1232,2590,1263,1591,2028,2768,5620,7417,465,1966,16.5
4333,12492,684,4365,1000,1489,1584,2277,5956,9024,595,1372,16.6
17259,34802,5438,8922,146,46,0,28,17854,22738,15347,18181,16.6
777,4081,0,0,678,1714,762,2102,2094,5297,1197,2027,16.7
1535,6600,1278,4487,1786,2813,2800,4461,6913,10816,1135,3113,16.8
3310,9754,1380,4651,1353,3249,1476,4053,4266,12199,1740,2289,16.8
6902,13348,403,1848,957,3140,1369,4014,4463,12575,0,496,16.8
12128,35923,636,2351,2785,3685,4311,5932,12691,17174,2701,5341,16.9
2523,13084,526,2661,439,1718,409,2001,1028,5592,88,130,16.9
29977,67132,3280,7763,32,39,24,17,28363,38133,17887,35599,17
2.84991e+06,1.62024e+06,1.02285e+07,8.14224e+06,8143,2864,2557,809,189928,209508,129036,117213,17
17155,18335,0,3277,2089,2262,2689,3257,5946,8135,1614,1963,17
4646,8831,1579,4103,1128,2335,1338,3198,3516,7697,1283,1751,17.1
20423,38385,2772,6371,28,111,228,124,27605,34897,26987,37504,17.1
9319,13559,3627,5889,794,1185,2486,3032,6894,8451,2312,3384,17.1
2681,12896,793,3470,1275,2145,1719,2989,4638,8320,872,2108,17.2
232230,460877,11190,21267,753,412,3143,3690,79763,96479,79480,84253,17.4
26171,63000,4468,11051,1903,2575,4868,6559,12955,16553,3748,5558,17.5
14188,40494,3311,10469,216,142,141,62,23340,31512,6333,22354,17.5
3960,17206,643,3839,1734,2272,2113,2812,7135,9813,2727,3555,17.5
7578,32188,6395,16912,107,60,146,29,16321,23597,10632,17884,17.6
134077,285057,9538,17567,517,366,444,173,80793,97351,47192,61965,17.6
49026,108484,21995,43133,444,327,270,160,61570,78021,37404,60059,17.6
53330,107514,2171,6595,511,228,24,108,50560,60253,38220,49466,17.7
15509,36675,4850,11838,95,49,242,116,27707,35771,12014,29135,17.7
24056,40086,1126,2763,91,123,215,87,19814,24682,15362,24512,17.8
4897,11945,0,949,170,177,45,0,9723,7721,1833,2419,17.8
5466,8083,0,685,109,109,33,78,877,10257,9472,23955,17.8
319442,591872,22586,39895,1013,1006,174,197,417059,476702,128086,147995,17.8
2989,9608,0,801,165,160,256,193,1966,7195,1055,3162,17.8
414043,636278,509447,808521,2250,1790,1005,454,169876,195443,126986,130683,17.9
6529,13799,2085,5457,1586,2114,2241,3030,5977,7889,1634,1814,17.9
22282,46376,5386,11811,191,170,174,100,24018,31304,13095,28859,17.9
3796,15095,391,2302,372,1512,339,1426,1177,4465,197,339,17.9
94267,154543,79069,146530,5235,6369,6160,7534,19218,22832,6514,6198,17.9
2498,16377,238,2716,520,2012,752,2490,1543,6102,1190,2054,18
2635,17925,386,3175,1635,3269,1720,3500,4345,9192,109,862,18
16983,18120,1421,3594,4876,6142,5212,6565,12924,16331,1128,2269,18.1
7020,27038,1651,3503,2126,3410,2467,4447,6592,11065,1685,1859,18.1
2332,7434,913,3655,792,2127,580,2446,1773,6592,193,485,18.1
5935,13837,1943,4958,3128,3954,4559,5949,14149,19646,667,3336,18.3
6248,12761,1112,2568,119,71,730,366,33438,20763,16972,9579,18.3
5257,11667,470,1604,0,102,636,809,10964,10181,84779,119955,18.3
980110,896499,254322,359704,13009,7867,208661,133467,2.23655e+06,1.37052e+06,1.85688e+06,1.02802e+06,18.3
29451,68087,7937,19190,287,235,248,147,33176,41892,14833,35089,18.4
2933,8168,1040,4109,390,1070,597,1866,1850,4733,924,1198,18.4
1941,7312,508,3451,483,1349,400,1610,1886,5782,431,743,18.4
1029,6821,0,1075,447,1442,503,1507,1587,4381,82,230,18.5
8918,17977,5072,11228,186,126,242,170,16227,19809,14199,19192,18.6
17864,39365,2375,4767,213,220,80,15,24034,29708,12388,27936,18.6
31630,63443,19513,36453,361,273,210,79,42013,50716,26531,37293,18.6
33043,75631,5690,10584,107,143,283,152,37456,42953,28184,37667,18.6
471,2011,1493,5276,915,2267,1257,3439,3108,8087,845,1663,18.7
11081,11805,1536,3755,3221,3981,3554,4414,9359,10279,2608,2009,18.7
8410,18071,1821,4525,3203,4029,4665,5871,12251,15415,1944,2941,18.7
211347,402290,20147,33551,334,337,133,97,172258,193899,99239,106665,18.7
19982,35965,4047,8401,378,288,292,161,17212,21676,10310,21644,18.8
28788,51847,4375,7061,420,266,16,57,40208,45030,32054,36910,18.8
20532,39505,1577,2924,270,167,71,69,19132,23084,10637,24237,18.8
12334,18804,2135,3536,2986,3746,4312,5161,13137,15739,3352,3620,18.8
38676,75394,8064,15681,255,301,330,146,41615,45803,35870,34823,18.8
4873,16101,992,2367,2283,2978,2575,3475,6435,8695,0,2036,18.9
27174,60631,2912,6169,125,106,228,157,29413,33128,24908,30633,18.9
60253,130506,7406,12635,278,180,150,178,58981,71885,43380,67913,18.9
6138,16077,1424,3308,2255,2809,3305,4128,10209,12685,527,1823,19
10081,17973,8835,15978,423,334,96,52,38336,28336,12929,8282,19
1564,7672,884,2991,151,160,179,116,3447,6739,11363,23639,19
2023,10213,954,3317,195,215,178,133,5021,9592,15718,34662,19
1.36291e+06,1.25117e+06,2.55643e+06,3.29647e+06,9048,5399,1836,1019,1.85881e+06,1.65069e+06,1.36827e+06,1.16376e+06,19
8688,17245,3400,5108,2839,3928,3722,4657,10797,13593,2496,3529,19
35892,71900,14642,32649,270,131,294,118,48392,55995,33378,49276,19
3511,13167,726,2685,2290,2963,2977,3838,7098,9276,1701,2363,19.1
4972,11379,1332,3372,2002,2475,2023,2498,5306,6499,366,655,19.1
4015,13735,187,1914,3219,4260,4085,5610,10752,14408,1117,2243,19.1
10602,11442,1615,3296,2624,3432,3582,4922,8382,12152,2950,2947,19.1
44993,90514,5271,8074,104,122,409,167,48120,52421,31487,46818,19.2
35149,73884,2423,6457,653,430,11,54,29805,33750,21540,26690,19.2
35630,70651,4732,8260,336,251,200,113,43112,45164,37094,36883,19.2
14909,33566,863,2766,282,205,64,61,26346,32789,9380,27038,19.3
5153,15119,746,3176,964,1349,1583,2371,4829,7453,790,743,19.3
44256,78098,17325,34044,281,345,340,142,44861,51526,30368,37067,19.3
8141,17745,1491,3105,3110,4396,3566,4640,9499,12687,2885,2895,19.3
8224,17446,223,3645,1764,2252,2426,3314,7132,9696,1923,2561,19.3
28022,54007,4167,6942,342,201,399,197,38073,41802,23564,27701,19.3
22285,43388,2133,3844,2262,2757,5295,6300,12204,15365,4170,6636,19.4
70230,119886,6969,14139,0,0,234,128,50807,55470,41703,42506,19.4
3192,9486,1503,3385,1558,1772,1896,2199,5019,5938,784,1485,19.4
6115,14130,1338,3289,3328,4266,4195,5659,10227,13572,317,2142,19.4
45139,72794,4466,10509,367,210,131,71,52804,61915,36823,54353,19.4
14298,40688,2209,4657,2610,2735,4079,5026,11150,13481,1926,3589,19.4
2688,13318,1040,3594,625,1315,758,1863,2845,5953,1044,1339,19.6
15696,50788,3173,6440,2681,3521,6081,7481,17276,20774,2172,5736,19.6
16218,44248,3148,7329,77,44,259,122,28008,32995,18176,31435,19.7
3910,11488,0,2478,728,870,1150,1431,3035,4370,256,416,19.7
242129,420436,15061,28913,474,293,70,117,159180,166516,76717,87631,19.8
4487,11203,2760,8296,1878,2302,2416,3303,6888,8653,1073,1455,19.8
29891,50504,3052,5802,484,302,512,166,26613,28552,31084,26887,19.9
4298,7620,1962,3666,826,2072,1289,2878,3778,6867,1372,1383,19.9
12047,25693,1021,3702,179,142,7,13,16996,19821,10769,17352,19.9
58651,107298,13167,24823,605,329,400,190,68728,78043,50440,71770,20
6.81747e+06,1.78282e+06,8.44993e+06,9.55731e+06,54797,15450,27431,12293,692650,270923,421394,138440,20
17657,42692,6045,10842,252,167,124,89,23602,27399,22027,23626,20.1
3550,14936,1340,3389,2455,3276,2617,3530,8493,11006,1801,3162,20.3
10785,25524,1913,3381,1606,1987,3860,4704,10177,12111,1907,4319,20.3
3898,18753,1428,3944,518,970,815,1980,2444,5115,1158,1908,20.3
1172,6918,1215,4800,2175,3681,2509,4170,5139,8653,570,1523,20.4
13743,32848,1663,4438,255,297,0,42,15771,18089,6295,15154,20.4
23085,43277,7022,12793,3889,4581,4849,5572,13157,14743,3014,3282,20.4
6374,21621,2658,5317,3022,3954,3479,4691,7468,9989,38,1528,20.4
3650,10120,1711,5173,2154,2636,2947,3573,6891,7846,807,1530,20.4
31757,62597,7194,11807,279,291,339,136,28431,30162,24708,29293,20.5
22716,49754,2101,2964,334,249,185,157,36095,39118,22049,32691,20.5
9011,20632,1786,4005,2764,3016,3260,3800,8163,9031,1460,3282,20.5
5256,10911,827,1906,2485,2691,3166,3977,8209,10258,1014,2303,20.5
4153,13898,1041,3105,1782,1980,2385,2818,6048,7766,602,931,20.6
5548,19395,2040,6214,1363,1839,2137,3176,5842,8093,1578,2252,20.6
1940,5957,1325,3361,1658,2296,2714,3776,7265,10474,611,1436,20.6
3485,18266,557,2286,764,1812,759,2412,2540,7010,1248,1780,20.6
5224,14572,278,1002,363,1206,556,1929,1728,4795,182,673,20.6
271588,464915,20900,34364,835,564,106,76,158283,159144,97117,86414,20.6
36244,73828,12778,24720,320,207,0,7,47846,50516,31087,37871,20.6
31104,44137,3652,7325,121,143,80,110,30471,34717,19609,30622,20.7
7219,36410,659,2316,2109,2966,4290,6379,9776,14937,1585,3797,20.7
1755,8571,530,1898,550,1402,835,3302,1995,7874,595,1224,20.7
5360,17572,1127,3729,1863,2916,2458,4037,5608,9290,1088,1766,20.7
11273,24406,506,2455,4397,5560,6105,7503,17722,20421,1473,2614,20.8
4358,6355,3754,7357,619,350,203,79,132987,91234,49794,25753,20.8
561,3015,514,2706,151,87,121,69,21008,42201,197570,528725,20.8
850258,730996,353084,513578,8836,4738,1454,853,8.55411e+06,4.96256e+06,5.82714e+06,2.9907e+06,20.8
52879,90452,37625,64314,5308,5482,7447,8583,21616,25670,6318,6191,20.9
2563,13531,547,2893,810,2185,1085,3270,2729,7918,1708,2523,20.9
23643,42911,3771,5562,9541,11390,12484,13801,28913,31987,4423,5501,20.9
75517,118958,11444,22905,151,256,39,93,40005,39428,42812,40957,21
158756,278057,86354,140835,930,500,168,88,99726,99451,61157,62307,21
15748,25366,4042,8159,5178,6307,6712,7788,18233,20849,1837,3682,21
3117,13990,482,2515,816,1060,1766,2644,4536,6749,883,1406,21.1
15783,35371,2794,5978,337,216,122,45,22665,25552,9895,18542,21.2
2932,14226,2135,8195,1212,1679,1722,2583,4704,7118,931,1209,21.2
2214,8079,1326,4145,1123,1893,1480,2726,3910,7064,1658,3048,21.2
8979,18106,3031,4857,2225,2610,2960,3514,7845,9288,1857,1768,21.3
5070,17734,2006,4779,2419,2717,3535,4040,8848,10566,1111,2921,21.3
2925,17614,808,3162,611,874,671,1456,2679,5113,671,1842,21.3
59898,105399,2470,6183,242,102,326,224,88241,89238,24623,33566,21.3
1946,4212,1937,6204,2382,2828,2875,3557,6776,8229,319,1366,21.3
166704,291625,30863,53947,456,256,645,257,86186,84628,67299,58885,21.3
1.08143e+06,1.47982e+06,1.45832e+06,2.13601e+06,3023,2213,803,563,554890,508076,276440,264136,21.3
6084,21922,1677,2693,2575,2924,3730,4247,10127,12311,3317,3050,21.4
1964,11050,616,2605,2685,4577,3174,5467,7825,13428,1389,2115,21.4
21497,40601,9995,19495,375,249,153,87,21331,26233,7303,19663,21.4
35799,71104,3870,6499,355,226,139,84,25642,26833,18749,20119,21.5
1686,10637,351,1965,456,1196,430,1381,1322,4418,217,231,21.5
8999,19610,842,3447,4861,6035,6052,7543,14312,18177,1302,1853,21.5
45777,85408,18550,33687,152,320,203,119,59517,61467,41117,52957,21.6
2616,7560,173,3528,838,1530,1087,1932,3146,4962,386,936,21.6
14187,27574,2985,5762,2500,2894,4161,4853,12797,13314,2329,4742,21.6
301663,472080,19875,35102,1731,1886,27196,31119,187973,194443,137559,158467,21.7
231032,391554,17867,32246,373,244,380,169,234077,224024,94716,92433,21.7
4611,13505,1373,3474,2733,3084,4068,4709,11730,14196,1296,3305,21.7
11110,29847,8220,19082,188,222,7,0,14175,16672,6231,14480,21.8
12240,19231,1007,2115,3346,3182,4113,4411,10844,11251,3051,2722,21.8
11961,23804,2291,4521,4164,4300,5710,6139,16080,16572,2768,3418,21.8
10998,16545,3532,3437,3159,3751,4331,4477,9477,11419,1944,2516,21.8
3381,9782,566,1938,139,108,90,38,1594,5080,17180,24835,21.9
143666,248549,4430,6189,379,167,352,184,168009,171960,75970,100323,21.9
213053,380771,141766,234340,8785,9327,11088,11449,30646,30485,6423,7440,22
22651,28485,2772,4658,3590,4038,5775,6596,17900,19113,3613,4490,22
58463,98742,1647,4047,414,239,313,127,51012,51122,49799,48300,22
12793,29484,2856,5213,1915,2090,4742,5286,10886,12574,4609,5470,22
27166,51581,9319,18181,3228,3666,7038,7565,19310,20895,2785,6608,22
14239,30696,11976,24425,267,82,472,223,30498,33247,28942,26006,22
408031,639174,202669,302258,6452,6648,14303,15965,45123,46864,20707,19936,22
14108,25500,2925,6325,2271,2622,3496,3806,9081,10292,1159,2266,22.1
50115,90643,4620,4850,484,163,263,142,46840,44629,43066,34808,22.1
3808,14143,806,2805,2554,3472,2912,4028,7358,10299,352,1708,22.2
8020,11307,2895,3842,3666,3886,5461,5899,14797,15495,4352,3393,22.2
7491,13324,2018,6161,3343,4217,4697,5774,12549,14678,4165,4199,22.2
2185,7127,2267,5026,2908,3540,3768,4626,11115,13350,1486,2241,22.2
14558,14687,2567,5558,5043,5891,7198,7889,18026,19897,3586,4321,22.2
64649,111834,36313,46748,10108,11516,7268,8253,17326,19764,3603,3842,22.2
20283,35414,7806,14221,1589,1437,3440,4062,9094,10320,3499,3494,22.3
6813,16733,734,3081,7520,9162,10328,12440,22689,27706,1932,4033,22.3
4.96338e+06,1.98842e+06,302506,1.01053e+07,21093,5730,5947,1583,873057,272985,486207,134647,22.4
556303,745798,55180,79555,2663,2808,37171,35127,255289,218410,168767,146246,22.4
41152,69165,9384,15717,299,308,152,147,44187,41516,25485,26942,22.4
54731,89118,5520,10518,429,237,49,8,53695,58156,45379,58225,22.5
10021,19256,1888,4403,1764,1792,4281,5003,9817,12023,3469,4903,22.5
16924,36563,1780,4745,4477,4841,5563,6509,16398,19273,2026,5472,22.5
19059,36622,2130,4419,442,293,368,219,25820,28190,8730,21254,22.6
36910,62442,3029,3975,590,197,0,107,31363,30884,27089,28652,22.6
52536,79102,9293,16523,717,279,313,183,22884,22840,18864,16090,22.6
54267,91796,57386,92009,2545,2610,4690,5202,11529,12138,4312,4360,22.6
41091,51501,1308,4351,270,161,109,103,38141,35897,28159,26206,22.6
20012,33473,6469,11990,1912,1958,3787,4219,9057,8493,2590,3951,22.6
1445,7560,212,1565,73,0,111,75,2183,5370,5945,10665,22.6
588,2486,0,0,29,0,215,137,9351,13481,4984,7714,22.6
3596,19619,322,1799,116,0,254,237,3944,7056,3955,6327,22.6
2768,11248,0,1423,121,36,165,46,2174,6874,33280,49924,22.6
486044,652060,50918,80522,825,694,276,334,854869,793787,777716,738147,22.6
2706,9585,0,234,113,43,43,0,2306,5921,4633,5957,22.6
34960,60521,23084,40434,228,177,256,156,44251,42906,33030,32229,22.8
4603,16306,1723,4340,1102,1863,1298,2327,3859,7042,1865,2572,22.8
7053,16065,3165,5956,3149,3281,3980,4452,11162,12427,2256,2949,22.8
11799,21675,1498,4252,1680,1933,2677,2955,8188,8395,3280,2654,22.8
2285,9610,1886,6176,1366,2911,1450,3575,3775,9124,954,1793,22.8
1575,8357,1773,6045,1256,2907,1516,3707,3629,9330,0,0,22.8
6280,10721,2640,6029,1652,1659,2528,2778,7588,8241,1322,2677,22.8
