"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
10412,9457,2367,7194,3914,4220,4600,5393,11312,13085,0,1226,17.4
24353,31763,3620,5121,5069,6187,7172,8468,22136,24405,3561,6814,17.4
2742,11772,1872,4934,1203,1721,1442,1897,4223,5697,0,897,17.4
1743,11247,2054,10154,179,133,150,28,3605,8306,3931,8021,17.5
2.52892e+06,2.09925e+06,6.21802e+06,6.10015e+06,14096,8082,8117,6818,2.26299e+06,1.41347e+06,2.0145e+06,1.01952e+06,17.5
2882,11233,1773,3404,3835,4955,5240,6616,12168,15281,1190,2791,17.5
4743,15027,2202,5145,4347,5137,4998,5864,14428,17102,1480,2227,17.5
8778,17810,1618,4158,1173,2668,1937,3312,6326,9808,1141,1459,17.5
72927,135007,6691,9650,0,47,234,136,94369,96624,23684,39602,17.6
2914,13292,2221,8035,2938,4395,3727,5763,9266,14286,1204,1970,17.6
16579,33156,2507,5292,7461,8465,9541,10906,21837,25380,2166,4881,17.7
631,3936,295,1981,782,2049,927,2996,2774,8176,103,135,17.7
44608,76716,21158,35977,276,235,0,0,43792,47342,16548,41520,17.8
7409,16955,363,1910,2761,3821,3923,5489,11041,15920,3019,3277,17.8
45292,75336,7364,14320,352,244,77,27,36132,39954,26203,34009,17.8
4642,14164,746,2446,6202,8240,6937,9201,13840,18757,0,1254,17.9
457879,203414,68461,25374,891,409,207,221,29106,28445,31493,23932,17.9
3952,12612,1982,4652,2971,3662,3719,4228,9891,11050,744,2120,17.9
11806,19368,1754,3577,2524,2820,3936,4260,10720,12287,2765,2486,17.9
28222,47227,5235,11553,20,93,61,39,25749,26566,24553,22970,18
1568,10412,576,2627,1604,3785,1921,4857,4413,11811,392,959,18
2488,14848,461,2356,1257,3405,1390,4203,3425,10776,19,255,18
6129,14732,1970,5159,4629,5595,5598,6977,13083,16173,2070,2730,18.1
8850,15379,123,2055,154,105,348,170,3802,4611,3420,4400,18.1
1478,6864,0,199,168,80,160,39,3581,4944,1380,1805,18.1
456176,615624,49120,70226,1384,1255,234,146,506905,420133,238713,207988,18.1
2819,10565,362,2766,619,1174,662,1952,1875,5649,3219,4751,18.2
12212,24959,2308,5508,5501,7013,6554,7705,16301,18380,486,1197,18.2
14420,23059,2202,3579,5640,6179,6703,7555,17416,19293,4527,3123,18.2
1468,6872,732,2803,2639,4129,3471,5701,8749,14212,1080,2227,18.3
28611,36581,3354,6408,243,156,542,213,26796,27299,26215,24638,18.3
1529,5003,1555,5034,1981,2670,2495,2918,6031,6792,1047,944,18.3
16621,31209,2741,4898,5336,5964,7268,8080,19792,21313,3949,5577,18.3
36828,67888,7055,14288,302,216,4,0,43647,45930,22010,36637,18.4
3444,15976,878,3617,1259,2686,1360,3025,3132,7362,515,1345,18.5
5439,11653,2751,6318,4261,5043,4827,5734,12247,14094,1083,2995,18.5
1417,6941,863,4447,1256,1937,1712,2858,5417,9109,577,868,18.6
3277,18238,1079,3947,3143,5338,4223,7200,12458,21308,1070,2285,18.6
2729,16214,796,3215,880,3482,1109,4590,3149,12843,65,205,18.6
15614,26409,2095,3857,10392,11421,12972,13984,30052,31360,4881,7056,18.6
748,4050,418,1970,1457,3965,1862,4555,4152,9808,611,1214,18.7
2707,14504,975,2924,4969,7668,5549,8525,12476,18941,670,1300,18.7
2441,6847,3920,6413,2589,3426,3122,4825,9060,13072,586,1651,18.7
22789,55754,2506,4341,508,356,0,48,25889,27231,7648,16533,18.8
10866,15898,604,2844,6446,6936,8405,9320,21664,23019,1842,3835,18.8
22460,34474,5994,9963,215,266,0,0,24572,23063,19726,20608,18.8
54861,80521,15914,23690,8022,8043,11364,12073,33310,33369,9044,8677,18.8
163348,242851,4430,6617,300,174,244,119,213845,200998,53425,84244,18.9
144252,233031,18950,28808,483,384,301,120,101374,94163,76958,76332,18.9
3870,17004,266,1956,1806,3204,2590,4383,6264,9821,1009,1681,18.9
16498,22898,8672,10887,1764,1549,2616,2573,8674,8975,2923,2354,19
5360,13159,726,2340,2159,2358,3485,3899,9365,10219,1143,2874,19
2330,6402,835,2240,1610,1931,2418,3150,6671,9137,799,1275,19
11194,24563,3783,4594,6889,7505,7572,7842,12581,13827,1579,1867,19
8040,27626,769,3187,4650,6226,5977,8117,13194,17734,559,2170,19
31105,39465,3434,4960,412,203,147,178,40224,43457,37471,34629,19
1987,10331,777,2851,2329,3617,2997,4654,7992,12620,326,418,19.1
3838,10545,2308,5175,3223,3746,4065,4790,11386,13189,1239,1317,19.1
18218,43429,5879,10550,524,373,55,48,28182,30310,6220,18272,19.1
