"FSC-A","FSC-H","SSC-A","SSC-H","FL1-A","FL1-H","FL2-A","FL2-H","FL3-A","FL3-H","FL4-A","FL4-H","Time"
26911,57428,12860,19269,2422,3298,2695,3586,7373,10355,1124,1598,16.4
14267,34141,5180,11958,472,502,0,0,22146,28785,13648,23268,16.5
326139,140401,203929,127883,768,504,0,104,70919,89347,81253,83662,16.7
886,5867,949,5623,530,960,904,1781,2049,4255,258,658,16.7
12592,15228,1489,2940,2930,4278,3232,4589,11073,15366,579,1232,16.9
1949,5712,499,2200,2413,4224,3403,5725,8496,14949,2234,3442,16.9
3183,9434,187,1770,786,670,1476,1798,4744,6490,2055,1568,16.9
3594,16044,1493,3858,2275,3464,2825,4175,8122,12707,1509,3033,16.9
2203,6820,338,1735,4227,5705,4707,6569,10440,13218,2277,2848,16.9
4308,15063,1462,3834,1644,2303,2316,3228,6512,8858,1304,2369,17
13541,33952,2858,5201,4357,6365,5332,7923,12077,17624,1131,4076,17.1
208975,422329,40862,65303,1963,2076,481,328,123744,154067,65343,85247,17.1
22340,49305,2513,5645,1121,1390,333,235,27292,35737,13443,31612,17.1
16879,32696,10112,20047,369,384,0,11,23075,28846,14123,21689,17.2
4474,11972,1639,3117,1477,1837,2310,3067,6395,8496,1020,2514,17.3
29467,59555,1756,6395,601,350,162,109,30418,36370,26157,30811,17.4
28474,56663,2703,5433,0,176,231,204,25552,30682,23253,24341,17.5
35734,70489,7429,14803,1312,1611,166,177,52292,65411,36376,48512,17.6
1450,6898,863,2290,610,2641,825,3330,2399,10276,2097,3345,17.6
1885,7132,0,1018,1339,4191,1621,5145,3821,13228,682,1057,17.6
3244,10053,805,2105,2397,3101,3668,4731,10406,13012,1159,1775,17.7
1838,8718,0,1003,189,71,200,86,2430,4581,1015,1351,17.7
1909,6039,0,272,197,104,175,39,8005,10946,1304,1649,17.7
735,4596,133,1946,155,34,156,34,1549,4140,1702,4895,17.7
1244,7759,187,1171,112,21,190,103,1406,5743,4571,11975,17.7
333751,575220,17376,26118,3351,3709,525,539,598456,626825,247985,272357,17.7
13369,39171,1735,4499,6699,8722,8901,11889,25382,34183,4177,6848,17.9
6501,14673,2598,6055,3792,5142,5249,6854,14447,17957,2406,3111,18
2753,9969,645,2879,2322,3247,3494,5147,8788,12798,322,1339,18
48161,92284,13703,23217,161,270,263,125,64662,73606,56056,63590,18.1
4222,17095,815,2798,3419,4731,4126,5624,11448,14975,3032,3494,18.1
53396,105539,3429,8123,216,198,308,139,55467,65365,42234,50818,18.1
3278,18071,719,2835,1073,1979,2167,4277,5875,11932,763,2457,18.1
90383,191475,16875,33987,1016,1076,114,182,114918,126844,44983,48428,18.2
3341,19749,348,1916,1128,2102,1558,2941,3762,6903,91,866,18.2
8703,25493,1388,3903,1795,2353,4085,5160,10050,12297,1500,4873,18.4
50421,91286,1994,5547,421,326,21,126,52076,62279,55963,57287,18.5
5603,13631,2876,7009,5706,7224,6007,7961,12281,15336,521,1266,18.5
45960,88373,3089,5696,103,297,272,125,46626,54763,25709,43695,18.8
34333,58829,8968,15773,613,300,377,162,28509,33310,12840,26632,18.8
37599,76018,4166,10384,506,423,49,0,48849,59438,20687,46099,18.8
37464,58700,14649,31145,189,184,422,187,38565,44403,40303,37323,18.8
22310,48209,6356,14213,1170,1288,155,125,40271,48414,20465,34711,18.9
6041,13188,1819,3408,3596,4454,5202,6502,12707,15351,3072,3865,19.1
23428,46193,9976,19817,11,5,238,184,31730,37102,27510,33868,19.1
14160,44943,2803,6123,7864,9883,9135,11361,26568,33067,4524,9560,19.1
3813,10266,293,1796,1535,2127,1760,2794,5045,7675,934,1402,19.2
60588,92841,14168,27529,6443,7178,1182,768,56657,57922,63303,52387,19.2
